speaker,line,words
IZZY,"You’re flooding it, Booger.",4
SHAINEH,"For God’s sake, Izzy!",4
BOOGER,"Here she comes. Let’s go. Come on, man.",8
SHAINEH,You got to be kidding.,5
IZZY,What?,1
SHAINEH,"Don’t ""what"" me, Izzy, or you ain’t going to no comic book convention.",13
IZZY,I’m 18. I go anywhere I want.,7
SHAINEH,"Yeah, but where you going to live when you get back?",11
IZZY,"Mom, we got to get going.",6
SHAINEH,"You drive careful, Booger. He’s the only son I’ve got.",10
BOOGER,"Okay, Mrs. B.",3
JERRY SPRINGER,I'm about to introduce you to a woman who three years ago was delivered the surprise of her life.,19
JERRY SPRINGER,"After nine months of what seemed like a normal pregnancy, doctors delivered to Dolores a very special child. Already a mother of two beautiful children, Dolores held in her arms a boy with fur like a dog and a hairline like Eddie Munster. She's here with us today with her real live, but sleeping, wolf baby.",56
JERRY SPRINGER,"Hey, why not just give him a razor and some shaving cream? I mean, he’s going to be shaving in a couple of years anyway.",25
WOLF BOY MOTHER,"Well, actually, he seems to be quite allergic to shaving cream. They seem to like him. They like to come up and touch his hair and tug on it a little.",31
JERRY SPRINGER,So they don't tease him?,5
WOLF BOY MOTHER,No. He's quite popular.,4
JERRY SPRINGER,Dandruff a problem?,3
WOLF BOY MOTHER,Mmm. No. I wash his hair twice a day and brush 100 strokes a night.,15
SHAINEH,I cain’t believe this.,4
JERRY SPRINGER,"I think the question the audience really wants answered is, uh... what does the father look like?",17
WOLF BOY MOTHER,The father is completely bald.,5
JERRY SPRINGER,Completely bald?,2
WOLF BOY MOTHER,Completely.,1
JERRY SPRINGER,Were you a hairy kid?,5
WOLF BOY MOTHER,No. I was not.,4
JERRY SPRINGER,Seriously?,1
WOLF BOY MOTHER,Really.,1
JERRY SPRINGER,Come on. Fess up. We have pictures here. We happen to know that you had hair all over your face.,20
WOLF BOY MOTHER,I'm afraid that that cannot be true.,7
JERRY SPRINGER,"I know this is a little delicate... but, uh, does he have any problem with fleas? I mean, he's not a real wolf boy, is he?",26
WOLF BOY MOTHER,No. I'm very careful about that. I buy the right products for fleas and... He does get the occasional itchies but he's all right.,24
JERRY SPRINGER,You don’t have fleas?,4
CHER,LONLINESS….,1
SHAINEH,Hello?! IS THE CLOAK YOU WEAR …,7
