speaker,line,words
RICHIE SZALAY,Bogey at 12 o'clock. Whoo! Gotcha.,6
RICHIE SZALAY,I have engagement of unidentified flying object on Fanning Ranch Road westbound moving like a bat out of hell.,19
RICHIE SZALAY,"90-degree, low altitude, max-g redirect. Absolutely impossible.",7
RICHIE SZALAY,Uh... I'm...,2
RICHIE SZALAY,"Oh, you idiot.",3
RICHIE SZALAY,"Oh, this is not happening.",5
RICHIE SZALAY,This is not happening! Shoot!,5
RICHIE SZALAY,Hey! Hey!,2
RICHIE SZALAY,I come in peace.,4
RICHIE SZALAY,This is not happening.,4
SCULLY,Hi.,1
DOGGETT,Hi.,1
SCULLY,You said on the phone you'd received something urgent.,9
DOGGETT,"You're right, I did. And I think it's really important you got right down here, Agent Scully. Thanks.",18
SCULLY,You going to tell me what it is?,8
DOGGETT,I passed it on to A.D. Skinner. I'd like for him to tell you.,14
SKINNER,Here they are.,3
SKINNER'S ASSISTANT,Do you need me to ask Agent Scully about her travel plans?,12
SKINNER,No. She'll be flying with us.,6
SCULLY,What? What is it?,4
SKINNER,Let's go into my office.,5
SCULLY,"All right, what's going on here?",6
SKINNER,A report came in last night from Montana. About a UFO encounter.,12
SCULLY,What kind of encounter?,4
SKINNER,A young man chased a bright object flying low across the sky. Tracked it all the way to a big field where the UFO disappeared … but where he claimed he saw an alien.,34
SCULLY,"Assistant Director, I've got drawers full of reports that begin just like that. Are you going to tell me what's so important about this case?",25
SKINNER,"Young man's named Richie Szalay. UFO nut from Bellefleur, Oregon. You and Agent Mulder met him out there last spring.",20
SCULLY,Are you trying to tell me this has something to do with Mulder?,13
DOGGETT,He's trying to tell you that it might.,8
SKINNER,Richie Szalay didn't find an alien last night. He found a woman. A woman whose name you will remember-- Teresa Hoese.,21
SCULLY,Teresa Hoese was the young mother who was abducted the night before Agent Mulder was.,15
SKINNER,And who was returned last night.,6
SCULLY,Returned?,1
SKINNER,Hanging onto life by a thread.,6
DR. DESAI,"Who, who is Mr. Skinner?",5
SKINNER,I'm Skinner. You Dr. Desai?,5
DR. DESAI,"I was just told you were on your way. That you flew out here all the way here from Washington, DC.",21
SKINNER,"Yeah, we're here to see Teresa Hoese.",7
DR. DESAI,I know. I just wish someone would tell me these things because this woman is in no condition...,18
SCULLY,What is her condition?,4
DR. DESAI,"She's circling the drain. 12 years, I have never seen anything near this level of mistreatment.",16
DOGGETT,"Doctor, it's important we see the victim and talk to her if we can about what happened.",17
DR. DESAI,"Just promise me, whoever did this, you guys will do everything in your power to catch them.",17
DR. DESAI,"By rights, this young woman shouldn't even be alive.",9
DR. DESAI,The medics said she asked for her baby last night but she hasn't said a word otherwise. I suspect it's all she's holding on to. What's upsetting is... it's almost like someone was experimenting on her.,36
SKINNER,What exactly did they do to her?,7
DR. DESAI,Inside her cheeks there's tissue damage in a linear pattern. Her chest was cut into and organ tissue in her abdomen's scooped away. In the x-rays I see damage to the soft palate.,33
SCULLY,"In the x-rays, did you see, um... anything else? Foreign objects.",11
DR. DESAI,I'm not sure what you mean.,6
SCULLY,Little pieces of metal. Implants.,5
DR. DESAI,"No, I didn't.",3
UNIFORMED COP,There was an Agent Doggett requesting a police report.,9
DOGGETT,You're welcome to stay here and discuss foreign objects but... looks like we got a suspect.,16
TV DOCUMENTARY,U.S. pilots patrolling German airspace...,5
DOGGETT,Richie Szalay?,2
RICHIE SZALAY,Yeah?,1
TV DOCUMENTARY,"...Describing highly manoeuvrable balls of light, which they referred to as ""foo fighters...""",13
DOGGETT,Richie?,1
RICHIE SZALAY,Yeah.,1
DOGGETT,"John Doggett. I'm an FBI Agent. This is Agent Scully, Assistant Director Skinner, our boss. You mind if we come in?",21
RICHIE SZALAY,"Dude, you're, you're already in.",5
RICHIE SZALAY,"But, I, I know you. Do I know you?",9
SCULLY,"You do... Richie. From Oregon. We met late last spring, you remember?",12
SKINNER,"Richie, if you live in Oregon... what are you doing in Montana?",12
RICHIE SZALAY,"My buddy, Gary, right? He was abducted. Right before your partner. I, I came looking for him.",17
DOGGETT,"So, you just came out here on a lark?",9
RICHIE SZALAY,No. I was following the news.,6
DOGGETT,The news?,2
RICHIE SZALAY,"All, all that's in the last two weeks. Yeah, I go on these Internet chat rooms to talk about sightings and junk. After Oregon there wasn't a whole lot but then all of a sudden in Montana... I, I never... I, I never thought I'd find Mrs. Hoese like that. Not in a million years.",55
DOGGETT,"Richie, when you found that woman's body you said you saw somebody with her. You told the police it was an alien. You know what a moulage casting is, Richie?",30
DOGGETT,It's what the cops take when they find shoe prints. They do these plaster castings and the ones they got from the field that night were from 9½ Nikes. You ever hear of an alien in Nikes?,37
RICHIE SZALAY,Doesn't mean it wasn't.,4
DOGGETT,Did it ever occur to you that it wasn't an alien but a man?,14
RICHIE SZALAY,Then what about his spaceship?,5
SCULLY,Agent Doggett? What was that in there?,7
DOGGETT,That was pressing a witness to get to the truth.,10
SCULLY,You refuse to believe that anything other than a man could have done this. Could have done what we saw to that woman in the hospital.,26
DOGGETT,It's not worth arguing about. The point here is to find Mulder.,12
SCULLY,"And for months, we have been looking for a break, which is what we've got here.",16
DOGGETT,"What we've got is hope. But let's be honest, Agent Scully, about what no one wants to say.",18
DOGGETT,"Bad as you want to find Mulder, you're afraid to find him, too.",13
SCULLY,What if he's dead?,4
SCULLY,I'm sorry. I just had a bad dream.,8
SKINNER,Let me get some clothes on.,6
SCULLY,I once had a talk with Mulder about starlight. How it's billions of years old.,15
SCULLY,"Stars that are now long dead whose light is still traveling through time. It won't die, that light.",18
SCULLY,Maybe that's the only thing that never does. He said that's where souls reside. I hope he's right.,18
SKINNER,If you're trying to prepare yourself I want you to stop. Nothing says that we're going to stumble over him in some field. Nothing says he won't be fine.,29
NIGHT NURSE,"May I help you, sir?",5
DR. DESAI,"Yes, I want to have a patient transferred. Teresa Hoese.",10
NIGHT NURSE,To be transferred?,3
DR. DESAI,To another facility. I'd like to get her ready as soon as we can.,14
NIGHT NURSE,Okay.,1
SCULLY,"Yeah? … Hold on. … Who took her? … Well, has anybody talked to the doctor and asked him why? Or where? … Well, where's Agent Doggett now?",28
SCULLY,Did you find her?,4
DOGGETT,No.,1
SCULLY,No? I don't understand. You called us all the way out here.,12
DOGGETT,To get another point of view.,6
SCULLY,"Another point of view? We have a patient missing, Agent Doggett.",11
DOGGETT,You should just hear her out.,6
SCULLY,Hear who out?,3
DOGGETT,Her name's Monica Reyes. I worked a case with her once.,11
SKINNER,She's FBI?,2
DOGGETT,Yeah. She's got some expertise I thought we might take advantage of.,12
SCULLY,Expertise in what?,3
DOGGETT,She's got her master's in religious studies. Her specialization is ritualistic crime.,12
SCULLY,Ritualistic crime? Are we working the same case here?,9
DOGGETT,Agent Reyes.,2
DOGGETT,"Assistant Director Skinner, Agent Scully... Monica Reyes.",7
REYES,Hi.,1
REYES,Beautiful country out here.,4
REYES,"I know it's not very FBI of me, but I'm really trying to quit.",14
REYES,"So, Agent Doggett's been taking me through the case. Interesting.",10
SCULLY,Interesting?,1
REYES,What do you think happened?,5
SCULLY,Isn't that what you're here to tell us?,8
REYES,"Oh, I have my own thoughts. It's just, what we think happened and what actually happened aren't always the same thing but not altogether insignificant, either.",26
SCULLY,"I'm sorry, this feels like therapy.",6
REYES,What happened being different from what we want to have happened.,11
SCULLY,"What ""who"" wants to have happened?",6
REYES,"Well, I'm told this case involves you.",7
SCULLY,"It may involve someone close to me. Can we stick to the facts, please?",14
REYES,"Well, it's pretty clear that the woman who was found out here did not inflict her own injuries. That she was dropped here by someone and whoever it was cared about her enough not to kill her.",37
SCULLY,Did you happen to know the peculiar nature of her injuries?,11
REYES,"Yes. They were peculiar, but not altogether different from your typical cult ritualistic abuse.",14
SKINNER,"Agent Reyes, we're dealing with abductions here... not by any cult.",11
REYES,"Okay. Good. I mean, if it's not.",7
SCULLY,But you think that it is.,6
REYES,"Well, I go on what I know, of course but I try to stay, you know, open.",17
SCULLY,"So, what do you think happened?",6
REYES,"Well, I'm told that Agent Mulder and the other people who were taken were true believers. People 100% convinced in the abduction phenomenon.",23
SKINNER,If this is about these people staging their own abductions...,10
REYES,"No, it's about people coming together. Like minds as a group.",11
SCULLY,So you're basically saying that Agent Mulder has joined some sort of UFO cult.,14
REYES,Call it a group.,4
SKINNER,For what?,2
REYES,"Well, we've all heard the news stories about transport to a mothership, the idea of a giant motherwheel. The whole Heaven's Gate thing.",23
SCULLY,I see.,2
DOGGETT,"It'd make sense. The leader of the cult leaves this woman out here to die. Learning she's still alive he comes back to kidnap her again for fear of exposure. It'd make sense, too that if we find this guy, maybe we find Mulder.",44
