speaker,line,words
DEPUTY WRIGHT,We have a fire off county road D7. Two miles west of the canyon ridge intersection. Suggest we dispatch fire crews. This is Deputy Wright. Do you copy? Son of a.... Walks around car towards explosion,36
MALE OFFICER #1,Sir? Sorry to disturb you sir. But we just picked up an unidentified bogey. I think you should see the replay for yourself.,23
MALE OFFICER #1,"It tripped the fence at 23-17 off the coast of Conneticut, sir.",12
CAPTAIN KORETZ,Initial trajectory was north by northwest. Then it started going crazy.,11
COLONEL CALVIN HENDERSON,What about other craft in the area...missle testing?,8
CAPTAIN KORETZ,Sir. No known aircraft can maneuver like this.,8
MALE OFFICER #1,"Well, whatever it was dropped of the screen at 24-18 sir. Hit ground just west of Lake Michigan outside Townsend Wisconsin.",21
CAPTAIN KORETZ,The tracking and impact team predicted impact calculated at over 800 miles an hour.,14
MALE OFFICER #1,I've instructed Cheif Koretz to to start her report right away...,11
COLONEL CALVIN HENDERSON,Negative. What she tracked was a meteor. Its abberant movement was obviously due to instrument malfunction.,16
CAPTAIN KORETZ,But sir...,2
COLONEL CALVIN HENDERSON,Your report will reflect these facts. Is that clear?,9
MALE OFFICER #1,Yes sir.,2
COLONEL CALVIN HENDERSON,Good.,1
COLONEL CALVIN HENDERSON,Code indigo delta echo niner. I have a confirmed fallen angel in sector 87. Mobilize Operation Falcon Immediately.,18
DEPUTY WRIGHT,Hello?,1
MULDER,Then what happened out there if it wasn't a train wreck?,11
DEEP THROAT,"Mulder the continental United States is surrounded by an electronic fence that reaches 15,000 miles into space. We use it to track and monitor the 7,087 man-made objects that orbit the earth. Last night at 23-17 that fence was breached.",40
DEEP THROAT,This morning at 0100 Operation Falcon went into effect Led by Colonel Calvin Henderson--The Air Force's premiere reclamations expert.,19
MULDER,Reclamations?,1
DEEP THROAT,During the cold war his job was to prevent technologies from downed US aircrafts from getting into Soviet hands.,19
MULDER,He's part of a craft retrieval unit.,7
DEEP THROAT,Mm Hmm. Quick response. I'd say you have...24 Hours before the entire area is sanitized. After that it will be like nothing has happened.,24
COLONEL CALVIN HENDERSON,"You're late, Liutenant.. Its going to be dark in a half hour.",12
LIEUTENANT,"We had a flat outside the peremiter, sir.",8
COLONEL CALVIN HENDERSON,There's a general briefing at 2200 hours. But first got to headquarters for the live rounds.,16
LIEUTENANT,"Live rounds, sir?",3
COLONEL CALVIN HENDERSON,You have a problem with that?,6
LIEUTENANT,No sir. We were told this was just a drill.,10
COLONEL CALVIN HENDERSON,They told you wrong.,4
LIEUTENANT,"OK! Everyone out! Mulder drops from bottom of truck, walks into forest. Forest at night. Armed soldiers walk through on patrol. Mulder walks by. Mulder sees light in distance, walks toward it. Approaching lit area, crouches down. Men yelling. Whooshing noises. Mulder sees crash site lit with heavy lights. Men walk around crash site in protective gear spray area. Mulder takes photos of this scene. Man approaches Mulder from behind. Mulder turns around, is hit in face with gun.",79
COLONEL CALVIN HENDERSON,"You just made the worst mistake of your life, Agent Mulder.",11
MULDER,I think you knocked out a filling.,7
COLONEL CALVIN HENDERSON,I'll see to it you that pay the price for putting my men at risk.,15
MULDER,Since when does taking pictures put anyone's life at risk?,10
COLONEL CALVIN HENDERSON,You violated a US government quarantine and thats a federal crime.,11
MULDER,That's a quarantine? Is that what you call this?,9
COLONEL CALVIN HENDERSON,We're trying to contain an ecological disaster.,7
MULDER,Thats a lot of firepower just to protect mother nature.,10
COLONEL CALVIN HENDERSON,"I have my orders. And a license to execute them as a I see fit. I suggest you forget what you saw, what you think you saw for your own well being.",32
MULDER,"You've got a downed craft in those woods, sir. And troops carrying live rounds ! We both know what's out there!",20
MAX FENIG,"Are you MUFON or CUFOS? Do you mind if I sit down? Let me guess you're with that new group--CSICOP, right? Um, say no more. You're a cautious man. Trust no one. Very wise. After what happened to JFK I understand completely. Oh, let me introduce myself. My name is Max Fenig. I'm with the National Investigative Committee of Arial Phenomenon...NICAP . Pleased...pleased to make you're acquanitance. Wish we could shake on it, you know. Firm grip, look you right in the eye. You learn a lot about a guy that way. Hey, uh... Can I ask you a question?",99
MULDER,Go ahead.,2
MAX FENIG,"Did you see anything? Did you get close? Me, I saw nothing. I didn't see anything! Nada, zip. Hundred yards past the road block they nailed me. I have no idea how they did it. I'm telling you its like the Roswell cover up all over again.",47
MULDER,What makes you so sure that something's out there?,9
MAX FENIG,Same thing that makes you so sure?,7
MULDER,I didn't order room service.,5
SCULLY,"This isn't funny, Mulder.",4
MULDER,Did you meet Max?,4
SCULLY,Who?,1
MULDER,"Max from NICAP. Oh, they must have released him. Another intrepid soul in seach of a close enounter.",18
SCULLY,Is that what this is about?,6
MULDER,What else?,2
