speaker,line,words
DOGGETT,"Hey, damn it! My shoe...",5
CRACKHEAD,Dejame en paz!,3
DOGGETT,Give me my shoe!,4
CRACKHEAD,Policia! Policia! Me están robando. Auxilio! Me están asaltando!,9
DOGGETT,"Misunderstanding, officers. I'm the victim here! The guy ripped me off. Here, look -",13
DOGGETT,Hey!,1
POLICE OFFICER,Eres Americano? Tienes papeles?,4
POLICE OFFICER,Paper... paper. Visa... Passport?,4
POLICE OFFICER,Cuál es tu nombre? Nombre? What is your name?,9
DOGGETT,"I - I- er, I don't know.",6
DOGGETT,"Hey, guard! Come here! Andale! Hey, guard! Somebody come here!",10
DOGGETT,Something funny?,2
DOMINGO,"Nice touch. Putting it back on, your one shoe.",9
DOGGETT,"Yeah, well, maybe I like to hop. You speak English, why didn't you say something before?",16
DOMINGO,You weren't funny before.,4
DOGGETT,Uh-huh. Where are we? What's the name of this place?,10
DOMINGO,"What, the jail?",3
DOGGETT,The town? Tell me the name of the town. Tell me where I am.,14
DOMINGO,Sangradura.,1
DOGGETT,Mexico?,1
DOMINGO,"Man, if you can't remember, you must have had one fine good time getting here. What's your name? Damn, you don't know that either, huh?",25
DOMINGO,"Call you ""One Shoe."" Señor un zapato, huh?",8
DOMINGO,"One Shoe, what do you know?",6
DOGGETT,I know I'm getting the hell out of here.,9
DOMINGO,You got money to bribe the Police? That's what it takes.,11
DOGGETT,I just need to get to a phone and call the U.S. Embassy.,13
DOMINGO,"Yeah, they can get you home, I guess. Where is home?",11
DOMINGO,"You know what I think, One Shoe? Maybe getting home is not in your best interest.",16
DOGGETT,How's that?,2
DOMINGO,"This isn't Tijuana or Cabo. We don't see Americans in this town unless they're on the run from something, somebody. This town... people like you come here to disappear.",29
DOGGETT,People like me? You don't know me.,7
DOMINGO,"Hey, *you* don't know you.",5
LUKE,"Daddy, daddy!",2
POLICIA,Domingo Salmeron.,2
DOMINGO,Me estoy poniendo Viejo aquí encerrado.,6
NESTOR,"Trabajé lo más rápido que pude, esas cosas toman tiempo.",10
DOMINGO,"Caballeros, ha sido un placer.",5
DOMINGO,Cuánto por él? Es caro?,5
GUARD,No mucho. Por qué? Estás enamorado?,6
DOMINGO,"Hey, One Shoe, nobody coming for you. You want to hop out of here with me? I've got a job for you.",22
NESTOR,Domingo?,1
DOMINGO,Nestor...,1
DOGGETT,What kind of job?,4
DOMINGO,What the hell do you care?,6
DOMINGO,Hey! Right here!,3
DOGGETT,Thanks. Some other time.,4
DOMINGO,Hey! Hey!,2
DOGGETT,You watch your hands.,4
DOMINGO,You're bought and paid for. You understand? I own you like I own that car.,15
DOGGETT,I'll pay you back your money.,6
DOMINGO,You don't tell me what you'll do. I tell you what you'll do.,13
DOMINGO,This makes one thing we know about you. You're not a man of your word.,15
CRACKHEAD,Cállate! Estoy tratando de concentrarme.,5
DOGGETT,"It fit good? Mi zapato. What else of mine you got? My wallet, my documents? Mi documentos?",17
CRACKHEAD,No. No documentos...,3
DOGGETT,What else did you take from me? Show me what else you got. Show me! Show me! Que es mío? Repito...,21
CRACKHEAD,"Ya estuvo, no más. Desaparecido.",5
DOGGETT,Desaparecido? I'm desaparecido? What does that mean? No comprendo.,9
DOGGETT,What's the job?,3
DOMINGO,We're movers.,2
DOGGETT,What do you move?,4
DOMINGO,"Mexicanos, Guatemaltecos, sometimes even Chinese. Drive them up north, across the border into McCallen.",14
DOGGETT,You're coyotes.,2
DOMINGO,"Don't turn your nose up at me. For all you know, you've spent your life fondling little boys.",18
NESTOR,No digas que quieres trabajar con este hijo de perra.,10
DOMINGO,You start tomorrow. I'd invite you to have a drink with us but Nestor hates you. They'll rent you a room upstairs.,22
DOGGETT,I don't have any money.,5
DOMINGO,First month's salary. Don't try and leave town.,8
DOGGETT,This mean anything to you?,5
DOMINGO,"Not a thing, other than the fact that you have silver in your pocket and you still ask me for money.",21
NESTOR,"Why are you doing this? It's a bad idea, Domingo. You don't know what this one wants.",17
DOMINGO,He just wants to remember. Same as all the rest.,10
DOGGETT,I'm a Marine. Semper fi.,5
KERSH,"AD Skinner, Agent Scully. What's this I'm hearing about Mexico?",10
SCULLY,"Well, this came in last night from US Customs. It's a blow-up from a security camera at the border",19
KERSH,We're sure this is Doggett?,5
SKINNER,It's been scanned to Agent Reyes. She also believes it is him.,12
KERSH,I'd say this reshapes the investigation.,6
SKINNER,"It's our first solid lead. Now with your permission, I'd like to contact our Legat's office and extend our task force south of the border.",25
KERSH,I'm not extending the task force. I'm disbanding it.,9
SCULLY,Excuse me?,2
KERSH,"I see no other choice. For the past 12 days I've had 40 agents working overtime scouring the entire State of Texas, in what appears to be a waste of effort. I can't move them lock, stock and barrel into Mexico, not on the strength of this. Turn it over to the Mexican Federal Police. Doggett's in their jurisdiction, not ours.",61
SCULLY,"Sir, he could be injured.",5
KERSH,Whether you believe it or not I want to find him as badly as you do. But the FBI's resources are already taxed by National Security concerns. There are political realities I have to account for.,36
SKINNER,"Sir, Agent Reyes is still in San Antonio. She was raised in Mexico. She could offer the Federal Police some on-site help.",22
KERSH,She can help them all she wants. But from *this* side of the border.,14
REYES,"Mr. Molina, you're a hard man to get an audience with. I've been trying for the better part of two weeks. What's keeping you so busy?",26
MOLINA,"Selling tractors. I own the biggest farm equipment dealership in South Texas. AGCO, John Deere, New Holland, CAT...",18
REYES,"Impressive. What about drugs? Are they on your inventory, too? You know... cocaine, AGCO, John Deere?",16
MOLINA'S LAWYER,"I'm sorry, I don't speak Spanish.",6
MOLINA,She says I sell drugs.,5
MOLINA'S LAWYER,Please don't speak Spanish anymore.,5
REYES,"You know Hollis Rice, don't you? Vice President of Pan American Mercantile?",12
MOLINA,Sure. I do business with this man. I know he's missing.,11
REYES,"My partner, John Doggett, was investigating his disappearance. I'm betting he came to you with questions.",16
MOLINA,When would this have happened?,5
REYES,Two weeks ago.,3
MOLINA,Sorry. I don't remember any person named Doggett.,8
MOLINA'S LAWYER,"Agent, I don't quite know what you're implying. Mr. Molina's an upstanding businessman and a pillar of the c...",19
REYES,"... Pillar of the community? Does anyone actually use that phrase except Mob lawyers? I'll tell you what's clear to me. You're some kind of middleman in a smuggling operation. Hollis Rice laundered money for your cartel until something went wrong - maybe he got greedy, maybe he talked too much. Your cartel made him disappear.",54
MOLINA'S LAWYER,Agent...,1
REYES,"My partner has disappeared, too. He's in Mexico, I know that much and I will find him, whatever it takes. Your only personal hope for the future is that I find him alive. Now where is he?",37
MOLINA'S LAWYER,"Unless my client is under arrest, this meeting is over. No? Come on, Mariano.",14
REYES,"Think hard about your future, Mr. Pillar of the Community.",10
LUKE,Daddy.,1
DOGGETT,Hmmm?,1
LUKE,"Get up, I want to show you something. Come on.",10
LUKE,"Let's go, Daddy! Come on! Please!",6
DOGGETT,Can it wait another hour?,5
LUKE,No.,1
DOGGETT,"Why, what is it?",4
LUKE,A surprise. Come on!,4
DOGGETT,"Shh, don't wake your mom.",5
OPERATOR,Señor? Señor? Cabina tres.,4
STAFF SERGEANT MCCORMICK,Marine Corps Public Affairs Office. Staff Sergeant MCCORMICK speaking.,9
DOGGETT,"Yeah, uh... this is Detective, uh... ..Ladatel calling from Mexico. I'm hoping you can give me some help.",18
STAFF SERGEANT MCCORMICK,"Yes, Sir, if I can.",5
DOGGETT,We've got a Marine down here who's been hit by a taxicab. He's been messed up pretty good. He doesn't remember his own name. He doesn't have any ID. We need to contact his family. I-I assume there's somebody somewhere who's worrying about him.,44
STAFF SERGEANT MCCORMICK,Any chance you can give me a social security number or a date of birth?,15
DOGGETT,"No, unfortunately, uh, the only thing I have to go by is there's a tattoo on his left shoulder that says ""24th M.A.U. We shall not forget."" You have any idea what that means?",34
STAFF SERGEANT MCCORMICK,"Yes Sir, I do. The 24th Marine Amphibious Unit. It refers to the Lebanon barracks bombing in 1983. That narrows things down.",22
DOGGETT,"Yeah, good, good. This guy's um, I don't know, he's six feet, 190 pounds, er, brown hair, blue eyes, about 40 years old. If you could just put a name to him. If you could just tell me anything at all about him. Anything.",44
STAFF SERGEANT MCCORMICK,We'll definitely look into it.,5
STAFF SERGEANT MCCORMICK,"Detective, do you have a number where I can reach you? Detective?",12
DOMINGO,Hey. Sounding good.,3
DOGGETT,Sounding better than it was. It won't sound good until it gets new seals.,14
DOMINGO,"Ah, tu ves? Más de lo que tu hayas hecho, sentado ahí.",12
DOMINGO,Thank God I got somebody worth a damn. If you'd only drive for me.,14
