speaker,line,words
ENGINEER #1,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
ENGINEER #1,nan,1
ENGINEER #1,nan,1
ENGINEER #2,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
ENGINEER #1,nan,1
GAUTHIER,nan,1
ENGINEER #2,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
GAUTHIER,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
ENGINEER #2,nan,1
ENGINEER #1,nan,1
ENGINEER #2,nan,1
ENGINEER #1,nan,1
ENGINEER #2,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
GAUTHIER,nan,1
ENGINEER #1,nan,1
ENGINEER #2,nan,1
GAUTHIER,nan,1
SKINNER,Agent Scully? Can I see you for a few minutes?,10
SKINNER,Kimberly would you excuse us please?,6
KIMBERLY (THE SECRETARY),Certainly sir.,2
SKINNER,A memo came across my desk last night. I debated whether or not to call you at home but I decided to..,22
SCULLY,And it concerns me?,4
SKINNER,"Yes, and your sister. It's been 5 months and there have been no leads or new evidence on her murder investigation by the DC police team or the Bureau. I've been told the case is to remain inactive until further notice.",41
SCULLY,I see.,2
SKINNER,I don't think there's anything to be read into this. I think it's a case of manpower and workload. I want you to know that I am going to appeal this decision and I am gonna go back over all the evidence again myself and make sure that nothing has been overlooked.,52
SCULLY,"You know, it's strange. Men can blow up buildings, and they can be nowhere near the crime scene but we can piece together the evidence and convict them beyond a doubt. Our labs here can recreate out of the most microscopic detail the motivation and circumstance to almost any murder, right down to a killer's attitude towards his mother and that he was a bed wetter. But in a case of a woman, my sister, who was gunned down in cold blood in a well-lit apartment building by a shooter who left the weapon at the crime scene, we can't even put together enough to keep anybody interested.",108
SKINNER,I don't think this has anything to do with interest.,10
SCULLY,"If I may say so sir, it has everything to do with interest. Just not yours, and not mine.",19
MULDER,Yeah?,1
SCULLY,Sorry I'm late.,3
MULDER,Anything up?,2
SCULLY,No. It's nothing. What did you want to talk to me about?,12
MULDER,"Something interesting came into my attention last night. A French salvage ship, the Piper Maru, limped into port in San Diego yesterday, all the way from the north Pacific.",29
SCULLY,Why is that of interest?,5
MULDER,"Using the national weather service satellite system, I was able to track its course. This was its original position.",19
SCULLY,"Longitude uh.. 171 east, latitude 42 north.",7
MULDER,"Yeah, that's where the boat we know as The Talapus pulled up what you believe was a Russian sub, but what I believe was the remains of a UFO.",29
SCULLY,Mulder...,1
MULDER,"Look Scully, I don't know what it is but something is still down there and now the French are looking for it too.",23
SCULLY,So what?,2
MULDER,So why all the attention paid to this site? What information are they acting on?,15
SCULLY,Why don't you just ask them?,6
MULDER,I would but the entire crew is being treated for radiation burns.,12
SCULLY,From exposure to what?,4
MULDER,The French government is keeping that information classified for some reason.,11
SCULLY,Could it have anything to do with their resumption in nuclear tests?,12
MULDER,I checked. It's thousands of miles away from any test sites. What?,12
SCULLY,"I'm just constantly amazed by you.. you're working down here in the basement, sifting through files and transmissions that any other agent would just throw away in the garbage.",29
MULDER,Well that's why I'm in the basement Scully.,8
SCULLY,"You're in the basement because they're afraid of you, of your relentlessness and because they know that they could drop you in the middle of the desert, and tell you the truth is out there, and you would ask them for a shovel!",43
MULDER,Is that what you think of me?,7
SCULLY,"Well, maybe not a shovel. Maybe a backhoe.",8
MULDER,Well that's good because there's some garbage in San Diego I want you to help me dig through.,18
MULDER,Dr Seizer?,2
MULDER,Special agent Mulder. This is agent Scully.,7
MULDER,"Yeah, how are they doing? to determine a proper course of treatment, because there's an air of secrecy around what happened. The source of their exposure is still undetermined.",29
SCULLY,"These symptoms, would you characterize then as acute or somatic? I'm a medical doctor. it. The effects are degrading rapidly, spontaneous internal bleeding in the mouths and intestinal tracts , blood in the urine. All these men are suffering severe delirium, the pre-advanced stages of coma.",45
SCULLY,What kind of exposure are we talking about here?,9
SCULLY,That's verging on the levels of victims of Hiroshima suffered. like this just don't appear in nature.,17
MULDER,Not on this planet.,4
SCULLY,"Did you get the chance to talk to any of them? for one man, and this was strange because he's the only one who seems to be completely unaffected. I held him for the 1st day, but I detected none of the symptoms of the others. His leukocytes and erythocytes were high. Actually, he was in very good health.",59
MULDER,"How could that be? With that level of radiation, how could one man not be exposed? was the one who piloted the boat in. And none of these men could've done that in their condition.",35
MULDER,"Could it be possible for us to talk to him? He's a Frenchman, has a San Francisco address, his name is Gauthier.",22
A MAN'S VOICE,Ok let's wrap it up and get in the trucks. home number.,12
MULDER,"Try the INS or the French Consulate, see what you can pull up on him. Consulate please?",17
MULDER,"Agents Mulder and Scully, FBI.",5
MAN,I'm Wayne Morgan. I'm with the uh Navy's investigative services unit.,11
MULDER,Have you turned anything up?,5
MORGAN,"No nothing, but I'm not exactly sure what I'm supposed to be looking for.",14
MULDER,The crew of this ship is being treated for radiation.,10
MORGAN,"Yeah we got all that, we had hazmat team poring over the boat, didn't find a trace.",17
SCULLY,Nothing?,1
MORGAN,"We have divers in the water going over the hull, put probes down the bilge. Couldn't detect the slightest level.",20
MULDER,So it's ok for us to go on board?,9
MORGAN,"Sure, you'll probably get more radiation off your cell phone. ON THE BOAT",13
MORGAN TO SCULLY,"Generator's back, is that better?",5
SCULLY,"Yeah, thanks. Is this the way you found this room?",10
MORGAN,"Nothing's been touched, not since you've been tied up here anyway. It's a mess huh?",15
MULDER,Feels like home.,3
SCULLY,"It feels like somebody was looking for something, any idea what?",11
MULDER,"No, I'm looking for the vcr.",6
SCULLY,What for?,2
MULDER,The dive suit has a video camera.,7
MORGAN,What the hell is that?,5
MULDER,Looks like the fuselage of a plane.,7
SCULLY,It's a North American P-51 Mustang.,6
MORGAN,Yeah it sure is.,4
MULDER,I just got very turned on.,6
SCULLY,It's the shape of the canopy. I used to watch my father and brothers put together World War II model planes as a kid.,24
MULDER,Would it have been carrying anything radioactive?,7
SCULLY,No it was just a fighter.,6
MULDER,Then what was it those men exposed to?,8
SCULLY,"I don't know, but I might know somebody I can ask.",11
WOMAN'S VOICE,"You're home! I was so worried about you. Why didn't you call me? There were these men from the consulate, they said there've been an accident...Why aren't you answering me? Why aren't you answering me?",35
SCULLY,"Hi, I'm here to see Commander Johansen.",7
MILITARY,Name please?,2
SCULLY,"Special agent Dana Scully, FBI.",5
MILITARY,You have an appointment?,4
SCULLY,"No, uh.. he used to be a friend of my father's. I'm out here from Washington and I wanted to surprise him.",22
MILITARY,Let me give you directions.,5
SCULLY,"I know my way, thanks.",5
MULDER,"Mr Gauthier? Mr Gauthier? open the door, it's the FBI. Mr Gauthier?",12
MULDER,Mr Gauthier? I want you to lie still. I'm with the FBI. What happened?,14
GAUTHIER,"Just fall, I don't know.",5
MULDER,How did you get here?,5
GAUTHIER,I can't remember. I was on the boat.,8
MULDER,The Piper Maru? That's the last thing you remember?,9
GAUTHIER,"Yes, I was on the dive.",6
MULDER,Do you know where you are?,6
GAUTHIER,I'm at home.,3
MULDER,Yeah.,1
GAUTHIER,Where's my wife?,3
MULDER,"Nobody else's home, but somebody has been going over your papers.",11
GAUTHIER,Where's Joan?,2
MULDER,"She's not here, look.. you need to be careful, you have some kind of oil all over you?",18
GAUTHIER,What's going on here?,4
MULDER,"I want you to remain calm, ok? I'd like to ask you a few questions about a letter. About a J. Kallenchuk Salvage Brokers.",24
GAUTHIER,I don't recognize that name.,5
MULDER,"Well, somebody did. And I think you know why.",9
GAUTHIER,I would like to speak with the French Consul General. I have nothing more to say.,16
OLD MAN,Yes?,1
SCULLY,Commander Johansen?,2
JOHANSEN,Yes?,1
SCULLY,"I'm Dana Scully, I used to live 3 doors down. My father was Captain William Scully. I went to school with your son..",23
JOHANSEN,I'm sorry.. my memory isn't quite what it used to be. Richard doesn't live here anymore.,16
