speaker,line,words
MAN,"7:30. See you tomorrow, Beth.",5
BETH KANE,Okay. See you tomorrow.,4
MAN ON TV,Got information on a crackhouse... this is some pretty direct information... came from an informant who made the buy.,19
BETH KANE,I'm home!,2
STEVIE KANE,"Hi, Mom.",2
GARY KANE,Hey.,1
BETH KANE,"""Hey?"" All I get is ""hey?""",6
GARY KANE,"Hey, Mom.",2
BETH KANE,"I'm going to take a quick shower. You guys interested in getting a pizza delivered? If that was a ""yes,"" you can call the order in and no pepperoni for me.",31
GARY KANE,"Hello? Oh, yeah. Sure.",4
STEVIE KANE,Ow!,1
GARY KANE,"Tell Mom I'll be back in five minutes, okay, buttcrumb? the phone. Stevie lays his head on her lap.)",19
BETH KANE,"He said he was only going to be gone five minutes and that was over four hours ago. Yes? No, I don't know who called him. The last person to see him? His younger brother.",35
SHERIFF #1,Whoa whoa whoa!,3
SHERIFF #2,"Gary? Gary Kane? Go get him a blanket. It's going to be okay, son. Hey, we're here to help you! Oh my God.",23
MULDER,"Gary Kane, 16 years old, High School Junior. ""C"" student, first-string varsity football, member of the local 4-H club. Not one of Wisconsin's more remarkable kids but still the apple of his mother's eye.",34
SCULLY,What does that mean?,4
MULDER,Nobody knows.,2
SCULLY,What does the police report say?,6
MULDER,The victim received a phone call and left his home. He was discovered in the woods in his underwear twelve hours later. He's been unable to give a coherent statement.,30
SCULLY,Any evidence of sexual assault?,5
MULDER,No.,1
SCULLY,Does it seem like it might have been a schoolboy prank?,11
MULDER,The other victims have had to be sedated and hospitalized since their ordeals. They were reportedly hysterical with fear.,19
SCULLY,Victims? You mean there've been others?,6
MULDER,"One in eastern Wisconsin, one three towns away. Both with the same black words written in black magic marker.",19
SCULLY,What's your interest in this?,5
MULDER,"The local sheriff in Delta Glen, Wisconsin thinks he knows what's been happening to these kids.",16
SCULLY,What's that?,2
MULDER,He thinks they've been possessed.,5
MAZEROSKI,There's something I think you ought to see first. They call themselves the Church of the Red Museum. They're followers of a guy named Odin that moved out here from California three years ago and bought a ranch.,38
SCULLY,"What's the significance of the name ""Red Museum?""",8
MAZEROSKI,"Well, Odin and the rest of them are a bunch of vegetarians. They drove the ranch right into the ground, turned 500 head of beef cattle into pets. Calls it a monument to barbarism.",34
MULDER,Probably went over big with the local ranchers.,8
MAZEROSKI,"Well, you gotta admit, it takes some big ones to set down in the middle of cow country and start a church like his.",24
MAZEROSKI,"Kinda stick out like a sore thumb, don't they?",9
SCULLY,"You know sheriff, from what little we've seen, what, what little you've told us, they seem rather unlikely to be involved in the kind of activities that you described.",29
MAZEROSKI,"Well, I, I won't say another word. You can just see for yourself.",13
CONGREGATION,Ommm...,1
MAZEROSKI,That's Odin.,2
WOMAN,"Today is a blessing from our lord and master, who awaits his flock in this time, the dawning of the Age of Aquarius. Eighteen earth years from the beginning of the new kingdom. The guides speak through me today as messengers of word that we may be free from death and the passage into spirit. As the acceleration continues, we, the enlightened, must bring our teachings of the skills for survival to mankind. Repeat in prayer...",76
MULDER,They're walk-ins.,2
SCULLY,What are walk-ins?,3
WOMAN,"We, the second souls of the first bodies...",8
CONGREGATION,"We, the second souls of the first bodies...",8
WOMAN,Bearers of the word and keepers of the sacraments of a new enlightenment...,13
MULDER,"They're believers in soul transference, enlightened spirits who have taken possession of other peoples bodies.",15
CONGREGATION,Bearers of the word and keepers of the sacraments of a new enlightenment...,13
WOMAN,Blessed mission and toil.,4
CONGREGATION,Blessed mission and toil.,4
WOMAN,"Our struggle is transcendent, and your guidance, our guides...",9
CONGREGATION,"Our struggle is transcendent, and your guidance, our guides...",9
WOMAN,...will carry us toward the dawning of a new age.,10
CONGREGATION,...will carry us toward the dawning of a new age.,10
WOMAN,"Today, we bear witness to three who do not believe. We encourage them to open their hearts and minds to our teachings that they who slaughter the flesh slaughter their own souls and must be taught the way.",38
GARY KANE,I only remember parts of it.,6
MULDER,Which parts are those?,4
GARY KANE,I was in the woods and... I felt... a spirit enter me.,12
MULDER,"When you say spirit, Gary, I'm not sure what you mean.",11
GARY KANE,It... it might have been an animal spirit. I can't explain it. Something... just came over me.,17
MULDER,And you don't remember who called you? Anything at all about what happened immediately after you left home that night? Have you ever had any dealings with anyone from the Church of the Red Museum?,35
GARY KANE,I've seen them around.,4
MULDER,Do you have any reason to believe that they may be involved with what happened to you?,17
