speaker,line,words
DR. WIEDER,Jell-o salad with little pear chunks. It's the Wednesday special at the hospital cafeteria. I can't escape it.,18
MRS. WIEDER,Listen to you. That didn't stop you from eating my dessert.,11
DR. WIEDER,"Well, all right, the profiteroles weren't bad.",7
DR. WIEDER,"You didn't want me to starve, did you?",8
LUCY,"He ate mine, too. Daddy, why don't you take this before my arm falls off?",15
DR. WIEDER,"Thanks, honey.",2
DR. WIEDER,Oh.,1
IRVING,Everybody... One last shot.,4
MRS. WIEDER,"Oh, Dad, do you think we could draw the line at 600 photographs?",13
IRVING,"601. Quit griping. And hold up that eyesore, Robert. God knows when you're going to win another one.",18
DR. WIEDER,"Irv, you want to think about staying the night? It's awful late to head back to the city.",18
IRVING,"What, I get to stay at the home of the Bay Area Doctor of the Year? It's a deal.",19
IRVING,"Proud of you, Robert. Up, hold it up. Say, ""cheese.""",10
MRS. WIEDER,"""Presented to Dr. Robert Wieder, M.D. For the great wisdom skill and compassion he exhibits in the practice of medicine."" Going to look awfully nice in your office. What are you thinking?",32
DR. WIEDER,How this is just the cherry on top. How lucky I am.,12
MRS. WIEDER,What is it?,3
DR. WIEDER,The downstairs motion sensor.,4
MRS. WIEDER,You think Dad tripped the alarm?,6
DR. WIEDER,The alarm hasn't been tripped. You got me. I'm going to check it out.,14
DR. WIEDER,Irv? Irving? Is everything all right?,6
MULDER,"What do you think, Scully, is this a name, possibly? Or a code, or an anagram?",16
SCULLY,"""T-h-e-e-f."" I assume it's supposed to be t-h-I-e-f-- ""thief.""",9
MULDER,Insert your own Dan Quayle joke here.,7
MULDER,"Lousy spelling aside, what do you think it refers to? Who's the thief?",13
SCULLY,"Well, that's certainly one question. I've got many.",8
MULDER,"""Mulder, why are we here?""",5
SCULLY,"To be fair, I might have used the words ""Mulder, how is this an X-File?""",15
MULDER,"You see that, Scully, you always keep me guessing.",9
MULDER,"This is Dr. Irving Thalbro, age 66. Found hanged with his throat cut. His family tucked away and in bed not 40 feet from here didn't see or hear anything.",30
SCULLY,Which would certainly shine the light of suspicion on them.,10
MULDER,Except they're the ones that called it in and there's no evidence whatsoever to link them to the crime.,19
SCULLY,Which is why the police are rightly wondering if Dr. Thalbro killed himself.,13
MULDER,"Except who, then, did this? Blood pattern doesn't indicate that the good doctor did it, who I am assuming could read and write above a fourth-grade level.",27
SCULLY,"I'll admit, Mulder this is not an open and shut case. But, uh … … it doesn't make it an X-File.",21
MULDER,"Oh, there is one detail that does.",7
MULDER,This.,1
SCULLY,Dirt?,1
MULDER,Dirt. It's a very powerful component of hexcraft. As well as the pattern in which it was originally arranged. Check this out.,22
MULDER,Looks like a human form.,5
SCULLY,"Hexcraft, as in, uh, putting a curse on someone? Murdering them magically?",12
MULDER,"Yeah, that's what it looks like to me. Now, I know what you're going to say, Scully.",17
SCULLY,"No, hexcraft. I mean, I'll buy that as the intent here. It certainly jibes with the evidence. I say we talk to the family.",24
SCULLY,I'll always keep you guessing.,5
DR. WIEDER,It was probably the greatest night of my life. Until...,10
SCULLY,"Sir, can you think of any enemies that your father-in-law might have made? Maybe inadvertently through his medical practice or a business dealing, perhaps?",24
DR. WIEDER,Everybody loved Irving. Everyone who knew him. He was... No. I can't conceive of it.,15
MULDER,"Dr. Wieder, do you have any enemies?",7
MULDER,"I'm sorry, I have to ask. There was a message left behind. If it doesn't refer to your father-in-law, it may refer to you.",24
LUCY,"""Theef?"" Are you asking if my Dad's a thief? He saves people's lives. He's a good man.",17
DR. WIEDER,Honey...,1
DR. WIEDER,If I have any enemies I don't know them.,9
FEMALE REPORTER ON TV,"..at the home of his son-in-law. Dr. Robert Wieder, Dr. my understanding that police are treating the case as a murder. This is due in part to clues or evidence left at the scene according to spokesman Dan Merkin who will only characterize them as bizarre or ritualistic. Though Dr. Thalbro's family was in the house at the time of his death, they apparently are not...",66
LANDLADY,Hello? Mr. Peattie?,3
LANDLADY,"Mr. Peattie, I know you're in there. Are you cooking? You aren't supposed to be cooking.",16
LANDLADY,You aren't supposed to be cooking.,6
PEATTIE,That smell like something you want to eat?,8
LANDLADY,"Well, what is it, then?",5
PEATTIE,Medicine.,1
