speaker,line,words
ANNOUNCER,Previously on The X-Files:,4
SKINNER,"Amber Lynn LaPierre. The kidnapping in Sacramento, California.",8
SCULLY,You're personalizing this case. You're identifying with your sister.,9
MRS. MULDER,"That little girl in California-- you're out there, aren't you?",10
MULDER,Yeah. I am.,3
MRS. MULDER,"Call when you get back, Fox.",6
SCULLY,"Mulder, your mom's dead.",4
SCULLY,She killed herself.,3
KATHY LEE TENCATE,"Your mother knew, didn't she? She'd seen them. The walk-ins. Old souls looking for new homes. Your sister's among them.",20
MULDER,I've been looking for my sister in the wrong place. That's what my mother was trying to tell me.,19
SCULLY,You're under arrest.,3
MULDER,"They said the birds refused to sing and the thermometer fell suddenly as if God Himself had His breath stolen away. No one there dared speak aloud, as much in shame as in sorrow. They uncovered the bodies one by one. The eyes of the dead were closed as if waiting for permission to open them. Were they still dreaming of ice cream and monkey bars? Of birthday cake and no future but the afternoon? Or had their innocence been taken along with their lives buried in the cold earth so long ago? These fates seemed too cruel, even for God to allow. Or are the tragic young born again when the world's not looking? I want to believe so badly; in a truth beyond our own hidden and obscured from all but the most sensitive eyes...",137
MULDER,In the endless procession of souls... in what cannot and will not be destroyed. I want to believe we are unaware of God's eternal recompense and sadness. That we cannot see His truth. That that which is born still lives and cannot be buried in the cold earth. But only waits to be born again at God's behest... where in ancient starlight we lay in repose.,66
TAGLINE,BELIEVE TO UNDERSTAND,3
SCULLY,"Ed Truelove was 19 when he committed his first murder. He was working as a janitor at an elementary school and they needed someone to play Santa Claus. He never got over the feelings it aroused. He's admitted to all of it, Mulder. 24 separate murders. But he refuses to take blame for Amber Lynn LaPierre. I was just handed the preliminary forensics report. Her body was not one of those found in the graves. Mulder, I know you wanted to find her out there.",85
MULDER,He's got hours of video of her.,7
SCULLY,I'm talking about your sister. I know that's who you're looking for.,12
MULDER,"Yeah. You don't know how badly I wanted her to be in one of those graves. As hard as it is to admit, I wanted to find her here riding her bike like all these other kids. I guess I just want it to be over.",46
DEPUTY,"Agent Mulder, Scully, there's a Mr. Harold Piller here to see you.",12
MULDER,Mr. Piller?,2
HAROLD PILLER,Agent Mulder. Agent Scully.,4
SCULLY,Do we know each other?,5
HAROLD PILLER,"Not personally, but I'm happy to meet you. Hi. Harold Piller.",11
SCULLY,"Mr. Piller, are you part of this investigation?",8
HAROLD PILLER,"Yes, I hope to be.",5
MULDER,How can we help you?,5
HAROLD PILLER,I was hoping to help you.,6
SCULLY,You're a police psychic.,4
HAROLD PILLER,My references are on the back. I've gotten some... strong hits off this case. You're looking for a little girl but she's not among the dead. Your suspect is going to say he didn't kill her.,36
MULDER,Did he?,2
HAROLD PILLER,No. I think I can help find her.,8
SCULLY,"Mr. Piller, you have some interesting references here. You've, uh, worked with law enforcements in Kashmir, India, Myanmar, Afghanistan, Pakistan, Khyber Pass...",22
HAROLD PILLER,That was a train wreck. A horrible tragedy. They called me in to locate the bodies of seven children who were unrecovered.,22
SCULLY,And did you recover them?,5
HAROLD PILLER,"I didn't recover them, no. But I explained what happened.",10
MULDER,What happened?,2
HAROLD PILLER,"The children's bodies... were transported from the accident site by a spiritual intervention-- what are known as ""walk-ins.""",18
SCULLY,"Thank you, Mr. Piller, but we have real work to be done.",12
HAROLD PILLER,"I've studied this phenomenon the world over. It-it... Mudslides in Peru, earthquakes in Uzbekistan... Kids' bodies never found, never accounted for in any other way.",25
MULDER,What happened to them?,4
HAROLD PILLER,The bodies were transported from the various sites in starlight.,10
SCULLY,Please excuse us.,3
SCULLY,"Mulder... Mulder, please.",3
MULDER,What is it?,3
SCULLY,"Mulder, you have been through so much in such a short time -- the death of your mother and the feelings it's brought up for your sister -- you're vulnerable right now.",30
MULDER,We still have a missing body -- Amber Lynn LaPierre -- she may be alive -- we don't know.,16
SCULLY,"Yes, but this man isn't going to help us find her by his own admission.",15
MULDER,It's not the first time I've heard what he's saying. About the intervention of these walk-in spirits? Kathy Lee Tencate mentioned it to me in prison. She said that's what took her son.,33
SCULLY,"Because it's foolproof, Mulder. Nobody is going to disprove it if there's no body. I mean, that's exactly what this man does. He gives a, a comforting explanation that a train wreck or an earthquake that everyone can live with but the fact is the bodies are still buried.",49
MULDER,"Or maybe they ""are"" somewhere else.",6
SCULLY,Like your sister. Mulder... You told me that all you wanted was for this to be over.,17
MULDER,I do.... I do.,4
SCULLY,"Well, then I'm going back to Washington. There's nothing more to be done here.",14
(CLOSED CAPTIONED)  HAROLD PILLER,Thank you.,2
MULDER,How long have you been doing this?,7
HAROLD PILLER,"A few years. I have a son who disappeared... under strange circumstances. He's never been found. And then one day I just, uh... started to see them.",27
MULDER,These walk-ins-- you say they come and take the children. Why?,11
HAROLD PILLER,"In almost every case the parents had a precognitive image of their child dead. Horrible visions. I believe what this is, is the work of good spirits. Foretelling their fates. The fate the child was about to meet. A particularly violent fate that wasn't meant to be... which is why the spirits intervene transforming matter into pure energy. Starlight. But it's not what happened here.",65
MULDER,How do you know that?,5
HAROLD PILLER,"Because these children... all died suffering. Pleading innocently for their lives. These beautiful children, so... trusting and pure. I see them. My God, why? Why must some suffer and not others?",31
MULDER,You see them. Do you see Amber Lynn LaPierre?,9
HAROLD PILLER,"She wasn't here. She never was. But I'm... I'm sensing a connection with her... to this place. It... No, it's a connection to... It's a connection to you.",28
MULDER,How's that?,2
HAROLD PILLER,"You lost someone close to you. A young girl. It happened a... a long time ago. A sister. There's a connection between these girls, isn't there? Between her and Amber Lynn.",31
MULDER,What is the connection?,4
HAROLD PILLER,I don't know. But we're going to find them. I'm sure of it.,13
WERBER,"I'm going to count backwards now, Fox. And you'll fall into a deep, relaxed state so that you remember all about your sister and what happened.",26
1989 MULDER,nan,1
1989 WERBER,"100... 99... 98... 97... 96... Where are you now, Fox?",10
1989 MULDER,"I'm at home, at my Mom and Dad's. We're in the den playing a game.",15
1989 WERBER,Who are you there with?,5
1989 MULDER,Samantha.,1
1989 WERBER,Do you feel in any danger?,6
1989 MULDER,"No. We're arguing, you know but not really-- just playing the game. You know, fooling around.",16
AGENT SCHONIGER,By what I can tell from the tape he seems to be in a legitimate hypnotic state.,17
1989 MULDER,...a little afraid. The pieces on the board have fallen off and...,12
AGENT SCHONIGER,Here I became suspicious.,4
1989 MULDER,Samantha?,1
SCULLY,Suspicious of what?,3
AGENT SCHONIGER,"In 30 years with the FBI, you'd think you've seen it all. I sometimes think I have. But this is just garden-variety compensatory abduction fantasy.",25
SCULLY,Compensatory for what?,3
AGENT SCHONIGER,"His guilt, his fear... everything that's preventing Agent Mulder from remembering the truth about what really happened that night.",19
SCULLY,You mean his sister wasn't abducted.,6
