speaker,line,words
FIRE CHIEF,"Hurry and get him out of there. I need two men on the left side, now. Wait a second. Where are you going with him?",25
E.M.T.,He's dead.,2
FIRE CHIEF,"Well, there's a woman over there who isn't, and she needs some oxygen.",13
FIRE CHIEF,"Get on the horn, let them know we can release the hook and ladder in five minutes.",17
SAMUEL,I want you to rise. Rise up and heal!,9
FIRE CHIEF,What the hell are you doing?,6
REVEREND HARTLEY,The boy's laying on hands.,5
SAMUEL,Rise up and accept the miracle He has given you.,10
REVEREND HARTLEY,Amen. Hallelujah.,2
SAMUEL,I have the Holy Spirit of God within me tonight.,10
FIRE CHIEF,You don't understand. The man's dead.,6
REVEREND HARTLEY,"Then the boy can't possibly do any harm, now can he?",11
SAMUEL,"For this is the power of belief, the power to separate the light from the darkness. To create life from death.",21
REVEREND HARTLEY,Amen.,1
FIRE CHIEF,"All right, everyone! Show's over! Let's clear the area! Go on home! Let's start getting that 1-inch back in the truck.",21
REVEREND HARTLEY,"Hallelujah, Samuel. Hallelujah.",3
REVEREND HARTLEY,"Yes, indeedy, oh hallelujah! Hallellujah, praise God! Yes, indeedy, praise God! Yes. I want everybody to say 'Hallelujah'!",18
CROWD,Hallelujah!,1
REVEREND HARTLEY,Praise the Lord!,3
SCULLY,"The woman on the table has a malignant tumor on her spine. This boy, here, is going to attempt to heal her by simply laying his hands on her.",29
MULDER,Where'd you get this?,4
SCULLY,It came in from the regional office in Tennessee. The preacher's name is...,13
MULDER,Reverend Calvin Hartley.,3
SCULLY,You've heard of him?,4
MULDER,"The boy's his adopted son, Samuel. He claims to have found him as an infant lying in the tall weeds on the banks of the muddy Mississippi.",27
SCULLY,Did you know that he also claims the boy brought a man back from the dead?,16
MULDER,It's more than a claim. The man he saved appears as a regular attraction in the Reverend's tent ministry. The boy's been performing miracles every week for the past ten years. Twice on Sundays.,34
SCULLY,"Well, not according to the Kenwood Country sheriff. Local authorities think that Reverend Hartley and his son are a scam. They've been trying to shut him down for some time now, but without any luck, so they've turned to the FBI to try and get a prosecution.",47
MULDER,For what? Fraud?,3
SCULLY,"No, murder. Watch the tape.",5
REVEREND HARTLEY,"Lucy Kelly has the cancer. Her doctors say it is inoperable. They say it is incurable. But I say to you that what the doctors cannot cure, the Lord can. Yes, indeedy, praise God! Because God can work miracles. Today the clear light of God's healing love is flowing through Samuel's healing hands.",53
SCULLY,Twenty minutes later Lucy Kelly was rushed to the hospital. She was pronounced dead on arrival.,16
MULDER,What was the cause of death?,6
SCULLY,"I don't know, but it wasn't cancer. They've requested someone with a medical background to assist local police in the investigation. I know this isn't an X-File...",27
MULDER,When do we leave for Tennessee?,6
MULDER,I think I saw some of these same people at Woodstock.,11
SCULLY,"Mulder, you weren't at Woodstock.",5
MULDER,I saw the movie.,4
SHERIFF DANIELS,You all right by yourself?,5
LILLIAN DANIELS,I'll be fine.,3
SHERIFF DANIELS,Good. I won't be long.,5
REVEREND HARTLEY,"Most of you here today I know as neighbors and as cherished members of our Miracle Ministry. But some of you have come from far away, as far away as Pensacola, Florida, and Uniondale, Long Island. Wayne Ashton and his family. And it is especially to those of you who come from so far that I must apologize from the bottom of my heart, because unfortunately Samuel cannot be here this afternoon. I know, I know how very deeply disappointed each and every one of you must be feeling right now, but I say unto you, do not be dismayed. Do not despair. Do not lose your hope... because in two short days, Samuel will be back here at our very special Miracle Mission. Yes, indeed, praise God, he will be back here...",133
SCULLY,Maybe we should head backstage and see what the Reverend has to say.,13
MULDER,"No, wait, wait, this is the part where they bring out Elvis.",12
REVEREND HARTLEY,"... on the faithful. Because as these blessed people up here are about to testify, Samuel can heal you. Samuel will heal you, but... only if you believe.",27
MAN,"Fine sermon, Reverend!",3
REVEREND HARTLEY,God bless you!,3
SCULLY,Reverend Hartley? We're with the FBI.,6
REVEREND HARTLEY,I see Sheriff Daniels has sent in the cavalry.,9
SCULLY,"We just want to talk to Samuel for a couple of minutes, that's all.",14
REVEREND HARTLEY,He's not here.,3
MULDER,"Well, where is he?",4
REVEREND HARTLEY,I don't know. I haven't seen him. The boy's been a bit troubled lately.,14
VANCE,"We're running late, Reverend.",4
REVEREND HARTLEY,If you'll excuse me...,4
SHERIFF DANIELS,Agent Mulder?,2
MULDER,Yeah.,1
SHERIFF DANIELS,Sheriff Daniels. We spoke on the phone.,7
MULDER,"Oh, yeah. This is Special Agent Dana Scully.",8
SHERIFF DANIELS,Right. You requested a copy of the coroner's report.,9
SCULLY,Right. Thank you.,3
SHERIFF DANIELS,I see you folks got a chance to take in the Holy Rollers' Sideshow.,14
MULDER,Something tells me you're not a member of the Reverend Hartley's flock.,12
SHERIFF DANIELS,"Well, I remember Hartley when he was a soapbox preacher collecting dollar bills in coffee cans. Since the boy joined the act, he's got himself a Cadillac for every day of the week... bought for with money that should be used to improve our roads and schools.",47
MULDER,"People want to believe, you know.",6
SHERIFF DANIELS,Ninety-nine percent of the people in this world are fools... and the rest of us are in great danger of contagion.,21
MULDER,"Well, even if Hartley and Samuel are fakes, it's still a long way from accusing the boy of murder.",19
SHERIFF DANIELS,I got witnesses that say the boy was there laying hands on those people when they died.,17
MULDER,You think that's how he killed them? With a touch?,10
SHERIFF DANIELS,"I don't claim to know how or why he did it. But we've been looking for the boy since Tuesday, and he does not want to be found.",28
SCULLY,"Well, there's nothing out of the ordinary about these reports, except that there were no autopsies performed.",17
SHERIFF DANIELS,Hartley managed to block my autopsy requests on religious grounds. Also doesn't help that the country coroner is a dues-paying member of the Miracle Ministry.,25
SCULLY,"Well, maybe we can arrange to have the bodies exhumed.",10
MULDER,Sheriff.,1
SHERIFF DANIELS,It's Reverend Hartley's group. Damn. I told my people to keep quiet so this wouldn't happen.,16
MULDER,Looks like you may have a few believers on the payroll.,11
VANCE,"On behalf of the Miracle Ministry, we demand that you stop this sacrilege.",13
SHERIFF DANIELS,"You're not just dealing with me any more, Vance. You're dealing with the FBI.",14
SCULLY,"We don't mean you any disrespect. We're investigating a possible homicide, and federal law requires that we do a post-mortem examination on these bodies.",24
VANCE,I'm afraid we answer to an even higher authority than the U.S. government - one that considers grave digging and defiling corpses mortal sins.,23
SHERIFF DANIELS,"We'll get that autopsy, Vance, sooner or later. You know we will.",12
VANCE,The deceased's family does not want her grave disturbed.,9
SHERIFF DANIELS,Carol Wallace had no family.,5
VANCE,"We were her family. We were her family, and it was hard enough to bury her once. So if you insist on going through with this, we are prepared to maintain a vigil and do whatever it takes to stop you.",41
SHERIFF DANIELS,Mulder? Scully? One of my men just spotted the boy's car downtown.,12
SCULLY,"We can't do much here, anyway.",6
MULDER,Let's go.,2
SHERIFF DANIELS,Not a very likely place to be saving souls.,9
SHERIFF DANIELS,"Where's the boy, Zook?",4
ZOOK,He's in the can.,4
SHERIFF DANIELS,What happened here?,3
ZOOK,That damned fool started a fight. Figures them Bible-thumpers wouldn't know how to hold their liquor.,16
SHERIFF DANIELS,"Where you been, Samuel? We've been looking for you.",9
SAMUEL,Yeah. I've been thinking.,4
SHERIFF DANIELS,"Well, you're gonna have plenty of time for that now, son. I'm putting you under arrest.",16
SAMUEL,For murder?,2
SHERIFF DANIELS,For suspicion of murder.,4
SAMUEL,Mind if I finish my beer first?,7
SHERIFF DANIELS,"No, you go right on ahead. I'm gonna have someone take a statement from you. I'll see what I can do about getting your Caddy towed.",26
MULDER,"Hey, Sheriff? What evidence do you have to charge the boy with murder?",13
SHERIFF DANIELS,"Well, what more do you want? The boy's practically giving himself up.",12
MULDER,"Look at him, though. He's drunk.",6
SHERIFF DANIELS,Then I'll add 'drunk and disorderly.' Let's get this straight. It's not a question about the boy's guilt - just how he did it.,23
MULDER,Let me have a minute with him?,7
SHERIFF DANIELS,Suit yourself.,2
MULDER,"Samuel, I'm Agent Mulder. This is Agent Scully - from the FBI. Looks like you took quite a beating there.",19
SAMUEL,"Penance, Mr. Mulder.",3
SCULLY,Some might call it a plain old bar brawl.,9
SAMUEL,You know what they say - he giveth then he taketh away. A man gets too proud - sometimes it does him good to get the crap kicked out him. Saves God the trouble.,32
SCULLY,The trouble of what?,4
SAMUEL,Humbling the guilty sinner.,4
MULDER,Guilty of murder?,3
SAMUEL,"Yes, sir.",2
MULDER,"How'd you do it, Samuel?",5
SAMUEL,"Apparently, my pride and weakness were an invitation to the Devil. I muddied the river of my own faith. Now my gift has been corrupted.",25
SCULLY,So you're saying that you killed those people with a touch?,11
SAMUEL,I've laid my hands on the ill. Given them health. I've healed the sick. I've even touched the dying and given them life. God has given me a special gift.,30
SCULLY,"Did he buy you all that jewelry, too? I think there's something missing in your story, Samuel.",17
SAMUEL,"Do you doubt the power of God, ma'am?",8
SCULLY,No. But I doubt the veracity of your claims.,9
SAMUEL,I've looked on the infirm and seen their sickness... their cancer. Just as I can see the pain on this man right here.,23
MULDER,Really? What pain is that?,5
SAMUEL,The pain you have regarding a brother or a sister. It's an old pain. It's never been healed.,18
SCULLY,Is this some kind of a trick?,7
SAMUEL,"No trick, ma'am.",3
SCULLY,I think we should get the sheriff...,7
MULDER,I want to hear more about this pain. Tell me.,10
SAMUEL,"I can see it, plain as day. It was a sister. You lost her, a sister quite young. Someone took her away.",22
MULDER,What else do you see?,5
SAMUEL,Strangers. A bright light.,4
SCULLY,Sheriff?,1
SAMUEL,You should have come here earlier. Chance I could have healed your pain.,13
SHERIFF DANIELS,"All right, let's get this over with.",7
MULDER,"Hey, I need another minute with him.",7
SAMUEL,I can't help you. Not any more. My gift is gone.,11
SHERIFF DANIELS,"Cuff him. All right, let's go. You have the right to remain silent...",13
SHERIFF DANIELS,You have the right to an attorney...,7
SAMUEL,"I'll tell you, Mr. Mulder. God watches over his flock. He gives us signs every day. Open your heart. He might just open your eyes.",25
SCULLY,How do you think he does it?,7
MULDER,I don't know.,3
DEFENSE ATTORNEY,"Given his exemplary record, and the highly circumstatial nature of this case, I ask that my client be released on his own recognizance, without bail...",25
SAMUEL,Judge! That is not a good idea.,7
REVEREND HARTLEY,Samuel!,1
SAMUEL,Let me go and it'll be on your head!,9
JUDGE,Enough! This is not a pulpit. This is a court of law. Is that understood?,15
SAMUEL,"Yes, sir.",2
DEFENSE ATTORNEY,Sorry.,1
DISTRICT ATTORNEY,"Your honor. Despite the defendant's avowed guilt, we see no reason to burden the county with his maintenance until trial. But we do request a minimum bail of $100,000.",29
JUDGE,"All right. If there are no objections, bail is set at $100,000, to be deposited directly into the clerk's probation account.",21
JUDGE,My God! What the... Good God! What is this? What?,10
DEFENSE ATTORNEY,Oh God!,2
SAMUEL,How much more will it take for you to believe? The Lord has testified against me. Does the serpent have to bite you all on the ass 'til you understand?,30
BALIFF,"Everybody, clear this courtroom!",4
