speaker,line,words
MULDER,No! You're dead.,3
KRYCEK,Go.,1
KRYCEK,There's others.,2
MILITARY GUARD,What are you thinking?,4
MULDER,Where am I?,3
MILITARY GUARD,Wrong answer!,2
MILITARY GUARD,What are you thinking?,4
MULDER,I'm thinking about getting the hell out of here.,9
MILITARY GUARD,Wrong... answer!,2
MILITARY GUARD,N sleeping!,2
MILITARY GUARD,What are you thinking?,4
MULDER,About my son... about his mother.,6
MILITARY GUARD,Wrong answer!,2
MILITARY GUARD,"Now, what are you thinking?",5
MULDER,What do you want from me?!,6
MILITARY GUARD,Wrong... answer!,2
MILITARY GUARD,"I want answers, you hear me? I want answers!",9
MILITARY GUARD,No sleeping!,2
MILITARY GUARD,Did you hear me?,4
MULDER,Yes.,1
MILITARY GUARD,What are you thinking?,4
MULDER,What should I be thinking?,5
MILITARY GUARD,You're a guilty man. You entered a government facility illegally in search of non-existent information! You failed in every respect!,20
MULDER,Yes.,1
MILITARY GUARD,Say it!,2
MULDER,I'm a guilty man. I failed in every respect. I deserve the harshest punishment for my crime.,17
SCULLY,How long has he been here?,6
SKINNER,I'm trying to get someone to say,7
SCULLY,Who called you?,3
SKINNER,Kersh's office.,2
SCULLY,Who called them?,3
SKINNER,I don't know; I just know that Mulder's being held here indefinitely.,12
SCULLY,What for?,2
SKINNER,For the murder of a military man.,7
SCULLY,Mulder.,1
MULDER,Dana.,1
SCULLY,"Oh, my God.",3
MULDER,You okay?,2
SCULLY,"Am I okay? Mulder, I haven't seen you in such a long time.",13
SCULLY,I was so worried.,4
MULDER,"Well, it's okay, I'm all right. They're treating me really well in here.",13
SCULLY,What's happened to you?,4
MULDER,Nothing. I'm squared away.,4
MULDER,"Oh, hey, Walter. It's good to see you, man.",9
SKINNER,"Have they told you what the charges are, Mulder? What you're doing here?",13
MULDER,"Oh, yeah, yeah. We're clear on that.",7
SCULLY,You're clear on what?,4
MULDER,My crimes.,2
SCULLY,Mulder...,1
MULDER,"I murdered a man, Dana. I went looking for something that didn't exist, and I... I made a terrible mistake. I should be punished severely.",25
SKINNER,Whatever you were doing you have the right to a lawyer... to an inquiry and process of law.,18
MULDER,I don't think you heard me.,6
GUARD,All right - time's up.,4
SCULLY,We're going to get you out of here.,8
MULDER,And why is that? I'm a guilty man.,8
GUARD,Time's up. Let's go.,4
MULDER,Uh... excuse me.,3
MULDER,I don't understand. Why are you helping me?,8
KRYCEK,Because you can't do this alone.,6
GUARD,Let's go.,2
MULDER,You saw him? Mulder?,4
REYES,They've accused him of murder?,5
SCULLY,And they have him believing that he did it.,9
DOGGETT,Murdered who?,2
SCULLY,Knowle Rohrer.,2
DOGGETT,Knowle Rohrer? It can't be. I watched Knowle Rohrer die.,10
REYES,He can't die. Knowle Rohrer's a super soldier.,8
SKINNER,"Mulder side-stepped security at a facility known as Mount Weather -- a place where they say our so-called ""shadow government"" is installed.",21
REYES,What about this murder charge?,5
SKINNER,Thirty government workers are ready to testify they witnessed Mulder push a military officer to his death.,17
DOGGETT,Killing the man who can't be killed?,7
DOGGETT,Where are you going?,4
SCULLY,To beg mercy with the man upstairs.,7
GENERAL MARK A. SUVEG,Come in.,2
GENERAL MARK A. SUVEG,"Deputy Director Kersh. I've just been going over my notes on this whole business. Please, have a seat.",18
KERSH,Thank you.,2
GENERAL MARK A. SUVEG,"We both got a problem with this man of yours, Agent Mulder.",12
KERSH,Mulder's been a running problem for the FBI. But nothing this serious.,12
GENERAL MARK A. SUVEG,I would think...,3
KERSH,I've been asked by a female agent... Mulder's closest associate to beg mercy of the military court to give Mulder every consideration based on his good character.,27
GENERAL MARK A. SUVEG,"You've reviewed the charges, yes?",5
KERSH,Yes. There's a charge of murder.,6
GENERAL MARK A. SUVEG,This would look bad for the Marines if it didn't look worse for the FBI. What does Mulder intend to plea?,21
GENERAL MARK A. SUVEG,"You wanted a chance to clear up this mess, Mr. Kersh and I'm going to give it to you. Give it to the FBI.",24
KERSH,How?,1
GENERAL MARK A. SUVEG,"A fair hearing for your agent by his own agency. Your prosecutor, your judges. Held in my court.",18
KERSH,That can't be legal. Why do this?,7
GENERAL MARK A. SUVEG,I want a verdict. A guilty verdict. This man Mulder has made a lot of enemies. He's a crusader. And a lot of people do not like the crusade.,29
KERSH,I can't do that.,4
GENERAL MARK A. SUVEG,"Oh, you'll do it, Deputy Director. You and I both know there are forces inside the government now that a man would be foolish to disobey.",26
SCULLY,Mulder.,1
SCULLY,Mulder!,1
MULDER,"I smelled you coming, Clarice.",5
SCULLY,"Oh, my...",2
SCULLY,"Damn it, Mulder. It's not funny to see you putting on that act.",13
MULDER,"No, that is funny.",4
MULDER,What's not funny is what they do to you in here if you don't put on that act.,18
MULDER,"Come here, you big, bald, beautiful man.",7
SKINNER,"The only thing you're going to be kissing, Mulder, is your sweet ass good-bye, with the trouble your in.",19
MULDER,"Uh-huh, I kind of gathered that right around the 50th brainwashing session.",12
SCULLY,"Mulder, why are they doing this to you?",8
MULDER,They think that they're preparing me for my trial. For my testimony.,12
SKINNER,Your testimony's not going to matter. Not with the case they're building.,12
MULDER,Not building. Rigging.,3
SKINNER,"Yeah, I don't think you understand the seriousness of the charges. This isn't some routine wrist slapping. You're on trial for your life.",23
MULDER,My trial's a forgone conclusion. What they really want is for me to admit my guilt and help them out. What's really on trial here is the truth.,28
SCULLY,"Mulder, they're saying you killed a man.",7
MULDER,Have they produced a body?,5
MULDER,You can't produce a body because you can't kill a man who won't die.,14
SKINNER,"Well, body or not, they've got 30 witnesses from that government facility ready to testify against you.",17
SCULLY,"Mulder, we'll get you the best lawyer.",7
MULDER,Would you defend a man who believes in aliens against the FBI and the military? It's never going to happen. Skinner can defend me.,24
SKINNER,I can't represent you.,4
MULDER,"You know all the facts, the details the whole government conspiracy. More than that, I trust you.",17
SCULLY,Mulder...,1
MULDER,They can't try me without exposing themselves. I know what I'm doing.,12
MULDER,"Whooo, now it's a party.",5
DOGGETT,Agent Mulder.,2
SCULLY,What's the matter?,3
REYES,We've been working off what little we have but the military just got back to us.,16
DOGGETT,"You ready for this? I know this is impossible, but they're saying they got Knowle Rohrer's body.",17
SCULLY,"Mulder, it's me.",3
MULDER,Is it time to go?,5
SCULLY,No. That's why I'm here.,5
SCULLY,"Mulder, I need you to talk to me. Confide in me... or we'll lose.",14
MULDER,"We can't win, Scully. We can only hope to go down fighting.",12
SCULLY,"You're scaring me. Mulder, I'm so scared that I've just got you back and now I'm going to lose you again.",21
MULDER,I know what I'm doing.,5
SCULLY,Well... whatever you're doing... you have no idea how much has already been lost... What I've had to do...,19
MULDER,I do know. Skinner told me.,6
SCULLY,"Our son, Mulder... I gave him up.",7
SCULLY,Our son. I'm so afraid you could never forgive me.,10
MULDER,I know you had no choice. I just missed both of you so much.,14
SCULLY,"God, where have you been? Where have you been hiding?",10
MULDER,In New Mexico.,3
SCULLY,Doing what?,2
MULDER,Looking for The Truth.,4
SCULLY,"You found something, didn't you? Huh?",6
SCULLY,What did you find?,4
MULDER,I can't tell you.,4
SCULLY,"You found something in that facility? That's what you were doing, right? Mulder, what did you find out there?",19
MULDER,"Scully, I can't tell you.",5
SCULLY,That doesn't make sense.,4
MULDER,"You've got to trust me, Scully. I know things. It's better you don't.",13
KALLENBRUNNER,Assistant Director Skinner.,3
KALLENBRUNNER,Special Agent Kallenbrunner. I'll be handling the prosecution. I'm out of the L.A. Field office.,15
SKINNER,How did you get this assignment?,6
KALLENBRUNNER,I was a Federal Prosecutor in D.C. Before joining the FBI. And you?,13
SKINNER,That's a good question.,4
