speaker,line,words
STEWARDESS,"Here you are, Mister Rebhun, another scotch and soda.",9
LAROLD REBHUN,"It's the only way to fly. Used to be just like you. Used to hate flying. I mean, the moment I got on the plane, I'd be gripping those armrests like my teeth were being drilled. Truth is, statistically, you can fly every day for the next twenty-six thousand years before you'd have an accident. You believe that? Whoa, baby. Settle down now.",63
PILOT,What the hell is this?,5
WAITERS,Happy birthday to you... happy birthday to you... Happy birthday dear Dana...,12
MULDER,Special Agent Dana Katherine Scully...,5
WAITERS,Happy birthday to you!,4
MULDER,"I didn't know it was your birthday, Scully.",8
SCULLY,Mulder... you have never remembered my birthday in the four years I've known you.,14
MULDER,"That's the way I like to celebrate them... It's every four years, it's like dog years that way.",18
SCULLY,Dog years? Thank you.,4
MULDER,"You're welcome. Oh, I got something for you.",8
SCULLY,"Oh, you've got to be kidding me.",7
MULDER,It's just something that reminded me of you.,8
SCULLY,"What, an alien implant?",4
MULDER,"Two, actually. I made them into earrings.",7
SCULLY,Hmmm... Apollo eleven.,3
MULDER,Read the back.,3
SCULLY,"""Commemorating Apollo Eleven and the mission to the moon, July 1969.""",11
MULDER,"It's, um...",2
SHARON GRAFFIA,"Excuse me, are you Scully? And Mulder?",7
SCULLY,"Oh, promise me this isn't leading to something really embarrassing.",10
SHARON GRAFFIA,"My name is Sharon Graffia. I'm sorry to approach you like this, but I followed you. I was asked to find you if something happened.",25
SCULLY,Excuse me?,2
SHARON GRAFFIA,"You have no good reason to believe me, but my brother, who I believe you know, he said you'd understand what to do.",23
MULDER,About what?,2
SHARON GRAFFIA,If he didn't make it.,5
SCULLY,"Excuse me, who are you talking about?",7
SHARON GRAFFIA,"Max. Max Fenig. He was on his way here to deliver something that made him fear for his life, something he said the government would kill for... but his plane, it went down two hours ago.",36
"NORTHVILLE, NEW YORK; 4",02 A.M.,2
MIKE MILLAR,"What we know right now is that the plane designated as Flight five-four-nine lost radio contact tonight at nineteen-hundred hours E.D.T. and subsequently crashed into a wooded area approximately thirty miles from Albany, New York. Local law enforcement and E.M.T.s have been on the scene for just under two hours, but initial reports are they've found no survivors yet of the one-hundred and thirty-four passengers and crew listed on the manifest. I wish we could tell you more information about the crash site, but, uh, darkness and terrain are going to make it pretty slow going in the morning. We have a tape of the last radio exchange before five-four-nine went down, which we're going to play, but I want to stress the need to keep everything you know or learn within the Go-team so that all the information to the press comes from the I.I.C. You keyed-up, John?",149
JOHN,Ready.,1
PILOT,"Copy, Tower, please advise. Do you see a need to adjust?",11
TOWER,"Negative, five-four-nine. Steady airspeed of two-niner-six knots. Maintain heading one-zero-zero and two-niner thousand feet. Go ahead, five-four-nine.",17
PILOT,What the hell is this?,5
TOWER,"Five-four-nine, do you read?",4
PILOT,"We've got something... on intercept. Oh my God! My God! Mayday! Mayday, mayday!",13
MIKE MILLAR,"And that's all she wrote. The controllers tried to raise five-four-nine on all available frequencies, but the pilots did not respond. Okay, we've got an F.A.A. charter leaving in one hour. Accommodations...",32
MULDER,"Excuse me, sir. I'm Special Agent Mulder with the F.B.I. Is there any indication or suspicion that Flight five-forty-nine may have been forced down?",24
MIKE MILLAR,Forced down?,2
MULDER,"Uh, you can clearly here the pilot say ""intercept"" on the recording.",12
MIKE MILLAR,"We have absolutely no data to support that, no confirmation of other aircraft in the area. Unless you have something.",20
MULDER,"No, no, but there was a passenger on that plane who was, uh, well-known to our government as an alien abductee.",21
MIKE MILLAR,An alien abductee.,3
MULDER,"Yeah, a man named Max Fenig, a multiple abduction victim, what's known as a repeater.",15
MIKE MILLAR,"Hold on a second. Please, please, can I have some quiet?",11
MULDER,"He'd predicted the accident, and from the sound of the tape, the plane may have been forced down.",18
MIKE MILLAR,Forced down by who? Or what?,6
MULDER,I'm hesitant to speculate.,4
MIKE MILLAR,"Mulder, your name's Mulder?",4
MULDER,"Yes, sir.",2
MIKE MILLAR,Let me tell you something. I've been doing this for eighteen years. I thought I heard everything.,17
MAN,"I'm looking through the manifest here, and there was no one named Max Fen-ig on Flight five-four-nine.",17
MULDER,"Fenig, and there may be people who want to cover up this evidence.",13
MIKE MILLAR,"Agent Mulder, is this an official F.B.I. position?",8
MULDER,"No, sir.",2
MIKE MILLAR,Because what you're suggesting trivializes this tragedy... and casts these fine people and the work they have to do in a light that I think you would be well-advised to avoid.,31
MULDER,"I think we all share the same goal here, sir, and that's to find out what caused that plane to crash.",21
