speaker,line,words
YOUNGER GLAZEBROOK SON,"Stop! Oh, Dad, cut it out.",6
OLDER GLAZEBROOK SON,"Beautiful, Dad.",2
JERALD GLAZEBROOK,Quit picking on your brother. Remember he loves you!,9
YOUNGER GLAZEBROOK SON,"No, I don't!",3
OLDER GLAZEBROOK SON,"We're glad you're back home, Dad.",6
JERALD GLAZEBROOK,"Ah, not as glad as I am.",7
OLDER GLAZEBROOK SON,Did you see a lot of weird stuff this year?,10
JERALD GLAZEBROOK,"Yup, it was the weirdest show ever. But right now, your mother thinks you guys are getting ready for bed and if she comes out here and finds you guys still in the pool, she's going to kill me. So come on, out of the pool.",46
YOUNGER GLAZEBROOK SON,Awww...,1
OLDER GLAZEBROOK SON,"Awwww, Dad...",2
JERALD GLAZEBROOK,"Quit your whining. Come on or no bedtime story. Out you go, that's it.",14
OLDER GLAZEBROOK SON,"Come on, Dad, there's no school tomorrow...",7
JERALD GLAZEBROOK,What the hell?,3
SCULLY,What happened to him?,4
MULDER,"Nothing you can ascertain from that photograph. The victim suffered from ichthyosis, a congenital skin disease characterized by the shedding of the epidermis in the form of scales. This shows the entry wound of the undetermined weapon. There were no other injuries inflicted upon the body, no internal organs removed and/or cannibalized, and there's no signs of sexual molestation either. That's forty-eight attacks over the last twenty-eight years. Occurring in every state in the continental U.S. almost, the first in Oregon and the last five in Florida. The victims range from all different age groups, races, both male and female. The mutilations appear so motiveless that one would suspect some form of ritual yet they adhere to no known cult. A lone serial killer would have been expected to escalate the level of violence of his attacks over such an extended period of time. So what do you think, Scully? What are your initial thoughts?",155
SCULLY,Imagine going through your whole life looking like this.,9
PRIEST,"""The Lord is my shepherd, I shall not want. He maketh me to lie down in green pastures, he leadeth me beside the still waters. He restoreth my soul. He leadeth me in the paths of righteousness for his name's sake. Yea, though I walk through the valley of the shadow of death..."" ""I will fear no evil for thou art with me. Thy rod and thy staff, they comfort me. Thou preparest a table before me in the presence of my enemies."" ""Thou anointest my head with oil, my cup runneth over. Surely, goodness and mercy shall follow me..."" ""...all the days of my life, and I will dwell in the house of the lord forever."" We are gathered here today to mourn the passing of Jerald Glazebrook. Beloved husband, father, friend and entertainer.",135
HAMILTON,Help...,1
MAN #1,I got it...,3
WOMAN #1,Move it out of there...,5
WOMAN #2,Oh my lord!,3
MAN #2,I don't believe it...,4
BLOCKHEAD,"Having not known the deceased personally, I am in no position to perform a proper eulogy. I'm sure he was a nice guy, et cetera, et cetera. But as an admirer of the man's work, I am in a position to perform an impromptu tribute in his honor. Namely, ramming this spike into my chest!",55
MAN #3,"You crazy, don't you have any respect at all?",9
BLOCKHEAD,I think I hit my left ventricle!,7
WOMAN #2,This is a funeral!,4
BLOCKHEAD,"Get back, fascist!",3
MAN #2,For crying out loud!,4
MAN #4,Get him out of here! Get him out of here!,10
WOMAN #3,You're awful!,2
MULDER,I can't wait for the wake.,6
MULDER,"On his vicap form, Jerald Glazebrook's occupation is listed as artist.",11
HAMILTON,Jerry was an artist... the best escape artist since Houdini. He should have been headlining Vegas but his skin condition kept him on the sideshow circuit.,26
SCULLY,I guess I didn't realize that sideshows were still in existence.,11
HAMILTON,There are about two or three of them still around.,10
MULDER,I got the impression that Glazebrook wasn't the only sideshow performer residing here.,13
HAMILTON,The town was founded back in the 20s when some of Barnum and Bailey's troops started coming down here during the winter off-season.,23
SCULLY,"You know, this town's history might help explain our case's history. A sideshow performer would have toured much of the country over the years. And their isolation from everyday society caused by their physical deformities could have built up pathological resentments so intense that murder might be...",47
HAMILTON,"Now, now, hold on a second. Around here, we refer to them as ""very special people."" Now, some of them may be different on the outside but it's what's inside that counts. And on the inside, they're as normal as anybody.",41
SCULLY,"Until their arrests, many serial killers are considered by their friends and family to be quite ""normal."" If you truly regard these people as normal, then you must also consider the possibility that they are capable of committing these crimes.",40
HAMILTON,It's just been my experience that many people have a harder time accepting these people's deformities than they do themselves.,20
MULDER,"Sheriff, what is this? This design here, it's, uh, copyrighted by Hepcat Helm. Is that a local artist?",18
HAMILTON,A bit too local. His workplace is right behind my station house.,12
MULDER,Do you think that we could meet Hep... cat?,9
HAMILTON,Hepcat! Hepcat!,2
HEPCAT HELM,Who are the rubes?,4
HAMILTON,These are F.B.I. Agents Scully and Mulder. This is Hepcat Helm. He operates a carnival funhouse.,16
HEPCAT HELM,"Oh man, how many times have I told you not to call it that? It's not some rinky-dink carny-ride. People go through it, they don't have fun. They get the hell scared out of them. It's not a funhouse, it's a tabernacle of terror.",44
HAMILTON,It's a funhouse.,3
MULDER,"Mister Helm, I wanted to ask you about this menu illustration. I recognized most of the historical portraits you've drawn here, but what's this here?",25
HEPCAT HELM,It's the Feejee Mermaid.,4
HAMILTON,Is that what that thing is?,6
SCULLY,What's the Feejee Mermaid?,4
HEPCAT HELM,"The Feejee Mermaid. It's, it's the Feejee Mermaid!",8
HAMILTON,"It's a bit of, uh... humbug Barnum pulled in the last century.",12
HEPCAT HELM,"Barnum billed it as a real live mermaid but when people went into see it, all they saw was a real dead monkey sewn on the tail of a fish.",30
MULDER,A monkey?,2
HEPCAT HELM,A mummified monkey.,3
HAMILTON,"It supposedly looked so bad, he had to exhibit it as a ""genuine fake.""",14
HEPCAT HELM,"Oh, but see? That's why Barnum was a genius. You never know where the truth ends and the humbug begins. He came right out and said, ""This Feejee Mermaid thing is just a bunch of B.S."" That just made people want to go and see it even more. So, I mean... who knows? Maybe for box office reasons, Barnum hocked it as a hoax... when in reality...",67
