speaker,line,words
EVELYN MOUNTJOY,"Happy, stop that.",3
EVELYN MOUNTJOY,Hap. What's with her all of a sudden?,8
EVELYN MOUNTJOY,Don't you look at my letters.,6
DARREN MOUNTJOY,For God's sake.,3
DARREN MOUNTJOY,Read 'em and weep my dear!,6
EVELYN MOUNTJOY,Seven letters. 50 bonus points.,5
EVELYN MOUNTJOY,Darren...,1
DARREN MOUNTJOY,Get in the basement.,4
EVELYN MOUNTJOY,What are you going to do?,6
DARREN MOUNTJOY,Just do what I say.,5
DARREN MOUNTJOY,I got a gun!,4
DARREN MOUNTJOY,Stop!,1
DOGGETT,"Reyes! Sorry, I didn't mean to scare you.",8
REYES,They told me I'd find you inside.,7
DOGGETT,"I was out back talking to the Detective in charge. You're the expert here, Monica. Everyone's waiting to hear what you have to say on this.",26
REYES,What do we know?,4
DOGGETT,"Darren and Evelyn Mountjoy, married thirty-two years, three kids, five grand-kids. Not an enemy in the world. Just that dog out front. Neck's broken. Footprints in the mud. We're looking for two perps.",33
REYES,"Nothing's soiled in the house, nothing at all to suggest motive.",11
DOGGETT,"Well, it all fits the profile, right? This thing is staged to look like some kind of Satanic ritual.",19
REYES,Placing victims in a suicide posture is ritualistic. And this word is undoubtedly Satanic.,14
DOGGETT,Daemonicus.,1
REYES,"It means Satan in Latin, or Daemonicus - Demon Possession.",9
DOGGETT,"And it's worth 50 extra points. That's why they were posed like this. You think these folks were possessed, right?",20
REYES,That would be the textbook explanation,6
DOGGETT,Then I'll let 'em know.,5
REYES,This may be something else.,5
DOGGETT,Which is what?,3
DOGGETT,"Hey, you say anything you want about Satanic ritual, but don't tell me you think the Devil did this, because we've got prints from out there. This case ain't even close to being an X-File.",35
REYES,Something strange happened in here just before you came in. I can't explain it.,14
OFFICER,Arghh!,1
DOGGETT,What?,1
SCULLY,Dr. Dana Scully. I have just been assigned to the Academy as a forensic investigator. For the past eight years I was part of a unit known as the X-Files. Some of you may have heard of it.,38
CADET,Ever slay a vampire?,4
SCULLY,"Sorry to disappoint you, but this is a course in forensic pathology. Hard science. An X-File is a case that has been deemed unsolvable by the Bureau, because such a case cannot be solved it may beg other explanations... a vampire, perhaps. Science, however, tells us that evil comes not from monsters, but from men. It offers us the methodology to catch these men, and only after we have exhausted these methods should we leave science behind to consider more extreme possibilities.",82
REYES,What did you find?,4
DOGGETT,I asked Agent Scully for expertise on this. Looks like we can rule out the Exorcist after all.,18
REYES,And why is that?,4
SCULLY,There is adhesive residue on Mrs. Mountjoy's wrists and face. Do you see that? She was taped and bound and then shot at a range of ten to twelve feet with her husband's handgun.,34
REYES,The husband shot her.,4
REYES,He was tricked into it.,5
DOGGETT,That's what we're thinking. Some kind of sick game.,9
SCULLY,"Well, there's also evidence of fingerprint bruising along his collarbone.",10
REYES,They held him down. Shot him in his chair.,9
DOGGETT,"Again, we're looking for two guys.",6
SCULLY,"Snakes appeared to be purely symbolic. They're non-venomous species collected locally. They were sewn post-mortem into the body cavity with household thread, by someone who appears to have surgical skill.",30
REYES,You've made a lot of headway.,6
SCULLY,But there's something else. There's something that you're not saying.,10
REYES,When I was alone in that house this morning I had the strong feeling I was in the presence of evil.,21
DOGGETT,"Look, Monica, the only reason you were called in on this thing is you've investigated hundreds of these kinds of cases.",21
REYES,And not once did I find anything to support evidence of genuine Satanic activity.,14
DOGGETT,I'm saying...,2
REYES,I've never felt this before.,5
DOGGETT,Excuse me. John Doggett,4
REYES,"Agent Scully, have you ever sensed what I'm talking about?",10
SCULLY,I've felt things that I couldn't understand. Things that I was afraid to admit even to myself.,17
REYES,And what did you do?,5
SCULLY,I learned not to ignore it... to trust my instincts.,10
DOGGETT,nan,1
REYES,What is it?,3
DOGGETT,"Mental hospital, 100 miles from here. They think one of their patients did this.",14
DR. SAMPSON,We're pretty shaken up. We're still trying to figure out how he could have escaped.,15
DOGGETT,Why do you think this escaped patient Dr. Richmond was involved in these murders?,14
DR. SAMPSON,Dr. Richmond was committed here because he killed three patients. He'd sewn strychnine tablets in their stomach lining in. And I heard about the snakes.,25
REYES,"The police believe two men committed this crime, Dr. Sampson.",10
DR. SAMPSON,Two men?,2
DOGGETT,Do you have any idea who the second man might be?,11
DR. SAMPSON,"No, he didn't exactly keep pen-pals.",6
REYES,"Did Dr. Richmond display any knowledge of Satanic lure, or speak of demonic possession?",14
DR. SAMPSON,"No, he was perfectly cogent. He didn't suffer from those kinds of delusions.",13
REYES,I'm not really asking about delusions.,6
REYES,When you last spoke to him did he seem himself?,10
DR. SAMPSON,Seem himself?,2
REYES,I mean did he display personality other than his own? Speaking tongues or in any language which he didn't know?,20
DR. SAMPSON,"You're asking me if he was possessed? This is the 21th century, Miss Reyes. We stopped looking a long time ago to demons to explain mental illness.",27
REYES,I'm not really talking about mental illness.,7
DR. SAMPSON,Excuse me a moment.,4
DOGGETT,"You know, Monica, a room here just came open.",9
REYES,You heard what she said. Dr. Richmond didn't know anything about Satanic ritual.,13
DOGGETT,And that proves he was possessed?,6
REYES,You explain to me how else he commits a crime that's a perfect example of it?,16
DOGGETT,Well let's try the obvious - it was his accomplice.,9
DR. SAMPSON,"Agents... I, uh, think the man you're looking for might be Paul Gerlach.",13
DOGGETT,Is he a patient here?,5
DR. SAMPSON,"No, he's a guard. He's been here for 12 years and no one can find him.",16
REYES,Who would be the last person who saw them together?,10
DOGGETT,"Mr. Kobold? My name is John Doggett, this is Monica Reyes. We're with the FBI.",15
REYES,"The patient in the cell next to you escaped last night. Did you see or hear anything? You share the same guard, Mr. Kobold. Do you know anything about their relationship? Why he would have helped him to escape?",39
KOBOLD,"You mean than the guard forced a patient to escape, or did the patient force the guard? Or are they both of",22
DOGGETT,"You know something about this, Mr. Kobold? If you do we need your help. To stop them before they hurt more people.",22
KOBOLD,You're too late for that.,5
DOGGETT,"If you're afraid to help us, Mr. Kobold, we can protect you. No harm will come to you.",18
KOBOLD,"Do you believe in the power of the Devil, Mr. Doggett?",11
DOGGETT,I believe that the Devil's a story made up to scare people.,12
KOBOLD,Then how can you possibly protect me?,7
DOGGETT,"Consider the source, Monica.",4
KOBOLD,Daemonicus. Daemonicus. Dae...,3
DR. SAMPSON,He's been calling for Agent Doggett for the past hour. He's extremely agitated.,13
REYES,Has he said why?,4
DR. SAMPSON,"He keeps saying ""Prince of the Apostles"" over and over again. I don't know what it means. I had to restrain him for his own safety and I thought it was best not to sedate him until you speak to him.",41
DOGGETT,"Mr. Kobold, it's John Doggett.",5
