speaker,line,words
ALBERT HOSTEEN,"To the Navajo, the earth and its creatures have great influence over our existence. The stories passed from generation to generation help us to understand the reason for our tears of sadness and our tears of joy. Animals like the bear, the spider and the coyote are powerful symbols to our people. When the F.B.I. man Mulder was cured by the holy people, we were reminded of the story of the Gila monster, who symbolizes the healing powers of the medicine man. In this myth, the Gila monster restores a man by taking all his parts and putting them back together. His blood is gathered by ants, his eyes and ears by sun, his mind by Talking God and Pollen Boy. Then lightning and thunder bring the man back to life. At the end of the ceremony, when the F.B.I. man had been healed, we heard the news from other Native Americans in the northern plains that a great event had taken place. Like the Navajo, these people have their own stories and myths. One of these stories tells of the white buffalo woman who came down from the heavens and taught the Indians how to lead virtuous lives and how to pray to the creator. She told the people she would return one day, then she turned into a white buffalo and ascended into the clouds, never to be seen again. But on this day, when the holy people had given the F.B.I. man a miracle, a white buffalo was born and every Native American knew, whether he believed the story or not, that this was a powerful omen and that great changes were coming.",276
SKINNER,I've got the digital tape.,5
SCULLY,You're lying.,2
SKINNER,"I've got it in my pocket. I took it out of Mulder's desk. Drop your weapon! Put it down, Scully!",20
SCULLY,No way.,2
SKINNER,I said put it down!,5
SCULLY,I said no! You're setting me up!,7
SKINNER,I'm trying to help you.,5
SCULLY,Then put your weapon down and sit down.,8
SKINNER,Not a chance.,3
SCULLY,"You said you weren't here to kill me, Skinner, now prove it.",12
SKINNER,I didn't come here to have a gun shoved in my face either.,13
SCULLY,"Damn it, Skinner!",3
MULDER,Drop your weapon! I said...,5
SKINNER,Back off!,2
MULDER,I said put it down!,5
SKINNER,What the hell is this? What are you pulling here?,10
MULDER,"You okay, Scully?",3
SCULLY,Yeah.,1
MULDER,Get his gun. Give her the gun. Give it to her!,11
SKINNER,All right.,2
MULDER,"Now, I want an explanation.",5
SCULLY,I was warned that somebody would kill me... someone I trusted.,11
SKINNER,"I'm going to reach into my coat pocket and end this charade... all right? I assume you both know what this is? Now, I want an explanation.",27
MULDER,"Your cigarette-smoking friend killed my father for that tape, and then he killed me.",14
SKINNER,What are you talking about?,5
MULDER,"I was a dead man. Now, I'm back.",8
SKINNER,What is on this tape?,5
MULDER,Defense department files that weren't supposed to exist. The truth about our government's involvement in a global conspiracy of silence about the existence of extraterrestrial life.,26
SCULLY,Give me the tape.,4
SKINNER,"Uh-uh, this tape stays with me.",6
MULDER,Give her the tape.,4
SKINNER,"If what you say is true, the information on this tape is valuable enough to kill for. Then it's the only leverage we've got to bring these men to justice. It's not going to do us any good if it falls back into their hands!",45
MULDER,"Then you better make sure it doesn't. Come on, Scully, let's go.",12
SCULLY,Where?,1
MULDER,There are truths out there that aren't on that tape.,10
SCULLY,"Mulder, I am...",3
MULDER,"Scully, whatever you're going to say...",6
SCULLY,I went to your father's funeral. I told your mother that you were going to be okay.,17
MULDER,How did you know?,4
SCULLY,I just knew.,3
MAN,"If you'd wait there, sir...",5
MARGARET SCULLY,"Uh, my daughter was brought here. I'm trying to find her.",11
DOCTOR,"Okay, all right, what's her name?",6
MARGARET SCULLY,Scully. Dana Scully.,3
DOCTOR,Melissa Scully?,2
MARGARET SCULLY,"No, no... that's her sister.",5
DOCTOR,"Well, we just had a Melissa Scully in surgery with a cranial gunshot wound.",14
MARGARET SCULLY,Missy? It's Mom.,3
DOCTOR,We took drastic precautionary measures due to the nature of the head wound. We've induced coma to try and relieve the trauma on the brain.,25
MARGARET SCULLY,Is she going to be okay?,6
DOCTOR,"We've done everything we can right now. We'll being monitoring her around the clock. Nurse, why don't we get Mrs. Scully a comfortable chair?",24
MULDER,That's my father on the left there.,7
BYERS,This was taken when?,4
MULDER,About 1973.,2
BYERS,"Amazing. Langly, take a look.",5
SCULLY,Do you recognize any of these men?,7
BYERS,Are you familiar with a post-World War II project known as Operation Paper Clip?,14
MULDER,Our deal with the devil. The U.S. government provided safe haven for certain Nazi war criminals in exchange for their scientific knowledge.,22
LANGLY,I know who this man is. Victor Klemper.,8
BYERS,"The man standing next to your father is one of those criminals, though not the most famous of the bunch. Wernher von Braun, designer of the V-2 rockets that leveled London, may be the most notorious, but Victor Klemper certainly takes the prize for the most... evil Nazi to escape the Nuremburg trials.",53
SCULLY,What did he do?,4
LANGLY,"He experimented on the Jews... drowned them, suffocated them, put them in pressure chambers. All in the name of science.",20
BYERS,"Together with Von Braun, Klemper helped us win the space race. Using his scientific data on the effects of high-altitude flying, we were able to put astronauts on the moon before the Soviets.",33
LANGLY,One giant step for mankind.,5
SCULLY,What would he be doing in a photo with your father?,11
MULDER,I don't know. Do you recognize anybody else in the photograph?,11
BYERS,No. Operation Paper Clip was supposed to have been scrapped in the 1950s but if this is 1973...,18
SCULLY,Whatever happened to Klemper?,4
LANGLY,"He's still here, living very well at the expense of the American taxpayer.",13
FROHIKE,Unbelieveable! We thought you were history.,6
MULDER,"You're going to have to wait a little longer for my video collection, Frohike.",14
LANGLY,Where were you? We were looking all over.,8
FROHIKE,"Down at D.C. general, I was scanning the police frequency when I heard the report of a shooting. Agent Scully...",20
SCULLY,"What, what is it?",4
FROHIKE,Your sister's in critical condition.,5
MULDER,"Scully... Scully, wait. Scully! Scully, wait! Scully!",7
SCULLY,"I have to go there, Mulder.",6
MULDER,You can't go.,3
SCULLY,That bullet was meant for me.,6
MULDER,"If they're trying to kill you, that's the first place they're going to look.",14
SCULLY,Those bastards...,2
MULDER,We're going to call someone I think can help. It's the only thing you can do for her right now is try to crucify them.,25
"46TH STREET, NEW YORK CITY; 7",09 AM,2
1ST ELDER,This is a serious mistake. An innocent woman has been shot.,11
2ND ELDER,Can this be traced?,4
3RD ELDER,This is your man.,4
CSM,There was a mistake. It will be rectified.,8
WELL-MANICURED MAN,By whom? By whom will this be rectified? Your ridiculously ineffectual assassins?,12
CSM,These men are professionals.,4
WELL-MANICURED MAN,"This is not a profession for men who make mistakes. My God, you presume to make us believe you can simply fix it with enough bullets?",26
CSM,No.,1
WELL-MANICURED MAN,This woman... Scully... I know she believes her partner is still alive.,12
CSM,Mulder's dead. I took care of it myself.,8
WELL-MANICURED MAN,And the computer tape containing the stolen files you tell us was recovered... you can show it to us?,19
CSM,I wasn't aware that my honesty was in question or doubt.,11
1ST ELDER,You have the tape?,4
CSM,Of course I have it.,5
2ND ELDER,I think I'd like to see it.,7
