speaker,line,words
BOY,"Thanks, mister. I'll mail it right off.",7
BOY,"""Federal Bureau of Investigation?""",4
TAG LINE,RESIST OR SERVE,3
CHOPPER PILOT,"Heli-Unit Four responding to Ruskin Dam. We have numerous bodies. Repeat, numerous bodies. We're coming in for a closer look. It looks like some kind of incineration has occurred here. We're looking for survivors. Recommend we get emergency response up here on the double. We'll need medivac and triage facilities. Contact state and federal authorities for possible medical quarantine.",59
SKINNER,Agent Mulder!,2
MULDER,Was she here? Is she here?!,6
SKINNER,"Yes, and medics are all over her.",7
MULDER,She's alive?,2
SKINNER,They're working on her now. Come on.,7
SKINNER,"An SAR chopper pilot found her huddled in the woods this morning with about fifty other survivors. She has minor burns, but her fluids and electrolytes were abnormally depleted.",29
MULDER,Scully?,1
AIDE,"She's in vasogenic shock. Unless you gents are doctors, you're in the way. This woman needs to get to a hospital. On three - one... two... three.",26
SKINNER,"What happened here, Agent Mulder?!",5
MULDER,The answer just got loaded onto that chopper!,8
SPENDER,"Can I talk to you, please? Is she here? Was she found?",12
MULDER,Who?,1
SKINNER,Agent Spender?,2
SPENDER,My mother.,2
DOCTOR,"I'm fairly certain it's not a question of dosage. We've administered three intramuscular injections over the past twenty hours, since we found her on the roadside.",26
WMM,And you've seen no effect?,5
DOCTOR,No. It doesn't look good. At all.,7
SCULLY,Mmmmm... what time is it?,5
MULDER,What time is it? It's time to thank your lucky stars.,11
SCULLY,Why are you laughing?,4
MULDER,"I'm not laughing at you. I'm just very happy to be standing here talking to you, that's all.",18
SCULLY,"Mulder, what am I doing here?",6
MULDER,You were airlifted here in vasogenic shock.,7
SCULLY,From what?,2
MULDER,You've got some first-degree burns and scorching on your hands and face.,12
SCULLY,From what?,2
MULDER,You don't remember?,3
SCULLY,Mulder...,1
MULDER,Is any of this coming back to you?,8
SCULLY,I was there?,3
SCULLY,Doing what?,2
MULDER,I was hoping you were going to answer that question for me.,12
NURSE,"You shouldn't be elevated, Miss Scully, not until we get your blood pressure back. She really needs her rest.",19
MULDER,I'll come back.,3
SCULLY,"Well, Mulder...",2
SPENDER,They didn't find her. She wasn't among the victims. They only found her wheelchair.,14
MULDER,I'm sorry.,2
SPENDER,What were you doing with her?,6
MULDER,What was I doing with her? What makes you think we have anything to do with this?,17
SPENDER,"My mom's a cripple. She hasn't driven a car for... I don't know how long. They found her wheelchair a hundred and thirty miles from the hospital, where I'm now told Agent Scully was meeting with her prior -",38
MULDER,Look -,1
SPENDER,"No, you look! She's my mother. She's not some test subject of yours.",13
MULDER,Your mother will be found.,5
SPENDER,All I want is for you to leave it alone. Is that too much to ask?,16
WMM,You're probably thirsty.,3
KRYCEK,Remind me to complain to the captain about the service.,10
WMM,You may have that opportunity. This ship is bound back to Vladivostok tomorrow. I gather there'll be quite an enthusiastic homecoming.,21
KRYCEK,Do you have the boy?,5
