speaker,line,words
MAN,Hello.,1
GARY,Hello. May I speak to Mr. Zachary Llosa?,8
LLOSA,"Yo-sa, not Losa. Speaking.",4
GARY,"Hello, Mr. Llosa. I’m calling on behalf of the VinylRight corporation which would like to put",16
LLOSA,I’m not really interested at this time.,7
GARY,"Yes, sir. $100 all for allowing us the privilege of introducing you to VinylRight siding, The thousand-year siding that never needs painting or maintenance.",24
LLOSA,"Listen, I’m not really interested.",5
GARY,"Manufactured in America from Space-Age polymers it beautifies while it protects, while it adds to the resale value of your home.",21
LLOSA,"Look, I’m not interested. I have to go now. Sorry. I have to go.",14
SUPERVISOR,"Yo, Gary. Dial and smile, Gary. See, if you’re not smiling, they can hear it.",15
NANCY,"If you’re not smiling, they can hear it. Jerk. Yes, Mr. Valenzuela. I’m calling on behalf of the VinylRight Coporation. evening ….",22
ELDERLY WOMAN,Hello?,1
GARY,Mrs. Edith Loach?,3
ELDERLY WOMAN,"Yes, that’s me.",3
GARY,"Hello, Mrs. Loach. I’m calling on behalf of the VinylRight Corporation which would like to",15
ELDERLY WOMAN,You want to give me $100? Why?,7
ELDERLY WOMAN,Hello? Did I win something?,5
GARY,"Yes, Ma’am. $100… All for allowing us the privilege of introducing you to VinylRight siding, the thousand-year siding that never needs painting or maintenance. Manufactured in America from…",28
ELDERLY WOMAN,Hello?,1
GARY,Manufactured in America from Space-Age polymers. It beautifies while it protects. While it … While it….,16
ELDERLY WOMAN,Hello? Hello?,2
GARY,Mrs. Loach .. listen very carefully. It’s here.,7
SECRETARY,"Sir, Agents Mulder and Scully are here.",7
SKINNER,Send them in.,3
SCULLY,Sir?,1
SKINNER,Agents have a seat.,4
SKINNER,I need you to go to Chicago as soon as possible to perform a threat assessment.,16
SCULLY,A threat assessment for whom?,5
SKINNER,"VinylRight. They make siding. Their telemarketing hub in Oakbrook was the focus of an anonymous audio-taped manifesto, one which threatened violence. Apparently, several years back they had an incident in another office – A disgruntled employee with a gun. They feel they can’t be too careful.",46
MULDER,Why can’t the Chicago field office take care of it?,10
SKINNER,Because I prefer you did.,5
MULDER,Because the manifesto contains bizarre overtones … claims of a paranormal nature?,12
SKINNER,"It speaks of a monster stalking employees. Your insight into such claims should aid in assessing the threat, if any, posed by this person.",24
MULDER,Monsters. I’m your boy.,4
MULDER,I must’ve done something to piss him off.,8
SCULLY,What do you mean?,4
MULDER,Get stuck with this jerk-off assignment or have I finally reached that magic point in my career where every time somebody sees Bigfoot or the Virgin Mary on a tortilla I get called to offer my special insight on the matter?,41
SCULLY,"You’re saying ""I"" a lot. I heard ""we."" Nor do I assume that this case is just a waste of our time.",22
MULDER,"Not yours, anyway. There’s no reason both of us should go to Chicago. I’ll take care of it.",18
SCULLY,Mulder …,2
MULDER,"I’m monster boy, right?",4
PINCUS,This was forwarded to us by a local radio station. Whoever sent it to them wanted them to play it over and over again 24 hours a day. They elected not to.,32
GARY’S VOICE ON TAPE,"Attention, people of Illinois. This is a warning of the utmost urgency. At VinylRight 12340 Wabash Terrace in Oak Brook there is a monster, an evil one that preys on the people there, but they can’t see it because it hides in the light. I see it. I know where to look. I can’t be the only one. We all must hunt it down and kill it because if we don’t … it will take us all.",77
MULDER,You recognize the voice?,4
PINCUS,"We have 96 employees. Anyway, I’m hoping it’s not one of our people though I don’t know who else it would be.",22
MULDER,Your company had a violent incident in its recent history?,10
PINCUS,"We have a plant in Kansas City. Back in ’94 one of the warehouse guys came in with a gun, threatened everybody. I think it was over a woman.",29
MULDER,May I borrow the tape?,5
PINCUS,"Keep it. So I know our home office has to call you guys for insurance reasons, but this is probably just a crank, right? Some guy making a joke.",29
MULDER,"Well, it’s best to err on the side of caution. Can you hire security for the building?",17
PINCUS,"If you think we need to. I’m also conducting my own internal investigation – interviewing employees, seeing if they’re happy …",21
MULDER,Use you best judgement. I’ll be in touch.,8
SCULLY,Scully.,1
MULDER,Hi. It’s me. I need you to check on something.,10
SCULLY,What?,1
MULDER,"It’s a phrase, ""Hiding in the light."" It’s on this tape that I’m looking into.",15
SCULLY,On the case that’s a total waste of time?,9
MULDER,"Yes, and I didn’t say that it wasn’t. Uh, ""To hide in the light"" or ""Hiding in the light"" – some form of that. I think it’s in an old case file somewhere that I got hidden away.",38
SCULLY,Which one? There’s hundreds.,4
MULDER,"I’m not sure, but I appreciate it.",7
SCULLY,"""Hiding in the light.""",4
PINCUS,"Nancy Aaronson, come to my office, please.",7
NANCY,Uh-oh. Now I did it.,5
GARY,Nancy …,2
NANCY,Yeah?,1
PINCUS,"Nancy Aaronson, come to my office, please.",7
NANCY,"What, Gary?",2
GARY,Don’t.,1
NANCY,"Don’t what? Gary, I love you, buddy, but you’re really, really weird.",12
SUPERVISOR,"Dial and smile, Gary.",4
PINCUS,"Mark Backus, come to my office, please. Mark Backus, come to my office, please.",14
NANCY,"See, nothing to it. He just wants to say ""hi"" to everybody. He’s going alphabetically.",15
SUPERVISOR,"Hey, Gary. Gary Lambert!",4
GARY’S VOICE ON TAPE,"….Wabash Terrace in Oakbrook, there is a monster .. an evil one that preys on the people there but they can’t see it because it hides in the light. I see it. I know where to look. I can’t be the only one. … urgency. At VinylRight, 12340 Wabash Terrace in Oakbrook, there is a monster .. an evil one that preys on the people there but they can’t see it because it hides in the light. I see it. I know where to look. I can’t be the only one. We all must hunt it down and kill it because if we don’t … it will take us all.",108
