speaker,line,words
SCULLY,"Jane Doe. Found last night entombed in a tenement wall by an agent who was following an anonymous tip. Time of death, approximately 2100 hours from three stab wounds to the abdomen. Dirt and clay were found under the nails of her right hand.",44
CADET 1,What are those lacerations on her arms and feet?,9
SCULLY,Predation-- from rats. The agent was led to her body by the sound of their feeding. Anyone?,17
CADET 1,She was killed someplace else. She clawed at the dirt before succumbing to her injuries.,15
SCULLY,That's possible. What else would help us I.D. This victim -- find the killer?,13
CADET RUDOLPH HAYES,"It's obvious, isn't it?",4
SCULLY,What is?,2
CADET RUDOLPH HAYES,"The chipped nail polish. The drugstore hair rinse. This is a single woman, unemployed. That's why no one's ID'd her. You found blood alcohol?",24
SCULLY,Point zero four.,3
CADET RUDOLPH HAYES,She hooked up with the wrong man in a bar. He killed her. This man has killed before.,18
SCULLY,And you know that because...,5
CADET RUDOLPH HAYES,"... that bruise beneath her ribs? It's from the hilt of a knife. The killer intended a single blow... the blade thrusting upward at a 45-degree angle into the heart, causing death instantly. But she struggled so, he missed. Then he got mad. Like I said... obvious.",46
DOGGETT,Agent Scully?,2
DOGGETT,You got something?,3
SCULLY,"Quite a lot, actually. We've identified your Jane Doe as Ellen Persich, 28, from Redland, Maryland.",16
REYES,How'd you make the I.D. So fast?,7
SCULLY,The bar that she was at last night is about a half a mile from where another woman was murdered two weeks ago apparently by the same killer.,28
REYES,You're saying the body John found was the second victim?,10
DOGGETT,This says that Rita Shaw was found in a ditch dead from a single knife wound. The woman I found was plastered behind a wall and stabbed three times.,29
SCULLY,"That's why I didn't make the connection at first, either but that was the lab on the phone and they confirmed that it was the same knife in both killings.",30
REYES,"Well, how did you make the connection?",7
SCULLY,I didn't but one of my students realized that the killer only meant to stab Agent Doggett's victim once. The other wounds were out of anger because he missed.,29
REYES,That's a pretty astute observation.,5
SCULLY,Amazingly so.,2
DOGGETT,This cadet have any other answers up his sleeve?,9
SCULLY,Like what?,2
DOGGETT,I want to know why someone tipped me off to this in the first place 'cause this isn't an X-File -- not by a long shot.,25
SCULLY,"I don't know, Agent Doggett, but now that you've got this case I'd say run with it.",17
DOGGETT,Cadet Hayes? Rudolph Hayes?,4
DOGGETT,I'm Agent Doggett. This is Agent Reyes.,7
DOGGETT,"Is that part of the training here, Cadet -- smelling body parts?",11
CADET RUDOLPH HAYES,"This man's flesh smells of creosote... but his skin is soft. Untanned. He worked indoors. A hardware store, probably. The tear marks at his elbow go from left to right. He was broadsided in a car accident. His hands gripped the wheel so hard... his thumb bone snapped on impact.",50
DOGGETT,You determined all that just by looking at that arm?,10
CADET RUDOLPH HAYES,I see things.,3
REYES,"We came to thank you. Because of your analysis, we were able to work up a profile to catch the man who murdered those women.",25
CADET RUDOLPH HAYES,What's the profile?,3
DOGGETT,"White male, 25 to 35, ex-military. Employed near the bars where he met... why are you shaking your head?",19
CADET RUDOLPH HAYES,The profile's wrong. Your killer is in his 40s. A felon recently arrived from out of state. His parole officer thinks he's looking for a job. He already has one -- working for organized crime. He's killed many people. He's going to keep on killing.,44
REYES,"Kind of annoying, isn't he?",5
REYES,John.,1
REYES,Nicholas Regali? I'm Agent Reyes; this is Agent Doggett.,9
NICHOLAS REGALI,"Oh, don't put them away so fast, Agents. I want to read them. John Jay... Dog... It.",17
NICHOLAS REGALI,Monica Reyes.,2
REYES,"Mr. Regali, you're in town in violation of the terms of your parole back in New York.",17
NICHOLAS REGALI,Call my parole officer. She'll tell you I'm here looking for work.,12
REYES,"You come here often, Mr. Regali? Like last night when Ellen Persich got murdered in the parking lot out back?",20
NICHOLAS REGALI,Last night. I don't remember.,5
REYES,"Maybe you remember being at The Bent Oak. Bartender says he saw you there two weeks ago. The same night a woman named Rita Shaw got stabbed in the heart. What do you have to say about that, Mr. Regali?",40
NICHOLAS REGALI,You folks don't know what you're dealing with.,8
NICHOLAS REGALI,"You don't want to play this game, flatfoot. Not with me.",11
REYES,"You like to kill women, Mr. Regali? You may think you can get away with it but that's not going to happen.",22
NICHOLAS REGALI,Like I said... you really don't know what you're dealing with.,11
DOGGETT,I think we do.,4
NICHOLAS REGALI,"Agent Dog... It, Agent Reyes.",5
DOGGETT,How long you been standing there?,6
CADET RUDOLPH HAYES,Not long.,2
DOGGETT,"I'm glad you dropped by. Wanted to tell you we hit pay dirt with your profile. No arrests yet, but we're building our case.",24
CADET RUDOLPH HAYES,There's something else.,3
DOGGETT,"There's another case I'd like you to take a look at. Seven-year- old boy rides his bike around the block. His mom's on the porch, counting his laps. He waves to her every time he goes by and after six laps, he doesn't come back around. She goes looking for him.",51
DOGGETT,Lying on the sidewalk. There's no witnesses no ransom demands no clue as to who took him or why. The cops search door-to-door block-to-block for two days. Nothing. No news at all. And after three days they find him in a field.,42
DOGGETT,It's all in here. The particulars... about my son.,9
DOGGETT,I've been over this I don't know how many times but after nine years there's not a lot to go on. You were such a big help yesterday. If there's anything you see here...,34
CADET RUDOLPH HAYES,"Agent Doggett, that case I helped you with yesterday? That is your son's.",13
DOGGETT,What is this?,3
CADET RUDOLPH HAYES,Unsolved murders. I started collecting them before I came to the FBI. I couldn't tell you why.,17
DOGGETT,What do you do with these?,6
CADET RUDOLPH HAYES,If I sit with them for a long time very quietly they tell me things.,15
CADET RUDOLPH HAYES,It's how I see what I see.,7
DOGGETT,You've been following my son's case.,6
CADET RUDOLPH HAYES,For a long time. He calls to me.,8
DOGGETT,"Cadet, you should know there's a real good chance you're nuts.",11
CADET RUDOLPH HAYES,You recognize that man?,4
