speaker,line,words
MULDER,"Mmm, sorry about that. Come on in.",7
SCULLY,"I, uh... I rode up on the elevator with someone. Someone from next door, I think.",16
MULDER,Hmm... Young guy?,3
SCULLY,Yeah.,1
MULDER,New neighbor. Why?,3
SCULLY,You met him?,3
MULDER,"Uh, briefly, yeah. He's a writer.",6
SCULLY,What does he write?,4
MULDER,He didn't say.,3
SCULLY,"These are, uh... these are my autopsy reports from the second victim.",12
SCULLY,"As you can see the heart was removed in the same manner as the previous victim. No incisions, no scope marks, no cutting of any kind.",26
MULDER,No indication of how the killer did it?,8
SCULLY,"No. There's no prints, no DNA material, no hair and fiber.",11
MULDER,"And yet, you still refuse to believe my theory-- that what this is psychic surgery?",15
SCULLY,"Mulder, psychic surgery is some man dipping his hand in a bucket of chicken guts and pretending to remove tumors from the sick and gullible.",25
MULDER,Or … it's a grossly misunderstood area of alternative medicine.,10
SCULLY,"Well, medicine, as you're referring to it is about keeping people alive.",12
MULDER,"Well, absent another theory how else do we account for the impossible extraction of this man's heart?",17
SCULLY,I don't know. I have no idea.,7
MULDER,"I mean, we have no evidence-- no MO to speak of. This could be the perfect crime.",17
SCULLY,"Well, a crime is only as perfect as the man or the mind that commits it. Even if it were perfect-- even if he made not one mistake-- there's still his motive. You find his motive and you find the murderer.",41
MAGGIE,"That's why I didn't want to come here, Kevin.",9
KEVIN,I'm not even doing anything.,5
MAGGIE,You're thinking about it.,4
KEVIN,"There's a console between us. I mean, how much can I do? You make it sound like I'm an attacker.",20
MAGGIE,"Well, we talked about this.",5
KEVIN,I told you I loved you.,6
MAGGIE,"Oh, Kevin...",2
MAGGIE,There you go again.,4
KEVIN,What?,1
MAGGIE,That thing that you do. You know what I am talking about.,12
KEVIN,"But that's the way I kiss, Maggie.",7
MAGGIE,"Well, I get the message.",5
KEVIN,Where are you going?,4
MAGGIE,No. I can't talk to you.,6
KEVIN,Maggie...,1
KEVIN,Maggie! Maggie!,2
KEVIN,Maggie!,1
