speaker,line,words
DEPUTY RAY HOESE,Unit four-- I got a fire out on the horizon. Something burning out here at the 20-mile marker.,18
DISPATCHER,"Unit four, confirmation of downed aircraft burning. All units, you've got a 10-13.",13
DETECTIVE MILES,"Unit four-- this is Detective Miles. I'm coming right at you, Ray. Now, you wait for backup before you head out, all right? Unit four-- come back, Deputy.",28
DETECTIVE MILES,Deputy Hoese... Ray?,3
DETECTIVE MILES,"Oh, my God.",3
SPECIAL AGENT CHESTY SHORT,Lariat car rentals. Totals...,4
SPECIAL AGENT CHESTY SHORT,Would you like to see the figure?,7
MULDER,Is that a lot?,4
SPECIAL AGENT CHESTY SHORT,"A lot? Gas, expenses... the motel rooms alone. By FBI standards these numbers are out of control.",17
MULDER,We could start sharing rooms.,5
SPECIAL AGENT CHESTY SHORT,You're under evaluation. There has to be a point when we say no.,13
MULDER,You can't really compare what we do to other departments in the Bureau.,13
SPECIAL AGENT CHESTY SHORT,Right. This business with aliens.,5
MULDER,"Well, there's more to it than that.",7
SPECIAL AGENT CHESTY SHORT,"But, at the end of the day you'd say aliens are your real focus.",14
MULDER,"That's the reason I got started, yeah.",7
SPECIAL AGENT CHESTY SHORT,"Investigating your sister's abduction and the government conspiracy around it. Both of which have been resolved, correct?",17
MULDER,Nothing has been resolved exactly.,5
SPECIAL AGENT CHESTY SHORT,"In this case report here it's concluded your sister is dead as well as the men who took her. This is your handwriting here on the report, Agent Mulder?",29
MULDER,Yeah.,1
SPECIAL AGENT CHESTY SHORT,"So, what exactly is left to investigate?",7
MARITA COVARRUBIAS,Your release has been arranged.,5
KRYCEK,"Marita Covarrubias. The last time I saw you, I left you for dead.",13
MARITA COVARRUBIAS,"Alex, if it was strictly up to me, I'd leave you here to rot, too.",15
SPECIAL AGENT CHESTY SHORT,"I see the money bleed out, but it just doesn't seem to make the results of your work any better. So many of the cases you investigate are left unexplained. Makes it hard to justify the expense.",37
SCULLY,So much of the work that we do cannot be measured in standard terms.,14
SPECIAL AGENT CHESTY SHORT,How would you measure it?,5
SCULLY,"We open doors with the X-Files, which lead to other doors.",11
SPECIAL AGENT CHESTY SHORT,"Doors leading to... ""A conspiracy of men who cooperated with alien beings to create human alien hybrids."" So we could all become slaves of an alien invasion.",27
SCULLY,"I believe that there was once a conspiracy. I believe I was taken by men who subjected me to medical tests, which gave me cancer and left me barren.",29
SPECIAL AGENT CHESTY SHORT,But you don't believe in aliens?,6
SCULLY,I've seen things that I cannot deny.,7
KRYCEK,Who sent you?,3
MARITA COVARRUBIAS,The Smoking Man. He is dying.,6
MULDER,You said you were finished.,5
SPECIAL AGENT CHESTY SHORT,Turned in my report and was asked to go over a few things.,13
SPECIAL AGENT CHESTY SHORT,As you know-- the times we live in-- the world is changing fast.,13
MULDER,I'm missing your point.,4
SPECIAL AGENT CHESTY SHORT,"As I said, this is an evaluation, Agent Mulder to understand what you do. So, if you go forward, you can do so more responsibly.",25
MULDER,That sounds more like a threat.,6
SPECIAL AGENT CHESTY SHORT,"Cost/benefit analysis. But, if you want the truth I really don't care one way or the other. You mostly record bizarre facts on bizarre cases. In other words, information gathering. Something, it seems to me you can easily do on the Internet.",42
MULDER,"I can't do my job from an office, I promise you.",11
SPECIAL AGENT CHESTY SHORT,"Nowadays, the most advanced space exploration is done sitting in an office, Agent Mulder. Why? It's just too damn expensive putting men in outer space.",25
MULDER,I'm not looking in outer space.,6
SPECIAL AGENT CHESTY SHORT,"Bringing us to the point. If you spend so much time and money looking for aliens, responsibly, you should narrow your search.",22
MULDER,To where?,2
SPECIAL AGENT CHESTY SHORT,Wherever they are. It's not unreasonable. It's just a matter of reducing your vision.,14
RICHIE,"Hey, you all right?",4
DETECTIVE MILES,What's the problem?,3
GARY,"Isn't that your car, Mr. Miles?",6
DETECTIVE MILES,Yeah. A small accident. Everything's all right. What are you boys doing out here?,14
RICHIE,"Well, uh, we heard there was a plane crash-- military jet fighter collided midair with a UFO.",17
DETECTIVE MILES,The Navy found their plane about three miles away. We've seen no evidence of any other crash.,17
RICHIE,But we heard a sheriff say he saw a fire burning off the highway at the 20-mile mark.,18
DETECTIVE MILES,There's nothing out here. No fire. No sign of fire. You boys go on home. There's nothing to see here.,20
MULDER,I think I'm in big trouble.,6
SCULLY,"Oh, Mulder, how many times have they tried to shut us down?",12
MULDER,"Yeah, but I never actually assaulted an auditor before.",9
SCULLY,Did you hurt him?,4
MULDER,I reduced his vision a little bit.,7
MULDER,Mulder.,1
MALE VOICE,Agent Fox Mulder?,3
MULDER,Speaking.,1
MALE VOICE,My name is Billy Miles. I don't know if you remember me.,12
MULDER,"Oregon, seven years ago. You had multiple abduction experiences. I'm here with Agent Scully.",14
SCULLY,"Billy, are you all right?",5
BILLY MILES,"Yeah. This may seem weird, me calling like this, but, um, I don't know where else to turn.",18
MULDER,"It happening again, Billy?",4
BILLY MILES,"Yeah, but not to me this time.",7
MULDER,"More alien abductions, Scully.",4
SCULLY,I don't know how we could possibly justify the expense.,10
MULDER,We'd probably turn up nothing.,5
SCULLY,Let's go waste some money.,5
NURSE GRETA,Hi. He's anxious to see you.,6
CSM,"I was worried about you, Alex.",6
KRYCEK,"Cut the crap, old man.",5
CSM,I heard about your incarceration.,5
KRYCEK,You had me thrown in that hellhole.,7
CSM,"For trying to sell something that was mine, was it not? I hope we can all move forward... Put the past behind us. We have a... singular opportunity now.",29
KRYCEK,A singular opportunity?,3
