speaker,line,words
LARKEN,Name please?,2
AMY,Amy Jacobs.,2
LARKEN,Fill out your address card. May I have the next on in line?,13
LARKEN,"Carl, I need a reload.",5
LARKEN,"Hey, Carl. Hey! I need more film.",7
WADE,I haven’t loaded it yet.,5
LARKEN,Why you even bother coming in if you’re not going to do your job?,14
WADE,Nobody’s going to spoil us.,5
SISTER,Amy? Amy! Mom!,3
WAITRESS,"Hurry up with those drinks, Lucy. We’re backing up. What are you doing? These are regular. They all ordered large. What …?",22
WAITRESS,What happened?,2
LUCY,Nobody’s going to spoil us … Nobody’s going to spoil us … Nobody … Nobody’s going …. Nobody’s going to spoil us … Nobody’s going to spoil … Nobody’s going to spoil … Nobody’s going to spoil us …,39
MULDER,I’m looking for the agent in charge.,7
OFFICER,And you are?,3
MULDER,Special Agent Mulder.,3
OFFICER,I’ll let him know you’re here.,6
MULDER,Mrs. Jacobs? I’m Fox Mulder. I’m with the FBI. I’m sorry about your daughter.,14
MRS. JACOBS,It’s her birthday on Tuesday.,5
MULDER,We’re going to do everything we can to find her.,10
MRS. JACOBS,Who could do such a thing? Who could take somebody who wasn’t theirs?,13
MULDER,I know you must be feeling …,7
MRS. JACOBS,I’m sorry … but how could you really know how I feel?,12
AGENT EUBANKS,"It’s blood. Amy had a nosebleed. Her little sister said it happened when the kidnapper put his hand over her mouth. We’re running it anyway. Walt Eubanks, Special Agent in Charge.",31
MULDER,Fox Mulder. Any leads on a suspect?,7
AGENT EUBANKS,A vague description from the sister. Hair and fiber pulled some promising bits but he didn’t leave any prints here or in the flower beds out front.,27
MULDER,The neighbors?,2
AGENT EUBANKS,Nobody saw anything. Not a car – nothing. It was someone who knew her – that much we can figure. He knew right where he was going.,27
MULDER,"No, I bet that he didn’t know her so well or else he wouldn’t have been so bold.",18
AGENT EUBANKS,"Either way, we’re pretty much chasing our tails until something or someone turns on this.",15
MULDER,What about this woman at the restaurant?,7
AGENT EUBANKS,You heard?,2
MULDER,"Yeah, that’s why I came down here.",7
AGENT EUBANKS,Seems like a pretty thin lead.,6
MULDER,Mind if I talk to her?,6
AGENT EUBANKS,"Hey, save me the time.",5
MULDER,Great. Thanks.,2
SCULLY,Mulder.,1
MULDER,I thought you missed your flight.,6
SCULLY,We were delayed in DC. I tried you on your cell phone.,12
MULDER,I forgot it. I left in kind of a hurry.,10
SCULLY,Your message said something about a kidnapping?,7
MULDER,"Yeah, 15 year old girl, Amy Jacobs was taken from her",11
SCULLY,Is she here?,3
MULDER,No. They haven’t found her.,5
SCULLY,What are we doing here?,5
MULDER,A 30-year-old woman named Lucy Householder was from some kind of seizure and what her doctors are calling glossolalia.,19
SCULLY,Incoherent speech.,2
MULDER,"Technically, but whether she knew it or not, she was repeating the exact words spoken by Amy’s abductor the exact same time 20 miles across town.",26
SCULLY,"Well, that’s spooky.",3
MULDER,"That’s my name, isn’t it? Turns out, Lucy Householder knows a little something about kidnapping herself. When she was eight years old she was taken from her bedroom while her parents were asleep. She was missing for five years until she escaped and someone found her by the side of the road. Apparently, her abductor had kept her locked in a basement the entire time. They never caught him.",69
MULDER,Lucy? I’m Fox Mulder. This is Dana Scully. We’re with the FBI. We’d like to ask you a few questions.,20
LUCY,I’d like a cigarette. They won’t let me smoke in here.,11
SCULLY,Are you feeling any better?,5
LUCY,"Yeah, I’m fine. I’d just like a cigarette.",8
MULDER,A young girl was kidnapped last night. Have you heard anything about that?,13
LUCY,What are you asking me for?,6
MULDER,Do you remember what you were saying last night when you collapsed at work?,14
LUCY,What?,1
MULDER,"You were saying ""Nobody’s going to spoil us.""",8
SCULLY,Does that mean anything to you?,6
LUCY,No.,1
SCULLY,Can you think of any reason why you might have said it?,12
LUCY,What did I just say?,5
MULDER,"Those were the exact words spoken by the kidnapper to the little girl when he took her last night. So you can see, that under the circumstances, it might seem strange that you …",34
LUCY,So what’s your point? All of us kidnap victims gotta stick together?,12
MULDER,"No. We just want to find the little girl any way we can, and if you know anything …",19
LUCY,"Look, what I’ve been through all my life I wouldn’t wish on anybody. It doesn’t mean I can make it any better for me or anyone else.",27
MULDER,"All right, well thanks for talking to us, Lucy.",9
LUCY,Yeah.,1
LUCY,Hey! When do I get out of here?,8
SCULLY,I’m sure as soon as your doctors feel it’s okay for you to go.,14
LUCY,No. They say it’s up to you.,7
MULDER,"No, we can’t hold you here. You’re free to go.",10
SCULLY,I guess she’s not too big on confined spaces.,9
MULDER,Yeah.,1
TOW TRUCK DRIVER,You the one that called for a tow?,8
WADE,No. Not me.,3
TOW TRUCK DRIVER,Gary Mosier?,2
WADE,No. Wrong guy.,3
TOW TRUCK DRIVER,While I’m out here I might as well give you a hand.,12
WADE,It’s okay. We’ll be fine.,5
TOW TRUCK DRIVER,"Hey, it looks like you’re in a world of hurt. Blown sidewall. You’re going to need a new tire.",19
WADE,Yeah. Looks that way.,4
TOW TRUCK DRIVER,Got a spare in the trunk?,6
WADE,Yeah.,1
TOW TRUCK DRIVER,Twenty bucks cash. My boss don’t gotta know about it. Have you on the road in five minutes.,18
WADE,I can’t pay you.,4
TOW TRUCK DRIVER,"Make it ten. Pop the trunk. Take me five minutes, max.",11
WADE,Leave me alone!,3
TOW TRUCK DRIVER,"Hey, man, what the hell’s your problem?",7
WADE,Leave me alone! Get out of here!,7
TOW TRUCK DRIVER,Lunatic! Freak!,2
AGENT EUBANKS,Hold on a second. Agent Mulder. Lucy Householder --- you get anywhere on that?,13
MULDER,I’m working on it.,4
AGENT EUBANKS,"One of my guys says she’s got a criminal record --- prostitution, narcotics convictions. She’s done some time.",17
MULDER,It doesn’t surprise me given her history.,7
AGENT EUBANKS,She’s also got a boyfriend doing time for assault and child endangerment. Used to live with him up in the hills. Pretty sketchy characters.,24
MULDER,I don’t think she’s involved.,5
AGENT EUBANKS,Closest thing I got right now to a lead. I can tell them to shift some men …,18
MULDER,"No. Let me follow up on that, okay? Thanks.",9
SCULLY,Mulder… I got something – something weird.,7
MULDER,What?,1
SCULLY,I was going over Lucy Householder’s medical work-up and something hit me. Her blood type is O-positive.,17
MULDER,Yeah?,1
SCULLY,Forensics lifted two blood types off of her work clothes -- O-positive and B -positive. Two guesses as to what Amy Jacobs’ blood type is.,24
MULDER,How could it be Amy Jacobs’ blood? Lucy was all the way across town.,14
SCULLY,"I don’t know, Mulder, but it begs the question.",9
MULDER,"Why? Because it matches the victim’s blood type? How many people have B -positive blood, Scully? One in five? That’s got to be hundreds of thousands of people in the local population alone.",33
SCULLY,We’re not talking about the local population. We’re talking about a woman who is tied to this case who had somebody else’s blood on her uniform.,26
MULDER,"Lucy is a victim, Scully, just like Amy Jacobs. If she’s got any connection to this case that’s the extent of it.",22
SCULLY,"Well, we’ll know soon enough.",5
MULDER,What are you talking about?,5
SCULLY,I’m running a PCR on her blood to see if there’s a DNA match.,14
MULDER,Will you do me a favor? Will you keep that under your hat?,13
SCULLY,Why?,1
MULDER,"‘Cause I don’t want Lucy Householder treated like a suspect in this case until it’s absolutely certain she is one, okay?",21
HENRY,Lucy?,1
LUCY,I’m cold.,2
HENRY,I brought you another blanket. We should call the doctor.,10
LUCY,No!,1
HENRY,Let me see your face. What did you do to yourself?,11
LUCY,It’s dark. Why is it dark? I can’t see.,9
HENRY,You hold on now.,4
LUCY,I can’t see.,3
MULDER,How’s she doing?,3
EMS,Fine. Blood pressure’s back to normal. Temperature’s back up. She must have gone down the rabbit hole for a while. You should get something to eat soon. Get your blood sugar back up.,33
MULDER,Thanks.,1
MULDER,"What do you say, Lucy? Can I take you to dinner?",11
MULDER,You feeling better?,3
LUCY,Better than what?,3
MULDER,Better than Amy Jacobs?,4
LUCY,Wouldn’t know.,2
MULDER,"If anybody knows, I’d say you do.",7
LUCY,"I’ve got my own set of problems now, thank you.",10
MULDER,How’d you scratch your face?,5
LUCY,Must’ve done it in my sleep.,6
MULDER,"Are you using again, Lucy?",5
LUCY,I’m clean. Passed my test last week. You can ask Henry.,11
HENRY,With flying colors.,3
MULDER,Have you ever experienced temporary blindness before?,7
LUCY,I’ve probably experienced just about everything once or twice. It’s all been pretty temporary.,14
MULDER,"That girl’s in trouble, Lucy.",5
LUCY,And there’s not a damn thing I can do about it. You understand? I can’t help you.,17
MULDER,"I think you can, Lucy.",5
LUCY,How?,1
MULDER,"Well, that’s something you have to tell me.",8
LUCY,What can I possibly do?,5
MULDER,Lead us to her.,4
LUCY,I don’t know where she is. I don’t care. I’m not interested.,12
MULDER,"Well, that’s too bad, Lucy, because right now I think you’re her best hope.",14
LUCY,If I’m her best hope then that little girl’s in a hell of a lot more trouble than you think.,20
AMY,Who are you? What do you want? Why are you doing this? Please … I want to go home.,19
SCULLY,"Mulder, I’ve got a ----",4
MULDER,"Scully, take a look at this.",6
SCULLY,Is that Lucy?,3
MULDER,"Yeah. Taken in 1978, the week she was found. She’d been held in the dark so long her eyes were hypersensitive to the light. Whoever held her captive wasn’t very big on conversation, either. She’s 13 years old and can barely string two words together. It’s amazing she’s gotten anywhere in life.",52
SCULLY,"Well, by most yardsticks, she hasn’t, Mulder. Look, I think we’ve got a break in the case. A big one.",20
MULDER,What is it?,3
SCULLY,School pictures were mailed out this week to everyone in Amy’s class except Amy. One of Eubanks’s men discovered it.,20
MULDER,Who’s the photographer?,3
SCULLY,"It’s an outfit called Larken Scholastic. Now, the photographer checked out but his assistant was fired the day after the shoot – a man named Carl Wade.",27
MULDER,What have you got on him?,6
SCULLY,"DMVs, and old address, but he spent the good part of the past 15 years institutionalized for a bipolar condition. The only thing current we have on him is this photo taken by his employer trying out a new camera.",40
MULDER,Have you shown this picture to Amy’s little sister?,9
SCULLY,They’re doing it right now.,5
MULDER,I’m going to take it and show it to Lucy.,10
MULDER,Lucy?,1
MULDER,"Lucy, wait.",2
LUCY,No. I’m done with you.,5
MULDER,"I just want to ask you a question. Lucy, wait a second.",12
LUCY,Don’t touch me. I don’t like to be touched.,9
MULDER,I’m sorry.,2
LUCY,"I was doing okay until this, you know? Figures.",9
