speaker,line,words
RADIO ANNOUNCER VOICE,"Good morning. It is Friday, December 8, and you're tuned in to WXOP, Baltimore's news radio serving all of Maryland and the greater pileup with a fatality, on the 97 at...",31
TALL GUARD,It's time.,2
MARTIN WELLS,John!,1
DOGGETT,Press got word you're taking him out the Groves Street exit. It looks like Woodstock out there.,17
SCULLY,I suggest you postpone the transfer. We can get him out later once the crowd disperses.,16
MARTIN WELLS,Transfer me where?,3
TALL GUARD,"No, they'll camp out for days. We're going ahead with it.",11
MARTIN WELLS,"John. John, what is going on?",6
REPORTER,Mr. Wells! Mr. Wells! Why did you do it?,9
DOGGETT,"All right, back up! Back up. Give him some room. Come on, clear out. Back up.",16
MARTIN WELLS,Al!,1
DOGGETT,Down! Weapon!,2
SCULLY,Somebody call a medic!,4
MARTIN WELLS,John...,1
SCULLY,"Do you recognize this, Mr. Wells? Have you seen it before?",11
MARTIN WELLS,Um... yes. Who are you?,5
DOGGETT,Don't even … Martin.,4
MARTIN WELLS,"John, what am I doing here? I'm in this cell, I don't know where I am or how I even got here and everyone's acting like...",26
DOGGETT,"I swear to God, on top of everything else, do not play this with me. I will not be party to some half-assed, 11th-hour insanity defence.",26
MARTIN WELLS,What? John …,3
DOGGETT,It's time to start telling me the truth!,8
SCULLY,"This key card, Mr. Wells... you do recognize it. Is that correct?",12
MARTIN WELLS,"Yes, it's the swipe card that they use at the apartment building. For all I know, it's mine.",18
SCULLY,It is yours. It was found in the dumpster behind the Strand Hotel.,13
DOGGETT,"You tossed it there, didn't you? You had just enough time to drive to Baltimore and commit the murder.",19
MARTIN WELLS,Wait. Murder? What murder?,4
DOGGETT,"Then drive back to DC. Toss the key card. That way, you could claim it was stolen. Make it look like you spent your whole night watching pay- per-view in your hotel room. Right?",34
MARTIN WELLS,Please...,1
MARTIN WELLS,What murder? What is he talking about?,7
DOGGETT,"Well, maybe this will jog your memory, buddy.",8
MARTIN WELLS,Vicky. My wife. This isn't happening. This is not happening.,10
TALL GUARD,Court van is waiting.,4
JANET WILSON,All right... dignity. That is your strong suit. Play it. Don't lower your eyes. It makes you look guilty.,19
JANET WILSON,"Now, we drew Judge Kinberg. What's your relationship with him?",10
MARTIN WELLS,Benjamin?,1
JANET WILSON,First-name basis. Excellent.,3
BAILIFF,All rise.,2
BAILIFF,"I would remind the members of the gallery to turn off all cellular phones and paging devices. Hear ye, hear ye. That all who have business before this court in the State of Maryland draw near and be heard.",39
MARTIN WELLS,Al?,1
JANET WILSON,What?,1
MARTIN WELLS,He shot me.,3
JANET WILSON,"Who? Your father-in-law? What are you talking about? BAILIFF; Circuit court, Department 6-B is now in session, the Honourable Benjamin Kinberg presiding. Thursday, the seventh day of December.",28
MARTIN WELLS,Thursday? It's not Thursday.,4
JANET WILSON,Shh!,1
MARTIN WELLS,It's Saturday. Yesterday was Friday and...,6
JANET WILSON,"Today is Thursday. There's no court on Saturday. You know that. Martin, do you feel all right?",17
JUDGE KINBERG,Case Number 8ABX03: District v. Martin Wells. Charge of first- degree murder.,12
JUDGE BENJAMIN KINBERG,The defence has requested a hearing on bail?,8
JANET WILSON,"Yes, your Honor, we have. As I'm sure you'd agree, Mr. Wells' status as a prosecutor makes him a target. The court puts his life in danger by keeping him in custody.",32
DISTRICT ATTORNEY CARTER,"Your Honor, I have the assurances of the Baltimore Department of Corrections that Mr. Wells' safety while in custody is not a concern.",23
JANET WILSON,"Furthermore, as your Honor will certainly agree, Mr. Wells is an upstanding citizen and a respected member of the Maryland Bar, held in high esteem by all his peers.",29
DISTRICT ATTORNEY CARTER,"Your Honor, with cold calculation, Martin Wells brutally stabbed his wife in their own home. He poses a threat to the public and should be denied bail.",27
JANET WILSON,"He doesn't pose a threat to anyone, your Honor and he has two small children who need him at home.",20
DISTRICT ATTORNEY CARTER,Why? Because their mom's not around.,6
JUDGE BENJAMIN KINBERG,"Ms. Carter. Martin, I can't tell you how sorry I am to see you on that side of the aisle. I hope you'll forgive me when I do exactly what you as a prosecutor, would demand. Bail is denied. I will, however order Mr. Wells transferred to a more secure facility in the interest of his safety.",57
MARTIN WELLS,"Transferred? No, Ben. You can't do that. I can't be transferred.",11
MARTIN WELLS,He'll kill me.,3
JUDGE BENJAMIN KINBERG,Martin.,1
MARTIN WELLS,"Tomorrow morning-- if today is really Thursday-- then tomorrow is Friday, and that's when he's going to do it. He's going to shoot me as I'm being transferred.",28
JUDGE BENJAMIN KINBERG,Bailiff.,1
MARTIN WELLS,"You don't understand! It'll happen! It'll happen! Judge, listen to me! Ben, it'll happen! He's going to kill me! Ben!",20
SCULLY,"Mr. Wells, we understand that you had an interesting morning in court. What is it that you'd like to speak with us about?",23
MARTIN WELLS,You're John's partner?,3
DOGGETT,"For god sakes, Martin. Agent Scully. You know that. You met her yesterday.",13
MARTIN WELLS,Yesterday?,1
DOGGETT,Yeah. Yesterday. Wednesday.,3
MARTIN WELLS,Wednesday?,1
