speaker,line,words
SLOAN,"All right, let’s shoot this, Marty.",6
MARTY,"Hold it still. Hold it still, Sloan.",7
SLOAN,"I’d like to see you hold it still. The sooner they pave over this swamp, the better.",17
MARTY,It’s not a swamp. You’re standing in a forest with indigenous plant and animal species you’re obviously too ignorant to appreciate. Mark it and give me another position.,28
SLOAN,"All right, let’s shoot this next one real carefully, Marty, 'cause this is where they’re gonna put the Blockbuster.",19
MARTY,"You’re a real moron, Sloan, you know that?",8
SLOAN,Tree hugger.,2
MARTY,You should be sad to see the demise of an ecosystem that’s lasted a thousand years. We all should be. Give me four feet to your left.,27
SLOAN,I can’t.,2
MARTY,What do you mean you can’t?,6
SLOAN,I mean I can’t because it’s stuck.,7
MARTY,Then unstick it.,3
SLOAN,This is weird.,3
MARTY,Sloan! Sloan!,2
FATHER,"Louis, let Bo do the work.",6
LOUIS,How’s he know how to find a possum?,8
FATHER,Shhh. Animals sense things that we can’t. It’s how they survive.,11
LOUIS,"Well, so is that how Bo knows how to hunt?",10
FATHER,"Yeah. Our ancestors were hunters, too. But most of us have lost those instincts. That’s why we need a little help.",21
LOUIS,"Dad, what’s that?",3
FATHER,"Surveyor’s equipment. Someone left his stuff out here. Stay close, Louis.",11
LOUIS,"What is it, Dad? Dad?",5
FATHER,"Come here, Bo.",3
LOUIS,What.....,1
FATHER,"Quiet. Listen to me. I want you to take Bo, and I want you to run straight home.",18
LOUIS,What’s the matter?,3
FATHER,I want you to run straight home and I don’t want you to stop for anything.,16
LOUIS,I just.....,2
FATHER,Louis? You understand? All right. Go.,6
LOUIS,"Come on, Bo, come on. No, no. Come on, Bo. Come on. Come on! Come on!",16
MALE FBI AGENT (MIKE KINSLEY),Last year was something of a personal revelation. We were doing an exercise called team builders? Where we were given two minutes to build a tower out of ordinary office furniture.,31
FEMALE AGENT (STONECYPHER),"When I stood on Mike’s shoulders and I put that electric pencil sharpener on top of the pile, we both knew, we could never have done it alone.",28
MULDER,Kill me now.,3
KINSLEY,"You ever been to one of these team seminars, Agent Scully?",11
SCULLY,Ummm.... I think I went to a constructive problem solving course when I first joined the Bureau.,17
STONECYPHER,"Oh, did you play that game where, um, you can’t use any negative words?",14
KINSLEY,"I couldn’t believe how hard it was not to use the word ""but.""",13
MULDER,I’m having that same problem right now.,7
STONECYPHER,"Have you ever been to a team seminar, Agent Mulder?",10
MULDER,"No, you know unfortunately around this time of year I always develop a severe hemorrhoidal condition.",16
KINSLEY,"Well, it builds muscles you didn’t even know you had.",10
