speaker,line,words
DARREN,"Hey, I, uh…. I was playing that.",7
DARREN,"Ah, I just went to go take a whiz and now I’m back.",13
FEMALE GAME VOICE,Even good guys blow it!,5
JACK,Damn! You got a problem?,5
DARREN,"Uh, uh…. this was my game. I was playing here.",10
JACK,"Were you, pinhead? Now you’re not.",6
DARREN,"Oh … Maybe you didn’t hear me right. I, uh … I said it was my game.",17
ZERO,"It’s his game. Man, I’d step aside if I were you.",11
JACK,All right. You guys want to play a game. We’ll play a game. We’ll play a game. I go first.,20
ZERO,"Oh, man. You shouldn’t have done that.",7
JACK,Why. What’s he gonna do?,5
DARREN,"So, is it my turn now?",6
JACK,I’m not wasting my time.,5
DARREN,"Feel a new record coming on, man.",7
SCULLY,Both eardrums are ruptured. Cataracts over both eyes. Probably heat-induced.,10
MULDER,Probably? It looks like his heart was cooked right in his chest.,12
STAN THE CORONER,"I have to admit, I have never seen that kind of localized tissue damage.",14
SCULLY,"Well, there is extensive charring along the sternum with concomitant rib fractures consistent with electrocution or exposure to high voltage direct current. But I see no point of contact.",29
STAN THE CORONER,Best I could figure the lightning struck the car and killed the kid on contact.,15
SCULLY,Did you find contact wounds on any of the other five victims?,12
STAN THE CORONER,I’d have to look at my notes. I mean it’s pretty clear to me what killed these kids.,18
MULDER,Lightning.,1
STAN THE CORONER,"Well, yeah.",2
SCULLY,Are you aware that something like 60 people die from lightning strikes across the country each year and five of those happened right here in Connerville?,26
STAN THE CORONER,"I know it’s statistically improbable, but …",7
SHERIFF TELLER,"There were only four deaths. It’s okay, Stan. You don’t have to defend your work. Give us a minute, would you, please?",22
STAN THE CORONER,"Yeah, sure, I’ll be in my office.",7
SHERIFF TELLER,My name is Teller. I’m with the Johnston County Sheriff’s office. I heard there was an FBI investigation.,18
SCULLY,"Yes, I’m Agent Scully.",4
SHERIFF TELLER,I know who you are. I just wonder what the hell you’re doing here.,14
SCULLY,These deaths match other cases of multiple fatalities attributed to lightning with the same inconclusive forensic evidence.,17
SHERIFF TELLER,"Do you know anything about lightening, Agent Scully?",8
SCULLY,"Yes, I know a little.",5
SHERIFF TELLER,"Did you know lightning kills several people at home in the shower or on the phone? That people have seen it dancing on the ground like balls? Scientists will tell you, push come to shove that they really don’t know what makes lightning work at all.",46
SCULLY,"No, I didn’t know that.",5
SHERIFF TELLER,"Well, I know that because I have breakfast with those scientists every morning down at the local diner.",18
SCULLY,I don’t understand.,3
SHERIFF TELLER,That’s as clear as glass. Do you know what we manufacture in Connerville? What one of our little local commodities is? We make lightning. Down at the Astadourian Lightning Observatory out on Route 4. 100 ionized rods pointing up into the sky designed to stimulate lightning.,46
SCULLY,I didn’t know that either.,5
SHERIFF TELLER,"That’s because you didn’t do your homework, did you. You came here to do work that’s already been done.",19
SCULLY,"With all due respect, sir, these autopsies don’t quite add up.",11
SHERIFF TELLER,Based on what?,3
SCULLY,Based on my opinion as a medical doctor.,8
SHERIFF TELLER,"Then based on your medical opinion, if you had to give one, what do you think this boy died of?",20
SCULLY,"Well, since there is no other explanation right now, I’d have to concur with the coroner that lightning is the most probable cause of death.",25
SHERIFF TELLER,And I won’t have you or anyone else suggesting otherwise to this boy’s family.,14
SCULLY,Feel free to jump in anytime.,6
MULDER,Why? You were doing just fine.,6
SCULLY,Do you have a theory on what’s going on here?,10
MULDER,I just don’t think it’s lightning.,6
SCULLY,"Mulder, wait. What are you expecting to find here?",9
MULDER,I don’t know yet.,4
SCULLY,"Could you stop for a second, please? Look, after everything that we’ve just been through, after all that we’ve just seen, I hope you’re not thinking this has anything to do with government conspiracies or UFOs.",36
MULDER,None of the evidence so far indicates either of those possibilities.,11
SCULLY,"Well, what are you looking for? I mean, just because a forensic profile isn’t cut and dried doesn’t mean it’s not true.",22
MULDER,So Teller’s explanation works for you?,6
SCULLY,The only possible scientific conclusion is that Jack Hammond was killed by lightning.,13
MULDER,"Well, then this local lightening is a lot more predictable than Teller realizes. It seems to have a definite preference for the type of person it strikes.",27
SCULLY,What are you talking about?,5
MULDER,"Well, look at the files, look at all the other victims, they’re all male age 17 to 21, just like Jack Hammond. At least let’s go see where Jack Hammond was killed. Maybe we’ll find something we both can agree on.",41
SCULLY,Police found Hammond in his car at 17 minutes past midnight. The entire electrical system was shorted out. All the circuitry and wiring had melted.,25
MULDER,Looks like he was trying to get away in a big hurry.,12
SCULLY,Get away from what?,4
MULDER,What time was Jack Hammond’s last pizza delivery?,8
SCULLY,Sometime between 11:00 and 11:30. Why?,6
MULDER,All these stores would have been closed by 11:00 except maybe this one.,13
ZERO,… 7…8….9…,2
SCULLY,Excuse me.,2
ZERO,Oh … uh … 10 …11….,6
SCULLY,What’s your name?,3
ZERO,"Uh, … Zero.",3
SCULLY,"Zero, do you mind if we talk for a minute?",10
ZERO,What for?,2
SCULLY,I’m with the FBI.,4
ZERO,All right.,2
SCULLY,Were you working here last night?,6
ZERO,Sure. Every night.,3
SCULLY,Do you recognize this person?,5
ZERO,"Nah, never seen him.",4
SCULLY,"Why don’t you take a closer look. He was here between So, if you were standing here at this counter you must have seen it happen.",26
ZERO,"Oh, that was him.",4
ZERO,"Last I saw, dude fed a bunch of quarters into this one. Then the ambulance shows up.",17
SCULLY,Before the ambulance showed up did you notice anything unusual outside?,11
ZERO,It’s hard to tell. The place gets pretty loud and all. Kind of hard to hear much of anything.,19
SCULLY,Did you notice anyone else around who might have seen something?,11
ZERO,I can’t .. uh … I don’t really remember.,8
MULDER,"Look, Scully, take a look at this.",7
SCULLY,What?,1
MULDER,What were the names of the other victims?,8
SCULLY,"Uh… Corey Huffard, Darren Oswald, Burke Roberts and Billy ---",9
MULDER,Darren Oswald. What’s his middle name?,6
SCULLY,Darren Peter. Why?,3
MULDER,DPO. Darren Peter Oswald. Of the five victims wasn’t he the only one to survive?,15
SCULLY,Yes.,1
MULDER,"Well, he was here last night.",6
DARREN,"Hey, Mrs. Kiveat.",3
SHARON,"God, Darren, you scared me.",5
DARREN,What?,1
SHARON,Where’s Frank?,2
DARREN,"Oh, he’s out on a tow. Is there anything I can help you with?",14
SHARON,"No. No, we’re supposed to go to dinner.",8
DARREN,Are you hungry? I can get you something to eat. You want something? I got jelly doughnuts.,17
SHARON,No. Thank you.,3
DARREN,"Are you sure? They’re from yesterday, but they’re still good. I had one. Hey. Mrs. Kiveat? Uh… about those things that I said yesterday, I …",26
KIVEAT,"Sorry I’m late, hon. I had to tow that poor pizza delivery kid’s car. Nice to see you. Oh, hey Darren. I got a call on the radio. Some people are coming to see you. They say they’re with the FBI.",41
DARREN,"This is the dude that died, right? It’s pretty harsh, man. So how’d it happen?",15
MULDER,They say he was struck by lightning.,7
DARREN,"Yeah, that happens.",3
MULDER,"Right outside the video arcade. Not a cloud in the sky from what we can tell. You were there last night, weren’t you? Broke your own record too.",28
DARREN,Yeah.,1
MULDER,You must have seen something.,5
DARREN,"Oh, no, man, when I’m into my game, man, I’m there, you know? It’s like a nuclear explosion could go off, right, and I wouldn’t even notice.",27
MULDER,Can I ask you a personal question?,7
DARREN,Yeah.,1
MULDER,Do you consider yourself a lucky person?,7
DARREN,Me?,1
MULDER,Yeah.,1
DARREN,I don’t think so.,4
MULDER,"I’m just thinking about all the people that got hit by lightning, you’re the only one to survive. Don’t you think you’re lucky?",23
DARREN,"Yeah, I guess if you look at it like that you could be right. I could be considered lucky.",19
SCULLY,Mulder.,1
MULDER,Yeah?,1
SCULLY,What’s in your pocket?,4
SCULLY,What happened?,2
MULDER,I don’t know. It just got hot all of a sudden.,11
