speaker,line,words
JANE,"Lauren, I've been looking everywhere! Are you all right? You want some water?",13
LAUREN,"No, I'm fine.",3
JANE,"Oh honey, it's been a couple of weeks now. Do you want to talk?",14
LAUREN,"No. Really, Jane, I'm OK. It's just that I don't know a lot of people who have died, that's all. I've never known anyone that's killed themselves.",27
JANE,"Oh, maybe after everything gets packed away it will get easier. There won't be a constant reminder. Here's your paycheck. Come on... go home.",24
LAUREN,Ok.,1
MALE,Hey... I know a great place to crash... up that fire escape. Come on. I'll give you a boost.,19
MAN,"Agent Scully, Agent Mulder, Chief Blevins assures us of your cooperation. We regret any inconvenience at this extreme hour.",19
WOMAN,We hope your expertise in extraordinary phenomena matters will help us in our investigation.,14
MULDER,"You're not FBI, are you?",5
SECOND WOMAN,Have you ever seen anything like this before? Abnormal post mortem muscle reflex. Both corpses are still responding to high levels of electrostatic charge.,24
SCULLY,Any sign of external legions or surface burns?,8
SECOND WOMAN,None.,1
MULDER,Time of death?,3
SCULLY,"Well, it can't be long. The body's still warm.",9
SECOND WOMAN,Somatic death occurred sometime over 6 hours ago. Their body temperatures have yet to drop below 98.3 degrees.,18
MULDER,"Where did you find them? Look, at least tell us the mode of transport. That might tell us why the bodies haven't cooled. Hey, you called us down here. If you want some answers you have to give some.",39
MAN,They traveled 60 minutes by air.,6
MULDER,Thank you.,2
SECOND WOMAN,"The most troubling aspect of their deaths is the throat area. Larynx, esophagus, and hyoid bone all have been crushed like chalk. There is no evidence of tissue damage. It's as if their throats were crushed... from the inside.",39
MULDER,Who are these guys?,4
SCULLY,"If you've conducted your investigation, why consult us?",8
WOMAN,Because of your work on the X Files. Have you ever seen anything like this?,15
MULDER,"Ah, uh. Never.",3
MAN,"Well, thank you for your time Agent Mulder, Scully. If any inquiry into this meeting be made, we request full denial.",21
MULDER,I'd say you people already suffer from full denial.,9
SCULLY,"You lied. You have seen this before, I can tell. You lied to them.",14
MULDER,I would never lie. I willfully participated in a campaign of misinformation.,12
SCULLY,Who do you think they were?,6
MULDER,"NSA, CIA, some convert organization Congress will uncover in the next scandal. It's not important who they are but what they have and I'm sure they have no idea because they pulled us in. I have X Files. Each case with an element of what we saw tonight. Residual electrostatic charge, internal mutilation without any external causality - but none has all the elements combined in one case.",67
SCULLY,How can the esophagus be crushed without the neck even being touched?,12
MULDER,Psychokinetic manipulation.,2
SCULLY,Psychokinesis? You mean how Carrie got even at the prom?,10
MULDER,The Russians were doing studies on it. The Chinese still are. Their findings are kept secret.,16
SCULLY,"Ok, I'm intrigued. How can we investigate, we have nothing to go on.",13
SECRETARY,"Just getting in, Lauren? Mr. Graves used to let you get away with that but Mr. Dorland is in charge now. I was wondering if I could have a minute with him.",32
SECRETARY,Tomorrow... at 3.,3
LAUREN,Can I see him today? It's really important.,8
MR. DORLAND,Is everything all right out here?,6
LAUREN,Can I speak with you?,5
DORLAND,Please.,1
LAUREN,I'm here to give my two week's notice.,8
DORLAND,"Lauren, Jane told me about your crying in Howard's office and I wanted to tell you that you aren't alone. As a matter of fact, we share something special. Howard and I started this company 10 years ago and as long as I've known him he had no interest besides work. So we became like family. I was his brother and you were like a daughter to him. So, of course, I feel very close to you and I want to take care of my family. Stay, Lauren. Please, the company needs you. Especially now. I won't let you leave, Lauren.",101
LAUREN,What's wrong? I can't. I have to leave. I can't be here anymore.,13
DORLAND,You've got two weeks.,4
MULDER,Mohamed Amalaki. Convictions: Illegal possession of firearms. Illegal possession of explosives. Falsification of export licenses.,15
SCULLY,He has ties to extremist group operating in the US. The Isfahan. They take their name from a city in Iran. Recently they've been working out of Philadelphia.,28
MULDER,That's 60 air minutes.,4
SCULLY,I'll talk to the Philly P.D.,6
COP,It was last Wednesday night. I was on routine patrol. This is where we found them.,16
SCULLY,Who discovered their bodies?,4
COP,"Nobody. It was about 10. I was on patrol. Just saw them hanging around. The folks that come around here, they don't witness very much. You hear what I'm saying?",30
MULDER,A daily visual record is made of everyone who makes a transaction.,12
SCULLY,We'll just have to interview everyone who was at the machine before 10 last night.,15
MULDER,There. Back up.,3
SCULLY,"Lauren Kyte. 858 Franklin, Bensalem. Why would the Isfahan being robbing someone for 40 bucks at an ATM machine?",19
MULDER,Look at that.,3
SCULLY,It's another person.,3
MULDER,"Maybe, maybe not.",3
SCULLY,"Well, the resolution is too poor. It won't help much to enhance it.",13
MULDER,That leaves only one person we know we can talk to.,11
LAUREN,Hello?,1
MULDER,"Miss Lauren Kyte, please. I'm Agent Fox Mulder and this is Agent Dana Scully. We're with the Federal Bureau of Investigation. Do you mind if we come in?",28
LAUREN,"Um, I was just in the middle of...",8
MULDER,Thank you. We won't be long.,6
SCULLY,Have you seen either of these two men before?,9
LAUREN,No.,1
SCULLY,Take your time.,3
LAUREN,I'm sorry. I've never seen them before.,7
SCULLY,I'm afraid you have. This is a surveillance picture from your ATM.,12
MULDER,Can you tell us what happened that night?,8
LAUREN,"Um... These guys, I was depositing my paycheck. They grabbed me, I got away. I ran. I just didn't want to file a report.",24
MULDER,They were found dead.,4
SCULLY,Have you ever seen this person before?,7
LAUREN,No. I'm sorry. I can't tell you.,7
MULDER,Does that mean you know?,5
LAUREN,It means I can't tell who it is.,8
MULDER,"When you can tell me, this is the number where I can be reached at anytime, ok?",17
LAUREN,Ah hum.,2
SCULLY,A woman her size breaking free and out running those men?,11
MULDER,And somehow crushing their necks?,5
SCULLY,She knows who the other person in that photo is.,10
MULDER,"Packing, running away, from what?",5
SCULLY,What the hell's going on?,5
MULDER,Hang on! You ok?,4
SCULLY,Yeah.,1
SCULLY,Hi.,1
MULDER,Hi. The paramedics check you out?,6
SCULLY,Yeah. I'm fine. Except I have a waiting-in-line-at-the-DMV-sized headache.,9
MULDER,Mine's more IRS sized.,4
SCULLY,They check out the car?,5
MULDER,"Yeah, it's brand new. Only a 100 miles.",8
SCULLY,Then someone tampered with it while we were in her house.,11
MULDER,"Mechanic said everything is in proper order. Nothing cut, nothing greased. Check out the lights.",15
SCULLY,They are on.,3
MULDER,They're not. The filaments are heated due to massive levels of electrostatic charge. Just like the bodies at the morgue. And isn't it interesting that Lauren Kyte was present at both incidents?,32
SCULLY,She was in our presence the entire time we were at her house.,13
MULDER,What if it's possible somehow to raise a body's electrostatic charge to levels we've been seeing and use that energy to affect objects?,23
SCULLY,"If a person could generate that much energy, their body would break down. They'd start glowing like those lights.",19
MULDER,"Well there's evidence of this all through the X Files. Furniture moving untouched, objects levitating, unexplained electrical discharges. Frequently people who have psychokinetic power are unaware of their own capability.",30
SCULLY,Are you saying Lauren Kyte crashed our car?,8
MULDER,Either that or a poltergeist.,5
SCULLY,They're here...,2
MULDER,They may be.,3
