speaker,line,words
SCULLY,"Time passes in moments... moments which, rushing past define the path of a life just as surely as they lead towards its end. How rarely do we stop to examine that path, to see the reasons why all things happen, to consider whether the path we take in life is our own making or simply one into which we drift with eyes closed.",63
SCULLY,"But what if we could stop, pause to take stock of each precious moment before it passes? Might we then see the endless forks in the road that have shaped a life? And, seeing those choices, choose another path?",39
MUSIC,"""See, the storm has broken in the middle of the night nothing left here for me, it's washed away the rain pushes the buildings aside... """,25
SCULLY,I got the lab to rush the results of...,9
SCULLY,"I said, I got the lab to rush the results of the Szczesny autopsy, if you're interested.",17
MULDER,"I heard you, Scully.",4
SCULLY,And Szczesny did indeed drown but not as the result of the inhalation of ectoplasm as you so vehemently suggested.,20
MULDER,"Well, what else could she possibly have drowned in?",9
SCULLY,"Margarita mix, upchucked with about 40 ounces of Corcovado Gold tequila which, as it turns out she and her friends rapidly consumed in the woods while trying to reenact the Blair Witch Project.",33
MULDER,"Well, I think that demands a little deeper investigation, don't you?",11
SCULLY,"No, I don't.",3
MULDER,"Well, it doesn't matter. We got bigger fish to fry.",10
MULDER,"Have a seat, Scully. Check this out. Is that beautiful or what?",12
SCULLY,"Crop circles, Mulder?",3
MULDER,Computer-generated crop circles. It's a fractal image predicted by a computer program and using data of every known occurrence of the phenomena over the past 40 years.,27
MULDER,"What most people don't realize is that, since 1991...",9
MULDER,... there's been a dramatic increase in size and complexity of circle design. That's when the Mandelbrot Set appeared in England.,20
MULDER,A series of geometrically perfect rings appearing almost impossibly overnight in a field near Cambridge.,15
MULDER,"But that was merely prelude of what was to come. Three years later, in 1994 even more complex formations occurred simultaneously on opposite ends of the English countryside with the Mandelbrot Set, were it still there, at its center. Then, in 1997, even more complex formations occurred...",47
MULDER,... and I'm not wearing any pants right now.,8
SCULLY,Hmm?,1
MULDER,You're not listening.,3
SCULLY,I am.,2
SCULLY,I guess I just don't see the point.,8
MULDER,"The point is is that a computer program has shown us that these are not just random, happenstance coincidental occurrences and that same program has predicted that in just 48 hours even more complex formations are going to be laid down in a field near Avebury-- 48 hours, Scully-- but I wouldn't mind getting there earlier if you don't mind.",60
SCULLY,Getting where?,2
MULDER,England - I got two tickets on a 5:30 flight.,9
SCULLY,"Mulder, I still have to go over to the hospital and-and-and finish the final paperwork on the autopsy you had me do. And, to be honest, it's Saturday and I wouldn't mind, I don't know, taking a bath?",38
MULDER,"Well, what the hell does that mean?",7
SCULLY,"What it means, Mulder, is I'm not interested in tracking down some sneaky farmers who happened to ace geometry in high school.",22
SCULLY,"And besides, I mean... what could you possibly get out of this? Or learn? I mean, it's not even remotely FBI-related.",21
MULDER,I'll just cancel your ticket.,5
MULDER,Thanks for lunch.,3
SCULLY,Mulder...,1
SCULLY,"Look, we're always running. We're always chasing the next big thing. Why don't you ever just stay still?",18
MULDER,I wouldn't know what I'd be missing.,7
SCULLY,"My name is Dana Scully and I was told I could pick up a postmortem folder for a Ms. Szczesny here. It's, uh, for the FBI.",26
NURSE 2,Let's see...,2
NURSE 2,Oh!,1
NURSE 2,"You just sign here, please.",5
SCULLY,Thank you.,2
SCULLY,"Hi, um... I was given the wrong test results. This, uh, x-ray marked ""D. Waterston"" was in the envelope marked ""Szczesny."" I was expecting autopsy results.",26
NURSE 2,"Oh, I'm sorry. They must've gotten switched. Sorry for the inconvenience.",11
SCULLY,"Thank you. Is the, um... is the ""D. Waterston"" that was on the x-ray is that a Dr. Daniel Waterston?",20
NURSE,"Let's see: Waterston, Waterston... Yes, it is. Admitted yesterday, coronary care unit, room 306.",14
SCULLY,Thank you.,2
DR. KOPEIKAN,"I'm sorry. I don't know what else to say. Everything appears to be as it should under the circumstances so don't worry. If you'd like, I can show you the hospital cafeteria.",32
MAGGIE WATERSTON,"Uh, yeah, I guess... Yeah, okay.",6
MAGGIE WATERSTON,"Are there phones down there, too? I need to make some phone calls.",13
DR. KOPEIKAN,Yes.,1
DR. KOPEIKAN,Excuse me...,2
DR. KOPEIKAN,Can I help you with something?,6
SCULLY,"Um, I'm sorry. I'm Dr. Scully. I-I was just in the hospital and...",13
