speaker,line,words
CAPTAIN BARCLAY,This is mutiny!,3
LT. HARPER,"No, sir. It's survival.",4
CAPTAIN BARCLAY,They'll come for us! They're sending help!,7
LT. HARPER,"By the time they get here, it'll be too late. It may already be too late.",16
CAPTAIN BARCLAY,Don't do this! That's an order!,6
SAILOR,Lieutenant Harper?,2
LT. HARPER,"Shoot me if you want, Captain Barclay, but I'm not waiting around so I can wind up like the others.",20
SAILOR,Cast off!,2
LISETTE CAPTAIN,Hit me.,2
LISETTE FIRST MATE,It looks like she's just drifting out there.,8
LISETTE CAPTAIN,"Mmmm... we're heading straight for her. This is the Lisette, Canadian fishing vessel CV233, please identify. This is the Lisette, come in please. Cut the engines and meet me up on deck.",32
VOICE FROM LIFEBOAT,Hello out there. Hey!,4
LISETTE CAPTAIN,We're throwing you a line. Grab it and we'll pull you in.,12
LISETTE CAPTAIN,Is everybody all right? Are there any injured?,8
MULDER,Scully. Thanks for coming.,4
SCULLY,What was so urgent that you couldn't tell me over the phone?,12
MULDER,"I didn't want to waste any time. A Navy destroyer escort, the USS Ardent, has been missing in the North Atlantic for the past 42 hours.",26
SCULLY,Missing?,1
MULDER,"Yeah, there's been no radio contact, no distress signals picked up. Search planes and satellites haven't picked up anything either.",20
SCULLY,You're saying that a ship and its entire crew just vanished?,11
MULDER,"Well, that's what it looked like until last night. A Canadian trawler picked up 18 survivors.",16
SCULLY,"Well, they must have reported what happened.",7
MULDER,Only one of those survivors is still alive. He's been taken into the ICU under heavy security.,17
SCULLY,What's wrong with him?,4
MULDER,"That's what I was hoping you could tell me. They won't let me in to see him, but because of your medical background, I was able to get you a clearance code. I want your opinion on this. His name is Harper, Lt. Richard Harper.",45
SCULLY,"Mulder, wh...?",2
MULDER,Meet me back in my office when you're finished. Thank you.,11
SCULLY,Excuse me. Is this Lt. Richard Harper?,7
NURSE,That's what his wristband says.,5
SCULLY,And he's been positively identified?,5
NURSE,All military personnel are fingerprinted. Those records were crosschecked at the time of admittance.,14
SCULLY,"Well, then I think there's been some kind of a mistake here. According to this report, Lt. Harper is 28 years old. Why hasn't a systemic workup been ordered on this patient?",32
DR. LASKOS,I wasn't aware that my diagnostic decisions required your approval. I'm the physician in charge of this patient. Let me see your clearance.,23
SCULLY,Can you tell me what's going on here? How can you explain what happened to this man?,17
DR. LASKOS,This clearance code is invalid. Where'd you get this? Who are you?,12
SCULLY,I am a medical doctor and I would like to see the autopsy reports on the remaining victims.,18
DR. LASKOS,I haven't got time for this. Give me my patient's chart and leave before I have you removed.,18
SCULLY,"Something very strange is going on here, Mulder.",8
MULDER,Did they let you in to see Lt. Harper?,9
SCULLY,"Yeah, I saw somebody, but whether it was actually the Lieutenant...",11
MULDER,What do you mean?,4
SCULLY,He looked about 90 years old. Off by about half a century. You don't seem too surprised.,17
MULDER,"I want to show you something, Scully. This was the course of the USS Ardent when she disappeared. Now, I've been tracking the points of departure and destination for each of these X-files. On December 12, 1949, a Royal Navy battleship disappeared between Leeds and Cape Perry. The sea was calm, the weather sunny. In 1963, at the height of the Cuban missile crisis, a fleet of Soviet minesweepers left from here for Havana. All 6 vessels vanished without a trace. All in all, I've counted 9 unexplained disappearances. Each of them passed through here - the 65th parallel.",98
SCULLY,Another Bermuda Triangle?,3
MULDER,"It's more like a wrinkle in time, if Lt. Harper is any indication.",13
SCULLY,A wrinkle in time? Wh...,5
MULDER,You know anything about the Philadelphia Experiment?,7
SCULLY,"It was a, uh, a program during World War II to render battleships invisible to radar. But then the Manhattan Project heated up, and it was discontinued and most of the scientists were relocated to Los Alamos.",37
MULDER,Except none of those scientists ever made it to Los Alamos.,11
SCULLY,Where were they sent?,4
MULDER,"Roswell, New Mexico.",3
SCULLY,Are you suggesting that the Philadelphia Experiment used alien technology?,10
MULDER,"Less than nine months after the alleged crash of a UFO in Roswell, New Mexico, the USS Eldridge did more than just hide from radar screens, it disappeared altogether from the Philadelphia Navy Yard only to reappear minutes later, hundreds of miles away, in Norfolk Virginia.",46
SCULLY,"That's not possible, Mulder, not without defying all laws of, of time and space.",14
MULDER,Those physicists may have been trying to manipulate wormholes on Earth.,11
SCULLY,Wormholes?,1
MULDER,Actual portals where matter interfaces with time at a relatively decelerated or accelerated rate. I'm betting that the military never stopped the work it began 50 years ago.,28
SCULLY,And that's what you think happened to Lt. Harper?,9
MULDER,I'll find out soon enough. I'M BOOKED ON AN 8:30 flight to Norway.,13
SCULLY,Have you let Skinner in on this?,7
MULDER,I'm giving myself a 24-hour head start before I give Skinner my report. I want this one myself.,18
SCULLY,"I'm going with you. If that really was Lt. Harper, I want to know what happened to him.",18
NORWEGIAN SKIPPER/SAILOR,Nei! Nei! Det er altfor farlig,6
MULDER,0 for 5.,3
SCULLY,"What is it, Mulder? Why are they so afraid? My father spent the better part of his life at sea. He had a healthy respect for the ocean, but he never feared it. I see fear in these men's eyes.",40
TRONDHEIM,"Brooklyn couldn't have taken you up there anyway. Your ship has to be classified ice class before it can even go past the Lofoten Basin. My name is Trondheim - Henry Trondheim. The ship you want is the Zehar, a 50-ton trawler with a double hull. It's my ship.",48
SCULLY,You're American.,2
TRONDHEIM,I was born and raised in Pensacola. I ran a charter business there. I got fed up with tourists.,19
MULDER,How do you feel about the sea north of Beerenburg?,10
TRONDHEIM,"This time of year, it'll be 10 hours minimum, each way.",11
MULDER,So you've been there?,4
TRONDHEIM,A few times. A few times I got some of my best hauls out of there.,16
SCULLY,Why is everyone else so afraid to go there?,9
TRONDHEIM,"Well, legends. They grew up on stories.",7
SCULLY,What stories?,2
TRONDHEIM,A huge stone came out of the sky and crashed into the pack ice.,14
SCULLY,A meteorite?,2
TRONDHEIM,An evil god. They worship it by staying away. So... exactly what is it that you're looking for up there?,20
MULDER,A number of things. How good are you?,8
TRONDHEIM,"About as good as you're going to get, considering no one else will take you there.",16
MULDER,When can we leave?,4
