speaker,line,words
ANGELA,Ohh! I've got mosquito bites. I've got blisters. I hate those new boots.,13
WALLACE,Honey. Why are you so P.O.'d? I thought we had a good time.,13
ANGELA,"You had a good time. You had a fine time tromping around and leaving me a half a mile behind. Look, for future reference, me running through the woods after you for an entire day is not my idea of a good time.",43
WALLACE,"I'm sorry. I've got longer legs. I was excited, you know? The great outdoors, communing with nature.",17
WALLACE,Your head hurt?,3
ANGELA,Yeah.,1
WALLACE,You can hit me in the head with a rock if it'll make you feel better.,16
ANGELA,Fine. Go get one. I'm taking a shower.,8
WALLACE,You still mad at me?,5
ANGELA,No. I'm not mad.,4
WALLACE,"Come here. So I guess we're never going hiking again. It's indoors forever from now on. Angie, honey, what's up?",20
ANGELA,Just hold me.,3
MULDER,"Oh. Ugh. I don't know what they did with the screen for this thing. Now, this is Angela and Wallace Schiff. It's a young married couple last seen hiking in the vicinity of Brown Mountain, North Carolina. That's Angie on the right. I should add that this is the condition in which their bodies were found after being missing for only three days... in temperatures that never got above 70 degrees.",71
SCULLY,"Which rules out decomposition. I'd say predation, but the... the bones would be scattered.",14
MULDER,Not to mention that these skeletons are not wearing any clothes.,11
SCULLY,"Right. Well, I'd say it looks like a double murder, possibly one with ritualistic overtones. The bodies may have been stripped then skeletonized, possibly by boiling or by the use of some kind of acid solution. Maybe the arrangement of the bodies has some meaning for the killer or killers. But at any rate, I'd term it ""ritualistic.""",58
MULDER,"That's a pretty big operation you're describing. There was no evidence found at the scene-- no tire tracks, no footprints, nothing.",21
SCULLY,"Well, what do you think this is?",7
MULDER,"It's Brown Mountain, Scully. That doesn't ring a bell? The Brown Mountain lights? It's a famous atmospheric phenomenon dating back nearly 700 years witnessed by thousands of people-- back to the Cherokee Indians. Strange multicolored lights are seen to dance above the peak of the mountain. There's been no geological explanation, no scientific credible explanation at all.",57
SCULLY,And what does that have to do with these two?,10
MULDER,"As I said, there's been no scientific credible explanation but there are those of us who believe these strange multicolored lights are really...",23
SCULLY,UFOs. Extraterrestrial visitors from beyond who apparently have nothing better to do than buzz one mountain over and over again for 700 years.,23
MULDER,"Sounds like crap when you say it. I'm just wondering if there's a connection, Scully. I mean, the conditions of these bodies are reminiscent of certain southwestern cattle mutilations. Those are cases where there's no physical evidence and they've long been associated with UFO activity.",45
SCULLY,"Mulder, can't you just for once, just... for the novelty of it come up with the simplest explanation, the most logical one, instead of automatically jumping to UFOs or Bigfoot or...?",31
MULDER,"Scully, in six years, how... how often have I been wrong? No, seriously. I mean, every time I bring you a case we go through this perfunctory dance. You tell me I'm not being scientifically rigorous and that I'm off my nut, and then in the end who turns out to be right like 98.9% of the time? I just think I've... earned the benefit of the doubt here.",69
CORONER,We gave them adjoining suites. I was ready to send them on to Chapel Hill. Figured the state medical examiner should have a look at them.,26
MULDER,We appreciate you holding off.,5
SCULLY,The connective tissue is more or less intact.,8
CORONER,Unlike everything else. I'm not sure what to make of it considering the short time frame.,16
SCULLY,"If you'll, um, pardon an obvious question are you sure that these are the right two bodies and not two others that have lain out for six months?",28
CORONER,We triple-checked the dental records. Angela and Wallace Schiff-- no doubt about it.,13
MULDER,"Hmm. And they were both found near Brown Mountain, right? Where exactly?",12
CORONER,"Well, I could write you some directions.",7
SCULLY,"Would you, uh, happen to know what this is?",9
CORONER,"Well, the remains were found in a swampy area. It's some sort of organic material relating to that. It's bog sludge.",21
MULDER,I'm going to check out where the bodies were found. You coming?,12
SCULLY,No. You go ahead.,4
MULDER,Wallace Schiff?,2
MULDER,Wallace Schiff?,2
CORONER,We got your gas spectrometer results. That stuff on the bones I said was bog sludge? It isn't.,18
SCULLY,"Water, hydrochloric acid... Electrolytes, pepsins and trypsins. It's a digestive secretion.",11
CORONER,It's stomach juices pretty much-- Pretty damn close to it... Except for this.,13
SCULLY,Chitinase?,1
CORONER,"It's a digestive enzyme as well but it's strictly plant, not animal.",12
MULDER,Hello!,1
CORONER,"I told you, I'd seen this before. These are the two I remember anyway.",14
SCULLY,Both of these were discovered as skeletal remains.,8
CORONER,"Right, but we saw nothing odd in that. Both were lost hikers found months or years later or whatever it says there.",22
(REPORT SAYS,"""Victim found 2 miles southeast … Brown Mountain exit - Highway 5 …"")",12
SCULLY,It says here that the bodies were found not far from where Angela and Wallace Schiff turned up.,18
SCULLY,"Oh, Mulder, answer your phone.",5
RECORDING,The cellular customer you are trying...,6
SCULLY,Do me a favor. I want you to forward a sample of that secretion over to the FBI lab at Quantico. I want them to run a complete analysis.,29
CORONER,You got it.,3
SCULLY,"And, uh, in the meantime, could I borrow your truck?",10
WALLACE,Please... don't take me.,4
MULDER,"Then, come out here. Step closer. I won't hurt you.",10
WALLACE,You're not one of them?,5
MULDER,"One of who? Are you Wallace Schiff? Well, I hate to tell you this, Wallace, but you're supposed to be dead. They found your skeleton not 200 yards from here.",30
WALLACE,It's fake. They put it there.,6
MULDER,Who put it there?,4
WALLACE,You know who.,3
MULDER,The Brown Mountain lights.,4
WALLACE,"They abducted us... me and my wife Angela. They took us on board their... oh, God.",16
MULDER,"Wallace... Wallace? They found your wife Angela, too... lying right alongside your skeleton.",13
WALLACE,"No. Don't you get it? They-they faked our deaths! They have that kind of technology. Who the hell would look for us if they thought they'd already found our bodies? You see? They returned me, but Angela, she's still up there... being experimented on and I-I-I-I can't... I don't know what to... what do I do?!",56
SCULLY,Mulder?!,1
MULDER,First things first-- we got to find a way out of here.,12
WALLACE,Right behind you.,3
MULDER,What the hell's going on? That was solid rock a minute ago. Now there's nothing there.,16
WALLACE,"Oh, God. It's them. They're affecting your head... maybe mine, too. What if I can't even tell what's real?",19
MULDER,"Wallace, let's get out of here. Come on, Wallace.",9
WALLACE,"They're out there, man.",4
WALLACE,It's them!,2
MULDER,Wallace!,1
SCULLY,Mulder?! Mulder!,2
WALLACE,Don't let them see you!,5
MULDER,They're gone.,2
WALLACE,"Yeah, for now. Thank God, they didn't find us.",9
MULDER,They should have. Maybe they came for something else.,9
WALLACE,"Oh, my God! Oh, my God... Angie!",7
WALLACE,They brought her back.,4
MULDER,"Angie, can you talk to me? Do you remember what happened? Can you tell me?",15
ANGELA,It's all fuzzy and...,4
MULDER,You were with your husband. With Wallace.,7
ANGELA,There was a light. A bright light.,7
MULDER,Where was that light coming from? From the mountain?,9
ANGELA,"Over Brown Mountain. There were strange lights dancing over the peak and... and they took me. And Wallace, too.",19
MULDER,And then what happened?,4
ANGELA,"Oh, just... it all went black. And when I woke up, I didn't know where I was and I couldn't see Wallace anymore.",23
WALLACE,They returned me first.,4
MULDER,This... this place that they took you to can you describe it to me tell me what it looked like?,20
ANGELA,"It was white. A white place. It was featureless. I was lying on a table and I couldn't get up. I mean, nothing was holding me down but I couldn't move.",31
MULDER,Were there men there?,4
ANGELA,"Yes, there were men standing over me but I couldn't see their faces.",13
MULDER,Did they perform tests on you?,6
ANGELA,Yes. They did tests. Terrible... tests. What?,7
MULDER,"You have a, uh... you have a scar back here on the back of your neck.",16
WALLACE,What? What scar?,3
MULDER,It's fresh.,2
WALLACE,What is that?,3
MULDER,It's an implant. I've seen this before.,7
ANGELA,"Yes. The drill-- I remember the drill. I couldn't see it at first. That was the worst part. But I could hear it spinning and it was coming out of the light... oh, what did they put in me?",39
WALLACE,Is there one in me?,5
MULDER,"No, male abductees don't usually report this. And everything she says so far is textbook down to the last detail, except for one.",23
WALLACE,What?,1
MULDER,Two skeletons we found were identified as yours and Angie's? I don't understand that. It doesn't make sense to me.,20
WALLACE,Maybe they're like the cattle mutilations you hear about. Maybe they're somehow related. Maybe they're part of their tests.,19
MULDER,I had that thought but there's no precedent for it. It's in none of the literature.,16
WALLACE,"Well, they didn't want anybody to find us. I guess they didn't want you to know the truth.",18
MULDER,We got to get out of here right now.,9
WALLACE,"Oh, no way.",3
ANGELA,They're out there. They're always watching.,6
WALLACE,"If they find us, if we leave, they'll take us again.",11
MULDER,"We're leaving now. Gather your things. Angie, I'll help you up.",11
ANGELA,They're coming. I can feel it.,6
ANGELA,They're here!,2
WALLACE,"Hide! They'll take you, too! We've got to hide!",9
MULDER,No!,1
WALLACE,No!,1
MULDER,Scully...,1
SCULLY,Mulder. Why the hell did you leave North Carolina without telling me?,12
MULDER,Long story.,2
SCULLY,You disappear and then I get a furtive call that you're back here in D.C.?,15
MULDER,I'm sorry. Does anybody know you're here?,7
SCULLY,No.,1
MULDER,"Scully, this is...",3
SCULLY,"Angela... and Wallace Schiff. But, Mulder, it can't be.",9
MULDER,"This is my partner, Agent Scully.",6
SCULLY,"Mulder, I I.D.'d their remains myself.",6
MULDER,"Yeah, I think you were meant to.",7
ANGELA,"Agent Scully, the aliens planted decoys so you would think we were dead.",13
SCULLY,The aliens?,2
MULDER,"Scully, I want you to... put aside your scientific bias for a moment. 'Cause what I'm about to tell you is going to change your life forever. Your life, my life the life of everybody on this planet.",38
SCULLY,Mulder...,1
MULDER,I was out there... and I found it.,8
SCULLY,What?,1
MULDER,The truth. This couple... they were abducted by a UFO-- the Brown Mountain lights.,14
ANGELA,They took me to a white place. There were men there. They put an implant in my neck.,18
MULDER,Just like what happened to you.,6
SCULLY,"Mulder, from what very little I understand about this case, this is not what happened to me.",17
MULDER,There's more.,2
MULDER,It doesn't like the light.,5
SCULLY,Who?,1
MULDER,I abducted him. It's a gray. It speaks to me. We communicate telepathically. He told me everything.,17
SCULLY,I... I can hear him.,5
MULDER,Yeah.,1
SCULLY,"Oh, my god.",3
SCULLY,"I, uh... I don't know what to say, Mulder. Where to begin. I mean, you... you were right. All these years, you were right.",24
MULDER,You think so?,3
SCULLY,"You were right about the grays, about... about the abductions, about the UFOs... the lights, the Brown Mountain lights...",19
MULDER,What about the skeletons?,4
SCULLY,They were... they were fake. They were decoys.,8
MULDER,You're buying that decoy theory? What about that organic substance we found on the skeletons? That goo you were so interested in?,22
SCULLY,It was nothing. It was bog sludge.,7
