speaker,line,words
GEORGE,"We don't have to be out here, you know. It's not like you're still in high school. We can go to the motel.",23
PAULA,Mm-mm. I wouldn't want anyone to see us.,8
GEORGE,No one’ll see us.,4
PAULA,It's a small town.,4
PAULA,"George... Come on, George.",4
GEORGE,Why'd ya change your mind anyway?,6
PAULA,"I don’t know. You were pretty persistent, I guess.",9
GEORGE,"Squeaky wheel gets the oil, right?",6
PAULA,I guess so.,3
GEORGE,What's wrong with right here? I can just set the blanket down and...,13
PAULA,Not yet.,2
GEORGE,Why not?,2
PAULA,Because... You have to catch me first.,7
GEORGE,"Aw, come on, now. You don't want me to chase after you, do you?",14
GEORGE,Paula! Paula? …,3
GEORGE,Paula. Where are you?,4
GEORGE,Son of a bitch!,4
MULDER,"I don’t know, Scully, the man’s vanished. He hasn’t been seen or heard from in ten weeks.",17
SCULLY,"Come on, Mulder, don't you see what they're doing? They're wasting our time. They're sending us on some kind of a wild goose chase.",24
MULDER,"Chicken chase. George Kearns was a federal poultry inspector assigned to Dudley, Arkansas, home of … Chaco Chicken.",18
SCULLY,"I'm not questioning the case's legitimacy, just their motives in assigning it to us. I mean, doesn't it bother you at all that they're undermining your work?",27
MULDER,"They may ""think"" they are, but on the night George Kearns disappeared a woman on the I-10 saw a strange fire in an adjacent field.",25
SCULLY,"Yes, I read that report. She claims that she saw some kind of a-a foxfire spirit. I'm surprised she didn't call Oprah as soon as she got off the phone with the police.",33
MULDER,Folktales dating back to the 19th century from the Ozarks describe people being taken away by fireballs. It's supposed to be the spirits of massacred Indians.,26
SCULLY,"Those are only legends, Mulder.",5
MULDER,"Well, most legends don't leave behind 12-foot burn marks. That photo was taken by state police in the field where the woman claims to have seen foxfire.",27
SCULLY,This could have been made by anything-- a bonfire.,9
MULDER,I thought so too. Until I remembered this. It's a documentary I saw when I was in college about an insane asylum. Gave me nightmares.,25
SCULLY,I didn’t think anything gave you nightmares.,7
MULDER,"Unh, I was young.",4
JONES,"No...They, uh... See, they took... They, uh... They took me away... They took me away-- the fire demons. The fire demons... the fire demons wanted their pound of flesh but, uh... I'm too fast for them. They cannot kill you. See, you can't let them kill you. Oh, no. Don't let them kill you. Don't let them kill you. That's no way to get to heaven. No, sir. No, sir. That's no way to get to heaven....",77
MULDER,"His name was Creighton Jones. He pulled off the road on May 17, 1961 to take a nap. They found him three days later so deranged by what he'd encountered that he had to be committed. The state police found his car on the I-10 right in the middle of Dudley, Arkansas, … home of Chaco Chicken.",57
SCULLY,"What's this, Mulder?",3
MULDER,That's a witch's peg. Staking it into the ground is supposed to ward off evil spirits.,16
SHERIFF ARENS,Can I help you folks? I'm Sheriff Arens. I saw you back at the turnoff.,15
MULDER,We're with the FBI. I’m Special Agent Mulder. This is Agent Scully. Were investigating the disappearance of George Kearns.,19
SHERIFF ARENS,I'm happy to help you but I’m not sure how much there is to investigate.,15
SCULLY,"Well, Sheriff Arens, a man is missing.",7
SHERIFF ARENS,We didn't find any evidence of criminal activity and since no body turned up we just went ahead and filed a missing persons report.,24
MULDER,Why didn't you mention this witch's peg in your report?,10
SHERIFF ARENS,Because these fields are filled with witch's pegs. A lot of these old hill people cling tight to their superstitions.,20
MULDER,What about the scorched area?,5
SHERIFF ARENS,Illegal trash burning. I keep handing out the citations. They keep doing it anyway. It's cheaper to pay the fine than to haul it to the dump.,27
MULDER,So you don’t believe it’s foxfire?,6
SHERIFF ARENS,"Sir, foxfire's nothing more than a ghost story about swamp gas.",11
SHERIFF ARENS,"I don't know what y'all are thinking, but George Kearns was passing through town since he got here six months ago.",21
SCULLY,How do you mean?,4
SHERIFF ARENS,"Never did fit in-- not at the plant, not even at his own home. It's no big secret that Kearns stepped out on his wife every chance he got.",29
SCULLY,Did he have many chances?,5
SHERIFF ARENS,Let's just say George is the type of man you'd expect to go chasing some sweet young thing out of town.,21
SCULLY,Is that what his wife thinks happened?,7
SHERIFF ARENS,"Push comes to shove, I’m sure she does. But, you're welcome to ask her yourself.",15
DORIS,My husband had a character that leaves something out. I always knew that about him but I didn't have the sense to do anything about it. I guess he saved me the trouble.,33
SCULLY,So you're fairly certain that he left you for somebody else.,11
DORIS,George left me a long time ago. Right around the time I turned 40. Leaving town was just a formality.,20
SCULLY,Do you have any idea who he might be with now?,11
DORIS,"No. And I don't want to know, either.",8
MULDER,This inspection report-- your husband was about to file it with the Department of Agriculture the day before he disappeared.,20
DORIS,I don’t know anything about that.,6
MULDER,He never discussed his work with you?,7
DORIS,He never told me and I never asked.,8
MULDER,"Well, he cited several major health violations. He was gonna recommend that the plant be shut down.",17
DORIS,"I told you, I don’t know a thing about what went on in that plant.",15
SCULLY,Did your husband ever receive any threatening phone calls or anything unusual in the mail?,15
DORIS,Sure. There were hang-ups but I always thought it was one of his girlfriends.,14
MULDER,Let me give you my phone number. If your husband tries to contact you I want you to get in touch with me. Or if you can think of anything else.,31
WORKER,"Come on, Paula. Let’s go.",5
SHERIFF ARENS,"This is Jess Harold. He's the floor manager here. Jess, these people are with the FBI.",16
JESS HAROLD,"Oh, you're here about George Kearns, right?",7
SCULLY,"Well, there’s a possibility that his disappearance may have something to do with a report he was about to file with the Department of Agriculture.",25
JESS HAROLD,You got to understand that ever since he got here George has been trying to shut us down.,18
SCULLY,Well he cited multiple violations.,5
JESS HAROLD,"I know he did. Believe me, I had to answer to every one.",13
SCULLY,Was there any merit to his claims?,7
JESS HAROLD,Let me show you something.,5
COWORKER,"Paula, you okay?",3
JESS HAROLD,This is where George worked. Not a chicken leaves here without passing through the inspector's station. We've been operating here for 50 years without any trouble with the USDA. Until George came along.,33
SCULLY,So he really did threaten to shut the plant down.,10
JESS HAROLD,"Oh, he tried, but we got three other inspectors here who consistently give us top marks. Here, see for yourself. No, the only problem this plant ever had was George.",30
SCULLY,Problem enough to do something about?,6
