speaker,line,words
ANNOUNCER,: Previously on The X-Files:,4
SCULLY,I can't truly believe I'm really standing here.,8
ABSALOM,You found someone left for dead but who is not dead.,11
DOGGETT,"This is insanity. We saw the same body. Mulder wasn't just dead, he'd been dead for days.",17
SCULLY,"Blood, electrolyte imbalances, a loss of brain function. I strongly believe that Mulder is infected with alien virus.",18
DOGGETT,Somehow you healed these people. I want to know how you did it.,13
ABSALOM,You ask for my help but you refuse to believe in me.,12
SCULLY,If we can stabilize him and his temperature we can give him courses of antivirals. I think it could work.,20
SECRET SERVICE GUARDS,Freeze. Freeze! Put your hands in the air! Freeze! Put your hands...,12
HOWARD SALT,I need to tell the president something. Need to tell... I need to tell the President something.,17
LEAD GUARD,Get down on the ground.,5
HOWARD SALT,"I need to see the President. He needs to know. Look, He needs to know. Aliens... aliens-- they're taking over the United States. He needs to know.",27
GUARD,He's got a weapon.,4
GUARD,Get the weapon! Get the weapon!,6
LEAD GUARD,He's shot. He shot himself.,5
LEAD GUARD,He's shot. He's been shot. Damn it. Stupid son of a bitch. What was he thinking?,16
ANOTHER GUARD,Someone get a medic!,4
GUARD,Get a medic!,3
HOWARD SALT,"Please, the President... he needs to see this. Get this to him.",12
SCULLY,"Mulder, you okay?",3
MULDER,"Yeah. For a guy who was, uh... in a coffin not too long ago I think I'm doing pretty damn good. I don't quite have my legs under me... yet.",30
SCULLY,"Well, you might want to consider sitting down when you hear what we have to tell you.",17
MULDER,Uh-oh.,1
SCULLY,"Now, it's, uh... it's good news. It's... it's miraculous news.",10
DR. LIM,I can't possibly exaggerate the inconceivability of you sitting here. Let's be honest... your condition may be more incredible than your recovery.,22
SCULLY,"Whatever neurological disorder you were suffering from, it's no longer detectable. After a course of transfusions and antivirals it has rid your body of the virus that was invading it. The scars on your face on your hands, on your feet, on your chest, they, they seem to be repairing themselves.",51
SCULLY,"Mulder, you are in perfect health.",6
MULDER,Wow.,1
DR. LIM,"How do you feel, Agent Mulder?",6
MULDER,Like Austin Powers.,3
SCULLY,Must feel good to be home.,6
MULDER,Mmm.,1
MULDER,Something looks different.,3
SCULLY,It's clean.,2
MULDER,Ah... that's it.,3
MULDER,Missing a molly.,3
SCULLY,Yeah. She wasn't as lucky as you.,7
SCULLY,"Mulder... I don't know if you'll ever understand what it was like. First learning of your abduction... and then searching for you and finding you dead. And now to have you back and, uh...",34
MULDER,"Well, you act like you're surprised.",6
