speaker,line,words
MULDER,"At times, I almost dream. I, too, have spent a life the sages' way and tread once more familiar paths. Perchance I perished in an arrogant self-reliance an age ago... and in that act, a prayer for one more chance went up so earnest, so... instinct with better light let in by death that life was blotted out not so completely... but scattered wrecks enough of it to remain dim memories... as now... when seems once more... the goal in sight again.",82
"TEMPLE OF THE SEVEN STAGE; APISON, TENNESSE; 5",15 AM,2
BATF AGENT,"Federal agents! We are armed! Move, move, move! Get down on the ground! We have warrants to search for the possession of illegal firearms! We are under orders to serve warrants for the arrest of Vernon Warren, also known as Vernon Ephesian! Move it, move it, hold them back! Come on, come on, let's go! Move, move, move!",58
MULDER,Somebody tipped Ephesian off.,4
SCULLY,He's somewhere here on the compound. Ephesian?,7
BATF AGENT,Nothing. We've covered ninety percent of the compound.,8
SCULLY,We have to find him.,5
BATF AGENT,"There's no sign of the weapons, they've hid them somewhere.",10
SCULLY,Where haven't we covered?,4
BATF AGENT,"Well, we can check the machine shop again. Maybe they've got trapdoors.",12
SCULLY,"Mulder. Mulder! Tear it apart. Mulder? Mulder, where are you going? Intelligence reported no hiding places beyond the yard. Did you see someone?",23
WOMAN,I am he that liveth and was dead. And behold... I am alive forevermore...,14
MELISSA RIEDAL-EPHESIAN,"My God, in the name of the city. My God...",10
VERNON EPHESIAN,Amen.,1
MELISSA RIEDAL-EPHESIAN,As in heaven...,3
MULDER,F.B.I. No!,2
VERNON EPHESIAN,It's okay... it's okay...,4
KILEY ON TAPE,"Bureau of Alcohol, Tobacco and Firearms transmission received... zero-two-thirty hours, five November '96, Apison, Tennessee. Confirmed telephone trace from within Seven Stars compound.",23
"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE; 7","25 AM BATF, this is Agent Kiley.",7
MAN ON TAPE,"Uh, look, I'm not going to talk long right here, I, I can't even believe that I'm doing this. Brilliant. Lookit, Vernon... he, he's got a lot of good ideas. He's, he's right about a lot, a lot of things, but he's doing stuff to kids now that... it... it ain't good, right? And I, I, I'm telling you, it, it's not why I signed on.",66
KILEY ON TAPE,"Okay, okay, easy. Can you tell me your name, sir?",10
MAN ON TAPE,"Call me... Sidney. Now, like I said, Vernon, he's, he's hurting the little kids around here bad. It ain't right. And, man, the guns... my God. Yeah, you could beat the whole Korean army here. Oh, God... I can't talk no more, I gotta...",44
SKINNER,This call capped off an eighteen-month B.A.T.F. investigation of the Temple of the Seven Stars led by Vernon Ephesian. Sidney's call convinced the attorney general to give the go ahead for this morning's raid.,34
MAN #1,"The intelligence reports were weak. I mean, our man Spooky found Ephesian in a bunker A.T.F. didn't even know was there.",21
MAN #2,The bureau is responsible for coordinating a...,7
SCULLY,How did you know that?,5
MAN #1,"Garbage in, garbage out...",4
SKINNER,"Knock it off! The reports are valid. Illegal activities were going on at the Seven Stars compound. Somehow, they were alerted in time to hide the evidence. Ephesian and his wives are being held on, frankly, B.S. charges of possession of dangerous chemicals... and you know their attorneys will be pushing for a quick arraignment. They'll be out of here in less than twenty-four hours if we cannot charge them. Agents on site will continue to search for illegal firearms. And even more critical, find the informant ""Sidney."" If they found out that he tipped us... it's likely we're looking for a murder. All right, go. Agent Mulder, Agent Scully. You were assigned to this operation to investigate claims of Ephesian's paranormal abilities... channeling, astral projection...",126
SCULLY,We believe that Ephesian is a paranoid charismatic sociopath. He is obsessed with the book of Revelation and will use his knowledge of biblical text to get anything that he wants from his followers.,34
SKINNER,"Ephesian had six women on the verge of suicide. You witnessed it. My concern is if the temple members are released, any subsequent federal investigation will ignite Ephesian's paranoia to such a degree that we won't have another Waco on our hands... we'll have Jonestown.",45
VERNON EPHESIAN,"I knew you were coming. I've known for nine centuries. It was written in the Revelation of Jesus Christ... ""Behold... the devil shall cast some of thee into prison that you may be tried... you'll have tribulation for ten days. Be thou faithful unto death and I'll give thee a crown of life.",53
MULDER,But that message was to the church of Symrna. It's my understanding that your temple is the reincarnation of the church of Ephesia.,23
VERNON EPHESIAN,Mine... is the Temple of the Seven Stars. All seven churches receiving the Revelation. And the members are not a reincarnation of the church.,24
MULDER,Are you?,2
VERNON EPHESIAN,"Oh, yes, I was present to hear Apostle John Mark deliver his message of the apocalypse.",16
SCULLY,"Vernon, if Sidney was unfaithful, did he receive a ""crown of life?""",12
ATTORNEY,"There are no members of the temple named or nicknamed ""Sidney.""",11
