speaker,line,words
AGENT STEDMAN,"Damn, Jim, you fell asleep? We're on a stakeout, man.",10
AGENT LEEDS,I guess... I don't know.,5
AGENT STEDMAN,What happened over there?,4
AGENT LEEDS,What are you talking about?,5
AGENT STEDMAN,"The house, man. Front door's wide open. How long you been out?",12
AGENT STEDMAN,We'd better check it.,4
AGENT STEDMAN,The light's out. The door's open. I don't like this.,10
AGENT LEEDS,Looks like they all left.,5
AGENT STEDMAN,I'm not so sure.,4
AGENT LEEDS,This can't be.,3
AGENT LEEDS,"Oh, God. Stedman!",3
AGENT STEDMAN,They're all dead.,3
DOGGETT,Yeah.,1
SCULLY,"It's, uh, it's Agent Scully. I'm sorry to wake you.",10
DOGGETT,What's up?,2
SCULLY,I got a call about 20 minutes ago from Assistant Director Skinner. He has a situation.,16
DOGGETT,What is it?,3
SCULLY,"An Agent is dead. Um, Skinner had him surveilling a religious cult in Pittsburgh. And all the followers are dead, as well.",22
DOGGETT,What happened?,2
SCULLY,He's having difficulty determining that.,5
DOGGETT,I'll pick you up.,4
SCULLY,"I'm sorry, Agent Doggett. I can't go.",7
DOGGETT,Agent Scully?,2
SCULLY,"Um, something unexpected has come up.",6
DOGGETT,You all right?,3
SCULLY,"Yeah, I'm, I'm fine.",4
DOGGETT,Will I see you later?,5
SCULLY,"Uh, as soon as I can.",6
NURSE,Miss Scully? The doctor wants to see you right away.,10
SKINNER,Where's Agent Scully?,3
DOGGETT,Running late. What do we have?,6
SKINNER,One of our men doing routine surveillance on a cult group-- the Ibogan Temple. We had a tip they were trafficking narcotics. Nobody suspected anything like this.,27
SKINNER,"Agent James Leeds. Six-year veteran of the Bureau, father of two. Patrol cop found him. Car was locked from the inside.",21
DOGGETT,Nobody saw or heard anything?,5
SKINNER,No.,1
DOGGETT,This couldn't have happened here.,5
SKINNER,Blood splatter on the seat says it did.,8
DOGGETT,"It's too narrow. There's no room to swing the weapon. Besides, it doesn't make any sense. The gun's still holstered and the key's in the ignition. Even if he fell asleep...",31
DOGGETT,This is damn weird.,4
SKINNER,It gets weirder.,3
SKINNER,These people were all killed the same way as our guy. All 20 cult members dead from a single deep wound to the forehead.,24
DOGGETT,Is this every member?,4
SKINNER,"Except one. Their leader, Anthony Tipet, is missing.",8
SKINNER,"Tipet was a convicted murderer who claimed to have found God. We didn't think we were dealing with an apocalyptic cult. We've seen this kind of thing before. Jonestown, Heaven's Gate.",31
DOGGETT,I don't care how devoted they were. These people wouldn't just lie here and let their leader bash their brains in. I got to figure at least one of them would have had a problem with that.,37
SKINNER,It's something I've considered. I'm running tox tests on all the bodies for drugs.,14
DOGGETT,Does that include our man in the car?,8
AGENT CRANE,A.D. Skinner? We're still unable to locate Agent Stedman.,9
DOGGETT,Angus Stedman?,2
SKINNER,"Leeds' partner, do you know him?",6
DOGGETT,Where'd you look?,3
AGENT CRANE,He wasn't checked into the same motel as Leeds. He's not answering his cell or his pager.,17
DOGGETT,Did you check his condo?,5
AGENT CRANE,His condo?,2
DOGGETT,"Yeah, Stedman's from Pittsburgh. He keeps a condo here that belonged to his folks.",14
DOGGETT,"Angus Stedman, it's John Doggett.",5
SKINNER,Doggett.,1
ANTHONY TIPET,The body is but clay... a shell If we have the courage to see into darkness we see into God... free of the clay which confines us.,27
SKINNER,"Anthony Tipet served 12 years for the bludgeoning death of his wife. After his release, he became a minister preaching a hybrid of evangelical and eastern religions. He claimed a higher plane of being could be reached by the Via Negativa-- the path of darkness-- the plane closer to God. Once reached, it would let the spirit travel unhindered. Tipet believed hallucinogens would lead him to this plane-- specifically compounds of the bark of an African tree... the Iboga.",79
