speaker,line,words
MULDER,We call it the miracle of life. Conception: A union of perfect opposites-- essence transforming into existence-- an act without which mankind would not exist and humanity cease to exist.,30
MULDER,"Or is this just nostalgia now? An act of biology commandeered by modern science and technology? Godlike, we extract, implant, inseminate... and we clone.",24
MULDER,"But has our ingenuity rendered the miracle into a simple trick? In the artifice of replicating life can we become the creator? Then what of the soul? Can it, too, be replicated? Does it live in this matter we call DNA? Or is its placement the opposite of artifice, capable only by God.",53
MULDER,How did this child come to be? What set its heart beating? Is it the product of a union? Or the work of a divine hand? An answered prayer? A true miracle? Or is it a wonder of technology-- the intervention of other hands? What do I tell this child about to be born? What do I tell Scully?,59
MULDER,And what do I tell myself?,6
CHRIS CARTER,Previously on the X-Files:,4
KNOWLE ROHRER,The invasion has begun.,4
DOGGETT,What invasion?,2
KNOWLE ROHRER,They're already here.,3
SCULLY,Billy Miles shed his skin and literally became a new person.,11
SCULLY,And I don't mean the same person.,7
DOGGETT,This is Duffy Haskell.,4
DUFFY HASKELL,My wife was a multiple abductee. Dr. Lev stole the alien baby out of her womb.,16
DR. PARENTI,"I looked at this ultrasound you sent me. It looks fine to me, as does your own ultrasound. It's normal to be worried.",23
DUFFY HASKELL,They called me back into the FBI to poke holes in my story.,13
DR. LEV,As we knew they would.,5
KRYCEK,Make sure Scully doesn't come to term.,7
SKINNER,You're out of your mind.,5
KRYCEK,She can't have that baby.,5
DOGGETT,"You're okay, Agent Scully. You're fine. Your baby's fine.",9
MULDER,Never give up on a miracle.,6
MARGARET SCULLY,"You know, it would be a whole lot easier for everyone if you would just tell us the sex, Dana.",20
MARGARET SCULLY,Did you hear me?,4
SCULLY,"Yes, I heard you, Mom-- for about the thousandth time, you can wait. Didn't you have to wait with us?",20
MARGARET SCULLY,"Well, I know it's a boy. I can just tell by the way you're carrying. It's a boy.",18
SCULLY,"Well, see, you obviously don't need me to tell you because you already know.",14
MARGARET SCULLY,Then it's a boy?,4
MARGARET SCULLY,"Oh, it's the least you could tell your mother considering everything else you're keeping a secret.",16
SCULLY,"We told people noon, right?",5
MARGARET SCULLY,Mm-hmm.,1
WOMAN,Hi. Your mom said to cover all the bases. I'm Lizzy Gill.,12
MARGARET SCULLY,"Hi, Lizzy. Let me give you a hand with that. I asked Lizzy to help out today.",17
SCULLY,Oh. Hi.,2
LIZZY GILL,"These are going to need some water. Congratulations, by the way.",11
SCULLY,Mom... what do we need help with?,7
MARGARET SCULLY,"I don't know. It's just, well you shouldn't have to worry. You have to let people do for you. She's a very highly recommended baby nurse, by the way.",29
SCULLY,"Oh, Mom.",2
SCULLY,This has got to be a conspiracy.,7
WOMAN,Aw... Maybe it'll be twins.,5
SCULLY,"Thank you, but I would settle for one very healthy boy.",11
WOMEN,Oh?,1
SCULLY,Or girl.,2
WOMEN,Aww!,1
OLDER WOMAN,"So many secrets, Margaret.",4
MARGARET SCULLY,What do you expect? My daughter works for the FBI.,10
WOMAN,"Oh! Oh, dear!",3
LIZZY,I got it. Here. Moving in... the white tornado.,9
MARGARET SCULLY,"Thank you, Lizzy.",3
LIZZY,No problem.,2
MARGARET SCULLY,Just think about it.,4
DR. LEV,Excuse me? Can I help you?,6
BILLY MILES,"Dr. Lev, isn't it?",4
DR. LEV,I'm sorry. I don't know who you are or how you got in here but we don't allow visitors.,19
BILLY MILES,I won't be visiting long. I've just come to verify it's true.,12
DR. LEV,Verify that what's true?,4
BILLY MILES,That your work's been fruitful. I can see that it has by the abomination you're holding in your hands.,19
DR. LEV,You'll have to leave now.,5
BILLY MILES,Your work here is done.,5
MIKE THE NASCAR ANNOUNCER,Dale Jarrett right in the pack battling hard against Ricky Craven for seventh place. Jeff?,15
JEFF THE NASCAR ANNOUNCER,"Yeah, Mike, I was down in the 88 car pit when Dale Jarrett came in. His car was just a little bit on the tight side still. Steve Allen, the gas man, took one round out of the left rear. They said if they can get the car to free up a little bit more...",55
JEFF THE NASCAR ANNOUNCER,"… he'll be a force to contend with before the end of the day. Now, Phil Davis has...",18
DOGGETT,The last person I'd expect to see knocking on my door on a Saturday morning-- Agent Mulder.,17
MULDER,"You can drop the ""Agent,"" Agent Doggett. It's just plain old Fox Mulder now.",14
DOGGETT,"Right. You want to come in, Fox? I was just watching a race.",13
MULDER,That's what I was doing. Slightly different race though.,9
MIKE THE NASCAR ANNOUNCER,... from sixth place on back.,5
JEFF THE NASCAR ANNOUNCER,"Boy, that 32 car is really...",6
NEWSCASTER,"... exclusive footage of a medical research clinic in Germantown, Maryland, which burned down last night in what firefighters characterize as an accelerated blaze. Accelerated because of the white-hot intensity of the fire, which officials are now calling a definite case of arson.",42
MULDER,Zeus Genetics. That ring a bell?,6
DOGGETT,Yeah. That's where Scully believed they were doing tests on women-- putting alien babies in them or something like that-- against their will. Wasn't ever completely explained.,27
MULDER,Looks like somebody's attempt to make sure it never will be.,11
DOGGETT,I'd say that's more than an attempt. Looks like there's going to be nothing left.,15
MULDER,I think that's the idea-- to cover up the kind of research that was going on there. That's why I came to talk to you.,25
DOGGETT,What do you want from me?,6
MULDER,How about a ride?,4
DOGGETT,"Hey, Gene.",2
AGENT CRANE,"Not the way I want to be spending my Saturday afternoon, John. I had to leave my kid's ball game.",20
DOGGETT,Sorry about that. I didn't say you had to come do it yourself.,13
AGENT CRANE,"Fire Marshall thought I was kidding when I told him I wanted to sift all this. Seeing it, I thought I was kidding, too.",24
AGENT CRANE,"He put you onto this, didn't he? What the hell are you doing, John? You don't have to answer to him. He's out of the Bureau.",26
DOGGETT,"Well, he thinks there's something here.",6
AGENT CRANE,I'm certain there is. Just not anything the FBI needs to be looking for.,14
MULDER,Agent Doggett?,2
MULDER,"Hey, I hope you don't mind me dropping your name with the local PD. They just told me that they contacted everyone at Zeus Genetics except for one man-- a Dr. Lev-- a founder, and head of clinical research.",39
DOGGETT,And what? You think we're going to find his body here in the ashes?,14
MULDER,That would probably stand to reason.,6
DOGGETT,"What is it exactly we're looking for being I'm starting to piss a lot of people off, Mr. Mulder?",19
MULDER,"Pissing people off comes with the territory, Agent Doggett. It's part of working on the X-Files.",16
DOGGETT,"Well, at the risk of pissing you off I think I've wasted about enough of my weekend.",17
MULDER,"Hey, I told you Dr. Lev was a founder of the clinic. Would you like to know who his cofounder was? Dr. Parenti. Agent Scully's obstetrician through the first two-thirds of her pregnancy.",33
DOGGETT,And you think he burned down this clinic?,8
MULDER,"I don't know, but if I'm the Agent assigned to the X-Files, I sure as hell would want to ask him. Worst it could do is piss him off.",29
MULDER,"Knock, knock.",2
DOGGETT,Right. We get caught in here what are you going to say then?,13
MULDER,"I'll just say I'm with you, Agent Doggett. It's Saturday anyway, right? We're just having a look around.",18
DOGGETT,"Hey, Mulder.",2
DR. PARENTI,Who are you?,3
MULDER,Me?,1
DR. PARENTI,"Yes, you, sir. What do you think you're doing in this office?",12
MULDER,"I'm with an FBI agent who would like to ask you the exact same question. Dr. Parenti, isn't it?",19
DR. PARENTI,"I'm in the middle of a very delicate medical procedure. Whatever you want, you don't just come barging in here. I don't care who you are.",26
DOGGETT,This medical procedure... it have anything to do with this?,10
DR. PARENTI,Please...,1
DOGGETT,"Why don't you tell us what we're looking at here, Dr. Parenti?",12
DR. PARENTI,You people have no right to be here. I want you to leave.,13
MULDER,What is this? Some kind of showroom?,7
DR. PARENTI,Do you know what I've been through in the past 24 hours? Close friend and colleague is missing. Much of my life's work has been destroyed.,26
DOGGETT,How about you explain what you are doing? What these things are.,12
DR. PARENTI,They are what we are all working so hard to prevent-- children with non-survivable birth defects.,16
MULDER,Does that work include experimentation with alien embryos? Work that you would destroy to cover up such allegations?,18
DR. PARENTI,Where do you get these ideas?,6
MULDER,From a friend of mine-- a former patient of yours-- Dana Scully.,12
DR. PARENTI,If I'm such a Dr. Frankenstein how is it that Ms. Scully is carrying a perfectly healthy child? In her own medical opinion.,23
MULDER,Is she?,2
DOGGETT,"I'd say this man's suitably pissed off. Why don't we let him get back to work. Let's go, Mulder.",19
DR. PARENTI,Thank you.,2
LIZZY GILL,Dana?,1
SCULLY,"Mmm, hmm-mm...",2
LIZZY GILL,"Oh, sorry.",2
SCULLY,Horse pills.,2
LIZZY GILL,I'm about to leave. Your dinner's in the oven. And I just wanted to say that I hope this is working out. I know it's important to your Mom.,29
SCULLY,"It is. And, uh... I appreciate your help. I didn't quite realize, uh... how much I needed it.",18
LIZZY GILL,"Well, I'll see you.",4
DUFFY HASKELL,How's it going? You look unsure.,6
LIZZY GILL,No. I think she trusts me.,6
DUFFY HASKELL,Good. We're almost at the end.,6
MULDER,"You found something, didn't you?",5
AGENT CRANE,You still answering to him?,5
DOGGETT,We found teeth and a porcelain bridge. We're waiting on Dr. Lev's dental records to make positive ID.,18
