speaker,line,words
AMBER LYNN,"Now I lay me down to sleep I pray the lord my soul to keep. If I die before I wake, I pray the lord my soul to take. God bless Mommy. God bless Daddy and Grandma and Grandpa LaPierre and Grandma and Grandpa Dyson, and...",46
MRS. LAPIERRE,"Okay, okay, Amber Lynn. Bedtime. Come on. You grab Mike, okay? Hop in. Let's get you cozy, cozy, toasty, toasty. In the sack, snug as a bug.",27
MR. LAPIERRE,"Night-night, Little.",2
AMBER LYNN,"Night, daddy. Night, mommy.",4
MRS. LAPIERRE,"Night, love. Headlights out, Amber Lynn.",6
MRS. LAPIERRE,That's a good girl.,4
MAN ON TV,Weapon on the floor!,4
MR. LAPIERRE,This is great.,3
MAN ON TV,What is this trial I'm being put through?,8
MAN ON TV,A test of my love for you?,7
MR. LAPIERRE,Billie?,1
(MORE OF MRS. LAPIERRE'S WRITING,""" … my instructions will result in the execution of Amber Lynn."")",11
(MORE OF MRS. LAPIERRE'S WRITING,"""Go to the police and I will strangle her and send you the body parts one by one. Tell a stray dog and you will never see her alive again. Don't do anything dumb. No one shoots at Santa Claus."")",40
MR. LAPIERRE,Billie! Amber Lynn!,3
SKINNER,"Amber Lynn LaPierre, that's right. A federal investigation is underway... Of a kidnapping in Sacramento, California.",16
SKINNER,"Why are you here, Agent Mulder?",6
MULDER,I want this case.,4
SKINNER,I'm fairly certain I've got more than enough competent Agents in here.,12
MULDER,"Ooh, I can see that.",5
SKINNER,"This is a kidnapping, Agent Mulder. A little girl snatched from her bedroom. Basic missionary-style FBI work. It's not an X-File.",21
MULDER,I'm aware of the facts.,5
SKINNER,We're trying to rule out all possibilities before we start making any statements.,13
MULDER,That's what I'm talking about-- ruling out other possibilities.,9
SKINNER,"I can't just give you the case. I have to follow protocol. Behavioral gets first crack, then the people down at N.C.M.E.C.",22
MULDER,"Two, three, four hours-- this case is going to be a circus. Every starstruck attorney in America is going to want to represent these people for free. If somebody doesn't ask the right questions right now they may never get asked.",41
SKINNER,You've got till noon. Mulder... the agents in my office... they have a pool going.,15
MULDER,They think she's dead. Don't bet on it.,8
OFFICER,"Make room, make room. Back it up. Back it up. Come on, a little more, sir. A little more.",19
REPORTER,"Excuse me, have they found the girl? Are there any new developments in the case? Is she dead?",18
REPORTER 2,Are the parents suspects in the disappearance of their daughter?,10
HARRY BRING,"Sorry, no press allowed inside.",5
MULDER,"Special Agent Fox Mulder, FBI. I'd like to speak to Mr. and Mrs. LaPierre, if I may.",17
HARRY BRING,My clients have nothing to say. Uh... Harry Bring. How can I help you?,14
MULDER,"Mr. Bring, your … your card says ""real estate law and conveyances."" Have you ever handled a murder case?",19
HARRY BRING,This isn't a murder case.,5
MULDER,"Well, it might as well be once the facts about Amber Lynn's disappearance get out.",15
HARRY BRING,My clients are not murderers and … and I resent any such accusation.,13
MULDER,"Yeah. If you really want to help your clients, Mr. Bring get them a real lawyer.",16
MR. LAPIERRE,"It's okay, Harry.",3
MR. LAPIERRE,Billie and I got nothing to hide.,7
MULDER,"Mr. And Mrs. LaPierre, my name is Fox Mulder. I'm a Special Agent with the FBI and I have a lot of experience with crimes like the one that took place here. I know you've made a statement to the police but I'd like to ask you some questions about that and I'd like you to answer in as much detail as both you and your lawyer are comfortable with. I want to ask you about the note you found. Where did you find it?",85
MR. LAPIERRE,In my daughter's bedroom.,4
MULDER,When?,1
MR. LAPIERRE,When I went to check on her.,7
MULDER,"Um, do you know what time that was?",8
MR. LAPIERRE,"9:30, I think. Right-right about then. I was watching TV in here.",12
MULDER,What were you watching?,4
MR. LAPIERRE,I never heard of it before. It was good.,9
MULDER,"What about you, Mrs. LaPierre?",5
MRS. LAPIERRE,I was in bed already.,5
MULDER,Were you asleep?,3
MRS. LAPIERRE,Half.,1
MULDER,Is that Amber Lynn's bedroom that I saw down the hallway there?,12
MRS. LAPIERRE,Yes.,1
MULDER,Do you always lock your doors at night even if you're home?,12
MRS. LAPIERRE,Yes.,1
MULDER,"You know most of your neighbors, I bet up and down the street. You're on good terms with them?",19
MR. LAPIERRE,"Most of them, yes.",4
MULDER,Can you think of anyone that might have wanted to hurt Amber Lynn?,13
MRS. LAPIERRE,No.,1
HARRY BRING,That's enough questions. They've been very helpful but I think you can see these folks have nothing whatsoever to hide.,20
