speaker,line,words
SHANNON MCMAHON,Vodka on the rocks.,4
CARL WORMUS,Hi. How are ya?,4
SHANNON MCMAHON,Thirsty.,1
CARL WORMUS,"Um, straight up. And no ice this time.",8
CARL WORMUS,I tell this guy about the ice and then he pours me a scotch rocks.,15
SHANNON MCMAHON,What's wrong with the ice?,5
CARL WORMUS,"It's the water, actually, in the ice. I'm kind of an expert on it.",14
SHANNON MCMAHON,"Well, what's wrong with it?",5
CARL WORMUS,No big secret. It's been in the news. Government additive. Something they call chloramine.,14
SHANNON MCMAHON,"Yeah, they say that's good for us, it's like fluoride or something.",12
CARL WORMUS,"Well, that's what they say. Look, um, I didn't sit down here to scare you. On the contrary.",18
SHANNON MCMAHON,Would you like to get some air?,7
CARL WORMUS,"Long way to go for a drink, huh?",8
CARL WORMUS,Do you like living out here?,6
CARL WORMUS,How much farther?,3
SHANNON MCMAHON,Just over the bridge.,4
(CUT OVER TO,A bridge over the river. It is a drawbridge over the Potomac River and now it is in the process of rising up. The barricade is being closed and we see the lights of the CARL WORMUS's car approaching at speed.),41
(CUT BACK,"In the car. CARL WORMUS is slowing the car down because of the rising bridge. SHANNON MCMAHON slowly puts her left hand down on the CARL WORMUS's right leg. He smiles, as she does it. All of a sudden, she presses her hand down firmly on his leg pressing his foot down on the accelerator. The car begins speeding up.)",60
CARL WORMUS,What the hell you doing?,5
CARL WORMUS,Let go!,2
CARL WORMUS,You'll gonna kill us!,4
CHRIS CARTER,Last season on The X-Files...,5
KNOWLE ROHRER,There was a rumoured program out of the cold war. A plan to create a super-soldier.,16
DOGGETT,I didn't want to believe it. He said Agent Scully's a part of that program too.,16
KRYCEK,Your baby was a miracle.,5
SCULLY,My baby is normal.,4
KRYCEK,She may never even make it out of this building.,10
SKINNER,Get him off!,3
SCULLY,This is my baby! Please don't let them take it!,10
REYES,"Push, Dana!",2
DOGGETT,This office is under investigation. For the late-night meeting between you and an intelligence operative named Knowle Rohrer.,18
KERSH,You investigate what I tell you.,6
DOGGETT,You put me on the X-Files.,6
MULDER,I think what we feared were the possibilities. The truth we both know.,13
SCULLY,"It's going to be okay... She pats him on his back and walks with him into the living room, gently holding him in her arms. On the living room floor we see several packed suitcases.)",35
REYES,Hello?,1
MAN ON PHONE,"Monica, it's me. Did I wake you?",7
REYES,"Brad. Um-hmm, no, I'm awake.",5
FOLLMER,You're in town?,3
REYES,"Yeah, I, I came in on short notice.",8
FOLLMER,"Listen, if you're coming into the Hoover Building can you stop by my office on your way in?",18
(CUT BACK,to REYES. Camera pans around her face.),7
REYES,Yeah. Sure. I can do that.,6
FOLLMER,Good. Looking forward to it.,5
(CUT BACK,"to DOGGETT's house. The kettle on the stove whistles. He pours some boiling water into a cup. As he's making his breakfast, he listens to a news report on TV.)",30
TV ANNOUNCER,"... last night. The 38 year old body of Carl Wormus, a deputy administrator for the Environmental Protection Agency was pulled from the Potomac by divers this morning...",27
TV ANNOUNCER,... it appears Wormus drove his car through a barricade on the drawbridge into the river. A police spokesperson said it appears he was alone in the car...,27
FOLLMER,Monica?,1
REYES,Hi.,1
FOLLMER,What you doing?,3
REYES,"I was leaving you a note. Your assistant was out and... I didn't want to knock. I was gonna call you, uh. Um, hi, Brad.",25
FOLLMER,Come on in.,3
FOLLMER,What?,1
REYES,We're at work.,3
FOLLMER,You used to ask me to close the door at work back in New York.,15
REYES,"Is that all you called me here for, Assistant Director?",10
FOLLMER,"I probably shouldn't tell you how hot you look either, because you do. How long's it been? Two years?",19
REYES,"Yeah. We should catch up, Brad. Really. I've got to get downstairs.",12
FOLLMER,I've got something for you.,5
FOLLMER,"Forgive me, but... uh... it didn't take a whole lot of digging to figure out why you're here in D.C., Monica.",21
REYES,What are those?,3
FOLLMER,Something you're gonna see... but I wanted to show you first. They were taken from security cameras in the FBI parking garage. One of them... shows you arriving in a cab meeting with John Doggett.,35
REYES,"Yeah, I'm working with him. He called me up here on a case.",13
FOLLMER,"I heard. Believe me, this whole thing about a chase and a crash and a fire. And now Doggett's internal investigation of Deputy Director Kersh... it's... big news.",28
REYES,What's so important to show me?,6
REYES,What's on the other tape?,5
KERSH,"How's your investigation going, John? Have you turned up any incriminating evidence on me yet?",15
