speaker,line,words
JANE BRODY,"Cover for me in case dork-face comes back around, will you?",11
MISSY,Where you going?,3
JANE BRODY,I need a cigarette.,4
MISSY,You had one 15 minutes ago.,6
JANE BRODY,45 minutes.,2
MISSY,Why don't you get yourself one of those patches or that gum?,12
JANE BRODY,What do you think I'm chewing?,6
MISSY,Then maybe you should just quit. Ever think of that?,10
JANE BRODY,"Look. Just cover for me, OK? Tell her I've got a stomach bug or something.",15
MISSY,"Jane! Come on, you're gonna get in trouble! Jane?",9
MISSY,"Hey, Jane...",2
"AUDREY COUNTY MORGUE, 12",22 AM,2
"POLICE FORENSIC LAB, DESMOND, VIRGINIA, 2",35 AM,2
OFFICER ROBBINS,"Brodie, Jane L. Yeah, we've got the pathologist's work, but the, uh, techs haven't been over the crime scene yet.",20
SKINNER,Let me see what you've got.,6
OFFICER ROBBINS,Your name?,2
SKINNER,Special Agent Fox Mulder.,4
OFFICER ROBBINS,"Working the late shift, Agent Mulder?",6
SKINNER,Yeah. Somebody's got to.,4
OFFICER ROBBINS,You need to sign that.,5
SKINNER,I'm all set here.,4
OFFICER ROBBINS,Finished?,1
SKINNER,Yeah. Thanks.,2
OFFICER ROBBINS,No problem.,2
DETECTIVE THOMAS,Agent Mulder! I'm glad I caught you.,7
SKINNER,Who are you?,3
DETECTIVE THOMAS,"Detective Thomas. Ray Thomas. I'm the one who contacted you, who e-mailed the pictures to your office. I ran into Officer Robbins. He said you'd come down here to take a look at some of the forensic evidence.",38
SKINNER,"Yeah, that's right.",3
DETECTIVE THOMAS,"So... does that mean you think you found something here, something worth looking into?",14
SKINNER,I'm afraid not.,3
DETECTIVE THOMAS,No?,1
SKINNER,I didn't find anything to recommend my further involvement in this case.,12
DETECTIVE THOMAS,"What about the woman? How do you explain what happened to her? She walks into a bathroom, a minute later, she turns up... You saw the pictures!",27
SKINNER,I saw them.,3
DETECTIVE THOMAS,"I was told you were part of something called the X-Files, you'd look into stuff like this. So if there's really nothing to this, why come all the way down here in the middle of the night?",37
SKINNER,"I'm just doing my job, Detective, same as you.",9
MULDER,"Oh, you are home.",4
SKINNER,"Yeah, what are you doing here?",6
MULDER,I was trying to reach you. I think your phone's off the hook.,13
SKINNER,"Uh, I needed some sleep.",5
MULDER,Is that why you're taking the garbage out at 4 in the morning?,13
SKINNER,"What do you want, Agent Mulder?",6
MULDER,I want some answers.,4
SKINNER,Concerning?,1
MULDER,"The unexplained death of a postal worker that somebody is apparently going to great lengths to keep unexplained. These photos were sent to me by a detective who thought I might have a fresh take on the case, but when I went to retrieve them from my e-mail, somebody had hollowed out the files.",54
SKINNER,Then where'd you get them?,5
MULDER,From his partner.,3
SKINNER,When?,1
MULDER,After he finished questioning me about the detective's death.,9
SKINNER,"What, what are you talking about?",6
MULDER,"He was killed, shot in the head execution-style. His body was found near the precinct two hours ago... possibly by the same person who forged my name to gain access to evidence from the forensics lab.",36
SKINNER,What do you want from me?,6
MULDER,"Well, I'd like your help on this, sir.",8
SKINNER,What about Agent Scully?,4
MULDER,Agent Scully is in the hospital.,6
SKINNER,Has something happened that I should know about?,8
MULDER,"She's undergoing some imaging tests. Her, uh, her oncologist was concerned about some microscopy results that, uh, her tumor may be metastasizing. Anyway, I, I'd like you to take a look at those photos, please.",35
SKINNER,"Yeah, I will, first thing in the morning.",8
MULDER,"Want me to, uh, dump this on my way out?",10
SKINNER,"No, I got it.",4
MULDER,All right.,2
SKINNER,"Was it you? Did you pull the trigger, or did you have him do it for you?",17
CIGARETTE SMOKING MAN (CSM),I'm not here to answer your questions.,7
SKINNER,You murdered him! You killed an officer of the law!,10
CSM,"I suggest you keep your voice down, Mr. Skinner, unless you want your neighbors to know the hours and the company you keep.",23
SKINNER,I won't be a party to murder.,7
CSM,"I wouldn't get too comfortable on your moral high ground, Mr. Skinner. This only happened because you left your job unfinished.",21
SKINNER,I handled him just like I've handled everything else you've asked me to do. I followed your instructions.,18
