speaker,line,words
WAITER,Excuse me. Do you want that warmed up?,8
LAPTOP MAN,No. But I’ll buy another one if you’ll leave me alone.,11
LAPTOP MAN,We’ll see about that.,4
BUYER,Eight ball.,2
JACKSON,Yeah?,1
VOICE,"Hello, Jackson.",2
JACKSON,How’d you get this number?,5
VOICE,"What do you care? You’re partner, Kenny Slater, he took your money, didn’t he? I want to help you, Jackson.",20
JACKSON,Help me what?,3
VOICE,Slater’s in the Metro Diner. 14th and Arlington.,8
JACKSON,"He’s in Florida by now, man... Jamaica, Cuba...",8
VOICE,No. He’s here. In the Metro Diner. 14th and Arlington.,10
JACKSON,14th and Arlington. It’s Kenny. The fool’s come back.,9
VOICE,The men who took your product Friday night are in the Metro Diner.,13
CRACK DEALER,14th and Arlington.,3
VOICE,Spanish Jack is in the Metro Diner – 14th and Arlington. I understand you wish to speak with him.,19
GWDLSJ,14th and Arlington.,3
BOYCE,Boyce.,1
VOICE,Pico Salazar is in the Metro Diner.,7
BOYCE,Salazar? Who is this?,4
VOICE,14th and Arlington.,3
LAPTOP MAN,Oh... sharper than a serpent’s tooth to have a thankless child.,11
LAPTOP MAN,"Now you know what’s coming, and there’s nothing you can do.",11
LAPTOP MAN,You won’t feel a thing.,5
BOYCE,US Marshalls! On the floor!,5
LAPTOP MAN,No!,1
BOYCE,"Get down, now!",3
LAPTOP MAN,No!,1
MULDER,"Charles Figgis, ten year veteran of the US Marshall’s Service. Multiple gunshot wounds, high speed Teflon rounds. His partner, Gerald Boyce was DOA at Mercy General. Tried to catch a nine millimeter slug in his teeth.",36
SCULLY,Looks like they crashed the wrong party.,7
MULDER,Figgis and Boyce had radioed in that they were coming here to apprehend Pico Salazar.,15
SCULLY,Pico Salazar?,2
MULDER,The Colombian Cartel’s banking liaison. Salazar escaped from federal custody three months ago. Boyce and Figgis were on the offender transport squad that lost him. They took his escape personally. A phone tip told them that Salazar was going to be here tonight.,43
SCULLY,"A foreign national with his kind of connections? What would he be doing here, let alone in the country?",19
MULDER,I don’t think he is... or was. But there were a lot of very photogenic gentlemen that were.,18
SCULLY,"Mulder, these are street level coke dealers... Minor wholesalers at most.",11
MULDER,"Yeah, not the type you’d expect to associate with a cartel boss.",12
SCULLY,What would they be doing here?,6
MULDER,Maybe it was for the pie.,6
