speaker,line,words
DET. BARBALA,What ho.,2
DET. LAZARD,What ho.,2
DET. BARBALA,"Hey, Lazard. Now why do the night guys get a piece like you when we're stuck with old eel breath?",20
DET. LAZARD,"It's fate, Detective, conspiring to keep us apart. All right, I'm outta here. See ya. Tomorrow.",16
DET. LAZARD,You all right? You lost?,5
DET. LAZARD,"Anyway, I got her in the holding room. She's not talking, she won't say a word... at least not to me.",21
DET. BARBALA,"And you're asking me because you know how good I am with kids, right?",14
DET. LAZARD,"Yeah, a regular Mr. Greenjeans.",5
DET. LAZARD,Hi. This is Detective Barbala. He's gonna help you find your parents.,12
DET. BARBALA,Hi ya sweetheart. What's your name?,6
MICHELLE,Michelle.,1
DET. LAZARD,Everything's gonna be all right. OK? Don't be scared now.,10
DET. BARBALA,"Michelle what? Well, you said your first name was Michelle, now what's your last name?",15
MICHELLE,Bishop.,1
DET. BARBALA,"Bishop. Michelle Bishop. And where do you live, Michelle? Here in Buffalo?",12
VARIOUS IN PRECINCT HOUSE,What was that? Did you hear that?,7
MAN FROM STREET BELOW,Somebody call an ambulance!,4
MULDER,How'd you hear about us?,5
DET. LAZARD,"My brother. My, uh, my brother's a cop. Baltimore. He told me about your work on the Tooms case, said you gotta good feel for things out of the ordinary. Look, the truth is Barbala never won any popularity contests here at the one-four, but he's, he's still a cop, you know. I guess that's why I can't just let this rest.",62
SCULLY,"You said there was one witness, a little girl. What did she say happened?",14
DET. LAZARD,She said there was another man in the room.,9
SCULLY,"Well, it stands to reason that somebody...",7
DET. LAZARD,"I was right outside. I'm telling you, there was nobody else there except for Barbala and the kid.",18
MULDER,So you didn't get a description of who the kid saw?,11
DET. LAZARD,"I'm telling you, there was no one else. Listen. The department is treating this as a suicide, but I gotta tell you. I knew this guy. There's no way he did himself.",32
SCULLY,Was he depressed or under psychiatric care of any kind?,10
DET. LAZARD,No. Only time he ever looked at himself was in the mirror. And he always liked what he saw.,19
MULDER,Plus jumpers tend to open the window before they jump. Where's the kid now?,14
DET. LAZARD,She was released about an hour ago. Her mother came to pick her up.,14
SCULLY,"You don't really think the girl had anything to do with it, do you?",14
DET. LAZARD,"I don't know what to believe any more. You know, eight years I've been on this force, I've seen a lot of strange things. But I'm telling you... this kid... something's just not right about her.",36
LINHART,Did he have long hair or short hair?,8
MICHELLE,Short.,1
MULDER,Like that? Was his hair dark like mine or lighter like yours?,12
MICHELLE,Like mine.,2
LINHART,What about a beard or a moustache?,7
MICHELLE,Moustache.,1
LINHART,Like this? Or this?,4
LINHART,Whoa! What happened? Weird. I didn't even hit a key. Must be a glitch in the new software.,18
MULDER,Michelle? Was his mustache like that?,6
SCULLY,Do you have any idea how your daughter might have gotten there? Buffalo's half an hour away by train and the station is a five minute car ride.,28
