speaker,line,words
SCULLY,Hello? Merry Christmas!,3
TARA,Hello!,1
MARGARET,"Oh, my God. Look at you.",6
TARA,Can you believe it?,4
MARGARET,How am I going to get my arms around you?,10
SCULLY,You're huge.,2
TARA,"Oh, I know. Welcome. Welcome. Oh, hi, Sweetie.",8
BILL,"Let's get you two settled. Sorry about the digs, Mom. I know you hoped like hell you didn't have to spend another night in base housing.",26
MARGARET,Are you kidding? This is wonderful.,6
SCULLY,This is the exact same layout as our old house.,10
BILL,That's the Navy for ya.,5
TARA,"Yeah. Bill tells me, Mom, that you'll be staying in your old room. And the nursery is going to be in Dana and Melissa's room.",25
BILL,That's right.,2
TARA,I got it. Bill!,4
BILL,Thanks.,1
SCULLY,Mom? You okay?,3
MARGARET,"oh, yeah. I was just thinking about your Dad... and Melissa... and how much I miss them.",17
SCULLY,Bill? Scully residence...,3
WOMAN,Dana?,1
SCULLY,"Yes, sorry, who is this?",5
WOMAN,"Dana... she needs your help. She needs you, Dana. Go to her.",12
SCULLY,Who... who is this?,4
MAN ON PHONE,"FBI, San Diego.",3
SCULLY,"This is Special Agent, Dana Scully. My badge number is 2317616. Can you transfer me to your sound agent, please? I would like to trace the last number that was dialed into this phone.",34
KRESGE,"Whoa, whoa, whoa. Who are you?",6
SCULLY,"Scully, FBI. Can you tell me what's going on here?",10
KRESGE,"Well, no offense, Scully, FBI, but what's it to you?",10
SCULLY,I received a phone call from this address. It was a woman's voice. She said that somebody here needed help.,20
KRESGE,When was this?,3
SCULLY,About 20 minutes ago.,4
KRESGE,I've been here 30 minutes. Guarantee you no one's called out to you or anyone else. Phone's off the hook.,20
SCULLY,"Please, can you tell me what happened here?",8
KRESGE,"This is Mrs. Roberta Sim. Age 40. Suicide. She's been dead at least three hours. If you got a call from her, she must have dialed 1-800-the great beyond.",29
BILL,"Dana, what's going on? They're joking that you got a call from a dead woman.",15
SCULLY,"I thought it was a dead woman, just not the one in there.",13
BILL,What are you talking about?,5
SCULLY,"I know it's not possible, Bill, but it sounded just like her.",12
BILL,Who?,1
SCULLY,Our sister... Melissa.,3
