speaker,line,words
DR COUVILLION,"It's important that you realize sonograms are by no means an exact science. I don't want to alarm you or have you jump to conclusions because honestly, it's not something that we're perfectly able to explain.",36
LAURA,But I-I don't see anything.,5
DR COUVILLION,"As I said, we may be premature in a diagnosis. It may simply be... An intermediate stage of growth.",19
WAYNE,But there's a problem.,4
DR COUVILLION,We see a development-- an abnormal bony formation involving the upper vertebrae and something growing here-- on the plates of the skull.,22
LAURA,Wayne...,1
WAYNE,Sweetness?,1
LAURA,It might be nothing. I'm serious. Dr. Couvillion really just wants to wait and see.,15
WAYNE,I just... want it to be normal.,7
LAURA,"Oh, Wayne... let's go home, okay? Come on.",8
LAURA,Thank you.,2
WAYNE,"I love you, Laura... no matter what. You know that? Poopydoo?",11
LAURA,"I know. Good night, Wayne.",5
WAYNE,"Good night, Laura. Sweet dreams.",5
LAURA,Wayne!,1
LAURA,Wayne!,1
LAURA,"Wayne! Please, what are you doing?! No...",7
LAURA,Stop it! Wayne! Where are you?! Stop him!,8
LAURA,"Please, don't take my baby! Please, don't take my baby! Wayne! Wayne!",12
WAYNE,Laura?,1
LAURA,My baby!,2
WAYNE,"Laura, it's okay. Laurie, you're having a dream.",8
LAURA,"Oh, it was terrible.",4
WAYNE,It's okay. Shh.,3
LAURA,Oh... it was... Trying to steal our baby.,8
DEPUTY ARKY STEVENS,"It's not the kind of case where I quite know where to turn, you understand. Down in Hollins we do get our share of the oddball. On the whole, though, we're pretty much like any other little town. You got your home break-ins, your smash and grabs... nothing too wild. But given the victim's statement, the unusually vivid detail... Well, I just had to take Laura's word about her baby being abducted. I hear you specialize in these kind of cases.",81
AGENT SPENDER,"You've come to the right place, Deputy, uh... Stevens. Now this woman making these claims she's your sister?",18
DEPUTY ARKY STEVENS,"Yes, sir. Laura Weinsider.",4
AGENT SPENDER,Mm-hmm.,1
DEPUTY ARKY STEVENS,"I've heard about the things people been saying about her, not to my face, of course, but... real mean and awful things about what Laura's part is in all this.",30
AGENT SPENDER,"Now it says here, a doctor's report the day before revealed to her ah... abnormalities in the ultrasound.",18
DEPUTY ARKY STEVENS,"Yes, sir, that is true, but nothing conclusive, mind you.",10
AGENT SPENDER,"I see. Okay, Deputy. We're going to put this right into our priority caseload.",14
DEPUTY ARKY STEVENS,Boy... I really want to thank you. I know Laura's really itching to talk to somebody who will really listen to her.,22
DEPUTY ARKY STEVENS,"I know this went right into your caseload but I never imagined you would get here so soon, Agent, uh...",20
MULDER,"Oh, Mulder. Fox Mulder. Though I ask you not to make that known to anybody. The FBI likes to keep our work on these cases very hush-hush.",27
DEPUTY ARKY STEVENS,"Sure, of course but I would like to thank Agent Spender.",11
