speaker,line,words
BO TAYLOR,You boys eat your vegetables or I'll do the same to you!,12
COOK,"Hot meat, Senor.",3
ENGINEER,¡Hey Amigo! ¿Que pasó esta noche? How was the roast beef? ¿Que cómo está el carne? ¿Bueno o malo?,19
BO TAYLOR,Who's our communications officer?,4
BO TAYLOR,"Hey, what gives with the...",5
BO TAYLOR,What the hell are you doing?,6
BO TAYLOR,Enough.,1
BO TAYLOR,Oh man.,2
BO TAYLOR,Now you gone and done it.,6
DE LA CRUZ,"¡Déjeme! ¡Déjeme! No, no, no, no, nooo, nooo-oooooooo....",8
DOGGETT,"Am I interrupting anything, Agent Mulder?",6
MULDER,Nothing you'd be too terribly interested in Agent Doggett.,9
DOGGETT,Agent Mulder. What are you doing down here?,8
MULDER,Looking into the recent death of an oil worker.,9
DOGGETT,I got a heads up from you a couple of days ago.,12
MULDER,That's what I'm doing here.,5
DOGGETT,"Agent Mulder, I understand you have more than just a proprietary interest in these cases, but I can't help it if you're not assigned to this unit any more. I didn't see any reason to pursue this oil worker case.",40
MULDER,"Well maybe you missed the fact that this victim's corpse washes ashore in Port Arransis, Texas with massive flash burns on 90% of his body.",25
DOGGETT,"I read the report Agent Mulder, if you're insinuating I didn't.",11
MULDER,"Then you must also know that this man was not the only man to disappear from the Galpex-Orpheus platform that night, but one of two men. The communications officer is also missing.",32
DOGGETT,"The company attributes that to an explosion on the rig, a blowout. Which is what they say caused Simon de la Cruz his burns.",24
MULDER,Burns the M.E. said in his report we not inconsistent to exposure to high levels of radiation.,17
DOGGETT,Not inconsistent. It's not exactly who I call a ringing endorsement.,11
MULDER,These files include the same kind of radiation phenomenon. Tissue destroyed by exposure to...,14
DOGGETT,"Black oil. Five years ago, you and Agent Scully investigated a case of a World War Two plane salvaged from the bottom of the Pacific Ocean, where a sepsis was brought to the surface which you describe as a highly contagious virus of extra-terrestrial origin. That has radioactive properties and can take over a man's body. And it's part of an alien conspiracy to colonise the planet, if I'm not mistaken.",71
MULDER,"And you'd love to help, but you left your light-sabre at home.",12
MULDER,"How'd you get stuck down here, Agent Doggett? Kersh catch you peeing in his cornflakes?",15
DOGGETT,John Doggett.,2
SCULLY,"The Deputy Director is waiting, Agent Doggett.",7
DOGGETT,"Yeah, I was just on my way up.",8
SCULLY,Why didn't you tell me you were pursuing the Texas oil worker case?,13
DOGGETT,'Cause I'm not.,3
SCULLY,Well there's an executive here from the oil company who says he was contacted by a man in our office.,20
DOGGETT,That'd be Agent Mulder.,4
SCULLY,What are you talking about?,5
DOGGETT,I'm gonna to let him answer that.,7
MULDER,Just like old times.,4
KERSH,Now it's all making sense.,5
MULDER,Tough crowd.,2
KERSH,"Mr. Ortega, this is Special Agent Fox Mulder, the person you spoke to on the phone, I believe. Mr. Ortega is Vice President of Operations for Galpex Petroleum out of Galveston, Texas.",32
MULDER,"I believe we did speak, yeah.",6
KERSH,There's also confusion about who spoke to certain Government officials who seem to think the FBI is running an investigation into the accident.,23
MULDER,"That would have been me as well, Sir, and that was in the best interest of the FBI and Mr. Ortega. I believe.",23
KERSH,"Mr. Ortega would beg to differ, as would I.",9
ORTEGA,"You complicated an already sensitive situation, Agent Mulder. Galpex Petroleum has discovered what we think may be a massive new oil province beneath the Gulf of Mexico. One that would give a huge advantage, financially and politically, to whoever gets to drill it.",43
SCULLY,Who else are we talking about?,6
ORTEGA,"US territorial water cover the northern half of the Gulf. Our wells are on our side, but the field may spread well to the south. The Government of Mexico could claim it's theirs.",33
MULDER,This incident has nothing to do with that whatsoever. It's about the unexplained death of Simon de la Cruz.,19
ORTEGA,Simon de la Cruz was a Mexican national killed in a US business enterprise. They'd like nothing better than to use his death to get us to abandon the Orpheus rig so they can be the first to drill the province,41
KERSH,"Leaving me no choice now but to conduct a criminal investigation, quickly and quietly, to take away any legal position that would affect American interests.",25
MULDER,A criminal investigation isn't doing to clear up anything.,9
KERSH,"You've done more than enough Agent Mulder, thank you.",9
MULDER,I don't think you know exactly what you're dealing with here Sir.,12
KERSH,"No, I think I do Agent.",6
MULDER,This is an X-File.,4
KERSH,And I'm sending someone from the X Files to investigate.,10
MULDER,You're talking about an oil rig that's 150 miles out at sea. You cant send a pregnant woman.,18
KERSH,I'm not sending Agent Scully.,5
YURI,"Yuri Volkov, Communications Specialist.",4
SACHS,Bring the new gear?,4
