speaker,line,words
LANGLY,...elaborate and dark conspiracy.,4
SCULLY,"Look at you, you're shaking.",5
MULDER,"One at a time, boys. Now what's going on?",9
LANGLY,Frohike's close...,2
FROHIKE,Don't use my name! What the hell's wrong with you? Now I'll have to kill you!,16
BYERS,Langly and I performed three sweeps...,6
FROHIKE,He's everywhere. He's everywhere.,4
BYERS,...with the CPM-seven-hundred and did not detect a single bug.,10
FROHIKE,The CPM-seven-hundred is a piece of crap!,7
BYERS,The acoustic correlator is reading only passive sounds.,8
MULDER,"I've been here twenty minutes and I still don't know what the hell is wrong! No one would kill you, Frohike, you're just a little puppy-dog.",26
FROHIKE,I don't utter another syllable until the CSM-twenty-five countermeasure filter is activated.,12
BYERS,No electronic surveillance known can cut through the CSM-twenty-five.,9
SCULLY,"Okay, okay. Now tell us what you're so close to.",10
FROHIKE,"Not a ""what."" A ""who."" If you find the right starting point and follow it, not even secrets of the darkest of men are safe.",25
MULDER,Cancer Man? What did you find?,6
FROHIKE,"Possibly everything. Maybe his background. Who he is, and who he wants to be. August twentieth, 1940, Mexico City. A Stalinist agent assassinated Leon Trotsky with an icepick. At that same moment, a thousand miles north, in Baton Rouge, Louisiana, he appears. The father was an ardent Communist activist. During the Nazi-Soviet pact, he kept the N.K.V.D. informed about American plans to enter World War II. He was executed under the Espionage Act of 1917... before his boy could walk. The mother, a cigarette smoker, died of lung cancer... before her son uttered his first word. With no surviving family, he became a ward of the state, sent to various orphanages in the Midwest. Didn't make friends, spent all his time reading... alone... and then... he appears to have vanished... until a year and a half after the Bay of Pigs. PART I ""Things really did go well in Dealey Plaza.""",151
TROOP LEADER,"Premier Krhuschev, we want you!",5
TROOPS,"Premier Khruschev, we want you!",5
TROOP LEADER,We're going to kick your rang-a-dang-doo.,6
TROOPS,We're going to kick your rang-a-dang-doo!,6
TROOP LEADER,"Fidel Castro, we want you!",5
TROOPS,"Fidel Castro, we want you!",5
TROOP LEADER,We're going to kick your rang-a-dang-doo.,6
TROOPS,We're going to kick your rang-a-dang-doo!,6
TROOP LEADER,Mother Russia...,2
WILLIAM MULDER,Why don't you just go see the movie?,8
CSM,I'd rather read the worst novel ever written than sit through the best movie ever made.,16
PRIVATE,"Captain, sir. General Francis requests you report to his office ASAP, sir.",12
WILLIAM MULDER,My one-year old just said his first word.,8
CSM,What was the word?,4
WILLIAM MULDER,"""J.F.K.""",1
CSM,"I'll catch you later, Mulder.",5
MAN,"He's here, sir.",3
FRANCIS,Send him in.,3
CSM,"You wish to see me, sir?",6
AGENT MAN,"Have a seat, Captain. Captain, have you ever seen these two men......met the general, or myself?",16
CSM,"No, sir.",2
AGENT MAN,"In January, 1961, did you aid Congo President Kasavuba in the arrest and assassination of Patrice Lamumbra?",17
CSM,"No, sir.",2
AGENT MAN,"Were you involved in the training of Cuban nationals during ""Operation Zapata,"" also known as ""The Bay of Pigs?""",19
CSM,"I'm sorry, sir, I'm unaware of any such operation.",9
AGENT MAN,"On May thirty-first, 1961, did you aid Dominican locals in the assassination of Rafael Trujillo?",15
CSM,"No, sir.",2
AGENT MAN,"Your father was a convicted spy for the Soviet Union, executed in a Louisiana electric chair, was he not?",19
