speaker,line,words
GIBSON,Checkmate.,1
CSM,"Go on! Take your shot, Alex!",6
KRYCEK,Right there! I was … sent to bring you back.,10
MULDER,"Wow, you know you’re going places in the Bureau when the Assistant Director tidies up your office for you. What’s up?",21
SKINNER,"I was just, uh … looking.",6
MULDER,For anything special?,3
SKINNER,"I came down to ask you something. I, uh, I guess I was nosing around – wondering about you -- your, uh, long-term plans.",23
MULDER,My long term plans? You got them right there in your hands.,12
SKINNER,"What do you hope to find? I mean, in the end.",11
MULDER,Whatever I hope to find is in here. And maybe I’ll know it when I find it. Is that what you came to ask me?,25
SKINNER,"No. There’s a case – nothing I’d send you normally – a murder … an assassination of a Russian chess player. The shooter is former National Security Agency … one of ours. It’s got a lot of people upset. This kid, Jeffery Spender – Special Agent Spender – he’s been given the case. He’s running it.",56
MULDER,You give it to him?,5
SKINNER,No. It came as an order from somewhere outside the Bureau. His team’s assembled upstairs right now. He was very specific that you be excluded.,25
SPENDER,"Using a weapon registered to a US intelligence agency, the shooter fired one kill shot at Anatole Klebanow before being captured without incident a short distance from the scene. .",29
SPENDER,No motive has been established nor has the shooter offered up a statement or accomplice.,15
MULDER,Please continue.,2
SPENDER,"The trajectory of the kill shot suggests the shooter acted alone, but we cannot yet rule out an accomplice or conspiracy. A single bullet was fired from a catwalk at a steep angle striking the target just right of the solar plexus.",42
MULDER,"I’m … sorry, can you rewind the tape? Please. I’ll tell you where. Just take it back?",17
SPENDER,"Let me get through this. If you have any questions, we can talk later.",14
MULDER,I don’t have any questions. No. I just think you’re wrong.,11
SCULLY,Mulder … what are you doing?,6
MULDER,I don’t think the Russian was the target. I think it was his opponent.,14
SPENDER,"His opponent, Agent Mulder, was a twelve year old boy.",10
MULDER,"And a good chess player. Here, let me show you his best move, if you’ll just take it back.",19
MULDER,"Okay, stop it there. Look what the kid does right here, right before the kill shot. Play. Do you see what he does? He just pushes back. You see that?",30
SPENDER,He just completed a checkmate. He’s pushing back because the game’s over.,12
MULDER,"You described a steep trajectory for the kill shot. If the kid doesn’t push back at that precise moment he catches the bullet in the back of the neck, not the Russian.",32
SPENDER,May we move on here?,5
DIANA,I think Agent Mulder is right. Looks like the boy sensed the shooter precognitively . If you rewind the tape you’ll see it.,22
SPENDER,There’s no way. It’s impossible.,5
SKINNER,Just rewind the tape so we can all see for ourselves.,11
CSM,You look surprised. Is it that I’m here or that I’m alive?,12
FIRST ELDER,"When we heard you’d been shot, we’d assumed the worst.",10
SECOND ELDER,There were reports you lost too much blood to have survived.,11
CSM,"Obviously, you underestimated me. More obviously you overestimated the man you sent to do the job.",16
CSM,"Well, let’s say all is forgiven. Now, you have a job for me.",13
WMM,There’s been an incident … an unfortunate mistake.,8
CSM,"Yes, I’ve seen. I’ve heard. I’ve read.",7
THIRD ELDER,The boy is a problem to us.,7
CSM,What would you like me to do … Shoot him dead … splatter his brains?,15
WMM,Dear God …,3
CSM,What’s the matter? Does this sort of business offend you?,10
FIRST ELDER,It’s in your interest … as in ours.,8
CSM,You think you know my interests?,6
FIRST ELDER,Can we count on you?,5
CSM,Yes.,1
SCULLY,"How long have you been with the Bureau, Agent Fowley?",10
DIANA,Since ’91. I took an assignment in Europe after the wall came down when the director stepped up foreign terrorism concerns.,21
SCULLY,And they brought you on this because of a terrorism angle?,11
DIANA,"No. I, uh, I requested a reassignment. There were things at home I decided I wanted to get back to.",20
SCULLY,1991. That’s about when you started work on the X-Files.,10
MULDER,"More or less, yeah.",4
HOMER SIMPSON,Uh... I'd better just put it down.,7
LISA SIMPSON,"No offense, Mom, but that was pretty cool.",8
MARGE SIMPSON,"Homer, I think you'd agree...",5
MULDER,Hi. My name is Fox. This is Dana and Diana. How are you doing?,14
GIBSON,"I don’t mind it here. They get all the good TV shows. Where I live, in the Philippines all we get is Baywatch.",23
MULDER,What’s wrong with Baywatch?,4
GIBSON,You’ve got a dirty mind.,5
SCULLY,"Your parents are going to pick you up on Friday, Gibson, to take you back home.",16
GIBSON,I don’t want to play any chess.,7
MULDER,How do you know I want to?,7
GIBSON,‘Cause you got that cheapo chess computer in your hand.,10
MULDER,It’s not so cheap. Don’t you want to see how fast you can beat it?,15
GIBSON,No.,1
MULDER,Maybe because you can’t.,4
MULDER,"I’m right, aren’t I? You know what I’m talking about. You knew the moment I came in. That’s how you win, isn’t it … how you know what your opponent’s going to do? You get inside his head. You read his thoughts. That’s how you knew that man was going to shoot you … isn’t it?",56
GIBSON,I know what’s on your mind. I know you’re thinking about one of the girls you brought.,17
MULDER,Oh?,1
GIBSON,One of them’s thinking about you.,6
DIANA,Which one?,2
GIBSON,He doesn’t want me to say.,6
MULDER,This kid’s going to need round-the-clock protection.,7
SCULLY,Mulder … What was that all about?,7
MULDER,"The kid’s no chess master. Under controlled conditions, I could probably beat him.",13
SCULLY,"Mulder, he’s recognized internationally as a prodigy. He’s beaten Grand Masters.",11
MULDER,With the most unfair advantage. What he’s doing amounts to a kind of parlor magic trick.,16
SCULLY,"Mulder, he was goofing on you. He was playing along. You’re positing that this kid can read minds.",18
MULDER,"We’ve seen a number of these cases before, Scully.",9
SCULLY,"We have seen cases, Mulder, of fakers and lucky guessers but no one that has ever been able to stand up to any kind of rigorous testing. No one who has gone so far as to claim that they can zero in on the mind of one person in a crowd of thousands.",53
MULDER,Maybe that’s why they want him dead.,7
SCULLY,Who? Who are you talking about?,6
MULDER,I’m not the mind reader.,5
SCULLY,"Say that what you’re suggesting were even possible, who’d want to kill a kid whose abilities would offer you the ultimate advantage … I mean in business, in war, in anything?",31
DIANA,Maybe somebody whose business is in keeping secrets.,8
MULDER,"Well, let’s test him. I think the kid will stand up. Let’s run a brain scan and a psych evaluation on him. You know what to do, Diana.",28
SCULLY,"So, you two know each other?",6
DIANA,It was a long time ago.,6
SPENDER,What are you doing here?,5
MULDER,I want to talk to the shooter.,7
SPENDER,I’ve just spent the last six hours talking with him. He’s not been what I would call forthcoming.,18
MULDER,Okay. Let me see what I can do.,8
SPENDER,"I prefer you stay out of there. In fact, I prefer you stay out of this thing altogether.",18
MULDER,"When I first met you I figured you were just ambitious. This morning, my opinion changed. I thought you were arrogant. Now I’m beginning to wonder what you’re protecting.",29
SPENDER,"I’m just trying to run this right, not like some ridiculous paranormal free-for-all.",13
MULDER,"You’re insulting me when you should be taking notes. Somehow, you got the big assignment but just because you’re wearing the suit doesn’t mean it fits. You’re lucky you’re not defusing some international incident kissing serious Russian ass and sending a lot of agents barking down a lot of bad leads. Now, the kid is the key to this and the shooter knows why. Excuse me.",66
MULDER,What does it take to kill a kid? Money? Or just evil stupidity?,13
GUNMAN,I didn’t kill a kid.,5
MULDER,No … Thanks to the kid.,6
GUNMAN,Want to talk about heartlessness? Your squeaky friend there … hasn’t given me any food or water for what – 16 hours?,22
MULDER,"I won’t tolerate that. Spender, you got to get this guy some food. Come on.",15
GUNMAN,I’ve got nothing to say.,5
MULDER,"Yeah … I read your bio. You’ve been trained. Special Forces. You were in Grenada, Zaire. You were inside Saddam’s palace with a hit squad when they started raining bombs down over it yet you failed to kill him as well.",41
GUNMAN,Like I said …,4
MULDER,"Yeah, I know – you got nothing to say. That’s okay. I’m a pretty good guesser. The kid reads minds. How’s that? Why don’t I tell him you told me that, and then let’s see how safe and snug you feel in here.",43
GUNMAN,What can you do for me?,6
MULDER,"I don’t know. I might be able to get you immunity or, uh … get you into the witness protection program.",21
GUNMAN,Never happen.,2
MULDER,Think about it.,3
SPENDER,What did you get? Did you get anything?,8
MULDER,Just his attention.,3
SCULLY,How you doing?,3
GIBSON,I didn’t like those tests. I didn’t like being in the machine.,12
SCULLY,"Hmm … They’re a little scary, aren’t they?",8
GIBSON,"You’re wondering, aren’t you?",4
SCULLY,About what? About you?,4
GIBSON,About that other girl.,4
GIBSON,"She’s wondering about you, too.",5
DOCTOR 1,"We’re going to show you a group of cards and as we look at them we want you to tell us what we’re thinking. Now, take as much time as you need.",32
GIBSON,Chair. Piano. Piece of pie. Light bulb. Smiley face. Statue. Cat.,11
SCULLY,It’s amazing. It’s hard to believe.,6
DIANA,I’ve witnessed clairvoyants who were over 90% accurate and seen telepathy being demonstrated but I don’t know I’ve ever witnessed anything quite like this.,24
SCULLY,Where’d you see that?,4
DIANA,Agent Mulder and I spent some time in psychiatric hospitals. There were some patients serving criminal sentences who we felt had been misdiagnosed.,23
GIBSON,… omelette. Coffee and a cruller. A nonfat latte. An english muffin. Grand Slam number two with double hash browns and a side of Canadian bacon.,26
DOCTOR 1,He just told us all what we ate for breakfast.,10
SCULLY,I have to disappear for a bit.,7
GUARD,I was handed a note. Now I’m handing it to you.,11
SCULLY,Is somebody going to let me in?,7
FROHIKE,Yeah. Yeah. Coming. Coming.,4
FROHIKE,Sorry. You caught me getting ready for bed. Come in. Come in.,12
SCULLY,Thank you.,2
FROHIKE,To what do we owe the pleasure at this late night hour?,12
SCULLY,I need your help.,4
LANGLY,With what?,2
SCULLY,You’ve all heard of Gibson Praise the chess wunderkind. These are a series of scans and neural electrical outputs of his brain and brain processes. There seems to be some suspicion that he’s a fraud.,35
BYERS,Dorf on chess?,3
SCULLY,"Well, apparently, he wins by reading his opponents’ minds.",9
FROHIKE,I love that.,3
LANGLY,And you want us to what?,6
SCULLY,Analyze the data … with an eye to the parapsychological.,10
FROHIKE,Ooh …. A walk on the wild side.,8
SCULLY,First … I want you guys to tell me who Diana Fowley is.,13
BYERS,"Diana Fowley? Geez, we haven’t heard that name in a while.",11
SCULLY,Then you know her.,4
BYERS,Well … yeeaaah.,3
FROHIKE,She was Mulder’s chickadee when he just got out of the Academy. Good-looking.,13
SCULLY,"Well, she claims to have worked closely with him for a while.",12
LANGLY,She was there when he discovered the X-Files. She has a background of para-science.,14
BYERS,She got a legat appointment a while back … in Berlin. I always wondered why they split up.,18
