speaker,line,words
JOSEPHO (V.O.),"The bible says God appeared to Moses in a burning bush. He came to Jesus on a mountain-top. For Buddha, God came while he sat under a tree. God came to me in a vision in the desert February 26, 1991.",41
JOSEPHO (V.O.),"My recon squad had engaged Saddam's army in a small Bedouin encampment. We'd been ambushed, taken all by surprise and there were casualties.",23
SOLDIER #1,My legs -- I can't feel my legs. worry.,8
SOLDIER #1,My legs... here!,3
SOLDIER #2,"Zulu six two, we are under attack. Repeat: We are under attack. We are taking heavy machine-gun fire...",18
JOSEPHO (V.O.),"We were holding our perimeter, and we might've held up but on this day, I had a terrible sense of foreboding and I saw the future of those brave men and they were about to die.",36
[CLOSED-CAPTION SAYS,... and I saw the failure of those brave men... ],9
JOSEPHO (V.O.),Death came to take my men... but not me. I was left as a witness to a vision.,18
JOSEPHO (V.O.),Angels from heaven.,3
JOSPEHO,"""Behold, a whirlwind came out of the north and a brightness was about it. And out of the midst came the likeness of four living creatures and they had the likeness of a man.""",34
JOSEPHO (V.O.),I knew why my life had been spared. That I was to deliver the message of these angels. These sons of god.,22
FADE TO THE PRESENT,nan,1
JOSEPHO (V.O.),To deliver the message of the god who came before all other gods.,13
NARRATOR,Previously on the X-Files: crashing into the hillside and the bike exploding.],12
DOGGETT,A man crossed over the U.S./Canadian border last night. He's one of ours -- he was infiltrating a religious group. Some kind of whacked-out UFO cult.,25
KERSH,... Led by a former military officer -- a very dangerous man.,10
SCULLY,I'll kill you if you touch my baby!,8
REYES,The boy has some connection with this thing -- this piece of metal. So must this cult who are more than willing to kill for their belief.,26
SCULLY,I need to know that you're taking him to a safe place.,12
FOLLMER,"... At 7:00 this evening, in a Washington D.C. Alley a vehicle carrying the son of Agent Dana Scully was forced to a violent stop by a female shooter who proceeded to kidnap the child at gunpoint.",36
FOLLMER,The van was being driven by three men asked by Agent Scully to protect the child. The three men are currently working to ID the assailant.,26
FOLLMER,John Doggett was seriously injured by the same female shooter as he tried to halt her vehicle. Agent Doggett remains in a coma under close watch at St. Mary's Hospital.,30
FOLLMER,"This kidnapping follows on the heels of a failed attack on Scully's child by another FBI agent, Robert Comer. He remains in critical condition also at St. Mary's.",28
FOLLMER,"Now, this man's motives and the motives of the female kidnapper are still unknown.",14
FOLLMER,Let me emphasize that the FBI has no reason to believe that it cannot affect the safe return of Agent Scully's child.,22
SKINNER,Agent Scully!,2
SKINNER,What are you doing? I thought I told you you didn't need to be here.,15
SCULLY,I just had to see this for myself.,8
SKINNER,Go home.,2
SCULLY,To what?,2
SKINNER,"I'm just saying, you don't need to put yourself through this, Dana. We've got every stop pulled; every available agent working to find your son.",25
SCULLY,... And A.D. Brad Follmer leading the charge.,7
SKINNER,Deputy Director Kersh asked him to take the lead. He knows how to run a task force. I think you see that in there.,24
SCULLY,I see a man who withholds information for Kersh. A man who not once but twice failed to prevent an attack on my son. You see a task force in there. I see a whitewash.,35
SKINNER,I know you're upset but you can't possibly accuse Follmer or Kersh of having any part in this.,18
SCULLY,What is it going to take for you? How many people have to be taken out for you to open your eyes to it? My son... Agent Doggett... Mulder.,29
SKINNER,Kersh protected you by not telling you reports of Mulder's death. As did Follmer. As did I.,17
SCULLY,You call it protection. I call it a systematic effort inside the FBI to eliminate us.,16
SKINNER,You accuse anyone of anything in the FBI you have to accuse me along with them.,16
SKINNER,"Scully, where are you going?",5
SCULLY,To find my son.,4
REYES,Hi.,1
REYES,His hands are so cold.,5
SKINNER,Have you talked to the doctors yet?,7
REYES,They say the good news is that there's no swelling of the brain but they were very frank that he could just never wake up.,25
REYES,I wonder if he can hear us.,7
SKINNER,There'd be soldiers in Vietnam... bodies turned inside out... I'd hold their hands just like you're doing. Tell them it was going to be okay.,25
REYES,Do you think it helped? Talking to them?,8
SKINNER,Well... I always thought it was like... like praying. Even if they can't hear maybe... God can.,17
REYES,No change.,2
SCULLY,"I need to see you right away, Monica. Are you alone right now?",13
REYES,Skinner's here with me.,4
SCULLY,I'd prefer if Skinner didn't know.,6
SCULLY,We found her.,3
REYES,Who?,1
SCULLY,The woman who took William.,5
SCULLY,"She's a wanted felon and a part of the UFO cult that the FBI was investigating. I need anything that you can find on her, Monica but I need you to get it quietly.",34
REYES,If they ID'd the woman then why isn't the FBI investigating it?,12
SCULLY,I asked them not to tell the FBI.,8
REYES,"What are you doing, Dana?",5
SCULLY,I'm trying to get my son back.,7
FROHIKE,We're locked on.,3
LANGLY,Like there was ever a doubt.,6
BYERS,Which beings us that much closer to finding William. Langly's inside the system.,13
LANGLY,I'm hacked inside the phone company. Going to use their mainframe to scan the map for a locator signal.,19
SCULLY,"Before William was kidnapped, Byers was able to tuck a cell phone under the padding of the baby's car seat.",20
FROHIKE,"Call the phone, and Langly can use the signal to find its location. Find the phone, find the baby.",19
REYES,"You mean, assuming the kidnapper hasn't found the phone.",9
BYERS,We'll keep trying.,3
REYES,"This is madness, and you know it. They failed you once with your child. They're going to fail you again.",20
SCULLY,Then I'll find him myself.,5
REYES,You can't do this alone.,5
SCULLY,"Look, what alternative do I have... when the FBI is all but telling me they think that my son is already dead? Pennsylvania off the interstate.",26
SCULLY,You coming with me? Or am I going alone?,9
CULT MAN #1,"It's moving! It's moving! need some tools. Go get some tools! Come on, move it!",15
SCULLY,Federal Agent!,2
REYES,John Doggett... where is he? He's not in his bed.,10
NURSE,They've taken him down to radiology to run a cat scan. Would you like me to call down to his doctor?,21
REYES,"No. No, I was just worried. I'm sorry.",8
REYES,What?,1
FOLLMER,Nothing.,1
FOLLMER,"I've known you a long time and this just seems, uh... a little traditional for you.",16
REYES,Maybe when you're lost you knock at the door with the porch light on.,14
FOLLMER,Hey... hey...,2
FOLLMER,"I want you to know, I'm doing all I can to find the woman who did this. Even though we got people inside the FBI working against us.",28
FOLLMER,"It was foolish going after her by yourselves. We could have been there long before you, Monica. Could have even captured the suspect. Instead, she got away.",27
REYES,"This is complicated, Brad. If you came in here to bust me...",12
FOLLMER,No. No. I came here to ask for your cooperation. Not sharing information creates an atmosphere of distrust and then I'm less apt to share my information with you.,29
REYES,What haven't you shared with me?,6
FOLLMER,This FBI agent who tried to kill Scully's baby has come around. He's got something he wants to tell us.,20
REYES,What?,1
FOLLMER,I need your cooperation.,4
REYES,You said he tried to tell you something. How is that possible?,12
FOLLMER,He didn't tell me exactly. He wrote it down.,9
REYES,I don't know what this means.,6
FOLLMER,"I don't know, either. But it means something. And I want to know what.",14
SEGUE TO,nan,1
SCULLY,Just tell me where you got this.,7
REYES,You know what it means?,5
SCULLY,"Robert Comer wrote this, didn't he? The FBI Agent who tried to kill my son, and how did you get it?",21
REYES,I got it under the condition that I share what I learn from you.,14
SCULLY,Take it.,2
REYES,What is it? What does it mean?,7
SCULLY,"If I don't tell you you're good on your word, right? That means that you've learned absolutely nothing from me.",20
REYES,Where are you going?,4
SCULLY,To the hospital.,3
REYES,"Hey, it doesn't work that way.",6
SCULLY,"Look, this began when the Agent lying in that hospital crashed his motorcycle running the border from Canada. Somehow, he got to Washington without a scratch and he tried to kill my son. Now, tell me, how did he do that, Monica?",42
SCULLY,With something I found in his jacket pocket in a jacket that he wore to my house that I put three shots in.,23
REYES,The artifact... piece of the ship.,6
SCULLY,Let go.,2
REYES,My god.,2
SCULLY,"Let go of my hand. Turn off the monitors, or they're going to alert somebody.",15
SCULLY,"Now, tell me who sent you to kill my son or I will take that pillow from under your head and make them the last breaths that you take.",29
COMER,Your son has to die.,5
COMER,I'm not what you think. Please... please... the FBI sent me uncover on a man named Josepho to get inside his cult whose followers believe an alien race will rule the world.,32
