speaker,line,words
MULDER,"Can you help me? I'm looking for a woman... Excuse me, I'm looking for a Dana Scully who was brought into... Excuse me, I'm looking for a patient, Dana Scully... Is there an admitting nurse here? Look! Can someone help me here?",42
INTERN,"Look, Sir. You're going to have to calm down.",9
MULDER,I will calm down when someone gives me a reason to calm down. Now I'm looking for a patient who was admitted to the ER!,25
INTERN,Dana Scully.,2
MULDER,Yes.,1
INTERN,I heard you the first time.,6
MULDER,"Well, where is she?",4
INTERN,I have her in the ICU.,6
MULDER,Where is that?,3
INTERN,You have to tell me who you are first.,9
MULDER,Where is she?,3
SKINNER,Agent Mulder... Where you going?,5
MULDER,ICU.,1
SKINNER,You're looking pretty good for a dead man.,8
MULDER,I'm only half dead.,4
SKINNER,"You have a lot to answer for, Agent Mulder! You guys hold here.",13
MULDER,What happened to her?,4
SKINNER,She went into hypo vilemic shock.,6
MULDER,Due to what? Do to what?!,6
SKINNER,She's dying! Let's go.,4
MULDER,Let go of me.,4
SKINNER,There's nothing you can do.,5
MULDER,Get the hell off of me!,6
SKINNER,Don't do this! Don't!,4
BLEVINS,"I'm still at a loss here in going forward. This situation developing unexpectantly during a formal inquiry into your reported death, Agent Mulder. The fact of your being here today, very much alive it gives the effect of reshaping this investigation into something all together different. As we're not put upon to verify the identity of this body found in your apartment and the circumstances which led to this.",69
SENIOR AGENT,Would you care to enlighten us on these circumstances?,9
MULDER,Are you suggesting that I can?,6
BLEVINS,"Agent Mulder, we are here informally to give you the chance to help yourself.",14
MULDER,"Help myself, how?",3
SENIOR AGENT,By allowing any fact or details which might serve to let us go forward with this inquiry in a more informed manner.,22
MULDER,"That helps you, how doesn't that help me?",8
BLEVINS,"Agent Mulder, this is going to quickly become a murder investigation. Criminal charges are going to be made.",18
SKINNER,We have only one other suspect. But she may no longer be able to testify on her own behalf.,19
BLEVINS,Agent Scully lied to us. Why?,6
SENIOR AGENT,"Who's protecting whom, Agent Mulder?",5
BLEVINS,"Your choice is your own, but your failure to answer these questions will reflect poorly on the record of the formal inquiry.",22
MULDER,Are we finished then?,4
SKINNER,"Word of advice from a friend, keep playing it the way you are.",13
MULDER,"Thanks, buddy.",2
SKINNER,"Hey, right now, you need a buddy, you need all the help you can get.",15
MULDER,You should have mentioned that at the hospital when you were hauling my ass off!,15
SKINNER,"Hey, I saved your ass, Agent Mulder! I've been withholding forensic evidence about the body found on your apartment floor. Until you showed up last night, I was the one keeping your secret, I had no choice but to bring you in. Scully'll verify all that.",46
MULDER,"That's a good place to lay it, considering her condition.",10
SKINNER,"You want me to lay it where it belongs, Agent Mulder? Pathology turned up two gunshot wounds to the dead man in your apartment. One fired point-blank through the left temple with a handgun, the second a post-mortem wound to the face to remove the man's identity. Now, I'd be happy to verify the ballistics on that first shot.",59
MULDER,How can you help me?,5
SKINNER,Tell me why Scully lied for you.,7
MULDER,"The disease she has was given to her by somebody connected to the FBI, to a mole working here.",19
SKINNER,Who?,1
MULDER,"I failed to find that out, sir.",7
