speaker,line,words
BEARDED MAN,Get going.,2
BOB,Please...,1
BEARDED MAN,Do your damn job.,4
JANET,"You can't think Milli Vanilli is cool. I would disown you. You are unbelievable. Okay, I may puke, but I have to ask. Which one do you intend to marry? Rob or Fab?",33
MOTHER,"Janet, get that.",3
JANET,Hang on. I'm like the servant around here.,8
JANET,Yeah?,1
BOB,Triboro Cable.,2
JANET,What do you want?,4
BOB,Your cable's out.,3
JANET,Is it? I don't think so.,6
BOB,"Okay, I'm sorry.",3
JANET,Wait a sec. Maybe my dad called you. You'd better... come in.,12
JANET,The TV's in here. Dad? Cable guy's here.,8
DAD,Can I help you?,4
BOB,There's a problem with your cable?,6
DAD,"I was just watchin' the game upstairs. I think you got the wrong house, buddy.",15
DAD,Is... that your work order? Who called it in?,9
DUKE,"Police! Don't move! Oh God, almighty. Face the wall. Face the wall! Johnny, check the other rooms!",17
DOGGETT,They're all dead!,3
DOGGETT,"Got you. Got you, you bastard.",6
DOGGETT,"D-O-G-G-E-T-T. Two ""G's"" and two ""T's"". I was the arresting officer. You're makin' a huge mistake. I don't care what it shows!! I appreciate that. But I don't care what it shows. It's wrong! I was there! We got the right guy!",42
REYES,An X-File?,2
DOGGETT,"I'm tellin' you, you let this guy go, more people are gonna die.",13
REYES,Was that the D.A. on the case?,7
DOGGETT,Assistant D.A. Some jack-off who was probably in ninth grade when this happened.,13
REYES,What is it exactly you want 'em to do?,9
DOGGETT,"Keep the bastard locked up where he belongs! Did you read that? My partner and I busted this guy, Fassl, when I was a beat cop thirteen years ago. He killed seven people. Now they want to let him go so he can kill again.",45
REYES,It says here the DNA evidence proves he's innocent.,9
DOGGETT,"It's wrong. It's some lab mistake. Simple as that. My partner, Duke and I, we catch this nine-one-one. Neighbours hearing screaming coming from this house on Flatbush Avenue. We get there. Teenage girl, mother, father, all dead. There's blood... I can still remember the sound of the blood squishing under my shoes. This guy, Fassl's just standing there.",58
REYES,So you... didn't actually catch him in the act?,9
DOGGETT,Ten seconds earlier through the door and we would have.,10
DOGGETT,Tell me you've got good news.,6
SCULLY,"I have combed through every detail of this M.E.'s report. I have read and re-read it. And I am sorry, Agent Doggett, but the DNA fingerprinting does indeed exonerate this man.",31
DOGGETT,You're tellin' me there's no way? There's not even a million-to-one chance that these DNA tests are wrong?,18
SCULLY,"Actually, a hundred million.",4
DOGGETT,I need the reports run again. I need you to do it yourself.,13
SCULLY,"Agent Doggett, you don't... It'd take at least 48 hours.",10
DOGGETT,That's too long.,3
REYES,Where are you going?,4
DOGGETT,New York. I can't just sit here and wait for this guy to kill again.,15
REYES,John...,1
DOGGETT,"Look, I get it. Enough people tell you you're drunk, it's time to lie down. But I know what I know. I could really use your help.",27
GUARD,It's time to go.,4
GUARD,"Congratulations, Bob. Best of luck to you..",7
REPORTER #1,How does it feel to be a free man?,9
REPORTER #2,What are doing in New York? Are you gonna sue the police?,12
REPORTER #1,What do you think you'll do next?,7
JANA,"I think it goes without saying that my client is happy once more to be a free man. I myself, am overjoyed. I think today is a day to celebrate. But tomorrow, we will be looking very closely at the reasons why Bob was falsely accused and incarcerated. Thirteen years of his life were stolen from him. We'll be looking. at the Brooklyn D.A.'s office, and the New York City Police Department.",72
JANA,Bob? Let's get you out of here. Thank you.,9
REPORTERS,How do you feel?,4
JANA,Thank you.,2
REPORTERS,"Did you ever feel like givin' up, Bob? Bob?",9
JANA,Thank you.,2
DOGGETT,"Wait a minute. On top of springin' loose a murderer, you're tellin' me the city of New York is gonna pay him off?",23
KAILER,Hell yes. And count ourselves lucky. We didn't spring a murderer. We sprang an innocent man. Or maybe you didn't glean that from our previous conversation.,26
SCULLY,"Mr. Kailer, on the off chance that that's not true, what would be the harm in letting us look through your documents pertaining to this case? I mean, who knows. Maybe we can save the city some settlement money.",39
KAILER,"Or maybe it gets me in an even bigger jackpot when Jana Fain starts crying ""police vendetta"", yelling at the papers about the disgruntled former cop who's out to get her client?",32
DOGGETT,"Somebody committed these murders, right? And now that you've sprung Mr. Bob Fassl, the victims' families are gonna start askin' who. How you gonna answer 'em?",26
SCULLY,There's a lot of material here. Where should we start?,10
DOGGETT,Right there. The original arrest report.,6
SCULLY,"""Arresting Officer John Doggett."" Must have been a career maker.",10
