speaker,line,words
DEEP THROAT,Evidence still exists.,3
SCULLY,Where?,1
DEEP THROAT,"High-containment facility, Fort Marlene, Maryland.",5
SCULLY,What do they have there?,5
DEEP THROAT,"The wellspring, Miss Scully-- the original tissue.",7
SCULLY,"Mulder, I'm standing in a train car just like the one on your alien autopsy video. Only I realize that I've been here before.",24
MULDER,What are you talking about Scully?,6
SCULLY,This is where they brought me. This is where they put the implant in my neck in one of these cars.,21
MULDER,They've been doing experiments since World War II-- tests on innocent civilians-- trying to make an alien/human hybrid.,18
CASSANDRA SPENDER,Cassandra Spender.,2
CASSANDRA SPENDER,I have been a multiple abductee for many years.,9
SCULLY,I learned about you from your son.,7
CASSANDRA SPENDER,Jeffrey.,1
SPENDER,Who are you?,3
CSM,I'm your father.,3
KRYCEK,"Hear this, Agent Mulder. There is a war raging. Unless you pull your head out of the sand, you and I and over five billion other people are going to go the way of the dinosaur.",36
CASSANDRA,"Now is a time of war and stress among the alien nations. The different races, they're in upheaval.",18
ELDER,What the hell is he?,5
WELL MANICURED MAN,An alien rebel. He's a resistance fighter.,7
FIRST ELDER,The facial scars appear to be protection.,7
SECOND ELDER,Protection against what?,3
FIRST ELDER,Infection by the black oil.,5
CASSANDRA,They're going to be calling me. I can feel it.,10
SCULLY,No! Cassandra! They're taking her.,5
DOCTOR 1,"Dr. Openshaw, congratulations. Your work-- it's completed. You should see her.",11
DOCTOR 1,25 years... she must seem like an old friend.,9
DR OPENSHAW,Yes.,1
DOCTOR 1,"We're, uh... going out to celebrate. If you'd like to come...",11
DR OPENSHAW,No. You go on ahead.,5
CSM,"This is the end. I never thought I'd hear myself say those words after all these years. You put your life into something... build it, protect it... The end is as unimaginable as your own death or the death of your children. I could never have scripted the events that led us to this. None of us could. All the brilliant men... the secret that we kept so well. It happened simply, like this. We had a perfect conspiracy with an alien race. Aliens who were coming to reclaim this planet and to destroy all human life. Our job was to secretly prepare the way for their invasion. To create for them a slave race of human/alien hybrids. They were good plans... right plans. Kept secret for over 50 years, ever since the crash at Roswell. Kept secret from men like Fox Mulder. Plans that would have worked had not a rebel alien race come to destroy them. Had not my own son chosen betrayal. Or chosen to betray more wisely.",171
SPENDER,AD Skinner …. I... I didn't hear the elevator. I was working here.,13
SKINNER,"Working on what, Agent Spender?",5
SPENDER,Progress report on the X-Files.,5
SKINNER,Progress report to who?,4
SPENDER,Just to file.,3
SKINNER,"I wasn't aware that you'd made any progress. In the months since your assignment, I've received but one memorandum. Are you planning to hit me all at once?",28
SPENDER,"Uh, it's been slow going.",5
SKINNER,"Truth is your purpose here is not to make any progress, isn't it? Truth is you have no interest in the X-Files. Beyond a certain... personal case. Your mother's abduction.",30
SPENDER,Alleged abduction.,2
SKINNER,That's what I'm here about.,5
SPENDER,What happened here?,3
SKINNER,No one knows yet. A group of people were burned alive here. Another man's on life support. Only your mother survived.,21
SPENDER,Where is she? Where is she?,6
SKINNER,They've got her outside.,4
SPENDER,"Mom? Mom... It's me, Jeffrey. Mom, what happened to you? You've been gone so long I thought I'd never see you again.",22
CASSANDRA SPENDER,"Oh... Don't cry, honey.",4
SPENDER,Where have you been?,4
SPENDER,What did they do to you?,6
CASSANDRA SPENDER,I need to talk to someone.,6
SPENDER,You can tell me.,4
CASSANDRA SPENDER,I need to speak to Agent Mulder.,7
SPENDER,I don't want him talking with her.,7
SKINNER,Why?,1
SPENDER,He's forbidden from the X-Files. He's to stay out of this.,11
SKINNER,She's asking for him.,4
SPENDER,She's my mother.,3
SKINNER,"What are you afraid of, Agent Spender?",7
SPENDER,Of Agent Mulder filling her head with alien-abduction nonsense.,9
SKINNER,Are you afraid of the truth?,6
SPENDER,I want to know who did this to her and why. That's all I want.,15
SKINNER,Then why not use every resource available to you?,9
SPENDER,I'll send you a progress report.,6
CSM,"My son refused to believe that his mother had been abducted... though it had been going on for years. Even after I schemed to put him in charge of the X-Files where Fox Mulder had amassed so much evidence of our secret plans he still couldn't bring himself to accept the possibility of alien life. When he did... come to believe... when the facts became so glaring he turned... not to me, his father, but to the man I'd ruined. The man I'd chosen for him to replace.",88
BASKETBALL PLAYER,"Hey, Milk, let's play ball.",5
BASKETBALL PLAYER,"Yo, Homestyle, cough up the rock.",6
SECOND BASKETBAL PLAYER,Got Nick over here?,4
THIRD BASKETBALL PLAYER,"Yeah, yeah, I got Nick!",5
MULDER,Game.,1
BASKETBALL PLAYER,"Oh, no, no. Aw, it don't work like that.",9
MULDER,"Hey, Homegirl, word up.",4
SCULLY,Mulder it's my distinct impression that you just cheated. And that you're not coming in again today.,17
MULDER,"Oh, Scully, I got game.",5
SCULLY,"Yeah, you got so much game I'm wondering if you have any work left in you.",16
MULDER,"No, I'm ready to J-O-B just not on some jagoff shoeshine tip.",12
SCULLY,"No ""jagoff shoeshine tip""?",4
MULDER,No background checkin' jagoff shoeshine tip.,6
