speaker,line,words
ROBERT TORRENCE,"Get away! Shoo! Get away, shoo! R.B.P. field base, come in. Field base, come in, please. This is Doctor Robert Torrence with the biodiversity project... requesting immediate evacuation from Sector Z-one-five. This is a medical emergency. Please respond. I repeat... Doctor Robert Torrence... biodiversity project. Immediate evacuation from Sector Z-one-five.",50
MAN #1,Espera momento.,2
WINSTON,"Hey, Bobby? You got some mail.",6
BOBBY TORRENCE,"Don't waste my time, Winston, both of us know I ain't got nobody.",13
WINSTON,Could be those baptists from Annandale. I hear they been sending fruitcake.,12
BOBBY TORRENCE,"Hey, Winston! You think this is funny? What kind of crap you trying to pull here? Get this thing out of my crib! Winston! Winston! Winston!",26
OSBOURNE,When was he exposed?,4
SIMON AUERBACH,Eighteen hours ago.,3
OSBOURNE,I've never heard of anything incubating so quickly.,8
BOBBY TORRENCE,Where's the prison doc? I want to see the prison doc...,11
SIMON AUERBACH,"We're specialists, Mister Torrence.",4
BOBBY TORRENCE,What's wrong with me?,4
OSBOURNE,Five centimeters. They appear fairly uniform.,6
SIMON AUERBACH,Basal temperature?,2
OSBOURNE,One-o-three point five. Oxygen saturation... eighty-one percent.,7
BOBBY TORRENCE,"Sssss, what's wrong with me?",5
SIMON AUERBACH,"Try and relax, Mister Torrence. We're here to help you.",10
WINSTON,Put the sheets in the cart. Make sure you get all them pillows too. I'll be back in five minutes.,20
PAUL,We'll be here. See that? He couldn't clear out of here fast enough.,13
STEVE,The whole cell block's empty.,5
PAUL,"Yeah, McGuire says they're full up at the infirmary. Bringing in more beds.",13
STEVE,"Yeah, well... there's probably something going around.",7
PAUL,Maybe.,1
STEVE,Why? Do you know something?,5
PAUL,I know the sheets ain't going to the laundry. McGuire says they're going to some kind of incinerator.,18
STEVE,But the laundry pick-up's still happening?,6
SCULLY,"According to my briefing, the prisoners escaped by hiding in a laundry cart.",13
MULDER,I don't think the guards are watching enough prison movies.,10
SCULLY,And they're both serving life terms. Murder convictions.,8
GUARD,Everybody's here.,2
MULDER,I thought this was about escaped prisoners.,7
SCULLY,It is.,2
MULDER,Then who are the men in the funny suits?,9
SCULLY,I don't know. Looks like some kind of de-con situation.,10
TAPIA,F.B.I. run out of crooked politicians to sting?,8
MULDER,Excuse me?,2
TAPIA,"Mulder and, uh, Scully?",4
SCULLY,That's right. We have orders to work with the federal marshals on this manhunt.,14
TAPIA,Either of you two ever run an escaped convict operation?,10
MULDER,No.,1
TAPIA,"Well, then you'd be a real big help if you just try to stay out of the way.",18
MULDER,"Oh, we'd be happy to as soon as we can talk to someone in charge.",15
TAPIA,I'm in charge here.,4
MULDER,Apparently not or you'd know why our involvement was requested.,10
SCULLY,We don't know why we've been sent here. Maybe if we talked to the warden or someone...,17
TAPIA,"Well, no one's here. The prison's been taken over by the national guard. They closed off most of the facility.",20
SCULLY,Why?,1
TAPIA,"I don't know why. The federal marshal's business isn't in here, it's out there, trying to catch those two convicts.",20
MULDER,"Where did this case originate, Scully?",6
SCULLY,It came out of Skinner's office.,6
MULDER,Did he say why he gave it to us?,9
SCULLY,"No, why?",2
MULDER,"Well, this isn't the type of thing the F.B.I. normally gets called in on. I got a feeling we're not being told the entire story here.",26
SCULLY,"I've got the same feeling, Mulder.",6
MULDER,Do you think you could get in there and find out what's going on?,14
SCULLY,I can try. Where are you going?,7
MULDER,To see if I can get in the way.,9
MAN,"Hey, you girls go with Mom. See you in a few minutes.",12
WOMAN,"Robert? Robert? Robert! Robert! Robert, hey!",6
OSBOURNE,"I'm sorry, this is a restricted area.",7
SCULLY,Who are you?,3
OSBOURNE,Doctor Osbourne.,2
SCULLY,Are you the prison doctor?,5
OSBOURNE,No.,1
SCULLY,Who do you work for?,5
OSBOURNE,The C.D.C.,2
SCULLY,"You work for the Centers for Disease Control? What are you doing here? Sir! I'm a medical doctor. I want to know what's going on here. Sir, if you don't let me in, a lot of people in Washington are going to find out that you're conducting a secret quarantine in here.",52
OSBOURNE,I'm under strict orders.,4
SCULLY,So am I.,3
OSBOURNE,All I can tell you is that there is a flu-like illness spreading among some of the prisoners.,18
SCULLY,How many people are infected?,5
OSBOURNE,Fourteen men so far.,4
SCULLY,Any deaths?,2
OSBOURNE,Ten of the fourteen.,4
SCULLY,What are the chances the men who escaped are infected?,10
MULDER,Mulder.,1
SCULLY,"Mulder, it's me. I'm starting to get a picture of what's going on here.",14
MULDER,What did you find?,4
SCULLY,There seems to be some kind of......deadly contagion sweeping the lockdown population.,12
MULDER,Deadly? How deadly?,3
SCULLY,"Well, from what I've seen so far, thirty-six hours after infection, deadly.",12
MULDER,"Well, is there a chance any of the escaped men were infected?",12
SCULLY,The exact nature of this thing......or how it is spread is unclear. So is their exposure to it and any danger they might pose.,24
MULDER,I'd say these guys are a danger in any event. Call me as soon as you know anything.,18
SIMON AUERBACH,"I don't care who you are or what your business is, I want you out of here right now.",19
SCULLY,Not until I get some answers.,6
SIMON AUERBACH,You're in violation of federal statutes.,6
SCULLY,"I'm a federal agent, sir.",5
SIMON AUERBACH,Who were you on the phone to?,7
SCULLY,"To my partner, who needs to know if the men he's pursuing are infected.",14
SIMON AUERBACH,That information is unavailable.,4
SCULLY,"Well, then I want to see charts and I want access to the infirmary.",14
SIMON AUERBACH,You see what I let you see.,7
ELIZABETH,Hello?,1
PAUL,"I'm free, baby.",3
ELIZABETH,Paul?,1
PAUL,"Listen, I'm gonna...",3
ELIZABETH,Where are you?,3
PAUL,I'm coming home.,3
ELIZABETH,What are you talking about?,5
PAUL,I'm coming to get you.,5
ELIZABETH,What? What?,2
ANGELO GARZA,"Yo! Anybody in here? Hello? Hey, man... you okay? You look messed up!",13
OSBOURNE,You can't be down here!,5
SCULLY,I need to know what these men are dying from. You said this was some kind of flu-like illness. What are these?,22
OSBOURNE,Please! Please! These bodies should not be exposed.,8
SCULLY,"Do all of the victims have these boils? You're burning the bodies, why? Doctor Osbourne, wait!",16
MAN,Freeze! Hands in the air! Freeze! Freeze! Clear.,8
MULDER,We've got a man down! He's alive. The attendant's name is Angelo Garza. He took a nice crack to the head but he's talking.,24
TAPIA,"Yeah, well, he's lucky they didn't kill him.",8
MULDER,"Kid's got a lot of hair, probably absorbed the blow. He found one of the men in pain on the bathroom floor with a large boil on his face. There's a contagion at the prison, these men could be infected.",40
TAPIA,"Get on the horn, see what anybody knows about that. All right, they took the kid's keys, they got in the safe. They got money, the kid's car, possibly a firearm and they got a big head start.",38
MULDER,Any idea where they're headed?,5
TAPIA,There are twenty-three possible roads and thoroughfares.,7
MULDER,"Either of these guys got a girlfriend, you know?",9
TAPIA,"I wish I could tell you but those records are locked up in the prison. Unless we can access them, this is Smokey and the Bandit.",26
MULDER,"Well, if they had girlfriends, they'd probably try to call them. You think of that?",15
OPERATOR,"Bell Atlantic Operator, how may I help you?",8
MULDER,I'm a federal agent assisting in a manhunt for two escaped prisoners. My badge number is J-T-T-o-four-seven-one-o-one-one-one-one. I need to know the last call made from this booth.,28
OPERATOR,"All right, sir...",3
MULDER,"Can you repeat that, please? All right, thank you.",9
TAPIA,"What's going on here? Hey, what are you guys doing here? What the hell is going on here? Who authorized this? Hey!",22
MULDER,"What's going on here, what's going on?",7
ANGELO GARZA,Where are they taking me? Help!,6
MULDER,Who are you?,3
TAPIA,Hey! Did you order this?,5
