speaker,line,words
LAUREN,That’s a little hard to believe.,6
INCANTO,Just from your words – the way you saw things – I knew I wanted to meet you.,18
LAUREN,"Well, I hope you’re not too disappointed.",7
INCANTO,"Lauren, we have a real connection which is rare.",9
LAUREN,Most men don’t feel that way.,6
INCANTO,Most men don’t know what they’re missing. What?,8
LAUREN,"I can’t believe this. I mean, I can’t believe that after three months we finally meet in person, and you’re … I don’t know. I just really enjoyed myself tonight.",30
LAUREN,"Oh, no. Oh …",4
INCANTO,Here. Let me help you.,5
LAUREN,"My sister gave it to me. For good luck, I guess. Kind of dopey, huh? I mean a clover leaf. How blatant can you get?",25
INCANTO,It’s beautiful.,2
LAUREN,Thank you.,2
COP,Cock-a-doodle-doo. Rise and shine in there.,6
COP,Mother of God.,3
COP,"Dispatch, this is Car 73. I’ve got a ? … out on the lake front at Gary and Campbell …",19
CROSS,"Driver’s license. Lauren MacKalvey? Okay, I saw that. I want you to get on it.",15
CROSS,"Agent Mulder? Alan Cross, Cleveland PD. Thanks a lot for coming out so quickly.",14
MULDER,"This is my partner, Dana Scully.",6
CROSS,"We found a purse in the front seat of that car. According to the license, her name is Lauren MacKalvey but we’re not sure yet that this is her body.",30
SCULLY,You’re not sure?,3
CROSS,"We couldn’t make a positive ID, considering. Wendy Sparks – she’s our Bureau liaison --- she thought this would be closer to your area of expertise.",25
SCULLY,Any indication what would have been the cause of death?,10
CROSS,We were just lucky to get her into the bag without her body falling apart.,15
MULDER,This substance --- Did you find it anywhere else in the car? On the carpet or the upholstery?,17
CROSS,"As a matter of fact, no.",6
MULDER,So it was only on the victim’s body?,8
CROSS,That’s what it looks like.,5
CROSS,Why? You have an idea what happened here?,8
MULDER,No. Not yet.,3
SCULLY,We’ll call you when we find anything else concrete.,9
SCULLY,Detective?,1
CROSS,Yeah. Sure. Call me.,4
SCULLY,"Mulder, what do you think it is?",7
MULDER,A couple of months ago a case came across my desk from the Mississippi office. Four women from Aberdeen had disappeared in less than a month.,26
SCULLY,Disappeared?,1
MULDER,"Only one of the victims was found, but her body was too decomposed to perform a viable autopsy.",18
SCULLY,"Mulder, what we just saw was not decomposition.",8
MULDER,I know. That’s why I want you to find out what this is while you’re at the coroner’s office.,19
SCULLY,What about you? Where are you going?,7
MULDER,"I’m going to try to find out if Lauren MacKelvey was a Lonely Heart. Each of the Aberdeen victims had answered personal ads in the local papers. If this is the same killer, he’s just getting started.",37
HUGGS,I’M NOT SURE IT’S SUCH A GOOD IDEA FOR US TO MEET.,12
TIMID,WHY. WHAT ARE YOU AFRAID OF?,6
HUGGS,DISAPPOINTMENT. REJECTION. THE USUAL ROUND OF SUSPECTS.,7
TIMID,"BELIEVE ME, I KNOW. I’VE BEEN DOWN THAT ROAD ONCE OR TWICE. BUT YOU CAN’T HIDE BEHIND YOUR COMPUTER FOREVER.",20
TIMID,CAN YOU?,2
INCANTO,Yes. What is it?,4
