speaker,line,words
ARMY DOCTOR,"I've reviewed your case and your service records. Combat duty in Panama... Grenada... distinguished service in the Gulf... great triumph and great tragedy. It's clear to me, Lt. Col., these suicide attempts of yours are simply just...",37
STANS,Cries for help!,3
ARMY DOCTOR,"You've tried and failed to kill yourself in as many weeks. Frankly, if you wanted to...",16
STANS,You don't understand... He won't let me. He won't let me die!,12
ARMY DOCTOR,Who? Who won't let you die?,6
ARMY DOCTOR,Just relax a moment. I'll be back with something to help you sleep.,13
RAPPO,"Stand down, Lt. Col!",4
STANS,NO! NOT THIS TIME!,4
STANS,NO! LET ME GO!,4
NURSE,Oh God!,2
FIREMAN,Where is he?,3
NURSE,In here.,2
STANS,I told you... He won't let me die...,8
STANS,I told you... I don't want to talk about it anymore. I told them and I told them and they won't listen.,22
MULDER,You mean they don't believe you.,6
STANS,"No, sir.",2
MULDER,You said on the report that at the time of the accident you believed there was somebody else in the room.,21
STANS,It was no accident. Don't you understand?,7
MULDER,But this person saved your life. Is that right?,9
STANS,Look at me... Look! I have no life... He took it all away.,13
MULDER,You have any idea who it is?,7
STANS,I never see him clearly. But he looks like a soldier... always standing at attention.,15
MULDER,A GI?,2
STANS,Or one of Saddam's boys... come back to hold me accountable. Whoever it is... he knows my name.,18
MULDER,He speaks to you.,4
STANS,"Your time has come, he said... Then he started taking it all away.",13
SCULLY,What did he start taking away?,6
STANS,Everything. My wife... my children...,5
SCULLY,And how did he do that?,6
STANS,How did he .. He burned them alive... Now he makes me suffer. Because he won't let me die. DRAPER Agents Mulder and Scully? May I have a word with you?,30
DRAPER,I've been asked to have you suspend whatever investigation you've begun here.,12
MULDER,"Asked by whom, Captain?",4
DRAPER,General Callahan. Lt. Col. Stans' commanding officer.,7
SCULLY,Is something wrong?,3
DRAPER,Protocol requires that all criminal investigation of military personnel to be conducted through military channels and their superior officer.,19
MULDER,"What, we didn't sign in at the front desk?",9
DRAPER,You're in breach of code and procedure.,7
SCULLY,"Excuse me, but is General Callahan the superior officer?",9
DRAPER,Ma'am?,1
SCULLY,"Assuming we would want to investigate him, who would we talk to?",12
CAPTAIN,Investigate him for what?,4
SCULLY,Whatever.,1
DRAPER,General Callahan is the senior officer.,6
SCULLY,Well then we'd like to speak to him on our way out.,12
DRAPER,I don't know that he's available.,6
SCULLY,"Ask him to make himself available. Tell him that its our protocol. In the mean time, we'd like to finish up with Lt. Col. Stans. You never know when he might try to kill himself again.",36
SCULLY,"Let's finish this, Mulder.",4
MAN,"I keep having the same dream almost every night. I know a lot of crips have the same dream. ""The Walk"". In my dream, I rise up out of my chair, and I can stand. I look down the hallway, I'm not in the ward anymore, I'm home. With my baby girl.",52
MAN,"Not even thinking about it, I take a step towards her... I take another step... and I pick her up and I carry her outside with me. With my own two feet. Outside is my little boy. We run together... Running! Me. My legs like they were before. We play a little bit of football... I show him a few moves... like my old man used to do. We just walk home. No crutches, no wheelchair. I know I'll never walk again, but this dream just seems so real. I can't help but think that maybe someday...",97
RAPPO,Don't hold your breath.,4
COUNSELOR,"I think we'd all be interested in your point of view, Leonard.",12
RAPPO,"Oh, you really want to know what I think? I pity all you guys, I really do. With your handicap basketball and your wheelchair races. You all act like we're normal people.",32
ANOTHER MAN,We are normal people.,4
RAPPO,"I don't know if you've had a look in the mirror lately, my friend, but you are missing a leg.",20
RAPPO,I don't have any! Where... where'd my arms go?,9
COUNSELOR,We all know how you feel.,6
RAPPO,"No, you don't. How the hell could you possibly know how I feel? There's only one way you could ever know. And I can only pray to God that he'll come down and take your legs and your arms away AND GIVE YOU A LITTLE TASTE OF WHAT IT FEELS LIKE!",51
RAPPO,Roach...,1
COUNSELOR,"I'm sorry, gentlemen... let's begin again.",6
RAPPO,"What is it, Roach?",4
ROACH,What?,1
RAPPO,"You've got that ""I'm freaking out"" look on your face. What's the matter?",13
ROACH,It's nothing.,2
RAPPO,"Bull. I spent two years with your sorry ass in a gun turret, I think I know when you've got something on your mind. Come on, Private. Make your report.",30
ROACH,It's the FBI. They're downstairs. They're asking questions about the L.C.,11
RAPPO,The hell with the Feds. Roach? You hear me? The hell with them. Just forget about 'em.,17
DRAPER,General... Sir?,2
DRAPER,Agents Mulder and Scully to see you Sir.,8
GENERAL,"Thank you, Captain.",3
MULDER,General.,1
GENERAL,I want you to know I've had the Captain contact the Justice Department and let them know about the FBI's gross misconduct here.,23
MULDER,I guess this isn't a good time to thank you for seeing us.,13
GENERAL,"Let me assure you, this matter will not go unaddressed.",10
SCULLY,"I would hope not, considering the extremity to Lt. Col. Stans' case.",12
GENERAL,What case? There's no case. Stans is a very sick man.,11
SCULLY,"Yes, so we gathered. But his file is missing several interesting facts that came out of our interview with him.",20
GENERAL,I'm sure everything germane in Stans' situation is on file.,10
SCULLY,Except for any mention of the death of his wife and two children in a house fire three months ago.,20
GENERAL,"Well, it was a tragic accident.",6
SCULLY,No doubt. But there is no record of any criminal or arson investigation.,13
DRAPER,Stans tried to save his family that night.,8
MULDER,"Well, according to him, he was prevented from doing so by some kind of phantom soldier.",16
GENERAL,Look. I've known Stans a long time and there's no doubt that he suffered terribly.,15
SCULLY,"Not unlike Staff Sergeant Kevin Aiklen... isn't that correct, Sir?",10
GENERAL,He served under me in the Gulf. Yes.,8
SCULLY,"Six months ago, Aiklen also lost his family to a house fire. Afterwards he received psychiatric treatment for delusional behavior. Telling the doctors that he wanted to die, but that somebody wouldn't let him.",34
MULDER,"Before throwing himself into a wood chipper on the hospital grounds. Now, unless that's procedure and protocol, I'd say that the incidents and details have been strangely overlooked, Sir.",29
GENERAL,"Hold on. Just who's under suspicion, here?",7
GENERAL,"Look. I make no excuses for the sadness of these men's lives, they're casualties of war. Once brave men who we can do little but feel sorry for. If you think there's more to it, you are seriously mistaken.",39
SCULLY,"That's your conclusion, General. But I'd hope you'll allow us the opportunity to come to our own.",17
MULDER,You really think the General's got something to hide?,9
