speaker,line,words
REVEREND FINDLEY,"God tests our faith so that we may not take it for granted. I once gave counsel to a little girl. She was very distraught because her older brother had told her that Moses hadn't really parted the Red Sea. He said that high winds and strong ocean currents had been responsible. In hearing this, the faith of this child had been severely shaken. In order to restore her credence, she had but one question for me. She asked, ""Reverend, is there really such a thing as a miracle? Or are the stories in the Bible just make-believe, fairy tales."" I assured her that yes, miracles really do happen. Most people today tend to vest themselves in science and cynicism. They expect proof for all that they see, but miracles are wonders by nature. They need no rationale, no justification. You must witness the miracles of the Lord without question.",150
REVEREND FINDLEY,"My blood flows as a test of your faith. Open your souls to the divine possibilities. It is then, and only then, that you will truly understand the awesome powers of the almighty Lord.",34
REVEREND FINDLEY,Yes?,1
GATES,"I was impressed with your sermon, Reverend.",7
REVEREND FINDLEY,Thank you.,2
GATES,I just want to tell you that some of us do believe.,12
REVEREND FINDLEY,I appreciate that. It always does my heart good to know that I've touched at least one person.,18
GATES,"Oh, I think you had quite an effect on a lot of people. Me, most of all.",17
REVEREND FINDLEY,Oh! Uh! Oh my God. No!,6
SCULLY,"These ligature marks on his neck are consistent with rope or fabric burns - strongly suggesting that he was strangled, but there seems to be an awful lot of blood loss here.",31
MULDER,His parishioners said the Reverend Finley was bleeding from his hands like the wounds of the crucifixion.,17
SCULLY,Stigmata?,1
MULDER,The sign bestowed by God upon the righteous.,8
SCULLY,I don't see any wounds here on his hands or wrists or otherwise.,13
MULDER,"No, I think this is a case of too much faith. And too much sugar.",15
SCULLY,What are you doing?,4
MULDER,It's fake. Just like the others.,6
SCULLY,Others?,1
MULDER,"I've been tracking a series of international religiously motivated murders. All of the victims have been so-called stigmatics and all of them have been frauds, like the Reverend here.",29
SCULLY,"According to certain religious lore, at any given time there are twelve stigmatics in the world, representing the twelve apostles.",20
MULDER,"It's a claim that's wholly unsubstantiated, though there have been many pretenders, eleven of whom have been murdered in the past three years.",23
SCULLY,Eleven? Any clue as to the motivation?,7
MULDER,"Either we're dealing with a psychotic religious fanatic who's hell-bent on exposing these kind of frauds, or a less programmatic psycho who harbors a murderous resentment towards the church, or maybe it's just a very disgruntled altar boy.",38
SCULLY,"Well, that narrows down the field.",6
MULDER,"Anyway, it's safe to say this guy carries a grudge, and if I'm right about one thing, the killer is here and he's looking for victim number twelve.",28
MRS. TYNES,"All right, let's sit down. I trust everyone has studied his or her flash cards for today's quiz.",18
MRS. TYNES,"All right, let's settle down.",5
YOUNG GIRL,Geek!,1
MRS. TYNES,"Kevin Kryder. I assume, Kevin, that in the last twenty-four hours, you've become quite the math wizard. Why don't you come on up to the board and share with us your gift of numbers?",34
MRS. TYNES,"Let's try some division. You do know the division sign, don't you, Kevin? Let's divide 11 into 170.",18
VARIOUS KIDS,Ewww! Blood!,2
MRS. TYNES,"Oh, my God!",3
KID,What happened to him?,4
MULDER,Thank you for contacting us so quickly.,7
CARINA MAYWALD,"When I read the FBI's alert, I thought immediately of Kevin.",11
SCULLY,You said on the phone that there had been a previous incident.,12
CARINA MAYWALD,Last year. Kevin arrived at school with bleeding wounds on his hands and feet. Our first concern is always an abusive parent.,22
SCULLY,Was that the case?,4
CARINA MAYWALD,"Well, it appeared so. Kevin's father was arrested, and we took the boy as a ward of the court. But the state dropped charges for lack of evidence. The mother sued and won custody. Mr. Kryder was institutionalized soon after.",40
MULDER,Institutionalized for what?,3
CARINA MAYWALD,"When he was released from jail, he locked himself and Kevin in the house. Made all the papers. He was waving a gun at the police, saying he had to protect the boy, that Kevin was chosen by God.",39
MULDER,Let me talk to you for a minute here...,9
SCULLY,How's he doing?,3
NURSE,Fine.,1
SCULLY,"Hi, Kevin. My name is Dana Scully. Can I talk to you a minute?",14
KEVIN,Am I going back to the shelter?,7
SCULLY,"We don't know just yet. Right now, we have to find out what happened. Can you tell me how you got those cuts on your hands?",26
KEVIN,No.,1
SCULLY,"No, you can't tell me, or no, you don't know?",10
KEVIN,You want me to say my Dad did it.,9
SCULLY,I don't want you to say anything that isn't true.,10
KEVIN,I don't feel that good.,5
SCULLY,He feels a bit feverish. Did you take his temperature?,10
NURSE,"No, I didn't. Open.",4
SCULLY,"You're a very brave boy, Kevin. You have nothing to be afraid of.",13
MRS. KRYDER,Where's Kevin? Is he all right?,6
CARINA MAYWALD,He's doing just fine. The nurse is just changing his bandages.,11
MRS. KRYDER,Oh my God! I thought this was all over.,9
MULDER,Mrs. Kryder? My name is Fox Mulder. I'm with the FBI.,11
MRS. KRYDER,The FBI? Who called the FBI?,6
MULDER,We're here because we have reason to believe that Kevin may be in some danger.,15
MRS. KRYDER,In danger from what?,4
MULDER,"As strange as it might sound, someone may be targeting people like Kevin.",13
MRS. KRYDER,"What do you mean, people like Kevin?",7
MULDER,People exhibiting wounds that might be interpreted as having religious significance.,11
NURSE,What was that?,3
SCULLY,I don't know.,3
KEVIN,I didn't do anything. It just broke.,7
MRS. KRYDER,Kevin's just a normal kid. He probably just hurt himself out on the playground.,14
MULDER,"I'm sure there's an explanation, Mrs. Kryder, but right now everybody's primary concern should be for Kevin's safety.",18
CARINA MAYWALD,I'd like to put him back into the shelter until we can sort this out.,15
MRS. KRYDER,You don't think I did this to Kevin. You think I'm the one who cut his hands?,17
