speaker,line,words
BEGGARS,Paise! Paise!,2
CUSTOMS AGENT,"Home to America, Mr. Potocki?",5
MR. POTOCKI,Not a moment too soon.,5
CUSTOMS AGENT,"Next in line. Passport, please.",5
MR. POTOCKI,Poor bastard.,2
MR. POTOCKI,Here's 50 paise. Buy yourself some WD-40.,7
CIUT TO,nan,1
MR. POTOCKI,"Oh, for crying out loud. Listen, fella, I already gave.",10
MR. POTOCKI,Do you understand English?,4
BELLBOY,"Long flight, huh? Bombay to D.C.?",6
BELLBOY,"You know, I always wondered do they serve, like, Indian food on the plane?",14
BELLBOY,"If there's anything else I can do for you, sir...",10
DOGGETT,"Things that land in your in-box, huh, Agent Scully?",9
SCULLY,Good morning. I'm sorry I'm late. I didn't get a chance to look at the case file. The traffic's terrible.,20
DOGGETT,"Beltway's a nightmare. Takes longer to get crosstown than it does a plane ride from India, which is where our victim flew in from last night-- Bombay.",27
SCULLY,Who are we talking about?,5
DOGGETT,Hugh Potocki. Importer/exporter from Minneapolis. Laid over in DC on his way home when all this blood drains from his body.,21
SCULLY,Did the M.E. See it? The body?,7
DOGGETT,"Yeah. Tox test ruled out hemorrhagic fever, Ebola, anything exotic. Something killed this man but it doesn't seem to be any foreign disease.",23
SCULLY,No sign of forced entry?,5
DOGGETT,"No. No one was seen coming or going from this room. The maid found the body 20 minutes after a bellman left Mr. Potocki here. Whatever happened, happened fast.",29
SCULLY,"So, basically what you're saying is that nobody knows anything.",10
DOGGETT,But then I guess that's why it's in your in-box.,10
DOGGETT,"So, what do you think, Agent Scully? Haunted hotel room? Alien invaders? Sloppy vampires?",14
DOGGETT,There is one small thing. The cops missed it their first time around.,13
SCULLY,A child's print.,3
DOGGETT,Yeah. That's what it looks like.,6
DOGGETT,You know there was a ring of thieves when I was back in New York. They used kids for B&E jobs.,21
SCULLY,Mm...,1
DOGGETT,"Squeezing in through cracked windows, that kind of thing. But this, this is beyond.",14
SCULLY,"No. From what I see, Agent Doggett, from the way this man died... I doubt it was a kid who did this.",22
DOGGETT,Thanks. I'm not quite ready yet to lose all my faith in humanity.,13
SCULLY,"But regardless, I'd say it's wise you keep an open mind.",11
MRS. HOLT,"The better the economy gets the harder it is to fill these kinds of jobs. And the problem is that people look at it as just a paycheck. They don't realize that as maintenance engineer you are playing an important part in these kids' lives. And I can't tell you how wonderful it is to find someone as enthusiastic as you are, Mr. Burrard. And I understand you can start immediately?",71
MRS. HOLT,That's wonderful.,2
DOGGETT,"Big fella, isn't he?",4
SCULLY,"Big is a relative term, Agent Doggett. It took three strong men to wheel him in here. He tipped the scale at 402 pounds.",24
DOGGETT,"Uh, Hugh Potocki was a big man, big appetites. Loved big cars, big houses, big business. Divorced twice. He carried two alimonies, one with child support. Never missed a payment. In fact, he seems to have spoiled his wives and kids.",41
SCULLY,I'm missing the point.,4
DOGGETT,"It seems he loved big women, too. Considering the evidence and motives we can probably rule out his ex-wives as suspects.",21
SCULLY,"Well, considering what I found here today I'd say I have to agree.",13
SCULLY,Tissue damage. Massive trauma to the lower intestine and the rectal wall.,12
DOGGETT,Is that from something going in or coming out?,9
SCULLY,"Well, unfortunately there's so much damage that it's hard to tell.",11
SCULLY,"I took MRIs, which reveal further shredding throughout the abdomen and, uh, into the stomach area.",16
DOGGETT,India's a major transit point for the Golden Triangle. This guy flew in and out of India half a dozen times over the past 18 months.,26
SCULLY,Are you suggesting that he's a mule? A courier of heroine or opiates? Drug dealer?,15
DOGGETT,"Fills a latex balloon with heroine, swallows it. We've all seen this kind of thing before but what if somebody got to him en route, forcibly extracted the drugs, tearing it from his stomach?",34
SCULLY,"Well, I'd say, uh, that's a good theory, Agent Doggett, not to mention a graphic one, but there would have been traces left of drugs in his system. Nor does it account for the blood loss that this man experienced.",40
DOGGETT,Then we're right back where we started. Nobody knows anything.,10
SCULLY,"Not exactly. I ran a decay analysis to, uh, determine the time of death. Liver temperature, buildup of gases, extent of rigor-- routine stuff. It's not 100% accurate, but it gives us a range.",34
DOGGETT,What's the range?,3
SCULLY,24 to 36 hours.,4
DOGGETT,"Well, that's just wrong.",4
SCULLY,"Well, it would mean that, uh, Mr. Potocki here would have died before he left Bombay.",16
DOGGETT,"No. It would mean that a dead man boarded a plane in India, changed planes in Paris, hailed a cab at Dulles, and then checked into a downtown hotel and tipped the bellman. In my experience, dead men don't tip, Agent Scully.",42
[CARRIK,"Well, we didn't see Mr. Potocki tip. Is this a subtle reference to the possibly dead, nontipping Mulder, i.e. Bad Blood?]",21
SCULLY,I told you to keep an open mind.,8
TREVOR,Oh... look what he just did to my scooter.,9
QUINTON,That's mine!,2
TREVOR,"Yeah, right, you going to take it from me?",9
QUINTON'S FATHER,"Hey! Leave him alone. What's going on here, Quinton?",9
QUINTON'S FATHER,"I know you. Your name's Trevor? You're in seventh grade, right? Don't you guys have anything better to do than pick on sixth graders?",24
TREVOR,"Well, he ran into me.",5
QUINTON,That's a lie!,3
QUINTON'S FATHER,"Enough. You want to be a bully? Find somebody your own age. I'll talk to your father if I have to. Come on, Quinton.",24
DOGGETT,Yes. Thank you. Sorry to wake you. Good-bye.,8
SCULLY,Bad connection?,2
DOGGETT,Consulate in New Delhi. Three weeks ago an American businessman was found dead inside his hotel room. Take a look.,20
DOGGETT,A Mr. Albert Brecht of Spokane. The reports have been hard to piece together. The medical records are in Hindi. Death certificate's in Farsi and the news accounts are in... I don't know—letters I've never seen before but I did get you a translation of Mr. Brecht's autopsy results.,49
DOGGETT,"Internal trauma. Tearing in the abdomen. You're the doctor-- it sounds like the same MO, doesn't it, Agent Scully?",19
SCULLY,"Look at this. Albert Brecht's passport was a recent issue and it has his weight at 205 pounds whereas here, an Indian medical examiner has him listed at 238 pounds just two hours after his death.",36
DOGGETT,"Well, if there's one thing people lie about, it's their weight.",11
SCULLY,"Well, that's a pretty big lie. I mean, that's a 33 pound discrepancy.",13
DOGGETT,"Well, he was a big man, that's for sure.",9
SCULLY,Yeah. As was our DC victim. All the better for accommodation.,11
DOGGETT,Accommodation?,1
SCULLY,"Well, something has to account for the weight gain, Agent Doggett. What if, whatever it is that killed these men entered and exited them of its own free will? I mean, something.... small... with small hands... living... inside the victims as a... as a stowaway of sorts.",47
DOGGETT,"You know I agree that having an open mind is important to crime solving, but... this theory of yours requires an openness that I'm... … I'm just not comfortable with.",30
SCULLY,"I understand, Agent Doggett and I can't prove it... but I bet that if we had weighed Hugh Potocki when he first arrived here from Bombay that he would have been 33 pounds heavier than his corpse.",37
DOGGETT,"It's a theory, Agent Scully, but to my mind and... pretty much the rest of me, it-it... doesn't work.",19
SCULLY,I appreciate your resistance but so far this evidence supports it.,11
DOGGETT,Except one thing... Even if there was something living inside of Hugh Potocki when he arrived here from Bombay... you said that Mr. Potocki was already dead.,27
QUINTON,Dad? Dad. Dad! Dad! Dad!!,5
QUINTON'S FATHER,"Quint, what is it?",4
QUINTON,There's a man in here.,5
QUINTON'S FATHER,What? What are you talking about?,6
QUINTON,"He was here, Dad. Right over there. He had no legs!",11
QUINTON'S FATHER,"Quinton... Quinton, listen to me. The things that you imagine, the things that-that you dream... are not real. And what's not real can't hurt you.",25
QUINTON,"But, Dad, it was real. It was.",7
QUINTON'S FATHER,"Quint, there's nobody here.",4
QUINTON'S FATHER,Try to get some sleep. Okay?,6
NEWSGUY 1,There's no denying the world order has changed. The United States is the sole Super Power-- in both a military sense and an economic one. With this comes responsibility.,29
NEWSGUYS,"No one's dismissing American responsibilities, here or abroad. But Third World debt relief, in my view would be a positive step toward solving Third World issues and Third World problems. Well, now it's my turn to disagree. Relieving that debt would allow these countries to find solutions without American intervention... I think you're being naive... There's no denying the world order has changed...",63
QUINTON,Dad?,1
QUINTON,Dad?,1
DOGGETT,"The first dead body I saw, I was 19 and a marine. This boy... criminy.",15
SCULLY,Yeah. That's not all he claims he saw.,8
DOGGETT,That's what the cops told me. That's why I thought we should come down here.,15
SCULLY,He said he called his dad in because there was something in his room. I asked him to describe it. He said that it was a munchkin. That it had no legs. And that it was keeping itself up with its arms.,42
DOGGETT,"Well, that's a pretty good trick considering what I just found upstairs. Palm prints in the boy's bedroom. They match the one's we found in Potocki's room. And that's the good news. It just doesn't serve your theory because this thing didn't get in here in anybody's body. It came in through the bedroom window.",55
SCULLY,How can you be sure?,5
DOGGETT,There was another print on the sill outside the locked window. And somebody must have closed it after this thing got in.,22
SCULLY,"Right. Which is exactly what the boy said that his father did. But it's the father that I have a problem with here. I mean he had none of the massive hemorrhaging that we found in Mr. Potocki. In the coroner's initial report, he makes it sound like the guy died of a cerebral embolism. The one salient detail in the external exam were the eyes... in which only the blood vessels are broken.",74
SCULLY,Unless that's just the first stage.,6
SCULLY,"This is Special Agent Dana Scully. I am a medical doctor about to perform an unauthorized procedure on a body. The, uh … the subject is a Caucasian male. Age, uh... I don't remember at this particular time. His height is about six feet. And his weight is... quite possibly subject to change.",53
SCULLY,I suppose distention could be due to decomposition gases... but that seems unlikely.,13
SCULLY,Oh.,1
MRS. HOLT,Reliability's one of the most important parts of your job. We were very worried when you didn't show up this morning.,21
(CLOSED CAPTIONING,CHUCK BURKS: They take religious devotion to an extreme.),9
CHUCK BURKS,They're called Fakir-- ascetic masters bound to acts of self-torture to attain enlightenment.,13
CHUCK BURKS,"We shot this video when I was traveling through India back in the late '70s... Oh, man, look at my hair back then.",23
SCULLY,Agent Mulder consulted with Dr. Burks on occasion and I have to admit that I've been skeptical of him in the past but he does have certain insights.,28
DOGGETT,"Well, we could use some insights.",6
CHUCK BURKS,"Uh, well, I-I'm embarrassed to admit but I-I'm not sure I know what the heck's going on here.",18
SCULLY,These ascetic masters... they have abilities?,6
CHUCK BURKS,"Oh, absolutely. An-and abilities similar to those you told me about on the phone have been ascribed to what are know as Siddhi mystics. The Siddhi are a very mysterious and particularly powerful order of Fakirs. These Siddhi, they pass on their secret practices from father to son gaining occult powers with each generation.",54
DOGGETT,What kind of powers?,4
CHUCK BURKS,Powers of the mind. Powers that help them manipulate reality. Powers that allow them to become invisible or tiny as an atom.,22
DOGGETT,"Well, I hope they're tiny. Where, whoever it is, is going.",11
SCULLY,"Chuck... Could one of these Siddhi mystics make you believe that he vanished in a room when in fact, he's standing right in front of you?",26
CHUCK BURKS,"Totally. Or disguise themselves appearing in front of you as, uh, well, virtually anyone.",14
DOGGETT,"I'm sorry, Dr. Burks, you're a... you're a professor of what?",11
CHUCK BURKS,"I run the Advanced Digital Imaging lab at the University of Maryland. And, um, I dabble.",16
DOGGETT,"You dabble. Well, this has been... insightful.",7
CHUCK BURKS,Doesn't surprise me.,3
SCULLY,What?,1
CHUCK BURKS,It's hard to believe in something when you can't understand it.,11
QUINTON,Get out of here.,4
TREVOR,"No, just... let me talk to you.",7
QUINTON,Leave me alone.,3
TREVOR,"No, I want to say I'm sorry.",7
QUINTON,"No, you're not.",3
TREVOR,"Look, I am. Would you just... listen.",7
