speaker,line,words
BATTER,"All right, let's play some ball.",6
CATCHER,Swing it in here. Strike!,5
BATTER,In what league?,3
PITCHER,"Hey, quit complaining. You know, we already had to move home plate 'cause you bitched about the mud.",18
BOY #1,Nice pitch!,2
CATCHER,"Come on, let him hear some chin music!",8
BOY #1,Throw a fastball!,3
BOY #2,Whoa!,1
BOY #1,Nice hit!,2
BOY #2,Go get it!,3
PITCHER,"Hey, come on!",3
RIGHT FIELDER,It went on the Peacocks' property.,6
CATCHER,Here's another one!,3
PITCHER,"All right, come on, let's play!",6
BATTER,"All right, come on...",4
CATCHER,"Come on, baby, bring it home to Mamma. Put it there, put it there. Come on, right here. Come on, baby, bring it home. Come on. Right here. That's it. Ease up.",32
BOY #2,What are you doing?,4
SCULLY,"Compression marks indicate the shovel blade to be approximately six and three-quarters inches. Uh, the angle of movement and deeper indentation on the right side of the mark suggests a left-handed individual. I've collected soil specimens and, uh, although numerous shoe impressions were made from the sandlot game, I think a, uh, a couple of dental stone casts will prove invaluable to the investigation. Meanwhile, I've quit the F.B.I. and become a spokesperson for the Ab-roller.",76
MULDER,"Smell that. It's perfume. Eau de ball. God, this brings back a lot of memories. My sister... all day pick-up games out on the vineyard, ride your bikes down to the beach, eat bologna sandwiches. Only place you had to be on time was home for dinner. Never had to lock your doors. No modems, no faxes, no cell phones.",60
SCULLY,"Mulder, if you had to do without a cell phone for two minutes, you'd lapse into catatonic schizophrenia.",18
MULDER,"Scully, you don't know me as well as you think you do. You know, my work demands that I live in a big city, but if I had to settle down, build a home... be a place like this.",39
SCULLY,Be like living in Mayberry.,5
ANDY TAYLOR,"Agents Mulder and Scully? Hi, I'm Sheriff Andy Taylor.",9
MULDER,For real?,2
ANDY TAYLOR,"Can't thank you or the bureau enough for coming out. It's just me and my deputy, and... hell, we never had anything of this nature.",25
SCULLY,"Do you have any thoughts or, uh, suspects?",8
ANDY TAYLOR,"Population of Home is only a few hundred. Everybody knows everybody, pretty much.",13
SCULLY,"Well, were there any local women who were pregnant and now suddenly aren't?",13
ANDY TAYLOR,No. I just saw Mary Ellen and Nancy. They're both doing fine.,12
