speaker,line,words
CHRIS CARTER,"Previously, on the X-Files...",4
SUSANNE MODESKI,My name is Susanne Modeski... I was an organic chemist for the Advanced Weapons Facility... I need to expose the US government's plot against its own people.,27
MODESKI,"Tell the truth. Reach as many people as you can with it, that's your weapon.",15
BYERS,Susanne!,1
BYERS,"My name is John Fitzgerald Byers. I was named after our 35th president, and I keep having this beautiful dream. In my dream, the events of November 22nd, 1963, never happened. In it, my namesake was never assassinated. Other things are different, too, in my dream. My country is hopeful and innocent; young again. Young in spirit. My fellow citizens trust their elect officials, never once having been betrayed by them. My government is truly ""of the people, by the people, for the people."" All my hopes for my country, for myself...all are fulfilled. Everything that counts for anything in life... I have it. But the dream ends the same way every time. I lose it all.",117
SHUFFLING MAN,"The game is Texas Hold 'Em, gentlemen.",7
GLASSES MAN,Bring your wife?,3
BALD MAN,"You think I'm sitting here, I'd bring my wife? Dumb ass brought his wife.",14
BEARDED MAN,"'Cause I'm the man; I say I'm playing poker, I play poker. Meanwhile, your wife is back in Plaino, boinking the mailman.",22
BEARDED MAN,"Hey, what's your name again?",5
BYERS,Funston. Stewart Funston.,3
BALD MAN,"You bring a little lady, Stewart?",6
BYERS,Not married.,2
GLASSES MAN,"Smart man, hundred.",3
BYERS,You's guys come to this every year? Def-con?,8
GLASSES MAN,"Every year. Ah, fold.",4
BALD MAN,Wouldn't miss it.,3
BEARDED MAN,Yeah. Out!,2
BYERS,"So, you guys, uh, working on anything interesting these days?",10
BALD MAN,Same old black ops crapola. You know what it's like.,10
GLASSES MAN,"Hey, we're doing some neat stuff with neutron bombardment. Yeah, you can cook somebody's brain in their skull, like hard-boiling an egg.",22
GLASSES MAN,It's neat stuff.,3
BALD MAN,Speaking of crapola...... fold.,4
SHUFFLING MAN,Thank you.,2
FROHIKE,Oh... a man of distinction.,5
SHUFFLING MAN,"So you in, Mr. Funston?",5
BYERS,Yeah.,1
SHUFFLING MAN,Looks like it's just you and me.,7
BYERS,Another 200.,2
SHUFFLING MAN,I'll see your 200...... and raise you one...... thousand.,9
BALD MAN,Huh whoa!,2
BEARDED MAN,He's buying the pot stew.,5
BALD MAN,Three clubs showing... could be a flush.,7
BYERS,One thousand. And I raise you...... one thousand.,8
GLASSES MAN,The stones he has...,4
SHUFFLING MAN,I see you work for Conglomerate. You guys make a great AE-135 unit.,13
LANGLY,Oh man... don't freak... don't...,5
LANGLY,"...freak. I'm on it. AE-135...mmmm...bingo. 442 J-stroke, A-135 air conditioning units for B-2 bombers. Talk air conditioners.",17
BYERS,"Oh yeah, the AE-135 is a beauty. Keeps the B-2's frosty, can practically see your breath.",16
SHUFFLING MAN,How'd you get all the bugs out of it?,9
BYERS,"Ah, you know, trade secrets.",5
SHUFFLING MAN,"Oh, come on, Stewart. You're among friends. Seriously, how'd you get past the delamination thing?",15
LANGLY,Delamination... searching.,2
SHUFFLING MAN,"Oh, uh, I'm sorry. I'll see your thousand...... and raise you...... all you've got.",14
LANGLY,"Systems tests, error rates... nothing. Stall 'em. And fold.",9
((NEONOTE,Langly's t-shirt of the episode; Snoozonica) Cut back to the private suite.),12
BYERS,"You wanna know how we fixed the delamination problem? We subcontracted the whole damn thing to the Japanese, then triple-billed the government. Same thing we always do. Queen-high flush.",29
SHUFFLING MAN,"King-high. Al, call security. Have them pick up Mr. ""Funston"" here. And his partner.",14
BYERS,Delamination... you made that up?,5
SHUFFLING MAN,"My advice to you, Stewart, or whatever your name really is, poker is not your game.",16
FROHIKE,"Hey man, you wanna thunderdome, let's go.",7
LANGLY,"Three thousand dollars... I told you to fold. It should have been me in there playing, why does Byers get to do the undercover?",24
FROHIKE,'Cause this ain't Woodstock.,4
BYERS,Did we at least get some usable prints off the drink glasses?,12
FROHIKE,"What, are you kidding? We had to leave them all behind. How we gonna salvage this?",16
LANGLY,We're not. This convention's a bust. Five days and three grand invested and we got bupkiss to show for it.,20
BYERS,"Who was that player, anyway? The guy who made us, he wasn't wearing a convention badge.",16
LANGLY,Nobody ever said his name.,5
BYERS,I think he's worth looking into.,6
JIMMY,"CIA, open up.",3
FROHIKE,"Hey, hey, hey. Jimmy and Timmy.",6
JIMMY,Hey. Where were you guys today?,6
BYERS,Around.,1
TIMMY,Oh yeah? Maybe snooping for some hot 411?,8
JIMMY,On the sneak tip?,4
LANGLY,Maybe...,1
TIMMY,"Yeah, well maybe we were too.",6
JIMMY,And maybe we got some.,5
FROHIKE,Well maybe we did too.,5
JIMMY,"Ah, we got bupkiss. Buncha tight lipped defense contractors.",9
FROHIKE,"Yeah, well I'm gonna go way out on a limb here and say, it's the t-shirt.",16
LANGLY,"Yeah, maybe both of you could wear one that says ""I'm with stupid.""",13
JIMMY,"You just don't get it, man. This says that I'm on to them. This says that I comprehend the military industrial power dynamic. That's what this whole thing is about; wetworks, political assassination. That's their theme for this year.",39
BYERS,Where did you hear that?,5
JIMMY,"Oh yeah, like I'm gonna reveal my sources. Suffice it to say, there's some big new stealth assassination technology that's supposed to be unveiled here. And I will be there, front row.",32
TIMMY,"In the meantime, we're hitting the restaurant.",7
JIMMY,"Yeah, all you can eat lobster buffet.",7
TIMMY,Free floor show... plenty of boobage. You guys down?,9
BYERS,You go ahead.,3
FROHIKE,I'll catch up.,3
FROHIKE,"You're one hell of a sad-sack, Byers.",7
BYERS,Lay off about the poker game.,6
FROHIKE,"No, that's not what I'm talking about. You're the one who pushes the hardest for us to come to these conventions, then you get all squirrelly once we get here. You're still looking for her, aren't you? Susanne Modeski.",39
BYERS,We met her at a convention.,6
FROHIKE,"Ten years ago. In Baltimore. Now we both know what happened to her. Most likely, she's dead.",17
BYERS,"No. She was a brilliant scientist, too important to the government.",11
FROHIKE,"Buddy, either way, I know we're both hoping she's in a better place than Las Vegas. C'mon. All you can eat lobster.",22
BYERS,I almost won.,3
FROHIKE,"Yeah, you and everyone else. Whoa, Byers, check this out. I'm feeling lucky.",13
BYERS,It can't be.,3
FROHIKE,What?,1
BYERS,I'm so sorry. I'm sorry.,5
FROHIKE,Byers... what the hell's going on?,6
SCULLY,"Yeah, Scully.",2
MULDER'S VOICE,"Hey, Scully, it's me.",4
SCULLY,"Mulder, what time is it?",5
MULDER'S VOICE,"2:34AM. Listen, Scully, I need you on the next flight to Las Vegas.",13
SCULLY,Las Vegas? Why?,3
MULDER'S VOICE,It's the Lone Gunmen. They're onto something big.,8
SCULLY,"What, exactly?",2
MULDER'S VOICE,It's really important. Trust me.,5
SCULLY,"Yeah, I trust you, Mulder, it's the Three Stooges I'm not so sure about.",14
MULDER'S VOICE,"Look, I can't talk over an unsecured line. Please just get here. It's an emergency.",15
SCULLY,"Okay. Okay, okay. Okay.",4
LANGLY,What if she calls him back?,6
BYERS,"I trapped her cell number. If she calls him, it rings here.",12
FROHIKE,"She's gonna kick our ass. What do you need Scully for, anyway?",12
BYERS,We're up against agents of the government. We need our own government agent.,13
LANGLY,And that would be Mulder. Why do you want just Scully?,11
FROHIKE,She's gonna kick our ass.,5
BYERS,Mulder's too high profile. He's virtually a household name to the black ops who kidnapped Susanne in Baltimore.,18
LANGLY,"Byers, I've hacked into the hotel computers, Susanne Modeski's not registered here. Are you sure you saw her; are you absolutely, positively sure?",23
BYERS,It was her. She's here. I've got to find her!,10
FROHIKE,"You've gotta find some ice, you need a drink.",9
LANGLY,Byers is trying to kill himself.,6
FROHIKE,"Stop trying to kill yourself, Byers, it's not deep enough. Come see what we got. Room 1066, registered to our mystery poker player, one Grant Ellis. New Mexico plates on his car.",32
LANGLY,"Which come back listed ""DoD motor pool."" Signed out from...",10
BYERS,"Whitestone, New Mexico.",3
FROHIKE,The advanced army weapons facility. Where Susanne worked.,8
LANGLY,"Ellis's credit cards get billed directly to the Administrative Offices. He's looking like he's some kind of shadow government ""poobah.""",20
BYERS,He brainwashed her.,3
BYERS,"Well that's what they do there! The AH gas she developed. Call it psychological warfare, behavior modification, but it's all about mind control. And undoubtedly, the process has been refined in the last decade. She ran from them, refused to take part in their tests, their crimes against the American people, there's no way she would choose to be working for them now, working for that guy...... kissing him. Clearly he brainwashed her.",73
FROHIKE,I know a way to find out.,7
FROHIKE,Buenos dias.,2
BYERS,I can't get into the conference. The guard who threw me out is working the door.,16
LANGLY,Let me go.,3
JIMMY,"CIA, freeze.",2
LANGLY,"That just keeps getting funnier. Where's your girlfriend, Timmy?",9
JIMMY,"Ah, out in the desert. There's this naked chick who'll teach you how to shoot machine guns. It costs 200 beans though, I told him he was a putz. What's the matter, Byers? Your bestest dog die? What's up?",39
LANGLY,Trying to figure out how to get into the Saguaro Room.,11
RED-HEADED GUY,Good luck. That's the Holy Grail. Bug sweeps...,8
BALD GUY,"Casino security outside, government security inside. There's no way any of us are getting in.",15
JIMMY,"I can get in there. And I will, too. When the time is right.",14
LANGLY,"Doo-doo, kaa-kaa, poo-poo.",3
