speaker,line,words
TECH 1,North Perimeter clear. No sign of him.,7
TECH 2,South access clear.,3
SKINNER,"Camera one, pan right. Mulder, make for the west entrance.",10
TECH 3,West gate … No sign of suspect.,7
SKINNER,"Two, angle south entrance.",4
TECH 4,Mid-park clear,2
SCULLY,There. The bus.,3
SKINNER,"Three, zoom in.",3
SKINNER,"Stay close, Mulder. We have Alpha off an east bound Metro bus.",12
TECH 2,I have alpha heading south.,5
SKINNER,"One, follow suspect.",3
UNDERCOVER AGENT READING PAPER,Contact made.,2
SKINNER,"All right, hold your positions.",5
SCULLY,What’s he looking at?,4
SKINNER,Two. Pick it up.,4
SCULLY,"Mulder, he’s watching you.",4
TECH 2,He’s reaching for something.,4
SKINNER,"Zoom in. One, zoom.",4
SKINNER,"Okay, slowly. Slowly. Wait for it. Wait., wait. Wait for it.",11
SKINNER,Okay …,2
HALEY,What - what- what -? Hey.,4
SCULLY,What just happened? What’s happening?,5
SKINNER,I don’t know what the hell happened.,7
HALEY,"Anybody! A doctor! I need a doctor over here.. My friend’s sick here. I don’t know what’s wrong. Oh, God. He just … he just fell … Ah, man.",29
SKINNER,What the hell’s going on?,5
SCULLY,I can’t see anything! There’s …,6
TECH 2,Beta target down!,3
TECH 3,We’ve lost Alpha!,3
SKINNER,Go! Go! Go!,3
SCULLY,There he is! He’s heading west. He’s on the move! He’s on the move!,14
MULDER,I’m on him!,3
SKINNER,Maintain your position on the downed Beta. Find the Alpha on three.,12
AGENT READING PAPER,"Federal agents! Step aside! Oh, my God.",7
SKINNER,What is it?,3
AGENT READING PAPER,What that hell did he do to him?,8
SCULLY,What? What! What? What are you seeing?,7
SKINNER,"Come on, talk to me! Talk to me!",8
AGENT READING PAPER,It’s eating away his flesh.,5
SCULLY,What?,1
SKINNER,Haley must be carrying something lethal.,6
SCULLY,Where’s Mulder?,2
SKINNER,Mulder was on him. There’s no way he couldn’t catch him.,11
SCULLY,"Mulder, respond!",2
SKINNER,Can you find him? Zoom in. Zoom in!,8
SCULLY,"I can’t see a thing. Mulder, suspect is armed and dangerous. Pursue Alpha with extreme caution.",16
SCULLY,Mulder! Damn it!,3
SKINNER,Agent Scully!,2
MULDER,Scully.,1
SCULLY,What happened?,2
MULDER,I lost him.,3
SCULLY,What do you mean?,4
MULDER,He got away.,3
SCULLY,"I came in early. I wanted to take a look at the surveillance tape to make sure I wasn’t crazy. What happened out there, Mulder?",25
MULDER,"""What happened?""",2
SCULLY,"There were 12 agents yesterday in the park. We had ownership of the suspect. We were in position to make the capture and you let him get away. And from what I see now, you may have aided in his escape.",41
MULDER,I don’t know what you’re talking about.,7
SCULLY,"It’s on the video, Mulder. I can’t prove it was you, but I know what I saw. This man is a murderer. He is a terrorist. I have a report to give this morning. I expect you to give me an answer. I expect you to tell me the truth.",50
MULDER,We’re late for the hearing.,5
SKINNER,"15 hours ago, a joint FBI/CIA task force assembled to capture Jacob Steven Haley, second in command of the militia group known as New Spartans. Intelligence revealed Haley was to make an exchange of money for a quantity of automatic weapons to conduct domestic terrorist activities and to further their express goal of overthrowing the federal government. Due to reasons that are still under review, our operation failed. Jacob Steven Haley remains at large. Whereabouts unknown.",76
CIA AGENT,What about the weapons?,4
SKINNER,"An arms dealer name Cadre who died at the scene received from Haley a $50,000 bearer bond. Presumably, this was payment for weapons delivered.",24
CIA AGENT,"In other words, Haley not only got away, he got away with $50,000 worth of guns? Have we determined a cause of death? How Haley killed this man?",28
SCULLY,He was killed by means of a highly toxic biological agent.,11
CIA AGENT,What kind of toxin are we talking about?,8
SCULLY,"We don’t know. It’s affect on the dermis and the soft tissues, the rapidity of it’s action – it is not a disease known in nature. It would seem to be genetically engineered. A bioweapon.",35
CIA AGENT,How the hell did he get it?,7
CIA AGENT,"The former Soviet Union. Security on the Siberian Vector Lab is, uh, lax. It’s conceivable it was stolen, though we have no confirmation from Moscow.",25
CIA AGENT,So this is out in the ozone now? Is this stuff floating through Folger Park?,15
SCULLY,Level Four decontamination procedures were undertaken immediately. Our best indications are that exposure was limited and that the toxin was transmitted directly and not contagious.,25
CIA AGENT,How do you know that?,5
MULDER,We’re not all dead?,4
SCULLY,"At this point, we can only guess that the toxin was transmitted by liquid or gas, touch or injection.",19
CIA AGENT,"Anybody care to tell me how this guy, Haley eluded us?",11
SKINNER,"Video recon indicates Haley had an accomplice at the park. We have yet to identify who this was, or how Haley knew he was under surveillance.",26
FBI AGENT,He must have made us.,5
CIA AGENT,Could he have?,3
SKINNER,No. Every member was chosen for their lack of exposure in terrorist circles.,13
MULDER,Haley’s extremely suspicious to the point of paranoia. He’s got military training and a guerrilla mentality.,16
SKINNER,"Second only to this man. August Bremer. He’s the group's mastermind. However, there are reports that he and Haley are vying for control. This destabilization makes August Bremer our primary threat.",31
CIA AGENT,"Well, this is it. This is the scenario we’ve all been worried about, people. Now, I need maximum control of information. Nothing leaves this room. The media gets a sniff, we’re going to disavow. We are going to stop these men. We’re going to make it all go away.",49
SCULLY,Mulder.,1
USHERETTE,The show’s almost over.,4
BREMER,"One, please.",2
BREMER,Thanks.,1
BREMER,"I’d like some popcorn, please.",5
USHERETTE,"Do you want large, extra large or Jumbo large?",9
BREMER,"Could I get some fresh popcorn, please. The sign says ""Fresh Popcorn.""",12
USHERETTE,This is fresh popcorn.,4
BREMER,"No, fresh-fresh --- hot – out of the machine back there. Please. A large.",13
USHERETTE,I’ll have to make it. Probably take a minute.,9
MULDER,Yeah?,1
HALEY,You set me up.,4
MULDER,I saved your ass.,4
HALEY,Then why wasn’t I told?,5
MULDER,I didn’t know about the operation.,6
HALEY,It was your operation.,4
MULDER,No. The Justice Department got an anonymous tip. I found out a half hour before it went down. I did what I could.,23
HALEY,"You’ll have to do better than that, Mulder.",8
MULDER,"What else can I say? I-I got as much to lose here as you do. They catch you, you’ll flip me. Look, I believe in your ideals and your goals but the only reason I tolerate your methods is because the government’s are worse.",44
HALEY,Wow. What a ringing endorsement.,5
MULDER,"Hey, you came to me, remember? I mean, what more do you want from me? I’ve risked everything. I’ve given you information. My partner is seriously suspicious. If that’s not enough for you, that’s all I’ve got.",37
TEEN 1,Ain’t nobody home.,3
TEEN 2,"Eh, she’s in there. She’s just hiding or something.",9
TEEN 1,I’m thinking we could break for it right through the front doors.,12
TEEN 2,Why? I got us front row seats.,7
TEEN 1,She see us? Is she coming?,6
TEEN 2,"Hey, man.",2
SCULLY,Maybe you can tell me what’s going on.,8
MANAGER,What?,1
SCULLY,"There seems to be a problem. A man just told me you gave him keys to my room, room 130.",20
MANAGER,Who are you?,3
SCULLY,Who am I? Who is he?,6
MANAGER,"Mr. uh, Kaplan.",3
SCULLY,Mr. Kaplan.,2
MANAGER,Yes.,1
SCULLY,Thank you.,2
MANAGER,Are you the wife?,4
SCULLY,Not even close.,3
MULDER,Yeah?,1
BREMER,We’ll proceed as planned.,4
DRIVER,Agent Mulder? You coming with us?,6
SCULLY,Shi….!,1
MAN,Step out of the car.,5
SCULLY,Exactly what agency are you from? Obviously not the Office of Information.,12
CIA AGENT,"Agent Scully, take a seat.",5
SCULLY,What the hell is going on?,6
CIA AGENT,I apologize for our methods.,5
SKINNER,They may well have saved Agent Mulder’s life.,8
SCULLY,What about my life? I don’t appreciate being run off the road.,12
CIA AGENT,We had our reasons.,4
SKINNER,You’re suspicious Agent Mulder’s betrayed his country.,7
SCULLY,I don‘t know what you’re talking about.,7
CIA AGENT,"Your discretion is understandable. In point of fact, Agent Mulder’s actions are entirely honorable. What you’ve stumbled into is a classified action, a deep-cover assignment.",25
SKINNER,"Until now, Agent Mulder’s true mission was known only to the US Attorney and myself.",15
SCULLY,His true mission?,3
SKINNER,The council we sat in was front to make the New Spartans believe we were unaware of Agent Mulder’s complicity.,20
SCULLY,Why him? Why choose Agent Mulder?,6
SKINNER,We didn’t choose him. They did.,6
CIA AGENT,"He spoke at a UFO conference in Boston where he broadcast his feelings about the government and their conspiracies against the American people. Somebody from the organization was listening so the man who escaped, Haley, sent out feelers in hopes that Agent Mulder was a man whose politics were in line with his own. Someone on the inside that he could use.",62
SCULLY,To what aim?,3
SKINNER,That we don’t know.,4
SCULLY,You’ve put Agent Mulder’s life in danger by not telling me.,11
SKINNER,I advised him not to tell you. He’s at a very delicate point. Everything he does now must work to build trust.,22
SCULLY,"Including letting this man Haley get away with murder? Sir, we know nothing about this bioweapon. We don’t know what they want to use it for. We don’t even know if they have the capacity to store it safely. Putting Agent Mulder in this situation is extremely risky.",48
SKINNER,They want something from him. We have no other way of learning what.,13
AGENT,"Movie theatre in Ohio. Whatever they’re using, they’ve used it again.",11
MULDER,"Ooh. Is this the Pepsi challenge? How ’bout some, uh, fresh air, boys?",13
HALEY,"Welcome, Agent Mulder.",3
MULDER,"Okay, deal me in.",4
HALEY,This is just a little method that we use to learn the truth.,13
MULDER,"Well, you might want to put that hood back on me unless you want to see a grown man cry.",20
HALEY,What happened in the park?,5
MULDER,I told you on the phone. FINGER BREAKING MAN twists and breaks MULDER’s finger. MULDER screams in pain.),18
MULDER,"I was set up. I’m telling the truth. Wait, wait! Wait! I let you go!",15
HALEY,"You’re spying on us, aren’t you?",6
MULDER,No. No. No.,3
