speaker,line,words
ANNOUNCER,Previously on The X-Files...,4
SCULLY,It appears to be a craft; its skin covered with the intricate symbols you and I both saw. They are somehow imbued with power.,24
DR. HARRIMAN,There's activity in the temporal lobe we've just never seen. His brain is going to just die.,17
MULDER,What's causing this?,3
MICHAEL KRITSCHGAU,It's a temporal lobe abnormality. That's how you're able to read minds.,12
MULDER,What's causing this is alien.,5
SKINNER,Agent Mulder I want to help you.,7
MICHAEL KRITSCHGAU,You asked me to come down here.,7
SKINNER,You're going to inject him?,5
MICHAEL KRITSCHGAU,He's being given the wrong treatment.,6
SKINNER,You're not a doctor.,4
MULDER,"Look, I know you've been compromised. I know Krycek is threatening your life.",13
DIANA FOWLEY,I know you know about me-- that my loyalties aren't just to you.,13
SCULLY,He's not dying. He is more alive than he's ever been and what's causing it may be extraterrestrial.,18
SCULLY,"Please, Mulder. Hold on.",4
DR. HARRIMAN,"We've exhausted all medical and scientific evidence. By that I mean nothing we can find -- no disease, no hint of disease, only symptoms. The brute fact is he's experiencing so much activity in his temporal lobe that it is effectively destroying his brain.",43
TEENA MULDER,Enough. There's only so much bluntness a mother can take.,10
DR. HARRIMAN,I'm sorry. I just...,4
TEENA MULDER,All you do is sedate him. You're turning him... into a zombie.,12
TEENA MULDER,"I know you can hear me, Fox. Can you give me a sign?",13
MULDER,"I can hear you, Mom.",5
TEENA MULDER,Fox.,1
MULDER,"Mom, I can hear you. I'm here.",7
TEENA MULDER,"I love you, my darling boy.",6
MULDER,"Mom, where you going? Mom! Mom! Come back, Mom! Mom! Mom!! Mom!!!",12
CSM,"""When in disgrace with fortune and men's eyes."" Ah, but your mummy will still love you. All a mother wants is to shield her boy from pain and danger. Safe in the world as he was once in the womb. But maybe we think a father demands more than mere survival. Maybe we're afraid a father demands worldly adulation, success, heroism... I know you can hear me.",67
MULDER,I could always hear you. Even when my mind is jammed with a thousand voices I can hear you like a snake hissing underneath. How the hell did you get in here?,32
CSM,How does anything I do surprise you now? Aren't you expecting me to sprout vampire fangs?,16
MULDER,You've come to kill me.,5
CSM,"It would be better than living like a zombie, wouldn't it?",11
CSM,I'm giving you a choice.,5
MULDER,What choice?,2
CSM,"Life or death. Your account is squared -- with me, with God, with the IRS, with the FBI. Rise out of your bed and come with me.",26
MULDER,"I'm dying, you idiot. If I could get up, I'd kick your ass.",13
CSM,"Don't be so dramatic. Only part of you is dying. The part that played the hero. You've suffered enough - for the X-Files, for your partner, for the world. You're not Christ. You're not Prince Hamlet. You're not even Ralph Nader. You can walk out of this hospital and the world will forget you. Arise.",54
MULDER,Wh... wh... what the hell are you doing to me?,10
CSM,I'm showing you how to take the road not taken. Take my hand.,13
MULDER,Why should I take your hand?,6
CSM,You can't read my mind?,5
MULDER,No... I can't. All the voices are gone.,8
CSM,"Take my hand, Fox. You have to take the first step.",11
CSM,Take my hand. I am your father.,7
MICHAEL KRITSCHGAU,"Sleep is a luxury, Agent Scully. A self-indulgence we have no time for. Nor does Agent Mulder.",17
SCULLY,How did you get in here?,6
MICHAEL KRITSCHGAU,Getting in is easy. It's what you do once you're inside that's key.,13
SCULLY,What's that supposed to mean?,5
MICHAEL KRITSCHGAU,You are the only one with access to Mulder. I need you to use it wisely.,16
SCULLY,Like you? Almost killing him by shooting him full of Phenytoin for a few moments of lucidity.,17
MICHAEL KRITSCHGAU,"It's what Agent Mulder wanted. He knows what's wrong. What he wants now is to prove it. It's why he asked for me, not you.",25
SCULLY,I don't believe that.,4
MICHAEL KRITSCHGAU,Two years ago your partner was infected with a virus he claimed was alien. A virus reactivated in him by exposure to a source of energy also alien. Agent Mulder is living proof of,34
SCULLY,"Well, whatever it is, it's killing him. And we have to get it out of him.",16
MICHAEL KRITSCHGAU,You destroy this and I'll destroy you.,7
SCULLY,Scully.,1
SKINNER,"Agent Scully, you need to go to the hospital.",9
SCULLY,Why? What happened?,3
