speaker,line,words
CHASE,"Pick up. Pick up the phone. Look, I don't know what that bitch told you but I'm solid. She's lying to you. Check her right-hand desk drawer. It's all there, the whole story. Pick up, man. Call him off. Hey, let's talk about this, alright. Give me a chance to explain.",51
CHASE,Help me. Somebody wants to kill me.,7
OFFICER,Who wants to kill you?,5
CHASE,Please help me.,3
OFFICER,"Hold on, don't do that, guy. Now, you calm down.",10
CHASE,"Please, you've got to stop him. He's out there. We have to get him before he gets me.",18
OFFICER #1,"Hey, get off.",3
OFFICER #2,Take him down! Take him down!,6
CHASE,Let me go. He's going to kill me!,8
OFFICER #1,"Take it easy. Relax, now. Settle down.",7
CHASE,No. This isn't enough. I'm not safe in here.,9
OFFICER #1,"Hey, buddy, you've never been safer in your life, OK? Just relax.",12
CHASE,He can get me in here.,6
OFFICER #2,I'll go call Social Services.,5
OFFICER #1,Right.,1
CHASE,It's not enough. He can get to me.,8
SCULLY,"They've identified it as 9mm pistol ammunition, teflon-coated armour-piercing. Single round. He was shot, there's no doubt about that.",19
DOGGETT,"Well, I assume the million dollar question is how.",9
SCULLY,"Yeah. Well, what do we know about the victim?",9
DOGGETT,CARLTON CHASE. Aged 39. Well-to-do realtor. Single. Lived in the area all his life. Nothing but parking tickets on his record. Came tearing in here last night saying someone was going to kill him.,34
SCULLY,He was right.,3
DOGGETT,Except I don't see any bullet holes in the walls.,10
SCULLY,Looks to have entered through the top of his head.,10
OFFICER,"Agents, thanks for coming down so quick. Al Trugero.",9
DOGGETT,John Doggett.,2
OFFICER,Nice to met you.,4
DOGGETT,Agent Scully.,2
OFFICER,Agent.,1
SCULLY,Hi.,1
OFFICER,I'd appreciate any help you can give us. We've got this much figured out so far.,16
DOGGETT,The bullet came through the airvent.,6
OFFICER,"Yeah, that's how it's lookin'. There's a little burr on this louver right here where the bullet passed through. You can barely see it, but it's there. So, I'm thinking this is where the killer hid. He somehow crawled into this ventilation system and from here he had a clear line of sight to shoot Chase below.",57
DOGGETT,Did anyone hear a gun shot? Seems pretty likely you'd hear one even with a silencer - it's going to echo through the duct-work.,23
SCULLY,What's directly above this?,4
OFFICER,I don't understand. How could someone make that shot from here?,11
SCULLY,He didn't make it from here. Can I use your pencil?,11
OFFICER,Sure.,1
SCULLY,Captain! We're going to need your crime scene investigators up here.,11
OFFICER,You got it.,3
DOGGETT,"So, lucky shot?",3
SCULLY,"Very. But this victim here stated that he was going to be killed just moments before he was shot, which doesn't sound lucky at all.",25
DOGGETT,Guess I can't argue with that.,6
SCULLY,What have you got there?,5
DOGGETT,"An old Godfather trick. Wrap a towel around a pistol, muffle the sound. The killer was up here all right. So how in hell did he make that shot?",29
