speaker,line,words
PUSHER,Let's get this show on the road.,7
AGENT #1,Federal agents! Get down!,4
AGENT #2,Federal agent! Get down!,4
PUSHER,Turn this thing off.,4
FRANK BURST,"You're Pusher, I presume.",4
PUSHER,"You must be Frank Burst. You know, I got to tell you... you got the greatest name.",17
FRANK BURST,"Agent Collins, read him his rights and lets get the hell out of here.",14
COLLINS,"You have the right to remain silent. If you choose to give up that right, anything you say can and will be used against you in a court of law. You have the right to an attorney...",37
PUSHER,Think you can hold me?,5
FRANK BURST,Put him in a waist chain and leg arms!,9
COLLINS,If you choose to waive that right...,7
FRANK BURST,"I want him in a car with a cage! Loudoun County Unit, whatever. I'll ride shotgun. It would really help me out if you gave us your name.",28
PUSHER,"Pusher's good enough. Hey, you know, Deputy, I just got to say that your uniform is really the most soothing shade of blue. I'm not kidding you. I notice those things. It's a sky blue. Very calming. Very tranquil. I think the word for that particular shade is cerulean, actually. Cerulean blue.",52
FRANK BURST,"Okay, okay, we get it. It's a nice shade of blue.",11
PUSHER,Cerulean blue. Cerulean makes me think of a breeze. A gentle breeze.,12
FRANK BURST,Hey! Mister Blackwell. Put a sock in it.,8
PUSHER,Cerulean is like a gentle breeze. Cerulean... a gentle breeze.,10
FRANK BURST,Stop!,1
FRANK BURST,"I was knocked unconscious. Deputy Scott Kerber was mortally injured. Before he succumbed, he managed to, uh, pull himself out of the car, dig his keys out of his pocket... and his last breath was spent unlocking my prisoner, who, despite his own injuries, managed to escape on foot. Calls himself ""Pusher.""",52
MULDER,What's his story?,3
FRANK BURST,He cold-called me about a month ago. Confessed to a series of contract killings going back over the course of two years.,22
SCULLY,He wanted to turn himself in?,6
FRANK BURST,"No. It was a game. He was bragging. See, the thing about these murders is, nobody considers them murders. They went down in the books as suicides.",27
SCULLY,So you think he was just a crank?,8
FRANK BURST,"No. He knows too much about each case, too many details that were only in the police reports.",18
SCULLY,What connection did this dead deputy have with him?,9
FRANK BURST,"None, as far as I can tell. Kerber was a good cop.",12
SCULLY,Then why did he free him?,6
FRANK BURST,"Pusher kept rambling about cerulean blue. Kept saying how it reminded him of, uh, a breeze or something. ""Cerulean blue is like a gentle breeze..."" over and over and then, uh, Kerber pulled into the truck and... blammo.",38
MULDER,So you think that Pusher somehow talked him into doing this? He willed him into doing that?,17
SCULLY,Willed him? How?,3
FRANK BURST,"No kidding, how? Your guess is as good as mine on this one. See, Pusher likes to leave clues. Ronin.",20
MULDER,Ro-neen. It's a samurai without a master. What? You never saw Yojimbo?,12
SCULLY,"Still, what does it mean?",5
MULDER,It means I bet I know ten-to-one what this guy's got stacked on the back of his toilet.,18
HOLLY,Agents?,1
MULDER,"Oh, thanks.",2
HOLLY,Here's volume ten.,3
SCULLY,"I'm sorry, I couldn't help noticing.",6
HOLLY,I was in Georgetown this weekend. A guy knocked me down and stole my purse.,15
MULDER,They get him?,3
HOLLY,Do they ever? No offense. Excuse me.,7
SCULLY,"Mulder, I'm still not sure what we're looking for.",9
MULDER,Samurais without masters have to advertise.,6
SCULLY,"Yes, but advertise for what? I mean, how... how did this ""Pusher"" convince an otherwise honest deputy sheriff to free him? I mean, I'm sure you have a theory.",29
MULDER,"Suggestion is a powerful force. The science of hypnosis is predicated on it, as are most TV commercials. I mean, they're designed to plant thoughts in your head.",28
