speaker,line,words
MELISSA,"Okay, sweetheart. We’re just going in for a few things. We won’t be long, okay. Polly? Mommy needs some groceries, okay?",21
POLLY,"I don’t like this store, Mommy.",6
MELISSA,We’re only going to be a minute.,7
POLLY,I want to go home.,5
DOLL,Let’s have fun.,3
DAVE’S IMAGE,"Help, Melissa.",2
MELISSA,"We’re going home, Polly. Please, don’t do this to Mommy.",10
DAVE,"It’s Dave, down at the Super Saver. Send whoever you got on duty.",13
DOLL’S IMAGE,I want to play.,4
SCULLY,Scully.,1
MULDER,"Hey, Scully, it’s me.",4
SCULLY,"Mulder, I thought we had an agreement. We were both going to take the weekend off.",16
MULDER,"Right, right. I know. But I - I just received some information about - about a case. A classic X-files --- classic. I wanted to share it with you.",26
SCULLY,"Mulder, I’m on vacation. The weather is clear. I’m looking forward to hitting the road and breathing in some of this fine New England air.",25
MULDER,"You didn’t rent a convertible, did you?",7
SCULLY,Why?,1
MULDER,Are you aware of the statistics of decapitation?,8
SCULLY,"Mulder, I’m hanging up. I’m turning off my cell phone. I’m back in the office on Monday.",17
MULDER,You shouldn’t talk and drive at the same time. Are you aware of the statistics ….? Hello?,17
SCULLY,"Sir … Sir, what happened?",5
OLD MAN,I .. I think we need a doctor.,7
STORE MANAGER,Who are you?,3
SCULLY,I’m .. my name is Scully. I’m an FBI agent. What happened to you?,13
STORE MANAGER,"I don’t know. But Dave, the butcher .. I think he’s dead.",11
MULDER,Mulder.,1
SCULLY,"Mulder, it’s me.",3
MULDER,I thought you said you were on vacation.,8
SCULLY,I am. I’m up in Maine.,6
MULDER,I thought you said you didn’t want to be disturbed. You wanted to get out of your head for a few days.,22
SCULLY,"I don’t … I mean, I do. I …. What are you watching, Mulder?",14
MULDER,It’s the World’s Deadliest Swarms. Um .. you said you were going to be unreachable. What’s going on?,17
SCULLY,"I, uh … I’m at a market here. I’m just trying to give the local PD a handle here.",19
MULDER,A handle on what?,4
SCULLY,"Well, I’m not quite sure how to describe it, Mulder. I didn’t witness it myself but there seems to be some kind of an outbreak of people acting in a violent, involuntary way.",33
MULDER,Towards who?,2
SCULLY,Toward themselves.,2
MULDER,Themselves?,1
SCULLY,"Yeah. Beating at their faces, clawing at their eyes. One man is dead.",13
MULDER,Dead? How?,2
SCULLY,"Self-inflicted, it appears.",3
MULDER,Huh … it sounds to me like that’s witchcraft or maybe some sorcery that you’re looking for there.,18
SCULLY,"No, I don’t think it’s witchcraft, Mulder, or sorcery. I’ve had a look around and I don’t see any evidence that warrants that kind of suspicion.",26
MULDER,Maybe you don’t know what you’re looking for.,8
SCULLY,"Like evidence of conjury or the black arts or shamanism, divination, Wicca or any kind of pagan or neo-Pagan practice. Charms, cards ….",23
SCULLY,"… familiars, bloodstones, or hex signs or any of the ritual tableaux associated with the occult, Santeria, Voudoun, Macumba, or any high or low magic?",25
MULDER,Scully …,2
SCULLY,Yes?,1
MULDER,Marry me.,2
SCULLY,I was hoping for something a little more helpful.,9
MULDER,"Well, you know, short of looking for a lady wearing a pointy hat riding a broomstick, I think you pretty much got it covered there.",25
SCULLY,Thanks anyway.,2
SCULLY,Who’s that woman right there?,5
BUDDY,Melissa Turner.,2
SCULLY,She’s the only one I’ve seen who looks unaffected.,9
BUDDY,What’s your point?,3
SCULLY,You might want to talk to her.,7
BONSAINT,Ms. Scully … you staying in town?,7
SCULLY,Yes. I’m on vacation. Why?,5
BONSAINT,"Well, what you said back there about Melissa Turner kind of put a spin on this whole business here today.",20
SCULLY,How’s that?,2
BONSAINT,"Well, Melissa’s caused some stir. People here say she’s a witch.",11
