speaker,line,words
MAN #1 ON TV,"Hold, punster! Find the prisoner!",5
MAN #2 ON TV,Find the prisoner!,3
MAN #1 ON TV,"There, there, whoa! Who's this?",5
MAN #3 ON TV,"There, there's been a mistake. Get me a lawyer.",9
MAN #1 ON TV,"Forward, punster. Where is the king?",6
MAN #4 ON TV,"In the great hall, sire.",5
MAN #5 ON TV,Enough! My horses.,3
MAN #4 ON TV,"Aye, sire.",2
MAN #5 ON TV,"""Ode to the Great Hawk.""",5
DUANE BARRY,"It can't be. No, no! Not again!",7
HAKKIE,"Hello, Duane. Nice to see you.",6
DUANE BARRY,"Nice to see you too, Doc.",6
HAKKIE,How are you feeling today?,5
DUANE BARRY,Pretty good.,2
HAKKIE,"Why don't we sit down, Duane? I want to go over a few things with you.",16
DUANE BARRY,Okay.,1
HAKKIE,"Now, uh, it says here that you've been refusing to take your medicine.",13
DUANE BARRY,I don't like the way it makes me feel.,9
HAKKIE,"Okay, all right, let's talk about that. Because we give you that medicine for a reason, Duane, because of your behavior.",21
DUANE BARRY,"I know, I know.",4
HAKKIE,Because we don't want you to hurt anybody again. You're still hearing voices?,13
DUANE BARRY,"I'm not crazy, Doc. Duane Barry's not like these other guys.",11
HAKKIE,"No, everybody here is different.",5
DUANE BARRY,"They're coming again. They're coming again, I can feel it. They're going to take Duane Barry to this place.",19
HAKKIE,"Nobody's coming, Duane.",3
DUANE BARRY,Nobody can stop them.,4
HAKKIE,"I'm going to give you a shot. I think you just need some rest. Now, this will make you sleep... and you'll wake up and you will see that we didn't let anybody hurt you. Okay, Duane? Duane? Duane!",39
DUANE BARRY,"Get away, get away.",4
HAKKIE,"Put the gun down, Duane.",5
DUANE BARRY,Give me the keys.,4
HAKKIE,Duane...,1
DUANE BARRY,Give me the damn keys!,5
MAN,"Yeah, do it!",3
HAKKIE,"No, no!",2
DUANE BARRY,"Either way, Doc, we're getting out of here together. You guys... let's do it now. Go! Go! Go!",18
KRYCEK,Agent Mulder!,2
MULDER,"Krycek, what's up?",3
KRYCEK,There's a situation going down. They want you out there right away.,12
MULDER,What kind of situation?,4
KRYCEK,Hostage negotiation.,2
MULDER,And they want me?,4
KRYCEK,Yeah.,1
MULDER,What for?,2
KRYCEK,The guy escaped a mental institution. He's got four people at gunpoint in an office building. Claims he's being controlled by aliens.,22
POLICEMAN,Stay back!,2
KRYCEK,"Krycek, Mulder, F.B.I. What's your handle?",6
POLICEMAN,"Right that way, sir.",4
MAN #1,"Yes, sir.",2
MAN #2,"Okay, I've got it right here. Lucy?",7
LUCY KAZDIN,Agent Mulder?,2
MULDER,Yeah.,1
LUCY KAZDIN,"Lucy Kazdin, negotiations commander. Thanks for coming.",7
MULDER,This is Agent Krycek.,4
LUCY KAZDIN,"Let me show you what we've got. His name's Duane Barry. He's armed with a nine millimeter Smith & Wesson handgun, one nine-round magazine. It is our belief he's prepared to use the gun and not afraid to die.",38
MULDER,What does he want?,4
LUCY KAZDIN,"Safe passage for himself and his original hostage, a shrink named Hakkie.",12
MULDER,Passage to where?,3
LUCY KAZDIN,"He's bent on taking the Doctor with him to an alien abduction site, only he can't quite remember where the site is so he stopped at a travel agency.",29
MULDER,Is he lucid?,3
LUCY KAZDIN,"Yes, but he's off his medication so he's manic, ranting about scoop mark scars on his body, homing devices, and a lot of other nonsense.",25
MULDER,Like what?,2
LUCY KAZDIN,"This whole alien abduction business, which I guess you know something about.",12
MULDER,"Yeah, yeah, but I've never been in a hostage negotiation before.",11
LUCY KAZDIN,"Oh, we'll take you through it. Agent Rich is our advisory commander. He and I will be coaching you.",19
RICH,"What Mister Barry needs right now is a friend, someone who appears to understand him and can appeal to his sense of reason.",23
MULDER,Do we know anything about his abduction experiences?,8
LUCY KAZDIN,"You really believe in this stuff, Agent Mulder?",8
MULDER,Is that a problem?,4
LUCY KAZDIN,"We're here to save lives. You'll begin negotiations immediately. Every three hours, we'll reevaluate your progress and let our tactical commander advise and update on the use of force.",29
MULDER,"If this man is an abductee, I need to know more about him, his personal history. Each abduction case is different.",21
LUCY KAZDIN,That material's not been made available to us.,8
MULDER,And nobody's thought to call the hospital for records?,9
LUCY KAZDIN,"Look, Agent Mulder. The guy's a psycho. Your object is to keep him on the phone. The longer you do, the more chance he's not going to kill anybody. We stop to do a Freudian analysis, next thing we know, we've got four dead hostages. So whatever crap you got to make up about space men or UFOs, just keep him on the phone.",64
BOB,Are we going to have to sit like this all night?,11
DUANE BARRY,I told you to shut up.,6
GWEN,"We all have families, for God's sake.",7
HAKKIE,Duane? Don't hurt anyone. Please?,5
DUANE BARRY,"I'm not going to hurt you, Doc. Because this time, you're going with Duane Barry so you can see what it's like... that it's real!",25
MULDER,Duane?,1
DUANE BARRY,Yeah?,1
MULDER,"This is Special Agent Fox Mulder. Look, I want to try to help you.",14
DUANE BARRY,"Yeah? Well... we're just sitting here, waiting for, uh... travel plans.",11
MULDER,"I think I know what you're going through, Duane. I just want to make sure you get what you want and that... Bob, Kimberly and Gwen and Doctor Hakkie don't get hurt.",32
DUANE BARRY,You know what I'm going through? You think you know what Duane Barry's going through? You don't know jack!,19
MULDER,"I know you're scared, Duane, and that you'd like to see this all come out right.",16
DUANE BARRY,"Yeah, right. So they can... put me back in the nuthouse... where I belong!",14
MULDER,"We're only concerned about your safety, Duane. You and the others.",11
DUANE BARRY,Hey... what's your name? Mulder? I know the routine. Honesty... containment... conciliation. Am I missing something?,16
MULDER,"You need someone to trust, Duane. I know a lot of people who have been through similar experiences.",18
DUANE BARRY,"You want to do something for me, Agent Mulder? You keep your dogs on a leash. You try to gas me out or do anything stupid... These people die. They're not taking me again. You got it? They can take somebody else!",42
MULDER,"Nobody's going to try anything, Duane. Who is this guy? He's F.B.I., isn't he?",14
LUCY KAZDIN,Former F.B.I.,2
MULDER,And you didn't think to mention that?,7
LUCY KAZDIN,He's been out of the bureau since 1982. Institutionalized on and off for over a decade. It's beside the point.,20
MULDER,"The point being that the bureau wants to minimize it's embarrassment, isn't that it? That we can police our own.",20
LUCY KAZDIN,They would like it done as neatly and cleanly as possible.,11
MULDER,"Well, you're off to a hell of a start.",9
RICH,"Negotiation is a process, Agent Mulder.",6
MULDER,"Well, if you just wanted somebody to come down and read the script, you didn't have to bring me out.",20
RICH,This method has proven extremely successful in winning the hostage-taker's trust.,11
MULDER,"No, no, that man is afraid. And the only way you're going to win his trust is by trying to understand what he's afraid of. Have you ever spoken to an abductee, Agent Kazdin? Heard them talk about having their brains sucked out through their nostril while being wide awake through the experience? Would you like to know what they do to a woman's ovaries?",65
LUCY KAZDIN,Not particularly.,2
MULDER,"Well, then understand that you might have to alter your approach a little bit here.",15
KRYCEK,Is there anything I can do?,6
LUCY KAZDIN,"Yeah, what's your name again?",5
KRYCEK,Krycek.,1
LUCY KAZDIN,"Krycek, have you got your notepad? Grande, two percent cappuccino with vanilla. Agent Rich?",14
REPORTER ON TV,"...of the hostages. As you can see, Carl, the SWAT team has taken positions on all the surrounding buildings...",19
SCULLY,Scully.,1
MULDER,It's me. I'm in Virginia.,5
SCULLY,"Yeah, I know. I've been watching it on TV. What's going on out there?",14
MULDER,What's the media saying?,4
SCULLY,That an escaped mental patient is holding four people hostage in a travel agency.,14
MULDER,"Well, what they're not telling you is that he's former F.B.I. who also claims to be an alien abductee.",19
SCULLY,Seriously?,1
MULDER,"Yeah, his name's Duane Barry. Look, Scully, I need your help. I need you to find out what happened to him. Anything, transcripts from therapy sessions, hypnotic regressions... Anything about his abduction experience.",33
SCULLY,Mulder?,1
MULDER,The lights just went out here.,6
MAN #1,Stay back.,2
MAN #2,"Come on, we're losing power!",5
SNIPER,What the hell is going on?,6
MAN #1,"Tactical unit, what are you guys up to?",8
TACTICAL COMMANDER,"Nothing, absolutely nothing sir.",4
MAN #1,"Ah, what the? Get down, everybody get down! Backup from command. Shots have been fired. Locate and report. I repeat, locate and report.",23
RICH,We've lost our captured line.,5
MAN #1,We have either four or five shots fired!,8
MULDER,What's the number there?,4
RICH,555-2804.,1
MAN #1,"Repeat, we have either four or five shots fired!",9
LUCY KAZDIN,Our electrical substation blew. We've got no power up and down the block.,13
MULDER,Duane?,1
DUANE BARRY,I told you.,3
MULDER,"Is everybody all right, Duane?",5
DUANE BARRY,"You didn't believe me, did you?",6
MULDER,"No, I, I believe you. I just need to know if......anybody's been shot.",13
GWEN,I need towels. Kimberly? Kimberly? He's going to bleed to death.,11
DUANE BARRY,I guess we're going to need a doctor.,8
TACTICAL COMMANDER,"Now, you'll have almost full ambient hearing loss in this ear. Your sense of balance might be affected slightly, particularly if you have to move quickly or get into a physical situation. If you get trapped or held in the building for some reason, we'll be able to warn you if there's a tactical assault. Now remember, he's either got four or five rounds left. Now, there's a wireless mic hidden in the top of this flak jacket. Speaking in a normal tone of voice, we should be able to hear anything you say up to a hundred yards. Make every attempt to keep these devices concealed. You put a normal telephone handset to that ear, it'll cause feedback and reveal that you're wired.",124
LUCY KAZDIN,You really want to do this?,6
MULDER,Yeah.,1
LUCY KAZDIN,Your job will be to deliver medical help to the hostage. Anything else is just a bonus. You're to get in and get out. You are not to risk your own life. Whatever you believe...,35
MULDER,Don't jump into his delusion. I can't negotiate with him if he thinks I believe him.,16
LUCY KAZDIN,"Right. This is Agent Janus, he's a trained medic. He'll work on the hostage. You're to keep Duane Barry talking. Like I said, if he's talking, he's not going to shoot anybody including you.",34
TACTICAL COMMANDER,"Now, I've got three snipers out there. Anything you can do to get him to the front door, all we need is one shot to the medulla oblongata.",28
SNIPER,"Tac command, this is rooftop zero-two. I have them in sight. They're passing the fountain and approaching the front entrance now.",21
DUANE BARRY,Just unlock the door and move back.,7
MULDER,Duane?,1
DUANE BARRY,Hands in the air! Put the kit on the floor slowly.,11
MULDER,We're unarmed. We just want to help the injured.,9
GWEN,Over here.,2
DUANE BARRY,"Face the door! That's right. Not armed, huh? You're F.B.I., aren't you? Got a gun in the kit?",18
MULDER,No.,1
DUANE BARRY,Are you wearing a wire?,5
MULDER,No. We're just here to help.,6
DUANE BARRY,Okay...,1
MULDER,"Nobody's going to try anything, Duane.",6
LUCY KAZDIN,"That's right, good. You want to work with him.",9
MULDER,We just want to make sure no one else gets hurt.,11
DUANE BARRY,Just do your business and get out.,7
JANUS,How's he doing?,3
GWEN,He's bad.,2
JANUS,"Hi, my name is Janus. I'm a paramedic. Hold on, we're going to take care of you, okay?",18
MULDER,"They want to work with you, Duane, but you got to work with them. Why not let the others go?",20
DUANE BARRY,Doc's going with me.,4
MULDER,"Then let the women go. Were they here, Duane? The light... was that them?",14
DUANE BARRY,Don't try and B.S. Duane Barry.,6
