speaker,line,words
MALE AGENT,"Just a routine background check. Now, to the best of your knowledge has Mr. Wisnowski ever used any illegal drugs? Which illegal drugs?",23
MULDER,"Yeah, in the time that you worked with... Ms. Ermentrout did you find her to be a trustworthy person? Punctual. Punctual is good.",23
SCULLY,"No, no, ma'am. This is just a routine background check. Mr... Mr. Garber is not in any legal trouble whatsoever. Yeah. Okay. Thanks for your time.",26
MULDER,"Hey, Scully maybe if we get really lucky next time they'll let us clean toilet bowls.",16
SCULLY,You ready to quit?,4
MULDER,No. That would make way too many people way too happy.,11
SCULLY,Scully. I'm on my way.,5
SCULLY,I've been called into Kersh's office.,6
SCULLY,Just me.,2
MULDER,"Just you? Don't forget your toilet brush. No. No, ma'am, not you.",12
AD KERSH,Agent.,1
SCULLY,Sir.,1
AD KERSH,"Dana Scully, this is Agent Peyton Ritter with the Bureau's New York office.",13
SCULLY,Agent Ritter.,2
AGENT RITTER,Hi.,1
AD KERSH,Show her what you have.,5
AGENT RITTER,"Uh, well, our office is currently updating its case filing system. While I was involved in this project-- scanning old crime scene photographs into the computer-- I came across this.",30
SCULLY,"Margareta Stoller age 57, cause of death-- an overdose of Nitraz....",11
AGENT RITTER,Take a look at when they found her.,8
SCULLY,A NEIGHBOR CALLED THE POLICE AT 11:14 p.m.,8
AGENT RITTER,So what's wrong with that picture?,6
SCULLY,"The clock says that it's 45 minutes earlier. Well, a clock can be wrong.",14
AGENT RITTER,"They certainly can. So, I checked the Post from the following day. These are straight from their photo files.",19
SCULLY,Hmm. Almost an hour and a half later.,8
AGENT RITTER,"Two different negatives, same photographer. The guy's name is Alfred Fellig. He's rattled around Manhattan for years. Apparently a stringer for the wire services and on-call guy for NYPD.",29
SCULLY,And you suspect this man Fellig? You think that Mrs. Stoller wasn't a suicide?,14
AGENT RITTER,"This guy's into taking pictures, right? So I'm thinking, what if... what if he poisons this woman and gets his jollies by snapping a few of her dead body then winds up back in the same apartment an hour later, after Midtown North calls him over to do the job.",50
SCULLY,That's quite a theory.,4
AGENT RITTER,"Yeah. Well, the thing of it is he might have done it on more than one occasion. Now, I sifted through probably 2,000 of his police photos. Now, these three have measurable solar shadows. And since we know the location in each case...",43
SCULLY,You can tell the time of day by the shadows.,10
AGENT RITTER,"Right. And with it, these three are looking every bit as hinky.",12
SCULLY,You've got another suicide here a heart attack and a very obvious murder for which another man was convicted. There's no consistent MO.,23
AGENT RITTER,There's no consistent anything. I could sure use your help.,10
AD KERSH,"Agent, would you step outside, please.",6
AGENT RITTER,Sure.,1
AD KERSH,I would say he has a promising career ahead of him. So did you... at one time.,17
AD KERSH,With your expertise in forensic pathology you would be a substantial asset to this investigation. I know it would provide more challenge to you than running background checks.,28
