speaker,line,words
"WASHINGTON, D.C.; 11",23 P.M.,2
SCULLY ON MACHINE,"Mulder, it's me. I just had something incredibly strange happen. This piece of metal that they took out of Duane Barry, it has some kind of a code on it. I ran it through a scanner and some kind of a serial number came up. What the hell is this thing, Mulder? It's almost as if... it's almost as if somebody was using it to catalogue him. Mulder! I need your help!",72
DUANE BARRY ON MACHINE,Shut up!,2
SCULLY ON MACHINE,Mulder!,1
SCULLY,Mulder!,1
DUANE BARRY,"Come on, lady...",3
SCULLY,I need your help! Mulder!,5
POLICEMAN,"I'm sorry, ma'am, but you can't disturb a crime scene.",10
MARGARET SCULLY,"But this is my daughter's apartment. Let me go, I have to get through. I have to get in!",19
MULDER,Mrs. Scully? She's not in there.,6
MARGARET SCULLY,Where is she? Where is she?,6
MARGARET SCULLY,"I knew it would happen this way. I had this dream about Dana being taken away. I, uh... I was going to call her but I was afraid I was going to scare her. She would have laughed at me anyway. She doesn't believe in that kind of thing, you know.",51
"FBI HEADQUARTERS; WASHINGTON, D.C.; 8",03 A.M.,2
SKINNER,"According to the reports I reviewed, Agent Scully research states that Duane Barry's propensity for violent, deviant behavior is due to brain damage from a bullet wound in the head. Is this the operational opinion?",35
KRYCEK,"Yes, sir.",2
SKINNER,Is there another?,3
KRYCEK,"He's convinced he's going to be abducted by aliens. That by taking someone to the abduction site, he won't be abducted himself.",22
SKINNER,That he's following orders from alien voices in his head.,10
KRYCEK,Yes.,1
SKINNER,"Well, that's an interesting spin on the Nuremburg defense. Which explanation do you subscribe to, Agent Mulder?",17
MULDER,There's a question of how he could've gotten to her in the first place.,14
MAN,And you think these alien voices told her?,8
MULDER,"Agent Scully was carrying a small piece of metal that was removed from Duane Barry's abdomen, an implant he described as a tracking device.",24
MAN,Agent Scully thought that you had made a major miscalculation in Duane Barry's psychosis. Is that true?,17
MULDER,"Yes, but that still doesn't explain how he could have found her.",12
SKINNER,Where would he be taking her?,6
MULDER,I don't know. He talked about a mountain but he wasn't specific about the location.,15
SKINNER,"Well, however he got to her and whatever his motives, he took Agent Scully's car and weapon. I think we all understand the seriousness of this matter and should proceed ahead quickly with all possible resources. I need you to turn over your files to H.R.T...",46
MULDER,I'd like to brief them myself...,6
SKINNER,"Go home, Agent Mulder, you've been up all night. Get some sleep.",12
MULDER,"Sir, I know Duane Barry. I've been in his head, I know how he thinks...",15
SKINNER,"You're too close to this case. If we can use you, we will.",13
MULDER,Sir...,1
SKINNER,"That's an order, Agent Mulder. Make sure he gets home safely.",11
KRYCEK,Come on.,2
"ROUTE 229; RIXEYVILLE, VIRGINIA; 11",23 A.M.,2
PATROLMAN,Sir? Can you turn off your radio?,7
DUANE BARRY,"I would, officer, but I got to keep going.",9
APB WIRE CONDUCTOR,An F.B.I. APB has been issued for a suspect in the abduction of an F.B.I. agent...,16
PATROLMAN,"Sir, I asked if you mind turning that off.",9
DUANE BARRY,Okay. But could you just give me the ticket now so I can go? I got to be someplace.,19
PATROLMAN,Where?,1
DUANE BARRY,I'm not sure but... they'll tell me when I get there.,11
PATROLMAN,Sir... put your hands on the steering wheel where I can see them.,13
DUANE BARRY,"You don't understand. They're waiting for me, I, I can't be late.",12
PATROLMAN,Put your hands up and exit the vehicle.,8
DUANE BARRY,"No, I got to keep moving. Please? For your own sake? Don't stop Duane Barry.",15
PATROLMAN,"Sir, put your hands up.",5
FBI HEADQUARTERS; VIDEO PRODUCTION UNIT; 3,11 P.M.,2
MULDER,Right there.,2
VIDEO TECHNICIAN,Okay.,1
MULDER,Back it up a few frames. Can you magnify this area?,11
VIDEO TECHNICIAN,My God...,2
MULDER,She's still alive. Print this up.,6
FBI HEADQUARTERS; 4,08 P.M.,2
DUANE BARRY ON RECORDING,I just want to go back to the place.,9
MULDER ON RECORDING,What place?,2
DUANE BARRY ON RECORDING,Where it first started. Where they first came and got me.,11
MULDER ON RECORDING,Where is that?,3
DUANE BARRY ON RECORDING,"A mountain. We went, uh, up... and up. Ascending... ascending to the stars. Ascending... ascending to the stars.",18
KRYCEK,Coffee?,1
MULDER,Yeah. Thanks.,2
KRYCEK,Yeah. How'd you sleep?,4
MULDER,I didn't.,2
DUANE BARRY ON RECORDING,"You're not taking Duane Barry again. A mountain. We went, uh, up... and up. Ascending... ascending to the stars. Ascending to the stars.",23
KRYCEK,What is it?,3
MULDER,Where was that patrolman killed again?,6
KRYCEK,"Rixeyville, Virginia. Route 229.",4
MULDER,Doesn't Route 229 lead to the Blue Ridge Parkway?,9
KRYCEK,I don't know. What?,4
MULDER,Ascend to the stars. Skyland Mountain.,6
KRYCEK,You know where he's going?,5
MULDER,Get your car and meet me downstairs.,7
KRYCEK,Where are we going?,4
MULDER,Just get your car.,4
KRYCEK,What about Skinner?,3
MULDER,I'll deal with Skinner.,4
KRYCEK,"He thinks Scully's been taken up to Skyland Mountain. I'll hold him off until they locate her. Wait, here he comes. I'll be in touch.",25
MULDER,"Come on, let's go.",4
"ROUTE 211; WARRENTON, VIRGINIA; 5",43 P.M.,2
KRYCEK,Hey! You're dozing off. Maybe I should drive.,8
MULDER,I'm fine.,2
KRYCEK,"Well, you haven't slept yet. I have.",7
MULDER,"No, I said I'm fine.",5
KRYCEK,"You know, Chernobyl, Exxon Valdez, Three Mile Island... they were all linked to sleep deprivation. The U.S. Department of Transportation estimates that over 190,000 fatal car crashes every year are linked to sleepiness.",33
MULDER,Did they estimate how many people are put to sleep listening to their statistics?,14
KRYCEK,I'm just trying to keep you awake.,7
MULDER,"Look, I know you think we should have told Skinner but if he sends in the whole cavalry, Duane Barry might go over the edge.",25
KRYCEK,You're right.,2
MULDER,"If we find him first, we'll notify the Bureau. All right?",11
KRYCEK,Yeah. You really think he tracked her down with that implant?,11
MULDER,"Well, that's the easiest explanation. It's also the most implausible.",10
KRYCEK,Is there another possibility?,4
