speaker,line,words
JOE CRANDELL,What are you doing to Barnett?,6
JOSEPH RIDLEY,Excuse me?,2
JOE CRANDELL,What are you doing to Johnny?,6
JOSEPH RIDLEY,Go on back to your ward. There's nothing you can do for your friend now.,15
JOE CRANDELL,What?,1
JOSEPH RIDLEY,John Barnett is dead.,4
JOE CRANDELL,"No, I heard him screaming.",5
JOSEPH RIDLEY,"I said John Barnett is dead. You understand? Go on, Crandell, get out of here. There's nothing more to see here. You understand?",23
SCULLY,I still don't get it. What does this have to do with us?,13
MULDER,Robbing a jewelry store is a federal crime.,8
SCULLY,Thank you.,2
MULDER,"I don't know. I got a call from some guy I used to work with over at the violent crimes section, said it was important.",25
MULDER,Reggie! Reggie!,2
REGGIE PURDUE,"Mulder, God, I hate it when you do that.",9
MULDER,This is Special Agent Scully. Reggie Purdue.,7
REGGIE PURDUE,How are you?,3
SCULLY,What happened here?,3
REGGIE PURDUE,Lone gunman took out a salesgirl after she filled up a bag for him.,14
MULDER,You guys turn up anything?,5
REGGIE PURDUE,Not much... except... this. It's going to blow your mind.,10
MULDER,Why?,1
REGGIE PURDUE,"I'm telling you, Mulder, this is going to blow... your... mind.",11
SCULLY,What is it?,3
MULDER,"Wait, wait a second...",4
REGGIE PURDUE,You see why I called you?,6
MULDER,What about witness descriptions?,4
REGGIE PURDUE,"White male, five-eleven to six feet, ski mask.",8
MULDER,"Damn it, Reggie, that's Barnett.",5
REGGIE PURDUE,"Yeah, but it can't be.",5
SCULLY,Who's Barnett?,2
MULDER,"It was my first case at the bureau. Barnett was doing armed jobs all over D.C. and getting away with it, very trigger-happy. Killed seven people. There was this big task force, Reggie was my ASAC. I was twenty-eight years old, right out of the academy. I had this theory on the case. Reggie thought I was full of it. I was full of it.",65
SCULLY,What was the theory?,4
MULDER,That Barnett had an inside connection. An employee at the armored car company was tipping him off about large shipments of cash. Turns out I was sort of right.,29
SCULLY,Sort of?,2
MULDER,"Yeah, we planted bogus waybills, manifests with the armored car company to try to set a trap but Barnett was way ahead of us. That's... when the notes started.",29
SCULLY,"""Fox can't guard the chicken coop.""",6
MULDER,"Clever, huh?",2
SCULLY,So you never caught him?,5
MULDER,"No, we did. We did, but not, uh, not clean. An agent died because I screwed up.",17
SCULLY,And what happened to Barnett?,5
MULDER,"He avoided the death penalty on a technicality. But he went down for every job he did. Consecutive terms, three-hundred-and-forty years. The judge promised me he would die in prison.",30
SCULLY,So you think he escaped?,5
MULDER,"No, that's just it. He did die in prison, four years ago.",12
SCULLY,You're sure?,2
MULDER,I was paying attention.,4
HENDERSON,This guy a friend of yours?,6
MULDER,"Yeah, I play golf with him every Sunday. What do you think?",12
HENDERSON,You just brought this in ten minutes ago.,8
MULDER,"You're slipping, Henderson.",3
HENDERSON,"Ten minutes may be enough time for you, Mulder. Of course, I wouldn't know that from personal experience.",18
MULDER,"Yeah... seriously, what do you think?",6
HENDERSON,"Okay, first impressions... the ink is fresh, the note was written in the last forty-eight hours. Ballpoint, but you knew that. A right-hander. Let's see... written by someone sitting down, but now I'm just showing off.",36
MULDER,"Yeah, does it match Barnett?",5
HENDERSON,I'd say it's him.,4
MULDER,But you're not sure?,4
HENDERSON,Ninety-five percent. The writing's sloppy. Some of the ascenders and descenders are heavier.,13
MULDER,Could it have been traced over an old note of Barnett's?,11
HENDERSON,"Could be, but it's a damn good job if it is.",11
MULDER,"Thanks, Henderson, I owe you one.",6
HENDERSON,"Promises, promises.",2
REGGIE PURDUE,There's Barnett. We staked-out an airport warehouse but everything went to hell when Barnett took the driver of the armored truck hostage.,22
SCULLY,Where's Mulder?,2
REGGIE PURDUE,"There, coming around back. Barnett doesn't see him.",8
SCULLY,He's got a clear shot.,5
REGGIE PURDUE,"Yeah, he should've taken it.",5
SCULLY,But he couldn't.,3
REGGIE PURDUE,"No, no, not with a hostage so close.",8
SCULLY,Because it's not by the book.,6
REGGIE PURDUE,"It would have saved one life, maybe two. Bastard Barnett just started blasting away.",14
SCULLY,"So, Mulder did shoot Barnett.",5
REGGIE PURDUE,"Twice, in the shoulder and hand but not before Barnett killed the driver and Agent Steve Wallenberg. Mulder never forgave himself for that. You should have heard his testimony at Barnett's trial.",32
SCULLY,Probably had a lot to do with the sentence the judge gave Barnett.,13
REGGIE PURDUE,"I'll never forget Mulder coming down from the witness stand and Barnett turning and saying he'd get Mulder. To tell you the truth, I wish Mulder had killed Barnett right there in the warehouse.",34
SCULLY,What did Henderson come up with?,6
MULDER,Ninety-five percent sure it's Barnett's handwriting.,6
SCULLY,What's that?,2
MULDER,"Federal Bureau of Prisons sent me a copy of his death certificate. ""Name of deceased, Barnett, John Irvin. Cause of death, cardiac arrest. Date, September sixteenth, 1989.""",27
SCULLY,Then it must be a very clever copycat.,8
MULDER,The note was written in the last forty-eight hours.,9
SCULLY,Pull any prints?,3
MULDER,No prints.,2
SCULLY,"Barnett had a lot of time on his hands while he was in prison, maybe he planned it with someone on the outside.",23
MULDER,Revenge from the grave? That'd be a neat trick.,9
SCULLY,"He planned to get you, didn't he? I was just down talking to Agent Purdue.",15
MULDER,And he showed you the videotape?,6
SCULLY,"You did the right thing, Mulder.",6
