speaker,line,words
ALBERT HOSTEEN,"There is an ancient Indian saying that something lives only as long as the last person who remembers it. My people have come to trust memory over history. Memory, like fire, is radiant and immutable while history serves only those who seek to control it, those who douse the flame of memory in order to put out the dangerous fire of truth. Beware these men for they are dangerous themselves and unwise. Their false history is written in the blood of those who might remember and of those who seek the truth.",92
SOLDIER #1,Go!,1
SOLDIER #2,"Get down, get down!",4
SOLDIER #1,Come on!,2
CSM,I want to know where Mulder is!,7
ALBERT HOSTEEN,I don't know.,3
CSM,His car's parked outside! He was here! I want Mulder and I want those files!,15
ALBERT HOSTEEN,You will find nothing here.,5
SCULLY,What happened?,2
HOSTEEN,There were men.,3
ALBERT HOSTEEN,They were looking for your partner.,6
SCULLY,Where is he? Mulder!,4
MALE TROOPER,"Out of the car! Come on! Hands on top, spread your legs!",12
SCULLY,Where's Agent Mulder?,3
MALE TROOPER,Turn and face away! Where are the files?,8
SCULLY,In the trunk.,3
MALE TROOPER,We need the DAT copy.,5
SCULLY,I don't have it!,4
MALE TROOPER,Who has it?,3
SCULLY,Agent Mulder.,2
MALE TROOPER,Let's go!,2
MAN,"It is the recommendation of the office of professional conduct that Special Agent Dana Scully be given a mandatory leave of absence until the full detail of her misconduct can be calculated. This summary action is justified under the O.P.C. articles of review and Agent Scully will complete her suspension of duty without pay or benefits, due to the nature of her insubordination and the direct disobedience of her superior agents. We will have to ask that you check your weapon and your badge before you leave the building, Agent Scully.",91
SKINNER,We would also ask that you make yourself available to answer further questions in our investigation into Agent Mulder's whereabouts.,20
SCULLY,"I've told you everything I know. To the best of my knowledge, Agent Mulder is dead.",16
SKINNER,Don't think this hasn't been difficult for everyone. Agent Scully?,10
SCULLY,Who are these people?,4
SKINNER,These people are doing their job.,6
SCULLY,What they're doing is putting an official stamp on the perpetuation of a lie.,14
SKINNER,"These people have a protocol to follow, which is something you and Agent Mulder did not do.",17
SCULLY,What about the people who were poisoning Agent Mulder's water? Whose protocol was that?,14
SKINNER,The investigation will...,3
SCULLY,"The investigation will be an exercise! The men who killed Agent Mulder, the people who killed his father, they aren't meant to be found.",24
SKINNER,We will find them.,4
SCULLY,"With all due respect, sir, I think you overestimate your position in the chain of command.",16
1ST ELDER,Where were the safeguards against this? These files were never meant to be seen.,14
2ND ELDER,Forty years of work... the damage could be incalculable.,9
3RD ELDER,The damage is done.,4
CSM,"Gentlemen... we have control. The files have been recovered and the men involved in their theft have been removed without incident. There is a small matter of concern with the F.B.I. but we'll handle that internally as usual. The media attention will amount to nothing more than a few, uh, scattered obituaries.",52
1ST ELDER,The Mulder problem...,3
CSM,Special Agent Mulder is dead. His body will not be recovered. He will officially be listed as missing until the matter can be resolved quietly.,25
1ST ELDER,And we've recovered the copy of the stolen computer files?,10
CSM,Yes.,1
1ST ELDER,Then all the pertinent parties should be informed that we can continue with our work.,15
MARGARET SCULLY,"Dana, wh...",2
SCULLY,"Hi, mom.",2
MARGARET SCULLY,What did you do with your shoes?,7
SCULLY,"They, uh, they started to give me blisters s, so...",10
MARGARET SCULLY,You walked here at this time of night?,8
SCULLY,"Oh, mom...",2
MARGARET SCULLY,"What is it, Dana?",4
SCULLY,I've made a terrible mistake. Dad would be so ashamed of me.,12
ALBERT HOSTEEN,"The men who had come and threatened us did not return to our house again but the following day... Some of the boys from the reservation came to tell us they had seen buzzards flying out near the quarry where Eric had first encountered the men. The buzzard is a large but cowardly bird. It does not work for its prey, letting others provide the kill. When I see them circling in the desert, this can only mean that something has died and they are going to pick its bones... or that death is close and they are waiting for it to do its work for them. We did not see what they saw but I remembered something I had seen as a younger man. Just as my grandson had done, I, too, had found a body at the quarry in a hole, half-buried under rocks, but the buzzards, who will eat anything, would not touch it. This spot is where we found what the buzzards had come for. We could not tell at first who or what it was but I knew what the buzzards knew... that the smell of death was upon it. The desert does not forgive man his weakness. Weak or strong, it takes no mercy and can kill a man in less than a day. To survive, one must develop skin like leather, know where to find water and when to take shelter. The F.B.I. man would have surely died had he not stayed underground, protected like the jackrabbit or the fox. Even so, death was near. In accordance with our ancient traditions, we put for twigs on the beams of the hogan to summon the holy people and tell them that a ceremony will be held. It is called ""The Blessing Way"" chant. Only the holy people can save the F.B.I. man's life now. He is in their hands.",315
SCULLY,Frohike?,1
FROHIKE,I know it's late but I heard the news. Maybe I should go. Pardon my presumptuousness.,16
SCULLY,How much have you had to drink?,7
FROHIKE,Do you recycle? He was a good friend. A redwood among sprouts. I guess this means he's passing you the torch.,21
SCULLY,"Uh, I'm afraid not. I'm soon to be out of a job.",12
FROHIKE,Those sons of bitches. They're rigging the game.,8
SCULLY,"And like rats, they just scatter back into the woodpile.",10
FROHIKE,The rats that killed the cat.,6
SCULLY,What's this?,2
FROHIKE,"A news item about Kenneth Soona, a.k.a. ""The Thinker."" The man who hacked the MJ files. The ones he gave to Mulder.",22
SCULLY,"""Kenneth J. Soona was killed execution style in what appears to be a professional murder. His body found in the Trenton City landfill."" What's the date on this? This was the day before yesterday. This is after Mulder disappeared. Could they be so stupid?",44
ALBERT HOSTEEN,"This healing ritual called ""The Blessing Way"" has been passed down by our ancient Navajo ancestors. Its songs and prayers must be followed just as they have been for centuries or the holy people will not be summoned. I watched my father perform the chants as a young boy and saw their healing magic. But my fear for the F.B.I. man was that his spirit did not want to be healed. That it wished to join the spirit of his own father who had died and did not want to return to the world of the living. His body has become tired and weak and it searches for rest. If the struggle to continue is too hard or the wish to join his ancestors too strong, the body will give up but if the desire to resume life burns brightly enough, the holy people will be merciful. The days and nights now will be long and difficult for the F.B.I. man has the holy people come and help him to choose.",171
DEEP THROAT,"I was first struck by the absence of time, having depended on it so completely as a measure of myself and my life. Moving backwards into the perpetual night that consumes purpose and deed, all passion and will. I come to you, old friend, with the dull clarity of the dead not to beckon you but to feel the fire and intensity that still live in you... and the heavy weight of your burdens which I had once borne. There is truth here, old friend, if that's all you seek but there's no justice or judgment without which truth is a vast, dead hollow. Go back. Do not look into the abyss or let the abyss look into you. Awaken the sleep of reason and fight the monsters within and without.",131
HYBRID,"Help me, please! Let me out! Please, let me out!",10
WILLIAM MULDER,"Hello, son. I did not dare hope to see you so soon nor ever again hope to broker fate with a life to which I gave life. The lies I told you were a pox and poison to my soul and now you are here because of them. Lies I thought might bury forever a truth I could not live with. I stand here, ashamed of the choices I made so long ago, when you were just a boy. You are the memory, Fox. It lives in you. If you were to die now, the truth will die. And only the lies survive us.",104
MULDER,My sister? Is she here?,5
WILLIAM MULDER,"No. The thing that would destroy me, the truth I felt you must never learn is the truth you will find if you are to go forward.",27
TOUR GUIDE,"Okay, I just need everyone to step through the metal detector and we'll begin the tour. The facility you're in is called the J. Edgar Hoover Building. It was finished in 1974 and built on the site of the original F.B.I. building. We'll also see a display on the ten most wanted, you might see a few of your relatives there. Uh, if you have any questions, feel free to ask and I'll do my best to answer them.",79
SECURITY GUARD,"Making you come in the front door these days, are they, Agent Scully?",13
SCULLY,For now.,2
SECURITY GUARD,Are you carrying your weapon?,5
SCULLY,No.,1
SECURITY GUARD,Sorry to have to you run you through this.,9
SCULLY,It's okay. That was weird.,5
SECURITY GUARD,"Yeah, well, I've had a straight pin left in a shirt collar set this machine off but, uh, you can go on through.",23
SCULLY,Thank you.,2
SKINNER,"Scully, come in, please. You said you needed to see me concerning the investigation?",14
SCULLY,"Yes, sir. I came across a news article. A man's body was found in New Jersey and I have reason to believe that he was killed by the same man responsible for Agent Mulder.",34
SKINNER,Can I see it?,4
SCULLY,"The date of death postdates Agent Mulder's disappearance. Now, you already have the ballistics data from Agent Mulder's father on file. I would like you to run it against the ballistics from this man's case.",35
SKINNER,Trying to prove what?,4
SCULLY,"Well, if both men were killed by the same weapon, we could prove that Agent Mulder didn't kill his father and it could also help us find the man who did.",31
SKINNER,You've been relieved of your investigative function.,7
SCULLY,"Yes, I know that, sir. I just thought this might be helpful.",12
SKINNER,"I'm afraid not. This case would have been handled by the Trenton P.D. They're on our drugfire ballistics database. If there was a match in the two slugs, all the bells and whistles would have gone off by now.",39
SCULLY,You don't want to check?,5
SKINNER,"Miss Scully, I think you underestimate the duties and responsibilities of my position as assistant director.",16
SCULLY,"I was just trying to cooperate with your investigation, sir.",10
