speaker,line,words
WOMAN ON APB WIRE,"About your request for assistance, Fifty, what is your present location? Unit Fifty, go ahead.",15
OFFICER #1,"Suspect is now westbound. Has entered the shade of the shipworks off April Street. Unit Fifty still in pursuit, over.",20
WOMAN ON APB WIRE,"A roger, Unit Fifty, I copy. Be advised when you are...",11
OFFICER #1,This is the police! Pull your vehicle over and step out! Stop your vehicle. Put your hands on the roof and freeze! Hold it!,24
OFFICER #2,Get down there!,3
OFFICER #1,On the ground! Do it!,5
OFFICER #2,Did you hear me?,4
OFFICER #1,Face down! Do it!,4
OFFICER #2,Stay there! Get down!,4
OFFICER #4,Stop! Armed officer! I hit him. I know I hit him. Where the hell did he go? He'd be bleeding bad.,21
MAN #1,...off the coast of Italy.,5
MAN #2,"But, but theirs is a very light larvae.",8
MAN #1,"That's exactly what stumped me. Because inside there must be something, the weight of the heaviest rock in existence.",19
MAN #2,"But, professor, that... that would be Icelandic peridotite.",8
MAN #1,Precisely.,1
MAN #2,There's a piece chipped off.,5
MAN #1,By me.,2
MAN #2,"Well, what, what's the rock inside?",6
MAN #1,"Icelandic peridotite, naturally. When I saw this, I stopped chipping.",10
MAN #2,In a rock from Iceland?,5
MULDER,Mulder.,1
DEEP THROAT,Are you watching channel eight?,5
MAN #2,...across the world.,3
MAN #1,What's your conclusion?,3
MAN #2,Science does not jump to conclusions. Science is not a guessing game...,12
FEMALE REPORTER,"...Shipworks, where a sixty-mile high speed car chase ended early this evening. The suspect eluded capture by leaping into the harbor but not before reportedly injuring several Ardis officers. We have Captain Roy Lacerio standing by. Captain? How was the man able to escape and how seriously injured were the officers involved?",52
LACERIO,"Those details are still unclear, I'll be talking with several of the off...",13
MAN,"We need you, Captain.",4
LACERIO,"I'm sorry, you'll have to excuse me.",7
FEMALE REPORTER,Captain Roy Lacerio here being pulled away during an intense manhunt. Captain Roy Lacerio here being pulled away during an intense...,21
SCULLY,"Mulder, you've been through this tape a hundred times. What exactly are you hoping to find?",16
MULDER,I don't know.,3
SCULLY,And all he told you to was to watch channel eight?,11
MULDER,"Yeah, that's all he said.",5
SCULLY,Do we even know why the suspect was being chased?,10
MULDER,"As far as I can tell, he wouldn't pull over for a moving violation.",14
SCULLY,"Well, that ought to put him in the Ten Most Wanted list.",12
MULDER,There's got to be something here. Some detail. Something we're not seeing.,12
SCULLY,"How do you know he's not just yanking your chain, this Deep Throat character?",14
MULDER,Why would he do that?,5
SCULLY,"Well, he has lied to you by his own admission.",10
MULDER,I don't think he'd call if there wasn't something here... something I was supposed to see. Something he wants me to see.,22
SCULLY,Then what are you missing?,5
LACERIO,"Well, I don't know if you were aware but there were three different law enforcement agencies out here last night.",20
MULDER,Hunting a man on a moving violation?,7
LACERIO,"I know it's not ""Silence of the Lambs,"" but it's what we do.",13
MULDER,The man in the photograph doesn't appear to be wearing a badge or a uniform. He's not one of yours?,20
LACERIO,"No, sir. But like I said, it was a zoo out here.",12
MULDER,You say the suspect was shot. Any explanation why the body hasn't been recovered?,14
LACERIO,"Well, has you can see, we've got our search ongoing. Divers' down there in shifts. We're quite certain he'll be found.",21
MULDER,"It's been almost eighteen hours, Captain. Where could the body be?",11
LACERIO,"Well, there are cables and debris all over the bottom. It's a painstaking business. Can I ask what the F.B.I.'s interest in this case would be?",26
